字段1_文本,字段2,时间,字段3
芥玺,"【外观内饰】
外观园润大气，拋去多余线条，很符合个人审美。内饰质感好，座椅支撑性好，造型更是漂亮，napp真皮让座椅显得更加高档，中控三联屏是亮点，实用又时尚，副驾屏幕看着很显档次。车子空间很大，无论是前后排还是后备箱，完全满足一家人的出行旅游，再多行李也不怕了。
【空间表现】
 无论是前排还是后排的乘坐空间都非常的富足，坐在里面感觉到非常的舒适，座椅也比较的柔软。
【续航】
 续航能力非常强悍。交流电的慢充能够让续航保持到8折到9折。因为是夏季，需要开启空调。所以对于啊空调这部分的电量损耗以及车机和其他功能的损耗排除以后自身用在驾驶的驱动电量也是非常富足的。
【智能化】
车机的使用体验非常不错，副驾驶有娱乐屏，同时还能通过手机来进行远程操控，露营模式守护模式非常的实用，Acc功能非常方便，能够调节车速以及车距。识别到车辆也能够自动减速，开起来非常的省心。
【最不满意】
Ota升级后音量的调节不够线性，音量或者过大或者过小，没有适中音量。
【驾驶感受】
  动能回收调至低后驾驶感觉和油车差别不大，但是强劲的动力告诉我这是一辆很有力量的车。
【购车经历】
我是2022年下半年开始看车的，由于一开始就考虑买SUV，所以市面上的新能源SUV基本都试过了，从最早的小鹏G9，理想L7/I8/L9/one，岚图free， 问界MS/M7，飞凡R7,蔚来ES6,到比亚迪护卫舰07/唐全部试驾了个遍，最后试驾了零跑的C11纯电版，感觉不错，觉得性价比无敌，正好符合我的全部需求，所以就决定了要买零跑C11。",2023/7/19,防城港
车途求索,"【最满意】这车子最大的优势是性价比，因为底盘用料足，以及44度大电池。其一线他牌子这个配置估计要20万。

【外观设计】低调圆润，这个设计很讨巧，不突兀，大众比较能接受。和银河L7，比亚迪宋、深蓝S7、长城等四大天王比起来都算是正常的造型了。

【空间】够大，毕竟轴距在那里，后排和后备箱都还不错。但是前排储物空间利用率不高，有待设计提升。
动力够用，比油车强，比纯电差点。

【续航表现】300WLTC只有240，冬天开开大概只有200，夏天应该1：1问题不大。我指的WLTC ，cltc都是虚的。

【智能化】这块舒享对我来说够用，太高级了，老年人也接受不了。从我使用感受来说，挺一般的，在国内算不上一流水准。很多时候硬件可能堆上去了，但是软件技术匹配还差点，当然我说的是智享版。

【驾驶感受】操控这块好车开的少，但是还行，毕竟料摆在那里，调教差点，底线也高。不过真心希望后期厂家技术提高了，能给个操控升级套餐，付费都行。

【网络槽点】
至于大家吐槽的异响，目前还没遇到过。
真空泵什么的，对我来说可接受。
增程器不能压榨着用，建议富电高速，或者馈电开的速度100以下，那噪音就基本不大。


【最不满意】
座椅太硬，但是这点不知道为啥大家都没怎么说，不应该啊，是真的硬",2024/1/10,宁波
萨克希尔,"先说说购车经历，大学毕业后来到大城市工作，入冬后出行不方便，和父母商量买车，预算18万以下，新能源。对比了领克06emp、长安深蓝s7i、吉利银河l7、比亚迪宋plus，最后选择了零跑c11增程，性价比比较高，试驾过后就订了车，赶上厂家的购车优惠，17.9万落地。
       续航表现:充满电wltc表显240，正赶上寒冬，充满电也就跑个两天，一百公里左右。好在是增程车型，开燃油优先表显油耗在百公里6.5升上下，还是比较满意。快充的话20%到80%半小时，有一次从10%冲到满用了两小时。
       最满意的是驾驶感受和空间表现，空间比家里的奔驰glc还稍大一些，前后排都很宽敞；驾驶感受不像电车，有点像少去换挡顿挫的油车，有可能是因为车身比较重，从油车过渡到电车完全没有不适应。
       缺点:①车机智能化一般，只能用系统自带的应用，车机反应速度也一般，副驾屏智能投屏使用，没有自带的视频软件；②冬季续航打折严重，一晚掉电30公里左右，也算是新能源车的通病；③车灯亮度不够，希望厂家能出官方改装方案；④手机app功能不健全：没有胎压显示，没有能耗显示。
       总体来说还是很满意，毕竟不到20万的车，性价比还是很高的。",2023/12/20,太原
掐死你的温柔aaa,"能耗:一路开了1600公里左右，用了230块钱的油，充了一百多块钱的电，如果想更省一点，可以平路用油，上下坡用电，原理我就不多解释了。顺便吐槽一下，现在快充电价确实涨得太高了，希望国家还是出来宏观调控一下。
视野:这车坐姿还是挺高的，视野不错，再加上各种辅助功能，倒车多适应几天基本不是问题，和我一起提车的好几个小女生，她们也开得很顺手，很飒。
底盘:感觉很硬朗，虽然细碎颠簸过滤差一点，但是很稳很扎实，让人开起来信心十足。
动力:200kw后驱，虽然车重高达两顿，但是开起来动力充沛，电机响应快，借我老婆的话说就是开起来很丝滑。
转向和制动:转向力度是可调的，大家根据喜好来就可以，虽然这车刹车性能不错，轮胎也配得很好，但是毕竟车这么重，不能像t03那样大多数时间靠能量回减速，还是建议大家提前制动，安全第一。

【购车经历】
 两年前，因为家里有一台油车，本着省钱的原则，添置了一台t03，当时的电价那可是真省啊，四舍五入不要钱那种。
   买车时零跑刚好在预售c11纯电版，那时候的优惠也是超级高，不过有了一台t03就不想再买第二台纯电了，不能形成互补优势。就想着如果这车出增程或者混动一定趁着首发优惠再搞一台，这不，今年它就来了。
        自从有了小孩儿，t03也有点hold不住了，每次出去一堆东西，还要有人抱孩子，小车东西塞得满满当当，要么就得开油车，油费又有点贵，所以老婆大人也想着搞一台混动，然后就趁机带着她去各大4s店看车对比，去看了深蓝03，unikidd，虽然长安系有内部优惠，但是她不喜欢，觉得没有c11时尚。理想和问界呢有点超预算，比亚迪宋更是没考虑，因为她以前就在比亚迪上班，压根看不上（虽然如今的比亚迪已经不可同日而语，但是可见曾经的黑历史还是影响深远😂）。所以综合考虑后，决定下定c11，当时还在二月份，那时候零跑才发了个不带配置表的发布会。",2023/5/10,重庆
珍惜114418,【续航】 中规中矩，基本上WLTC显示比较准确，满电差不多显示240公里，实际能跑230公里左右。CLTC续航显示模式下掉电比较快，老家离我上班的地方差不多160公里左右，综合有高速，有国道，有山路，每次回家充满电跑到老家差不多还剩60公里左右的续航，刚刚好，整体还是比较满意的。【空间表现】 大空间，没的说 ，以前开的是轿车，后排乘坐腿部空间还是比较紧凑，特别是中间的凸起，中间位置坐起来不大舒服，c11基于2930的超长轴距，在同级别车辆中也算表现突出的了，现在坐后排直接可以翘个二郎腿没问题。【充电时间】 稍微有点慢了，这应该是大电池车辆的不足之处了，充电快充差不多要两个半小时才能充满，有几次出门去充电，通行的都到家了我这边才把电充满，后来家里装好充电桩后这个问题也不大影响了，每次回家把电插上，第二天一早下去拔了又是满满续航的了，平时日常通勤一周冲个一两次就好。【智能化】 对比以前的油车，智能化感觉还是可以的，就是语音控制反馈的声音比较小，经常在吵闹的地方唤醒都没听到，常用功能还是习惯于按钮控制的，比如调个空调模式经常按几次都没弄好，整体感觉一般，够用，最近的OTA升级一直没升，有群里反馈升级存在一下BUG，回复交付模式，最高只能跑40，还必须到4s店才能解决，感觉离4s店比较远了，真遇到了那不得糟糕了，计划首保时到4s店再升级吧！ 【动力表现】 动力表现感觉足够，200kw的电机，超过了2.0T燃油车的动力了，整体使用下来够用，走山路爬山这些电耗还是较高了，差不多在35个左右。 【最不满意】 增程器介入时噪音较大，开习惯了纯电模式，增程器介入时声音感觉像发动机全负荷在工作了，坐副驾感觉噪音更为明显。,2024/1/18,贵阳
天线小哥哥啊哈,【空间表现】 后备箱大，对于一家四口出门绝对最好的选择，大包小包都能装，后排空间也是非常满意的一个地方 【续航】 续航不太满意，标续502，实际高速280左右就要充电，市区实际续航350-380，市区行车电耗显示在14-16度电，实际应该在18度差不多 【智能化】 提的是低配，智能方面就不骂人了，全速巡航定速(ACC)，明明不同车道的车给你识别在前面，然后突然给你来一下刹车，还是在高速上，遇到一次再也没用过。 【最不满意】 最不满意的就是大灯了，如果没路灯的地方还好还能看到大灯有开😂，要是有路灯不知道的还以为没开大灯(我这么说都明白吧)，高速上胎噪风噪挺大的，不知道是不是无框车门的通病还是什么！车胎吃胎，车友群多数群友都有的情况 【提车价格】 看车的时候看的22款，媳妇也挺喜欢，后面出了23款，了解了下就直接定了，因为是新势力品牌，也没考虑智能驾驶方面，毕竟懂得都懂，哈哈哈，订车价格15.28w，没要礼品那些，优惠了3000，加了个真皮套装5000，官方优惠3000，保险4800(全险200w)，送了全车膜 【驾驶感受】 目前对车还是很满意👍 提车无框车门，B格满满 动力输出说来就来 【保养】 首保就一些检查，目前做了二保，花费275，保养价格对比以前油车还是很便宜 【充电时间】 充电算中规中矩，百分之20左右到百分之80充电最高245A电流，六七十千瓦时，三十分钟左右可以充好，主要还是最后的百分之20，车机显示要30分钟，实际20分钟左右就可以充完。,2023/12/13,广州
零零毛16,"很多姐妹想选颜值高，性价比高，适合日常通勤的suv，c11是不错的选择！！???

【空间表现】
后备箱空间大。
很多女生以后自己接送孩子车买小了都会后悔，这车空间只有大形容，后备箱都是100位车主中最为夸赞的。储物空间合理性。很舒适，还是大车开着舒服。??

【续航】
续航不太会算，cltc标200km，?wltc才能跑160km，是不是虚标了呀？！??
这车在充满电情况下实际行驶里程和宣传里差不多，性能噶噶没话说舒适性好！
内饰设计非常的出色，真皮座椅，三联屏，座椅加热按摩16w要什么自行车?

【充电时间】
跑到剩30km，快充充满需一个半小时，后10%会慢一些。??

【智能化】
目前为体验过自动刹车，acc跟车时如果距离前车近了会猛的一刹，不平和！！


【最不满意】
车灯不亮！！！非常不亮！！！安全隐患啊！！！

【购车经历】
没有试驾，盲定的???21年买的t03，今年有购车需要，盲定了c11增程，当时看了很多车，油车电车都看了，还是想要可油可电⚡️的车车?，看了领克06、01，大众id4，Toyota等等…都有一些不喜欢的地方。最后盲定了零跑c11???也是绝了……

【驾驶感受】
空气悬挂有点硬，开着很生硬，后排舒适度有待提高。",2023/12/9,菏泽
啊康4644,之前一直看了很久 4 月份想买车一直到现在，中途还去订了 2023 款的 宋 pro ，然后苦等一个半月，也没提到车，口头承诺是一个月的，销售一直叫我升配置，才有车配给我，我不愿意，后面打厂家 400 电话，弄了很久才退的定金，然后在网上看了好多好多视频，做了好多攻略，也去试驾银河，深蓝 s7，最后兜兜转转还是选了 c11 吧 ，主要是他们的售后离我这里很近，就打消了我对他们的品牌跟售后的这个顾虑，因为你毕竟买车，不可能说整天开去修的，然后把时间都用在这上面了，第二个就是零跑的性价比确实高 而且不收那个金融服务费，有厂家贴息补贴，对比我去某迪感觉好太多，客户体验给我的感觉是很差的，而且没有太多优惠，相比零跑给我体验会好很多，最后问一下 有没有惠州的零跑车友群。,2023/8/7,惠州
黄顺红36369,"来了，来了，提车快半个月了，家人们，接下来我分享一下一周的用车体验，行驶里程600公里，目前没有发现网上所说的天幕漏水（期间下过两回大雨），整车的异响目前也没有发现，但是原地打方向是有异响的，嘎吱嘎吱的，正常行驶是没有任何问题的。
期间也上过一次高速，回家了一趟，高速隔音表现很差，但是地盘很稳，车身也很稳，就是隔音差，但是好在音响效果特别好，音质也不错，（个人比较喜欢开车听歌）车子上了140一点都不飘，不愧是两吨多重的车子，目前车子没有啥毛病，网上说的发动机故障灯也没有，要说缺点吧，就是亏电行驶感受很差，发动机噪音很大，和我老爸的福特车子一样，很吵，这个车子亏电油耗11个，油耗很高，不过亏电行驶状态下是给电池充电的，油耗高点也能够理解，我买的是180公里续航，这个天气开空调得情况下跑150不是问题的，车子很多优点，车子空间特别大，2930的轴距，后排乘坐舒适度极佳，整体来说，车子还是值得推荐的。车子给我来了两个小惊喜，我买的是丐版，副驾手套箱里面竟然有灯，很细心，还有后视镜晚上车辆进行解锁的时候，两边的后视镜也是有led照地灯的，很高级！选择零跑这个车子不后悔！
对了，车机有一点小卡，可能太阳暴晒的原因。
	
大家有啥想问的可以评论区留言，我会进行及时的回复。",2023/6/5,九江
生的花是花生,"零跑c11新车主报道
【购车经历】
我是这个月初定的车，中间一波三折，之前是定了别的车，经过一番对比后，最终还是选择了退钱，定零跑。我之前是在鹰潭订车，可是赶不上政府补贴了，所以就去南昌，南昌有政府补贴，南昌那边补贴2000，然后赶上车子降价，减了5万，但安全和硬货质量还是保障很高的，加上有2000的选装包优惠，很划算，所以买了。
在看车的时候看了c01和c11两款，c01比c11便宜几千，但我个人觉得体验感上升很多。c01也很好看，但不太符合我的期望值。全景天窗需要我自己去买遮阳板遮住，但官网上卖的遮阳板，后面尾巴还是没有遮住的，对我这个女生来说不是很友好，我怕晒啊????c11也是全景天窗，全息标配电动遮阳帘，真的是走进了我的心坎里，一点都不晒，非常棒，全系标配很需要，这个做的非常好。
【空间表现】
c11空间很大，是真的很大，买了一个专属的充气床，非常棒！以后出去露营的时候，可以躺在里面看星星了，并排躺两个人我觉得是没有问题的，绝对可以！再加上模式里的露营模式吧，还是哪个模式，可以不关空调和电子屏幕，可以说是非常的棒！
【续航】
第一天从南昌提车回鹰潭，开高速，再加上这两天在练车熟悉车况，然后也是新手女司机，一直都不敢开，现在买车了，终于在认真练车上路了，连续两天，每天都从白天练到晚上十点多！一开始让工作人员给充电，没充满的，设置是充到80%，然后回来充了一次电，充了50元，电还是很耐造的！两天一直在开，很满意表现！我能耗在12左右，开的很平稳，技术长进很快?
【充电时间】
充电很快，用的快充，这两次都用的快充，基本半小时就充满了。说是每个月都要充一次慢充，慢充可以矫正电池容量，对磷酸铁锂电磁是好的，等有时间还是要充一下慢充的。

【智能化】
这一块我觉得低配就已经很满足我的需求了，360让我上车路上十分放心，现在用的最顺心的就是这个，小拇指一点，360影像就出来了，十分贴心。开车时可以看电视，也是十分好的，新手上路就总是会看看自己有没有在路中间，360很好帮助我判断，现在也是可以不用360的，车头判断位置就还是很好判断的。另外小零很智能，反应很灵敏，就是个别用语，系统里要专用语才比较好辨别，不然它会听不懂。OAT大概会在8月更新，到时可以试试新功能有多实用，再来测评一下。
【提车价格】
买的时候落地16万出头一点，总共是161300减2000选装基金优惠，87000分期，减5000定金，付款67300，加500上牌费，就是67800，后面2000政府补贴会在后面返还回来。

【驾驶感受】
毕竟是多连杆和双叉臂结构，整个车子开在路面上的时候震感不强，很舒适，不会慌的难受，避震效果不错。在路过矮些的减震带的时候都没有什么感受，非常舒适。新手选择了强动能回收模式，一开始非常时候我，能够强动力控制车辆，后面开到第二天下午，感觉舒适驾驶模式可以接受了，动能回收没那么强，因为车辆控制能力渐渐加强了，所以这个模式也适应了，确实会动能回收更平和，乘坐会很舒适。蠕行模式非常实用，可以很好的低速行驶，在等红绿灯的时候，非常实用，慢慢溜过去，不用踩刹车。新手现在上手很快，哈哈づ♡ど值得推荐，驾驶安全，座椅对我小个子来说非常友好，可以调高，非常适合我，就可以看见车头了。可以看看底盘，真的非常结实，全部都贴了护板，非常安全，链接处非常结实，开着就很放心。
【销售态度】
销售整体态度还是可以的，对我还是蛮热情的，也还是比较贴心，因为我比较赶时间，整个提车流程，都没有耗费我太长时间，早上十点多快十一点开始办手续，到中午吃完饭，所有事情就办好了，中间没费一点心，还是很开心的。
【最不满意】
最让我感觉不行的就是那个远光灯，一点都不亮，真的挺危险的，一天晚上练车，远光灯开了和没开一样，不亮，光很散，我差点撞到人，晚上又下雨，光线很不好，非常影像行车安全！！！那个后面的点烟器接线口，放后面很实用，不应该减哦，充电，出去旅行，野外露营的时候会很不方便。
恳请圈主给我加精啊！?冲个超级精华吧！",2023/6/22,南昌
Sun某mou,"来了来了。
喜提零跑C11半个月了，增程、灰色+200km续航+1.5w选装包。
1、先说大家关心的价格吧。大家最好是月初购买，优惠力度大一些，中下旬有一些优惠，比如商城能量、抽奖。我是10月17日订购的，除了纸面上的优惠，店面优惠0.2K，再加上地补，就没了，多多少少还是有点力度不够大。但是我个人认为1.5w的大包还是有必要选的。
2、第二点外观。这个颜色还可以，灰色，我自己另外加了一套绿色的卡钳，简直不要太帅。我自己比较喜欢圆润一点的车型，零跑刚刚符合我个人审美。其次就是天幕，看着是真滴舒服，打扫起来也是比较费力，哈哈哈。
3、空间表现。我175的个子，前排调整了座椅，后排还有三圈，完全够了，空间没得说。其次把天幕打开，晚上星星多的时候完全可以享受星空，白天有阳光且不热的时候也是真的舒服。
4、再谈续航。表显200km的续航，打7折多差不多吧，还是有续航焦虑的，就是纯想用电。现在跑了1000公里，实际就用了0.4L的油，基本上能用电的绝对不用油。我模式调的是极限纯电，当表显降到34km就会自动启动増程器。这里给要买增程的朋友提醒，最好上300KM的，想去哪里去哪里。
5、充电时间。200Km，从最低34KM开始充电，家充7KW的，大概要用4个多小时，还是算比较快了，比较是交流，不是直流。
6、我这个手机可以支持carplay，但是手机连上了，手机会变得很卡顿，目前我都没有再使用过carplay了，一直用的蓝牙。音响效果确实不错，大家还可以去网上下载调音器，音质提升一个档次。
【最不满意】
  不满意的地方。第一点:远光灯是真的暗，晚上开车太吃亏了，想取去换，又舍不得包里的米米。第二点:在车里我开车的时候，有时候开的自动大灯，有时候我还需要低头去看一看，视野被方向盘挡住了。第三点:没有地方安置支架，空调口那个支架太矮了，不方便观看，左边的支架又不能兼并给手机充电。第四点:有时候操作不当会溜车，且必须要删了安全带hold功能才能使用，平时候挪挪车，也必须删安全带。",2023/11/16,宜宾
车不车都是栗子,1.外观：毫不夸张地说，当我第一次在展厅偶然看到c11的时候，我就觉得这外观太对我胃口了。怎么说呢？就是整体比较圆润的感觉，比较饱满，非常适合我这种中庸的性格，感觉很协调。尤其是那个屁股，看起来确实挺好看的，很多人说跟保时捷有点像，确实是有点。 2.续航：买车到现在，高速跑的有点儿多，总共跑了1000多公里，高速占了大概2/3。续航这一块w ltc的工况下，基本上做到了1比1，不过我是开了最大的动能回收的，如果是开轻松模式，也就是像油车一样滑行的话，感觉续航会弱一点。但是整体来说还是比较满意的啦，续航还是比较实的，相对于很多其他的电车打七折打八折来说，我觉得c11增程的电池绝对算得上是实在的。另外就是动能回收开强的话，刚开始可能不太习惯，但用久了发现比踩刹车还要丝滑一些。 3.空间：空间这一块儿可以说是这辆车的最大的优势，家里的人谁坐了都说这车好宽敞，我外婆甚至说后排是不是有四个座位。哈哈，尤其是把后排座椅放下之后，可以当床车来用，确实很好玩。 4.智能化：我本身喜欢驾驶感，因此买车的时候不太注重智能驾驶，买的是中配，不过就在刚刚舒享版的ota推送了。车道预警和自适应巡航终于都到手了，我可以不用，但他有了的话，我还是很开心的。 5.油耗：电号方面就不说了，说一下油耗吧，目前我跑高速基本都是120油耗前200公里，大概在八个油，现在1000多公里跑下来稳定在大概七点二个油偶尔甚至能跑到七个油以下，我觉得完全可以接受，毕竟这么大的车 其他：其实这车买之前我最担心的就是异响的问题，不过目前用下来暂时还没碰到，可能是六月份的车厂家还是改善了很多装配方面的工艺，目前觉得还是挺香的，非常nice,2023/7/7,郑州
真诚的老司机鸭,"提车第一天
用车场景：上下班50km，一年三千到四千km的高速
提车目的：二胎家庭，看过六座的车，买车预算也比较佛系，但感觉后备箱被压榨太狠了，而且一年也用不到几次，而且不太想买增程，想想就算了
比较：我预算可高可低，从海鸥看到理想，最后有几个意向：
极氪001：试驾完了真香，那底盘我一个普通司机都感觉到明显的差别，最后考虑这两年可能要投资想想算了，别搞压力那么大，后面挣钱再买把
后来想电车更新换代快，那就预算控制在15以内，这样亏的少一点，同时又有一些简单的豪华配置就可以了，于是去看了宋、元、埃安y
1.海洋的宋外面还可以，六边形战士，但15万只能混动，并且配置相对低一点，然后空间表现没这个大
2.元还是空间小了，开起来很舒服，内饰过猛设计，即将三十岁了，还是稳一点。空间就是比这个小一号，我喜欢大的哈哈
3.埃安y，讲实话价格是合适的，但好像都用来跑滴滴的多，后排空间大，但牺牲的是后备箱空间，而且后排座椅不是那么的舒服
最后主要看中零跑的颜值和大空间，智能化无吊所谓，高级老头乐代代步就行
我是丐版加15000的包，说实话，这些我都能用得上的，我是建议加这个的。比如座椅加热，真皮我倒无所谓，最重要的是外放电和电动尾门，确实实用，可以满足偶尔的近郊撒野。
【空间表现】
之前开蒙迪欧的，几年前的车了，空间表现不如c11，后排真的大。（蒙迪欧新款的比老款空间也大多了）

【续航】
目前跑过一小段高速和城区，高速全开空调按摩，大概75折，市区黄金右脚的话大概是1比1，我电池是正力的，还可以好像。这个貌似网上说的是押宝，看运气，说蜂巢的不行，但我也不了解也不敢乱说

【充电时间】
没充过，但这个应该没啥好说的，能有多慢呢是吧

【智能化】
这个车吧，我从油车换过来的，之前也就carplay然后定速续航，智能化的话肯定是质的飞跃，我开车十年了，对智能化没啥要求也没啥需求，能听歌，放个动画片哄小孩就可以，我觉得还可以吧，没啥不好的，主驾驶屏幕显示信息完整，好评，至于说车机卡不卡，肯定没有鸿蒙丝滑，语音控制也孬孬的，但还行，能凑合用，车机功能简单不复杂没啥好讲的，够用，我对智能化要求不高，智享版的配置加一万多但我感觉我啥也用不上。这个因人而异
【驾驶感受】
并没有那种开suv像开面包车的感觉，还可以把，但suv不能指望和轿车一样的操控，反正凑合还可以。但底盘过烂路的时候，还是有点小硬，反馈比较强烈就是，这个因人而异吧。
动力这一块呢，和油车2.0t提速差不多，和我蒙迪欧应该是差不多的0-100，然后这电门调教偏家用，感觉是在模仿油车的感觉，和特斯拉不一样，特是一窜就走，这个是有一个给你反应的时间再提速。有推背感，但因为车子重，也就那样吧，家用车，偶尔加一下速就行了，以前刚买车，1.8t我干过205km/h，但现在毕竟有家庭了，要稳一点哈哈，慢慢开不急。
最后祝愿大家生活顺利，事事顺心，家庭健康和睦，早点提到自己心爱的小车车，走上人生巅峰！
有啥问题车友们可以一起交流，老百姓买车就是稳，故障率低顺心顺意就好俺觉得就行了",2023/10/11,芜湖
摩登新视界,"【空间表现】
c11空间很大，中型suv不是吹的，后排放倒就是个大床房，我们一家三口去日照露营已经体验一次了，不过当时还没有露营模式，但是这次OTA更新了智能驾驶和露营模式，下次体验一下。
【充电时间】
充电很快，家里没有车位，就把充电桩卖了，半小时充电80%这样吧，要充满还得70多分钟，前面功率可以达到70+kwh，后面就慢了。我一直用快充，提车快一个月了，充了4次电，都是国网的快充，早上充电才5毛钱，1400公里了，花了100块钱电费。
【智能化】
这次OTA升级了智能驾驶，主动刹车，ACC巡航，露营模式等等好用的配置，完全满足我的需求了，之前用360就已经很帅了，大屏视野太宽阔了
【提车价格】
落地15.28万，没加包，现车82000分期中行三年利息1900，由于卖我车的销售离职了，我自己上牌不到200，自己买的保险，太平洋的4200，送10次洗车，2次代驾，1次家电清洗，600元购药卡（平民价，已经用了300），1次维修代步等等觉得很划算。

【驾驶感受】
后五连杆和前双叉臂结构，开起来很舒适，红绿灯起步贼快，后面的车只配看我的尾灯，路上开车看到那些蓝牌的都急死人，开的简直是龟速，我一脚地板电直接甩飞，成为这条街最亮的仔。
【销售态度】
销售离职了，新销售没挣到我这份钱，但是服务一点都没落下，给他点赞，希望他以后能卖更多的车。
说一下售后吧
零跑的售后服务绝对没问题，而且是自己的问题自己认，给维修给补偿，提车几天发现门板上皮出现异常，二话不说联系厂家给更换，而且售后是可以免费洗车的，不仅洗外面还清理里面，我打算每周去洗一次，哈哈
【最不满意】
我是5月31日锁单的，6月2日通知贷款分期通过，6月4日通知车辆到店，但是合格证没到，需要发快递，但是需要我先去验车，验完车再发合格证。合格证发到的时候都10号了，那天正好周六，车管所可以上牌或者领取临牌，但是领取临牌后就不能上牌了，得等周一，没有临牌我还没办法把车开到车管所，所以只好先领取临牌，6月10号把车交付了，开了一个周临牌也还行。交付当天又让我验了一次车，前面那次验车不就是折腾人吗？希望下次车辆和合格证一起发，就连政府部门都提倡只跑一次了。",2023/7/6,青岛
龙猫老师儿,c11增程日记 作为一个零跑新提车车主，没事我喜欢写一些我能想到的这个车的优点，希望已经购车的和准备购车的人员可以作为参考。 内饰方面 我选择的选装包1.5的真皮内饰，说实话这种内饰在我之前的皇冠车上就是一样的，舒服也是真舒服。但是时间长肯定会有皱，这一方面是确实没有办法的，长期也是要注意保养的。我打算后面也会买座椅套做包裹避免出现开裂等情况。可是这个车内饰做工来看，我朋友谁看谁都说好看，这一点比较有面子。 能耗表现 我开车比较暴力，在能耗方面好好开能保持在16-17.5kw这个阶段，暴力开的话就得18.5-20kw这个区间了。反正充一次电我两天200km以上是够用了，我听歌开空调开座椅按摩。这一点我比较满意。 智能方面 主屏这次的网易云音乐界面很不错，比最开始我看的展车方面改善了很多，看起来也更舒服了。听歌也能选择音效了，美中不足就是看看能不能添加到车机音乐里面选择，每次单独打开软件太麻烦了。 空间感受 这辆车作为一个中型suv已经算是很不错的了，今天去我们的山区休闲娱乐了一下，车内四个人，并没有拥挤，无论是前排后排都觉得特别舒服，人均身高都在180以上也没有感觉头部空间有问题。这一点是我比较喜欢的。 性价比方面 这个车我个人感觉还是萝卜青菜各有所爱，就跟某想车主一样，虽然都在骂韭菜，但是依旧架不住人家卖的不错，零跑作为一个新势力，而且新车对比老车也参考了之前客户意见，新车调试了一些反馈的问题，我觉得这一点就是一个好的企业该去做的事情，而不是因为销量好开始摆架子。 个人看法 不喜勿喷,2023/4/13,济南
Xx可乐,原本关注的C11纯电款，想等着降价，等来了增程车型，综合考虑并等试驾以后，因为趁着首批车主权益和广西补贴才锁定了C11增程车型。C11颜值符合个人审美，造型圆润大气时尚，无边框车门非常吸引我。天幕灰的车身颜色也很上档次，市区续航达成率1:1，空间也够大，后尾箱也特别能装，周末出行短游特别方便。 【空间表现】 大尺寸5座车型，后排坐人完全可以伸展开，头部空间空余也很多，坐在里面完全不会压抑。 【续航】 目前提车一周，行驶900公里，WLTC纯电续航个人可以跑200公里。满电市区基本全部用纯电模式，偶尔用一下燃油模式，估计有30公里用油。目前充电费用总计100元。 【充电时间】 因为是增程车型，跟纯电版本的电池容量差了不少，充满只需要不到4个小时就够了。 【智能化】 全车智能化挺高的，语音识别度很高，完全满足日常需求。 【最不满意】 1.车头大灯不够亮，还不如某宝的LED大灯，后期必须要升级改造透镜激光。 2.车头进气部分如果是浅色车身就很明显，像个小胡子似的，或者才选了天幕灰颜色，加上自己加装的防虫网亮条，前脸颜色提升不少。 3.开了一次极限纯电模式，电表显示30公里的时候増程器负荷比较大，噪音明显增大，有点像小拖拉机，毕竟三缸机天生的问题。个人不太能接受，有那么一瞬间后悔没有选纯电车型，但是这种缺电的情况我相信大家都是极少出现的。 后续使用情况会陆续发布。,2023/4/24,钦州
勇敢的梦想Nqg,外观：个人觉得这个价位的C11外观真是无懈可击了，背面侧面就像保时捷卡宴，实在要挑剔，就是感觉前脸差点点意思，要是饱满一点真实无可挑剔了. 内饰：刚看车试驾的时候，都是紫色内饰，那时候觉得也很好看，但感觉不耐脏，紫色内饰试驾车感觉就有点脏，所以选了棕黑色.车到店前其实还一直在纠结要不要换成紫色，后面还是没换了，车到店后，哇，是真香，满满的高级感，太爱了. 配置：配置还算可以，全系360，但我是新手，舒享版没有前车雷达，对新手不够友好，有时候360看不到，所以提车第二天，车右前方就剐蹭了，因为车子比较大，新手还是需要多适应，不能太依赖360.有一个不能接受的就是订车的时候说好是马牌或是米其林轮胎，但收到实车确是韩泰，我也不知道怎么说了，就不了了之了，所以，订车前一定要跟销售谈好，确定了，最好签了合同. 空间：空间真是太满意了，大，舒适，配上全景天窗，舒适的天气在外面，坐后排真太爽了.后备箱空间也大，后排放倒可以直接睡车上，出去玩累了随时休息不要太香哦，就是后备箱储物盒是塑料的，感觉偷工减料了，但也是减轻了整车重量. 续航：车子才跑300公里，都是用纯电跑的，自己到充了两次电，每次充到90%180公里，市区实际能跑150公里，至于用油跑还需后续驾驶后再详谈 智能感受：车机反应还是很灵敏的，小零唤醒后，可以在一段时间内跟它提要求，不用说一句就得唤醒一次，很方便.至于车机软件安装使用，都还得再研究研究 驾驶感受：作为一个新手，车子还是比较大的，所以把控的不是很好，开车的时候要特别注意，但车子反应很灵敏，油门刹车的线性都很好，方向盘很灵敏，没有虚位，提速还可以，电机功率大，时速100往上提速也很有力，加速也会有明显的推背感.整车音响配有12个喇叭，但音效一般，立体环绕音感受不明显，声音大一点又感觉尖锐，音效模式切换好像没有明显区别.至于车身异响什么，暂时还没感受，车窗隔音效果也可以，毕竟无边框，就是胎噪有点大. 对零跑C11这款车，整体感受还是很好的，毕竟价格在这里，整体很满意.,2023/11/8,常德
