字段1_文本,字段2,时间,字段3
手机尾号888888,【最不满意】 激光雷达为啥不下放，非要绑定个社死鸥翼门。还有就是感觉工艺还没做到他们宣传的高端，大灯接缝处有高低，有点恶心。再就是新能源车不配行车记录仪功能，还要加装。这么多摄像头干啥使的！！！?二十多万的车，你配的遥控钥匙就跟两千多的两轮电动车一样，太差劲了，希望能改进。给首批客户更换最好了。? 【购车经历】 本地没有4s店，为了广州补贴，从广州板车拉回来的。 【提车价格】 目前落地价减去一万补贴（还没到账），再减去四千置换补贴（也还没到账） 【驾驶感受】 比较接近油车驾驶感，5.8破百，二十多万的油车都不敢想。 【续航】 市区百公里14上下，高速妥妥18上下。 【动力表现】 只要敢踩电门，它就随叫随到呀。 【保养】 首保五千公里或者三个月，后续十二个月或者两万公里，这个还是挺好的，不用频繁跑4s店 【空间表现】 这个没得说，就是我看中的点，超大后备箱，还有前备箱。后备箱下面还有一个隐藏后备箱。,2023-12-16,广州
爱开快车的小熊,【外观】见人见智，玛瑙紫已经很好看了，不过提车后马上改了一个显眼包颜色，回头率马上提高100%； 【内饰】选的是棕色，nappa座席和顶部麂皮，高级感还是有的。本来想着棕色不容易脏吧，没想到开门的把手位置还是会脏，要经常清洁，这里扣一分； 【配置】基本配置豪华配置都标配配齐了，座席通风按摩，前后排加热，女王座席，，后排腿蹬和小桌板，这一点好评。刚提车不久全国大降温，广州也冷得要命，没有方向盘加热，扣0．5分！ 【空间】不多说了，终于回到埃安的优良传统，比GT要好太多了。除了车内空间，还有前后备箱储物空间对家庭用户非常友好； 【续航】12月提车的，除了广州特别冷那几天，续航在7折左右，其他时间85折以上没有问题，最低能耗单次可以开到10！跑了一趟长途，充满电跑400km，到达目的地表显剩余89km，平均速度在115-120左右。整体来说续航尚可，小技巧如果是冬天插枪保温再开续航会非常实。 【智能化】上一辆车开的是AIONS，昊铂的车机反应速度有很大的提升，毕竟8155摆在那里。如果说S只有40分，那昊铂HT能到70分，扣30分是因为宣传的语音大模型迟迟没有上线、车机软件少连qq音乐都没有、OTA慢！ 【驾驶感受】操控很好，没有大车的船感，我家LD一开始也怕大车开不来不敢开，开了几次发现还挺灵活的。 最后说一下免费充电，本来已经做好被背刺的准备了，后面官方又给1月前的车主增补了权益，那我就原谅你吧。去极氪的站充了一次，成功免单哈哈，把隔壁001大哥馋哭了,2024-01-17,广州
热情的可乐Zfh,从准备买车到最后下定陆续看了小半年的时间，作为家庭的第二辆车，只考虑纯电车，一开始我想买比亚迪元plus，老公想买比亚迪汉EV，两个人互相看不上对方的选择，僵持了好几个月，一直没买比亚迪的主要原因是在电车市场上份额这么大的车企，热门的几款车型居然不是纯电平台的，后来老公又看上了小鹏G6，去试驾了觉得还可以，但是小鹏电池爆燃的新闻太多了，遂放弃，这个之后又去看了智己LS6，拖家带口去试驾，老妈说这个车真是太丑了，再加上我并不看好现在的智驾，不想为它的激光雷达买单，然后又看到了昊铂HT，去4S店看了样车，各方面都很满意，直接下了盲订订单。 外观：个人感觉比model Y跟智己LS6都好看，这也是当初没选智己的原因之一 内饰：真皮座椅一点味道没有，我两个对味道非常敏感的同事坐了都说这个车味道很小，基本没有。比我上一辆车好多了，那个车开了六年才没味道的。 配置：除了方向盘加热没有之外其他该有的基本都有了，对我来说够用了，作为一个八年十几万公里的老司机，不相信现在的智驾，搞不懂为什么这么多车企都在宣传智驾，不想为不成熟的智驾买单，所以没选小鹏跟智己。 空间：空间没得说，比看过的几款车都大。 续航：670的续航对于需要每天高速跨城通勤的我来说够用了，这也是选这辆车的主要原因吧。 驾驶感受：两吨多的车提速够快，完全不觉得车太重。后视镜上有提醒盲区有车的灯，这一点必须好评，这才是智驾需要发力的方向。 最后不得不提广汽的售后，任何使用中遇到的问题都能及时解答并帮忙解决，这个态度必须好评。,2024-01-25,常州
吾肆叁贰壹0919,外观：整体比较协调，朋友说特里特气，前脸和侧面在我的审美上，漆面的颜色也比较多，而且漆面的颜色强弱光环境下各有特色，不满意的就是屁股和轮毂了，轮毂不能选装高配那个很遗憾。 内饰：第一眼看实车就爱上的内饰，用料很不错，手摸的地方基本都是皮质包裹，顶棚全是绒布类似的材质，三个颜色都各有特色，特别是白色内饰，清爽豪华，哪怕不耐脏也完全打动我。 配置：我买的非智驾版本，因为个人对智驾完全没需求，其他的配置该有的都有了，美中不足就是670NDA版本没有激光雷达，对需求智驾的朋友不太友好。 续航：80度670公里的续航日常用车完全绰绰有余，中短途的高速也没问题，提车后跑了个小300的高速，续航达成率55折，冬天速度不慢未开动能回收的情况下还是完全在我预期的。 智能化：可能是这车比较明显的短板了，不能说差，只能说能用，车机自带的软件比较少，语音控制上赶第一梯队的几家也还是有差距，还碰见过舒适进入不能回到原来保存位置的小BUG，重新设置后又恢复了，希望厂家能够后期持续OTA，提升智能化水平。 驾驶感受：车辆很安静，基本要到100以上才能听见明显的风噪，底盘噪音也控制得很好，方向盘很小，整体开起来一点没有大车感，悬挂舒适中有韧性，横向支撑也很足，就是在连续的颠簸中上下的颠簸起伏控制还比较明显，不够干净。,2023-12-30,重庆
尊贵的电动卡宴车主,"一 外观）首先外观好看，20寸轮毂也很帅，就是这个轮毂盖不知道经不经用

二 内饰）然后车内空间非常宽敞，尤其后排的腿部空间本来就宽敞，再加上143度躺到，这个车可以说是对后排最友好，最照顾家人的，前排就一般，没什么亮点，主驾坐垫长度+宽度勉强够用，座椅夹缝收纳放不下。后排是坐的真的爽，主驾吗就很一般

三 驾驶）前双叉+后五后连，路面大的颠簸过滤的很好，但是小细碎路给的路感也很明显，加速够用，就是那个压线预警的逻辑不是很合理，离线还有五六公分就开始警报然后抢方向盘

四 车机和智能化）我可以说车机真的很拉吗，车内阅读灯不会语音关闭，QQ音乐没有，软件就那么几个，语音调节音响也不会调，来电时想调低媒体音量也调不了，静音也静不了，只要来电的时候调音量大小的滚轮都是对通话音量的调节，这就很智障，一边打电话一边车内音乐很大声，车机和智能化是最失望的地方

五 续航和充电）零下5度，大风，城市快速路+高速各120一共跑了240公里左右，舒适模式，单人，空调5档，音乐，表上掉了420续航。这个是动态模式下计算的，大概发了5.7折，可以接受
充电实测在热车的情况下，120kw桩上可以把功率拉满，29%充到90%大概40分钟？没细算，这个续航没有很惊喜也没惊吓，在预期之内吧",2023-12-16,郑州
一口淡包,昊铂ht的造型还是很有个性的，路上绝对稀有。 【空间】 空间很大，尤其后排，能照顾好家人的感受，这也是选择它的主要原因。皮座椅触感也很好。 【隔音表现】 低速很安静，电车应该低速都安静的。高速上110-120，风噪和胎噪就明显了，噪音这种东西很主观，我感觉高速隔音一般。 【动力表现】 动力好评！别看这么大的车，还是单电机，但是加速很猛，高速上超车变道很有信心。 【续航】 买电车最关注的就是续航！可是实际使用下来，昊铂的续航一般。冬天我这里温度在0℃到15℃之间，不算很冷，平常通勤距离很短3-5公里左右，都是短途，使用频率比较高的，这种情况下的达成率只有4-5折（cltc）。国道跑达成率有7折左右。高速上跑5-6折。不过，电车和油车不一样，电车对温度、驾驶习惯、平均时速、空调温度 、载重情况等变量的影响很大，也有车友说前半段续航实，后半段虚一些。在国道我也开出过9折的达成率。所以城区内开是没什么焦虑的，超过300公里的高速就需要好好规划行程了。 【提车价格】 销售给了盲定的名额，有3k的优惠。 【驾驶感受】 底盘有厚实感，可能有块电池在下面的缘故。车的体感是挺大的，操控起来还算灵活。 【最不满意】 1.续航达成率并不高，可能是冬天的原因。 2.车机可玩性不高，开放性不大APP比较少。 3.可能是20寸轮毂的原因，高速的噪音有点大。但是这车四个车窗都是双层夹胶玻璃，按理说应该很静音才对。 4.第一批车，还是有些小毛病的，虽然售后很积极，但影响体验。 【惊喜】 昊铂给了我们第一批老车主“终身免费充电”的权益，这个必须点赞。这是后补的权益，真的很良心了。,2024-01-21,宁波
小九0770,看过车的朋友都说这个车简约而不简单，电动卡宴不是白叫的，首先就是空间真的超级大，后排可以放到143度，简直可以躺平了，内饰触手可及的都是真皮，非常高级，还有全景天幕和电动遮阳帘，妥妥的氛围感拉满，晚上车内氛围灯也非常舒适，最满意的还是他的动力和续航，超车时电门给的响应特别快，打方向特别稳，没有任何顿挫感，还有续航方面，冬天在市区开的时候我是开了空调和座椅加热的，能耗在17到22之间，还有他的充电速度方面，因为搭配的是800V特高压快充，是完全可以达到充电15分钟，增加续航400多公里的，恰巧单位附近就有一个快充站，当天就试了一下，真的是惊艳到了我，充电速度特别快，一小会的功夫就充电60%，跑长途完全没有续航焦虑,2023-12-16,南京
麦兜的蠢老表,"先从静态说起吧。
外观这个东西每个人审美不同，见仁见智。起码昊铂HT这种流线型的车头+大溜背的车尾，很符合我的审美，用一个词来形容就是“优雅”。前后钻石切割大灯，让它在当今一众千篇一律的贯穿式灯中脱颖而出。
大溜背也增添了几分运动感，让这辆大车显得不是那么呆傻
然后内饰走的是简约风，大量白色的MAPPA真皮包裹，辅以少量的蓝色打孔皮和黑色饰板点缀。一眼看上去就很有格调

动态驾驶的话，前双叉臂和后五连杆的悬挂配置决定了基本盘不会太低，有一定的侧倾支撑，但整体调教还是偏舒适取向，也符合它“移动的家”的定位。


【最不满意】
最不满意的地方应该是新能源汽车的灵魂，智能驾驶和车机控制。智能化目前只能说够用吧，基本的功能都有，但是diy不足
在如今的新能源赛道上，单纯靠优秀的电池电驱已经没办法完全地打动消费者了，因为华为的ads智驾让人们看到自动驾驶的无限可能。
昊铂目前这一套系统目前只能说能用和够用，但还远远没有达到好用和DIY的程度，进步的空间还很大。
只能期待承诺的OTA后续可以快速频繁的推送，逐步完善车机的功能了。
【空间表现】
空间是这辆车的一大亮点，你很难在同级别车型中找到比它更优秀的
【驾驶感受】
5.8s的零百数据在电车里面或许不是那么亮眼，但是亲身经历告诉你即使不用运动模式，在日常开车中也足够用

【续航】
用车主要在厦门，南方城市即使是冬季也不会太冷，所以目前来说续航还是挺满意
【乘坐体验】
大面积白色内饰简约大气，覆盖了防污涂层也免去了你爱美又怕脏的后顾之忧。
主副驾通通带座椅通风加热按摩，后排也有座椅加热你敢信。
副驾电动腿托，一键女王模式。
后排一边带小桌板，化身儿童小天地。
另一边带真皮脚托，化身尊贵老板位
【提车价格】
新车刚上市没有现金优惠，但是权益赠送非常够意思。像什么整车终身质保，终身免费基础保养，终身免费充电全都给到位了，后续用车成本几乎没有。",2024-01-24,厦门
周Jay1,外观乍看MY，细看完全不一样，而且属于耐看型，很不错。前后排空间很大，坐后排都可以跷二郎腿了。开起来转弯半径确实小，底盘滤震也不错，不是太硬，也不是很软那种，原谅我开过好车少，用词匮乏。 内饰这块做工用料其实还不错，比较精致，中控台都是软包，岩沙棕给人的感觉比较有档次。皮革味稍大，底盘隔音棉有改动空间，可以换成发泡棉。 配置比较丰富，基本上电车该有的都有，应用商店第三方软件少点，后期OTA应该可以改进。至于不能选配空悬，其实无所谓，前双叉臂后多连杆，开起来挺舒服的。 空间那是真大，我182，主驾调好座椅，后排坐进去还有接近三拳空间，家人坐空间极其富裕。前备箱可以放一个20寸行李箱，后备箱目测可以放4个27寸行李箱。手扶箱有点深，空间是大，下面也是储物空间，不是跳水台。 提车第三天就去贴了车衣跟膜，早贴好。跑到35%充电了一次。续航方面，我一般是节能模式，气温10度左右，城市通勤，前20%可以做到1：1掉电，中后段大概1：1.5掉，当然跟脚法有关系。温度*降到0度左右，电耗上来了，空调制热慢，而且耗电，基本都是20-22，估计跟单程距离短有关，电主要都用在制热上了。看来新能源目前最大的敌人还是温度啊。没有家充，一周外面充一次电，还好吧，温度起来会好点。 NDA目前只在城区高架用了一下，还可以，变道不是很激进，也比较主动，匝道识别正常，没有掉链子。对比了朋友的小鹏，大差不差，这么一说，智驾在国内勉强能挤到第一阵营了，当然，需要改进的位置还很多，希望能对标华为，做到顶尖。自动泊车还好，用了几次，都能准确入位，还不错，符合预期，不过希望厂家赶紧OTA，人下来自动泊车最好。,2023-12-15,武汉
Andy007x,车辆整体感觉比较满意，驾驶起来感觉比较紧实，很有质感，操控比较得心应手； 内饰也比较有高级感，新车也没什么异味，基本配置都比较到位，该有的配置上了； 电车自己还是比较在意续航的，目前开了500多公里，自己充过一次电，感觉续航离自己的期望有点差距，可能前面看车评都说这个车电耗比较低，期望值太高了，刚开始的300多公里，基本在6到7折，充过一次点后，由于是动态显示续航，满电显示607公里，跑了一次100多公里的郊区路段，车速在80左右，天气也比较好，算下来基本能做到1:1，感觉还可以，但是最近开下来，又在7折左右了，可能最近天气比较冷吧，后面在跑下看看表现如何吧； 唯一感觉比较欠缺的就是整车的智能化离主流新势力有一定差距，智能化还有待提升； 最后要说的就是昊铂的终身免费充电权益了，真是太赞了！作为23年12月底提车的车主，还以为要错失了呢，没想到所有昊铂用户都可以享有，看来当初的选择还是没错的。,2024-01-24,上海
墨克沫可,"提车有快一个月了，上周末跑了一个长途，现在想把自己的驾驶心得体会分享给大家；

优点

设计：萝卜青菜各有所爱，外观方面：简洁大气的外观很耐看，要是车更宽一点，可能视觉感受会更好；
内饰设计来说个人觉得稍微有点过量设计，尤其门这块一个黑色的装饰板，方方正正，个人觉得和整个流线型的
造型不是很搭，也收尾处理的不是很好（个人是设计从业者，仅仅发表个人感受）；

空间：这个绝对给高分，前备箱 后备箱都超级大，有家庭的用车需求这款车一定要去看看对比；后排座椅支持145度放倒
长途行驶给家人绝对越级享受；

操控：转向我觉得还是很不错，方向盘也很轻；路感也比较明确，给驾驶者较大的信心；

辅助驾驶：高速上需要接管的次数较少，变道、出闸口还是很精准；车道保持稳定，当驾驶员有走神的时候；车道偏离会
迅速帮你微调一下方向盘，避免事故发生。

充电：我在老家-1度到5度的环境中，国网充电桩基本可以控制在1小时内把电从30%充到95%（个人设定最大值）；最关键是
一年有2200度电免费充，超级省钱。

放电：支持3.3kwh的对外放电功率，兼顾大部分电器，甚至可以同时使用两个家用电器。

续航：温度10度以上 高速基本16.5kwh/百公里，8折左右的续航；5度以下：20kwh/百公里；5-6折高速续航。

售后服务：24h小时客服在线，遇到的问题都能积极解决，并且有电话客服回访，感觉受到重视。

不足：

辅助驾驶：当经过一些认为收窄的高速路放置一堆锥形桶的时候不能提前快速识别减速，每次到了跟前才快速猛减速，这个
希望后续OTA能解决；其次打开NDA必须左手握住9点方向才会识别你手一直在方向盘上面，长期用NDA，左手放方向盘会很累。

内饰：车内音响盖板用的是那种较软的铝制盖板，在开到音量60以上的时候会有共频噪音，并且颜色和整体内饰不是很搭，希望
后续换成和门板类似的颜色，精致度会更高。

倒车：倒车没有自动向下折叠反光镜的功能需要手动调或者语音控制（可能有，还没有细看说明书）

自动化：有脚踢开后尾门的硬件，目前还没有ota不能使用；其次没有哨兵模式，提车就有右后门被旁边车开车门撞掉车漆的事情发生了
因为没有监控和哨兵模式，找不到肇事者。",2024-01-26,广州
黄河水畔石油情,"【最满意】
1.空间贼大，后排易建联都可以做进去，你想吧。
2.颜值超高，号称小卡宴，我到没觉得不过颜值绝对在线，横看竖看侧看都不一样的感觉，加上渐变车漆，很哇塞！
3.舒适配置较多，五个座位的加热通风，还有前排的按摩，座椅也非常柔软，有种大沙发的感脚，这也是我媳妇试驾（乘坐）小鹏g6别克e5以后，立刻选择昊铂的主要原因吧。
4.静谧性好。真的是安静，可能也没开过更好的车吧。
5.底盘舒适。底盘照顾家用场景比较多一些，小沟小坎过滤的很到位。
6.充电快。当然这个还没体验，但是800平台应该错不了。
【最不满意】
目前开了4天，145公里
1.大车感较强。转向半径是小，但无论是宽还是长都毕竟尺寸在那里摆着，需要格外注意。
2.冬季续航打折不低。145实际续航，但是掉了45%的电。当然我没有亏待自己，座椅加热全程开，部分时间了开了空调，全程音乐，还有一晚自然掉6～8公里续航（大约一天掉15）。
3.不够照顾北方用户。居然没有方向盘家加热！如果有这个完全不用开空调。这个造车理念有点格局小了，典型的南方思维。
4.后排没有电动调节。20多万都花了，还差这千儿八百的电动调节么?

【购车经历】
家中有两辆油车，其中一辆已经11年了，经历了年初的雪铁龙c6骨折价后，看到车辆价格已经开始降价，想要置换一辆新车，后来慢慢又开始看电车，从ID3到海豚再到ID4，然后又看了别克E5,小鹏G6,智己LS6，看了又看，试驾了又试驾，光试驾礼品拿了不老少，智能化好的操控不行，操控好的电控不行，电控好的舒适度又不够，总感觉差那么一点点。昊铂HT发布会之前，象征性的交了盲订款，并没有抱太多期望，本来想试驾完了如果不行就等着锁定小鹏G6755pro，结果试驾完了以后，媳妇喜欢的不得了，最后又试驾了两次，又做了一下广汽的功课，发现电机、电池等技术方面，广汽默默地做了不少事情，才发现这台车很水桶，安全有弹匣电池，这么大车电控能在12个左右（cltc），驾驶质感和内饰豪华感不能说很好，但这个价格绝对中上，加上12月31日前本地有500补贴和厂家的终身质保，最终锁单昊铂HT。

【驾驶感受】
静音做得真的很棒，一方面对比同级电车，我之前试驾的那几款车也不错，但昊铂HT明显更具优势；另一方面对比我之前油车，那更是天壤之别。
操控偏舒适，过小沟小坎很棒，但大沟大坎会有弹跳感。如果经常有非铺装路面的场景，那请多试驾几次。


【乘坐体验】
我媳妇坐了一次就敲定这个车，无非就是看中了后排的空间、舒适，特别是140多度的后排调节，她是坐上就不下来了。

【保养】
目前没有搞过，听销售说一次200-400吧

【电耗】
我之前发过帖子，电耗现实不高，0度以下，两人，不开空调开座椅加热按摩，听音乐的情况下是18左右电耗，开空调20左右。
冬季一夜10小时掉6公里。


【续航】
第一箱电没跑完，目前跑了140多公里，耗电45%左右，因为之前长期泡懂车帝电车论坛，对掉电和冬季油耗有心理预期，所以可以接受。

【提车价格】22.69万，没有一分钱优惠。但是销售兄弟很实在，在已经轿车的情况下，仍然送了定制的大包围脚垫，龙膜的太阳膜。",2023-12-14,东营
空投一板砖,"【购车经历】
选车真是一个曲折的过程，先后试驾了理想L8,蓝山,智己ls6，宋L，每一款都经过了深度试驾。一直在混动和纯电之间摇摆心最终意向蓝山了 当时正赶上蓝山优惠巨大，在去订车的途中意外看到了昊铂展厅的昊铂HT这个小透明😂，蓝山的提车计划果断搁置，对这款车进行了深度试驾 当时接待我的销售小张居然自己就是HT车主 因为试驾车已经开出去了 我试驾的是小张自己的私家车 之前对这款车的了解几乎为零 经过短暂的试驾后发现 这真的是一款宝藏车 与同级别纯电车型 宋L 智己LS6相比优势项目更多。在小张自信的介绍中我完成了试驾直接下订。

【提车价格】
昊铂HT这款车上市2个月算是和宋L同期产品，和销售谈好价格，原价下订了24.49的670特高压NDA版送了脚垫和放电枪，软磨硬泡最终又送了选装包这下子赚大发了直接省去1.2w！这在新上市的产品可不多见，没办法24年车市一个字 卷。
【驾驶感受】
最直观的就是底盘调校可以说是非常优秀，宋L底盘太整加上自身胎噪大，智己LS6又觉得底盘太软打方向支撑力不是很够有种开船的感觉后排乘坐容易晕。昊铂HT对比这两款明显优秀 底盘很有韧劲很Q弹 车内急加速胎噪风噪更小，烂路上驾驶舱与底盘有隔绝感，悬架吸收了相当多的震动这点非常值得称赞，另外就是转弯半径很小比前两款车要小得多 在掉头和倒车方面很有优势与官方宣传一致。
【续航】
河南郑州零下5度左右日常行驶不到6折，能耗高主要是空调加热 第一次充满电跑了380多公里。另外对比了三款车的风阻系数 宋L为0.255 昊铂HT为0.245 智己ls6为0.237但智己车身质量更重优势被抵消了 看另外两款车论坛里偏北方地区能耗也基本如此。

【维修成本】
电车维保方面比混动便宜的多 因为不需要频繁维护发动机油路 所以说保养上基本上没有很高的成本 正常保养我看了说明书1年或20000公里一次也都是以检查为主
【最满意】
昊铂HT超级缝合怪的外号不是白叫的，能给你的全给了800V快充平台 NDA领航智驾 电动卡宴的车身 车内巨大的内部空间 更深更宽的前备箱和后备箱地下室 副驾女王椅 后排脚蹬 小桌板 天幕电动遮阳帘 这几项同级别唯一 后排关上天幕我183正襟危坐还有2拳左右空间 其他车型根本达不到 再加上独有的后排大比例靠背调节 舒适程度闻所未闻。最最最卷的是免费充电权益 每年免费2200度 河南这边2000多座充电站覆盖了大小每个城市 用车没有了后顾之忧
【最不满意】
副驾为了满足女王座椅取消了手套箱，给个小的也比没有好吧 内置的香氛太难打开不利于后期更换 宋L这点就很好前备箱的机盖感觉很软 每次合上都要很小心生怕压个坑 车机反应快但是功能不够全面 内置qq音乐或酷狗的呼声很高但只给你配网易云基本上只能听个锤子 浪费了全车22个杜比全景音响",2024-02-09,郑州
Lester肖,1、外观：我的车是液态银，挺流畅的线条感，朋友看了都说像保时捷，外观上总体比较满意大气； 2、内饰：因为拿的是去年11月底生产的车，1.2万的选配免费送，所以沙发材质还是很好的，属于简约而不简单； 3、配置：音响很好，有前后排座椅加热，有前排按摩，有氛围灯，充电为3C超充补能效率不错，360°影像厘米级探测等，不禁感叹以前在百万级的豪车才有的功能，现在的电车20万级的就都有了； 4、空间：前后排座椅空间都很大，本人1米8，200斤的大个子，坐着很舒服，前后备箱空间也很大，基本很难放满； 5、续航：用交流充满的前小半部分续航很实在，后半部分由于本人开车较快，故打7.5折左右，总体续航感受还行，过年后从汕头开回广州，中途没有补电，开了450公里还剩余60公里，总体高速续航可达500公里，对比非常满意； 6、智能化：自动泊车功能很赞，在找得到车位的情况下，不管多么麻烦，都能停进去，高速NDA变道超车避让都很好，本人从广州开会汕头，后半部分有150公里用了NDA释放双手，感觉选了NDA很值； 7、驾驶感受：百公里加速5.8秒，不快不慢刚刚好，车辆虽大但转弯还是比较灵活，驾驶感受比较满意。 总结来说，值得购入，目前还有终身免费充电，另外V2G的体验也值得期待。 8、充电效率：过年后从汕头回到广州，在番禺一个480kw的超充站，在只有我一辆车充电的情况下，最大充电功率可以达到250kw，属于非常快的水平。,2024-02-08,广州
元觉小胖虎,"【购车经历】
我是一名埃安的老车主之前开的是埃安Y看到有置换GT的消息抱着试一试的心态进店里了解了一下，本来对GT并不是很有感。在瞥见了HT之后就更加的欲罢不能虽然价格更高但内部质感空间后排放倒当床车顶部的电动遮阳帘也的的确确是我心尖上满意的配置！因为开过电车所以知道这个顶部的遮阳帘是多么的重要，而且电动的想观星望月就观星望月，想隔热遮阳就隔热遮阳。虽然期间厂家和车主们有些不愉快但好在我们争取之后，厂家还是有担当的为车主们补全了权益，我不认为为车友们发生是可耻的，我只会为本可以选择发声而不出声感到羞愧。（既然解决了就不多说了）铝合金的交叉臂和五连杆就不多说了基本上应该是这个价位车子的标配，接下来说说这一个月长短途驾驶感受和智驾体验。

【驾驶感受】
座椅背部包裹的很紧实但是腰部到股部这块有留出空间，颈部和头枕也有空间（可能是需要原厂头枕和靠背填充😂），短途开是很舒服但是长途开需要调整一下座椅背部的位置向后倾一点否则腰部和颈部时间长了会有酸酸的感觉。滤震清晰反馈也明了没有多余的浮动，横向晃动幅度小，过弯侧倾感觉不明显挺舒适的。

【续航】
续航的话感觉还是满意的长途从宁波开到温州340多公里，出发百分之九十五的电开到温州还剩百分之十七，平均车速110左右，有长时间开热空调4个小时的车程大学开了2个半小时。续航的话长途状态下能有个7折这个水平还是让我挺满意的，至少省内大部分城市可以一口气跑到，另外高速还有超充装补能很快20分钟基本能从百分之10到百分之85左右。

【动力表现】
动力的话说是埃安自主研发的夸克电驱，在节能模式下依旧动力强劲并不会出现0-100之后会有后程加速疲软的情况。超车的话也是轻轻松松。虽然是单电机但加速依旧不虚。

【乘坐体验】
空间非常大同级别也是翘楚般的存在，前排通风加热带按摩，后排140°仰姿，朋友一坐上车就想舒适睡觉放松放松。加上遮阳帘和隔音隐私玻璃阻挡太阳光休息起来非常舒适。

【最不满意】
说了优点那么来说说这个车的缺点，首先细节方面大条驾驶位下方回收棉没有遮挡观感扣分。其次小仪表有电流声在安静处会非常明显目前说解决不了，给本就安静的车内环境增添了一丝“喧闹”，体感扣分。那么来说说NDA这个智驾功能并不能让用户完全放心的使用，我在高架和高速上都开启过NDA驾驶，高架的情况是后面小鹏加速但是昊铂缺变道一半终止让我接管，我反应迅速直接猛加速完成变道并拉开距离避免了追尾。高速的情况是进去匝道前有一段无线路段昊铂就像被致盲了，会乱打方向，这个也要注意及时接管。总得来说NDA方面做的还是强差人意。以上是我作为车主的用车体验希望昊铂后期可以通过OTA改进也希望昊铂能勇于改进越做越好！",2024-01-19,温州
开心既来之,"【购车经历】
车展上无意间看到的，本来是去看别的车了，碰见了这个，家里人去试驾过后感觉挺好，本身也需要购买一辆车，就直接下定等车，提车，一切还算顺利！
【最满意】

最满意的就是它的空间了，因为家里人口比较多嘛所以买车的时候比较注重实用性和舒适感。这台车的空间很大而且布局合理能够满足我们全家人的出行需求，乘坐起来不会觉得拥挤或者是压抑。

【最不满意】
不满意的地方就是车子的隔音感觉有点轰轰的感觉，就是耳朵不舒服，但是一般隔音好的车才会有，平时在市区里面开的时候有，速度起来感觉不大！而且装配工艺有待提高，很多细节感觉还得赶紧，水杯架盖难打开等！
【空间】
空间方面，昊铂HT的空间表现非常出色。排座椅提供了足够的头部和腿部空间以及舒适的乘坐体验，而且后排乘客也能够享受到充足的腿部伸展活动空间，长途旅行也不会感到疲累。此外后备厢的容积比较大！

【驾驶感受】
驾驶感受方面给我留下了深刻的印象。它的悬挂系统经过精心调校和调试使得车辆在行驶过程中更加平稳且舒适。无论是在城市道路还是高速公路上都能够保持稳定而舒适的驾乘体验。此外转向灵敏度很高，给予了我很好的操控感。

【续航】
纯电续航里程我的日常感觉充满电500公里左右，对于日常通勤来说完全够用了。而且这款车还支持快充功能和慢充两种充电方式可选使用非常方便。800v还是比较快的！

【内饰以及智能化】

内饰方面，昊铂的用料和做工都非常考究。座椅采用了高级材质制作而成，乘坐舒适度极高。仪表盘布局合理且易于操作功能触摸按钮位置也很人性化，方便驾驶者查看各种信息和车辆情况。此外，中控台还配备了大尺寸触控屏幕、导航系统等实用配置，提升了整体科技感与舒适感！
配置方面的表现也是相当出色的。它配备了驾驶辅助系统、全景影像等高级智能科技功能和安全性能表现都很不错。此外，还具备多种娱乐模式的选择以及手机 APP 远程控制等功能，提供了更加便利的使用体验。但是车机软件比较少！

【真心建议】
 做为新能源车缺少了导航红绿灯?提醒和内置行车记录仪～哨兵模式，这些目前新能源同档次的标配昊铂竟然没有！不明白，车机的趣味性不够，做工系列有待提高，毕竟主打高端品牌！

 最后祝愿这个车能够大卖，多点车友！

【厂家政策】
目前新能源还没有收取购置税，至于厂家的政策一言难尽，论坛可以看到很多车主吐槽，厂家设计的我感觉确实不合理，老车主刚提车就被新权益吸引，不太应该这样操作！",2024-01-02,郑州
