字段1_文本,字段2,时间,字段3
骑着蜗牛逛街999,家里一辆君越一辆现代，现代时间有点长了，在加上需要一辆SUV于是准备换车，本来想换个油的，去看了看现代打算用家里的现代置换，补贴也比较合适，然后又陆续看了看昂科旗和xt5还有途昂，还在纠结选哪个、要不要选个好一些的二手（主要是二手新款那价格真的是心动啊）就在要敲定昂科旗的时候，看到了E5的发布会，就是那种一眼就相中的感觉，等了几个月看了看各路测评跟市场反馈，最终也是在8月5号定了这辆车，日盼夜盼终于在21号把他带回家啦～刚开回家还是得好好适应适应，毕竟电车的逻辑确实很多地方跟油车不一样，好的地方就不赘述了，各家测评都有，主要说几个迫切需要改进的点： 1、机械钥匙机械钥匙机械钥匙！重要的说三遍，没绑定ikey的时候用了几天卡片，真的是给我烦的不行不行的！ 2、为毛不保留上车的座椅和后视镜记忆呢，就是后视镜一上车有时候就默认下翻，还非得我按着记忆的“1”的位置才到我设定的记忆位置！（也可能是我不会挑，那特么倒是给个明显的位置啊） 3、手机蓝牙一直开着掉电是真的快，要是手机没电了我岂不是跟没车一样？别跟我说带着卡片，首先丫的卡片贼不好用，再说要是一直带着卡片还用蓝牙钥匙干嘛？ 其他的没啥了，习惯一下与油车不一样的地方，会发现真是个好车车，开着倒是很带劲。从17年买第一辆君越那会我就认准了别克，现在已经成为忠实的别克车主了，加油别克！,2023-09-03,东营
薛定谔的胖阿拉斯加,"整体花费:当时6.6下定，6.9锁单，等车十一二天6.21提车，价格22.59-6000（置换补贴）+5200保险和其他零碎的牌照费之类的，应该事比车价稍稍便宜一点落地，送了四门玻璃和前后挡龙膜，自费400工时费，自己加钱添置了天窗冰甲，后来感觉差别不大。
【驾驶感受】静谧性和舒适性还蛮好的，整个车开起来就是比较船的感觉，低速的时候会有多余的晃动，不过速度起来以后车就很韧了，动力随踩随到，舒适的一批。

【续航】我现在满电续航436，因为高速跑的多续航也上不去，不过只要不跑高速基本上达成率就是一百多，平常舒舒服服开综合电耗在17-18，不跑高速的话就是13-14，续航马马虎虎吧，这么大的车也算不错了。之前有测过高速续航定速100电耗在15.5-16.5，110电耗在18-19，120在20-21，具体电耗也看上下坡，总体还可以吧
目前充电感觉还可以，用过国网的桩和特来电的桩，国网不知道是因为桩的原因还是怎么，功率一直不大，但是特来电差不多就是能达成85-90KW，晚上去充大概一个小时从20%能充到95%，不过充到80%是最快的，半个小时左右

【空间表现】空间没的说，相当大了，我现在自己一个人开甚至都感觉空落落的。

【最不满意】虽然有ikey和无感进入，但是还是加个实体钥匙吧，今天早晨只拿手机下车直接给我罚站了，充电枪还拔不下来，直接尴尬死。
最后一句，感觉自己脚法可能有问题，我自己开电耗就会很高，定速巡航电耗就下来了。。。",2023-08-19,济南
我是小弟懂车,"外观方面确实很时尚，再硬派一点其实更好。内饰空间配件都是我认为适合我的，所以才买了E5，开了一个月多，整体的驾驶感受很不错，跟油车的感受差不太多，挺好的。
【最不满意】目前来看最不满意的地方就是没有实体钥匙，虽然这是可有可无的，但有总比没有好啊对吧？一个钥匙成本也就百把块钱吧。

【购车经历】
以前一直开油车，后面发现油车太贵，加300
块油就跑个500公里，太不划算了，所以才打算买电车，对比过毛豆3，感觉空间小，y又贵，不喜欢那种溜背外观，所以最后选了别克E5。
【提车价格】
没有一毛钱优惠，这不是别克的风格啊，不过有一个参保价服务，以后这车要是降价了可以找他们推退差价嘿嘿。
【驾驶感受】
这车的驾驶感受偏像于油车，我觉得这个点蛮好的，起码对第一次买电车的我很友好，没有很大的不习惯。
【续航】
续航充满电能跑500公里，不堵车应该还能多跑几十公里，或者不开空调续航会更长些，但这天不开空调受不了。
【销售态度】
销售态度一般，只能说基本满意吧。
【乘坐体验】
空间大，所以乘坐体验不错，尤其是后排，地板是平的。
【最满意】
最满意其实是价格，这续航里程只要这个价格，确实感觉够卷，希望开几年后电池不要有衰减。",2023-07-04,衡水
Hannah1011,【驾驶感受】 电车加速非常线性，电门初段动力输出比较平顺没有很冲的感觉，后段动力储备也比较充足，超车完全够用。底盘调校舒适，略微偏软，略微有开船的感觉。转向在不同车速下的力度调校很好。 刹车在低速工况下有轻微异响，灵敏度不错而且能够进行动能回收。 【续航】 高速开空调续航17-18基本达到预期，充电速度国网直流快充功率80kw，40分钟能充大约60的电量。 【空间表现】 空间很大，乘坐以及后备箱完全满足日常需求，中控台悬浮设计很好放包很方便。 【最不满意】 1.蓝牙钥匙过于灵敏，解锁逻辑让人摸不着头脑； 2.车机有些功能尚未完善，期待后续ota升级； 3.无线充电在戴手机壳的情况下基本不可用，能充但是速度很慢，而且需要位置精确； 4.安吉星车辆状态同步太慢，而且经常提示后备箱没锁。 目前行驶了近500km，整体感受还是不错的，值得推荐。,2023-06-26,苏州
喜庆的松鼠4c0,整体不错，空间需求满足了。续航基本算是差强人意，毕竟本来也没太高的期待。整体来说开强动能回收市区能跑到14.几的，如果是跑郊区稍微深踩一下评论就得17+，我开车比较猛，上一台是xt5，我的脚法是12.5的油耗，同样的脚法e5大约得18的电耗。高速稳定120的电耗是22，反正正常有家充，也就那么回事儿。 智能化怎么说呢，跟我16年顶配的xt5一模一样 空间是真的满意。 隔音真的非常一般，比xt5差的远的多，100左右感觉到处漏风，呜呜的声音。整体低速的话因为没有发动机噪音，所以还算安静。 上次ota之后卡片钥匙好用多了，表扬一哈。 充电速度一般，好像是80-90的功率，还成 工艺一般，车的缝隙很大，比xt5差远了，但是跟atsl差不多，都是美系车通用，封装还是有点差距的。,2023-07-24,淄博
李永志329,先说优点吧： 1.空调、加热、通风用起来啥啥的一点不心疼，谷电确实便宜，这是电车通用的优点。 2.空间比较宽敞，我平常就一个人用车，后排直接放倒，买了个床垫和被子，180的身高斜着睡刚好可以伸直腿，气温不极端的话当个临时旅馆还是不错的。 3.开起来比较柔顺，起步比油车快但是不冲，适合我这种佛系开车的。 4.电耗比较诚实，该多少续航就标多少，我冬天空调加热全程auto开着，通勤路线20公里快速路80码加一小段乡道，电耗基本21左右，去市区纯快速路40公里，电耗18左右，我本人能接受这个电耗，我基本没有高速需求，如果有高速需求最后还是买长续航，免得续航焦虑。 缺点： 1.路面不好的时候开起来像开船，车身摇晃控制的不好，车里放的东西容易移动，然后是刹车最后一下容易点头，毕竟这么重的车，而且这个价位，也能理解吧。 2.没有高德地图。 3.没有露营模式。 4.远程控制相应速度慢，虽然也不怎么用罢了。 图上总和电耗高是因为我喜欢待车里吹空调，一待就是一小时😂,2024-01-28,合肥
端庄优雅柑桔vdk,10月31号提的车，11月1号贴的膜……开了两天自我感觉车大、好开、续航还可以，我买的是臻享长续航安全配置也不错，就是路上各种提示有点让人不适应，特别是自动刹车，刹的很猛！让人不舒服，把自动刹车关闭了只开启警示音。现在将近一个月了也开顺了，电耗越来越低，综合电耗从刚开始的14.9降到现在的12.7很是满意，感觉还能往下降。现在续航在市区和城镇跑的话能达到600。高速行驶电耗基本在16，本人很少走高速，绝大多数都是在市区跑，完全没有里程焦虑。自己买的车位，买车送充电桩，基本一个星期冲一次电，晚上10点开始冲，第二天早上7点半左右就能冲满，每次充电二十多块钱不到三十，真的是很省。现在一周用的电费比不上过去油车一天用的油费，是真的省，总体很满意。,2023-11-02,西安
聊慰河水涓涓流,"现在已经有实体钥匙了，厂家还是比较听取终端用户的意见的（除了钥匙有点丑），至少配了钥匙就行。

优点：车的驾驶感受还是挺不错的，底盘调教还是不错的，比较平稳。主驾静音性能很不错，开起来比较舒服，感觉没有开电车的感觉。开起来像一辆车，推荐家用的朋友购买。

缺点：真的很像一辆车，车机说实话既不流畅也不智能，功能也稍微缺少一点。后排座椅不能调节，有点直，要是能弯就好了。

续航方面中规中矩，夏天在武汉，一个人开正常开空调，545的续航市区普通工况能达成460-480左右，高速工况可能能跑310-330。冬天武汉0度左右，我开主驾座椅加热，空调AC 3档风 23度，大概市区充满能跑个380-400，高速的话能跑280-300左右。和竞品车型差不多。

如果车主喜欢折腾，不建议买E5，车机真的折腾不起来。如果车主就是买来单纯家用，空间和车辆舒适程度，还是比较合适的，主打的就是一手安全，保命最重要！",2023-07-01,武汉
吴佩频道,★ E5轴距2954mm，长宽高分别是4892×1905×1684mm，跟大众ID.6、飞凡R7差不多，定位五座中大型SUV。因为本身尺寸够大，所以后排空间确实比较出色，而且地板不高，加上宽大的坐垫，E5对腿部的承托也做得很好。 ★ 后备厢空间也无需担心，地板下面还有两层，下层拓展性很强。 ★ 聊聊前排，包括VCS智能座舱（8155芯片，30寸一体弧面6K屏）、全景大天窗、前排双层夹胶玻璃、各种皮子等它都有，而且很多传统的东西也保留了下来，比如空调控制实体按键、天窗遮阳帘等，不会太过于追求标新立异，在使用便利性上还是为驾驶者及乘客想的比较周到的。 ★ 我们在广德试车场试到的是前驱单电机版本，最大功率180kW，比ID.6单电机高功比是更出色一些的。开起来E5更像是一台好开的油车，在短波路面上它就调得偏软一些，把颠簸都给过滤得干干净净，长波路面避震回弹的动作则表现得很利索，可以感受到底盘调校这一块合资车还是“你大爷”的级别。,,
大锤车生活,【外观】外观打了4分，扣一分在前脸上，这个车的尾部设计真的好看，特别是尾灯跟高位刹车灯亮起来的时候特别帅，还有就是迎宾灯语，哎我，晚上一闪烁一动画，贼有面！侧面看也没有什么可以挑剔的地方，镀铬的轮毂看起来也足够帅，唯一就是前脸看起来太过普通了，好多车友把前大嘴贴黑，我看挺帅，以后我也考虑要不要贴一个。 【内饰】内饰4.5分，特别喜欢门板上的设计，跟奔驰一样的座椅调节按键看起来特别高级，大连屏跟座椅也都喜欢，方向盘按键也足够多，感觉科技感也够，唯一扣了0.5在中央扶手位置，科技布总觉得不太敢用，不知道好不好打理，仪表台倒是挺好，看起来并不廉价。 【配置】配置上满分，我选的是臻享，我对配置要求不高，这车非常满足我的要求了，座椅加热座椅通风，自适应巡航，carplay，360，胎压显示，电动后备箱，一堆气囊，要求不高，不仅是舒适，安全也要全，我要的都有。 【空间】空间上满分，买这个车就是家用带娃，这个车看起来外观并不是很大，但是实际上空间真的太大了，比我之前的昂科威还大（实际上也的确比昂科威大😂）而且，后排还能放倒，我买车一定要后排放倒能睡觉的，这个满足我要求。 【续航】续航的话我扣了0.5分，我选的是长续航版本才600多公里，实际使用上500多能跑，如果是跑高速就400多了，如果要是保持现在价格出个800公里的那就最好了，不过这车跑了一个多月了，续航显示挺实在，该多少就是多少，还是挺安心。 【智能化】智能化的话，扣了1分。老生常谈的两点，1是车机，我是7月份的车机已经升级过了，但是不是最新的，偶尔有点小问题我也无所谓，升级到最新299版本据说非常稳定。2就是这个蓝牙钥匙，苹果手机还挺好，VIVO跟华为，就偶尔连接不太好，这个我也能接受，手机多点两下解锁呗，但是这个卡片钥匙我真是吐槽，识别的太慢了，就是一个nfc功能呗，如果要是跟我们刷地铁卡一样快我肯定不吐槽。不过官方说后面出实体钥匙，这个绝对是我爸妈的福音，他俩开车我就不用教他们用手机了。顺便说下，我一直认为车是我们开的，不是机器，所以觉得全自动驾驶还是噱头，甭管什么激光雷达还是摄像头算法，啥车都无法避免国内电动自行车跟鬼探头的事故，对别人负责，也对自己负责。 【驾驶感受】驾驶感受，说实话这个真的没的说（虽然我扣了0.5分），之前也试驾过别的品牌的电车，E5的驾驶感受最好，是我开过最像油车的电车，一点不晕车，不晃悠，扣了0.5是我那天出去玩跑下山路的时候发现快速过回头弯还是支撑性差点，极限有点低，还是作为家用车用吧。 【最满意】 说实话总体上这个价位也没有什么对手（小鹏的对手是智己），估计车主跟我都差不多，认为安全稳定最重要，那么多花哨的配置或者智能驾驶其实没啥用，还是信任传统车企，开着舒服，坐着舒服，一家人出去露个营旅个行，开开心心，安安全全，就够了。 最后放两张露营时候手机拍的星空银河跟礼花，撒花！,2023-09-06,沈阳
用户6971595569975,1.外观是我的审美，侧面我认为是最美的角度，很大气，中大型的车身尺寸看起来不显大，朋友都挺认可这个外观设计 2.内部空间真的很宽敞，座椅很舒服，就是用料稍微差一点点，满意的是内饰设计很有质感，搭配氛围灯，高级感满满，各种舒适配置也都有 3.续航很实在，两个多月跑了5000公里，日常电耗13～16，高速17～19，日常最低跑到过10左右，长续航版本，现在充满电显示可以续航650，表显续航很扎实，没有太多焦虑 4.驾驶感受更趋于传统油车的质感，日常加速没问题，驾驶习惯比较保守，偶尔有急加速，是有推背感的，开起来很舒服，整车的隔音静谧性超级好 5.不喜欢用卡片钥匙，贴上去反应速度有点慢，蓝牙钥匙不灵敏，每次离车近的时候打开APP，已经习惯了，升级过一次好用了一些，车机反应迅速，很喜欢这个大连屏，一开始提车的时候偶尔会有卡屏，没有信号，后来升级过一次几乎没有出过问题了 6.加装了8000的选装包，觉得性价比很高，音响效果不错，抬显很实用，预算充足建议加上选装包 7.家用充电桩晚上充电真的很实惠，另一辆油车几乎不开了，大大降低了用车成本 总结就是很不错的车，越开越喜欢，一款很合格的家用大尺寸SUV，没有明显的短板，没有花里胡哨的东西和配置，相当均衡,2023-09-19,临沂
徐败败48175531,"1、等待的过程很煎熬 : 5月3日下定，赶上区政府最后一天补贴。然后就是漫长的等待。中间转了地补所以APP基本上也不更新任何有用信息了。5月底全国其他小伙伴陆续提车自己这边没动静就更着急了！最后只有打400，然后找4S销售，终于给我催来了新车，6月6日终于提车啦。
2、使用感受很新奇 : 之前一直是油车，所以这换了电车从上下车、启动、挂挡、充电方面都不一样，说明书还是要多看，不然确实用不好。
3、驾驶感受很平稳 : 车子很沉所以开起来蛮稳当，过减速带悬挂反馈也不错，前排胎噪小，声音一开基本上外面声音也听不见了。中控储物好评，女生大包有地方放了。方向盘不重，电门脚感也好，开起来和油车感觉没差，操作很好上手。
4、车子空间很大 : 后排谁坐都要说一句真大啊！后备箱空间也好，放得下我全部露营装备，哈哈！
5、续航是个惊喜 : 首次快充充电至95%，仪表盘显示502km，日常走乡道，红绿灯少，但是道路窄，频繁会车刹车。动能拨片没用过，其他驾驶辅助也都没用，目前是14.3/100 km，刚提那会不敢踩重，还开到12.6  哈哈哈。
～～～～～现在要说缺点啦～～～～～
1、手机蓝牙解锁 : 上车下车前，距离车还有点距离时要掏手机点一下ibuickAPP，车子才会迎宾/锁车，不能做到绝对无痕（这也可能是我手机问题，三星的，该设置的都设置了，就是不行，呜呜呜）
2、车机有小问题 : 有的app应用会飞屏（发现过一次，重启又好了）；安吉星时不时不明原因跳红色指示灯（4S店说不影响使用，有时间再去插电脑升级就行）；离别下电有点不灵敏，出现过2次需要自己手动下电（点击屏幕左上角按钮）。
3、市面上能买到的配件少，行车记录仪SD卡买了几张都不适配，后备箱隐私帘也配不到最合适的，头枕，脚垫能选的款式也少（可能销量起来就有厂家关注生产了吧）
因为使用时间短，其他还没发现，就这样吧。希望能给大家一些帮助。",2023-06-11,合肥
Sevenup77,首先总结来说，E5的基础素质是能让我满意的，和价格也是适配的。这一点在网上已经有了大量的介绍，我就不再赘述。刚开始使用一周的时候，我发了一篇《关于E5的一些使用感受》，对于车辆细节谈了一些个人看法，感兴趣的车友可以去看一下。今天我会继续谈一些新发现的情况。 1. 关于主动刹车辅助，我这次又追加把行人的刹车也改为振动，目前只保留了前向车辆的主动刹车，实在是这个刹车的感应过于敏感，我也无法搞清它的脾性（主动刹车的内在逻辑），多次出现我无法理解的主动刹停。尽管关了这么多，前两天还是出现了小区内正常慢速行驶多次突然主动刹停，我只能理解为小区道路比较窄，而它的响应过于灵敏和积极?，我这两天在考虑是否把最后一个开着的前向的也改成仅报警。 2. 这两天一直在使用手机的Ikey，只要提前打开iBuick，基本上使用都很顺畅，下车我还是喜欢按一下门把手中央的凹槽实现锁门，直接离开自动锁门还是会有点担心，反正这个动作也不废啥事。 3. 车机发现了新的问题，上车上电自检的过程中，如果挂挡行驶的话，会一直停就在这个自检画面一动不动，直到车辆下一次完全停稳并保持一会儿才会恢复正常，在我的车上已经稳定复现，不知道大家是否有同样问题，后面我会放一张停顿的样图。这点还是希望厂家能快速解决，碰到上车就开的话，车速等信息就都没有了，我加装了HUD，抬头显示里面的信息倒是没有受到影响。 4. 这两天我一直在调整主界面，想找到一个比较好用的组合，目前我是依次放了胎压，快捷键（为了快速调单踏板模式），地图，空调和座椅通风，实际用下来胎压和快捷键有点用，地图一小块显示也没啥意思；空调小界面可直接调整，座椅通风点远后还是要等它进对应系统。大家如果有好的设置，希望能拿出来共享一下。 5. 关于空调，用下来还是比较给力的，有不少车友反应外循环和内循环耗能差异巨大，耗电能从20+下降到10+，从我实际用下来看没有这么夸张，我是从微蓝7换过来的，冷空调的耗电对电动车来说，占比是个小头，冬天的热空调才是大头。我空调常年只开外循环的，目前平均电耗也就15左右，开出20+应该是喜欢急加速造成的。但是通用空调的逻辑我还是要吐槽一下，AUTO的逻辑有待改进，在早晨气温适宜的情况下，用AUTO时，会出现打开HEAT加热，如果去选择了A/C，又会退出AUTO，我只能说空调的逻辑过于简单。我期望能实现确定A/C或者HEAT的前提下的AUTO，而不是在夏天的早晨给我吹一股暖风。 6. 关于地图，这个屏幕太窄，显示了一堆用不到的前进道路上两旁的信息，而有用的前方信息太少。不知道大家有什么好的地图使用方法，希望不吝赐教。 7. 关于音响，我选装了Bose，音质也就那样了，但是有天在路上听到陈百强的脉搏奔流，居然出现了噪音，某件乐器发出的声音在音响中的还原变成了噪音，水平有限，不知道是那件乐器，车友们可以去试一下，不知道会不会碰到同样的情况。 8. 关于座椅记忆，为啥不是按一下就能到我设置的位置？要一直按着记忆按钮才行，这个实在是无法理解，是怕误触吗？ 9. 后视镜倒车下翻如何自定义下翻的位置，有了解的车友请给下操作步骤；后备箱的开启位置自定义，有知道如何设置的车友烦请指教。 罗里吧嗦一大堆，都是些自己实际使用中的个人感受，不喜勿喷。后面有新的感受再来交流。 补充新感受 10. 今天早上启动发现原来收藏的电台莫名都没了，不知道怎么回事。 11. 空调吹风左侧位置不太适合我，我开车习惯左手放方向盘的在十点钟位置，右手搁在扶手箱上，E5的空调正好对着手吹，且无法被调节走，冷风长时间直吹手实在不是一个好的体验。,2023-09-05,上海
Sch985,"外观内饰主观感受是比较满意的，外观不太上相但是实车还是看着挺不错的，内饰我觉得设计的挺漂亮，用料不是很豪华但是符合这个价位。配置也算是很齐全了，我购入的是臻享版，日常能用到的舒适配置全乎了。这个价位同尺寸的汽油车应该很多都没这辆车配置高。

空间挺大的！我178有些胖，前排很舒服，不管是横向纵向都很宽敞，前面调成我的驾驶坐姿再去后排也依然很宽敞，坐着也还挺舒服的，我看很多人说后排靠背有点直不能调，不能调确实是硬伤，但是有点直这个我个人感受是还行，不会让人不舒服，只是不能调得更躺而已，就是一个标准的舒适坐姿。

续航刚拿到车时是98%，432km。这个续航是动态调整的，根据之前的电耗做出的计算。所以开几天就会慢慢上去。我提车三天已经跑了三百多公里，这期间高速、国道、市区路况都有，空调也没停，续航已经恢复到了479km，就正常驾驶，我从油车直接换过来的，驾驶习惯没做出任何改变，而且这三天经常电门到底感受提速。这个续航很满意了。不过高速时速一百以上同时空调外循环五档时的电耗是目前为止最高的，到了24kwh。建议大家新车味儿散了之后尽量多用内循环。

【最不满意】

智能化一般，有些地方逻辑很奇怪，比如手机蓝牙钥匙，苹果手机是支持的，没出现过连不上的情况，但是逻辑就有点混乱，有时候走过去远远就亮灯弹出门把手等待解锁，但有时候都走到车边它也没反应过来，我只能掏出手机在app解锁或者刷卡解锁，而在此之前手机已经推送爱别克app的消息提示蓝牙已连接。就不好用，卡片钥匙车内又没有感应区，所以这两种解锁方式没一种是好用的，这不闲的嘛？用遥控钥匙怎么了，你说你创这个新干嘛，好悬没给我创死，真不如遥控钥匙好用。",2023-06-23,平凉
开电车的老胡,"【最满意】
总的来说，油车味道很重的车，开车感受非常的舒适。选配8k很值得，hud和氛围灯很不错。空间足够大，空调力度足够大，静音做的足够好，底盘和加减速线性调教的很好。

【最不满意】
1. 车机的bug有点多，生态也不够多
2. 车载网络总是出问题，没有网络。有一次全称30km没有网络信号。不可能这个时候靠边停车15分钟上下电来解决网络连接吧。需要重点解决。


【购车经历】
在北京，电车牌。所以没有混动和油车的选择余地，只能选择纯电。前期看了一堆，包括蔚小理，包括智己和深蓝。（比亚迪和特斯拉因为个人爱好原因，没有选择）
无意见发现了别克居然也有新车E5，奥特能的广告还是有点用。就冲着奥特能去搞了试驾。
因为偷懒，懒得去经销商，基本上所有的车都是选择上门的。所以基本上都是新势力的服务到位，试驾时间都比较久。因为买了别克E5，所以也就不说别的车不好了。
我就说说为什么选择吧。一是考虑自己家的需求，空间还是比较重要。二是价格预算有限，不想电车超30万，这样可选择的余地就不多了。三是车要抗造，安全性，可靠性和舒适性比较好，个人不太注重驾驶性能（没有飙车习惯）。这么一框选，可以选择的余地真的不多了。再结合自己的试驾感受（深蓝S7一直没有上市，7月才有试驾），最后中和评估选择了别克E5。

【驾驶感受】
1、车机功能：这个真的很一般，还是百度的OS，水平也就这样了。首先生态都是百度系的了，什么爱奇艺之类的。没有腾讯视频和腾讯音乐。有网易云音乐、酷我和喜马拉雅。
功能层面规规矩矩吧，百度地图还凑合。如果要高德，只能carplay了。carplay没法投射HUD。所以还是就用百度地图了。
HUD很好用，选配很划得来。显示可以选择不同的显示内容的程度，可以丰富的，可以简约的。就是有bug。
据说车联网卡是电信的，不知道是电信的问题还是T-BOX问题，还是车机的问题，上电有时候没有网，尤其是地库，基本上就没有网，导航不能用。得到了地面才能用导航。
还发现个bug，就是在没有网络和定位的时候，如果导航了，车机的地图等有网络的时候可以正常加载地图，但是hud就不会因为有网络再次加载地图。多次复现了。所以当下没有升级系统的前提下，只能在有网络的时候退出导航，hud会正常加载车辆位置。然后再次导航，hud就会恢复正常了。
2、舒适性：异味新车还是有的，所以就前1周不敢让小朋友上车。但是乘坐的感受还是很好，静音很好，滤震也不错。加减速线性做的也很好，底盘扎实。反正就是油车的感受。这一点没毛病。

重点还是要说下保留了很多实体的按钮，真的很有用。不用语音和手动操控。靠按钮，YYDS。

【续航情况】
平时主要是上下班通勤为主，所以长途开的比较少。充电基本上一周一次。续航个人感觉，包括群友的感觉都比较一致，基本上没有虚标。显示的里程就是还可以行驶的真实里程。靠谱的。另外就是夏天开空调，还是稍微费电一些的。能耗都会过15，偶尔17。
不过有一次去顺义，大概有60-70%的时间主要用的辅助驾驶，特别爽，能耗在12.真的很惊喜。
充电方面，我基本上都是去外面快充，20分钟可以充30%左右吧，半小时可以大概在50%左右。感觉可以了。

【空间表现】
空间非常满意，尤其是后排，小朋友都可以跑来跑去。足够大。后排做3个大老爷们也很宽松，长途没有问题。就是没有前储物箱，只有后备箱，后备箱的空间也很大，下面也很深，好几层。足够用了。这个很适合家庭，定位真的准。哈哈。

【智能化表现】
辅助驾驶功能用过几次，不敢说是国内最好的。和新势力尤其小鹏的多种场景pk肯定还是弱一些。但是如果只是L2的辅助驾驶，车道居中保持，跟车，定速巡航等等。做的很不错。乘车的朋友根本感受不到我开了辅助驾驶，可见调教的很不错。另外一点就是安全性满足我个人的需求，可能有时候前车碰撞预警比较敏感，但从安全角度看的确是有必要的。安全第一嘛。
另外一个神奇的设计就是，基于如此敏感的碰撞预警，包括车前车后的，有个预警驾驶位的座椅震动提醒。基本上你在市区，你屁股肯定会麻。我直接调整到语音提示了。我朋友开车，觉得我应该调到震动模式，不到10km就放弃了。哈哈哈。真的屁股麻废了。",2023-07-04,北京
吃不胖啊也耶,喜提新车，暂时很满意，后续当韭菜，哈哈哈哈哈 选车心路历程： 二手油车---新车油车----纯电车 换车原因：现在开的车太破了，22万公里的吉利远景（6000买的），需要成家了，需要一辆车（自己也很想换），纯刚需。预算15之内（后面就是冲动消费）。 自身情况：回家单程250公里以内，一年最多5次，差不多就是2500公里，上下班来回40公里，40*26*12= 12480公里，84%都是城区，所以纯电基本满足使用 选车过程： 1、一直在关注新能源，听尹哥吹新能源，心里还是很想要新能源轿车，主要是财富值不够。 2、经济不宽裕，开始不想贷款，就想买个二手的（23年的星瑞）油车，10万落地，价格都谈好了，但是家中有些反对意见，要不就买新的，要不就买更便宜的。然后车的颜色我也不是很喜欢，我试驾了以下，我感觉胎噪大，不安静，所以就算了。 3、然后和对象商量后，就买自己喜欢的，不要考虑太多，好坏都要接受，不要为了一个车浪费我太多的精力和时间（因为有时间我就刷懂车帝，刷抖音看车）。 4、最开始是看深蓝，看海豹，看汉（外观满分），但是可能是被尹哥洗脑了，哈哈哈（花了500大洋买了他的会员，但是他那个有点慢，提车靠不靠谱这个不知道，但技术水平还是可以吧，学习了不少）。直接放弃混动，只要纯电。 最终选定别克E5先锋版的与原因： ①　回家单程250公里以内，一年最多5次，差不多就是2500公里，上下班来回40公里，40*26*12= 12480公里，84%都是城区，所以纯电基本满足使用。 ②　充电桩没有，但是步行5分钟之内就有很多充电站，后面新房租车位会安装充电桩，或者就直接用充电站也可以。 ③　开车不暴力驾驶，不追求驾驶乐趣，只求舒适安静就行，主要就是安静。试驾E5的时候，符合我的预期。 ④　回家有爬山路，不太好走，轿车害怕蹭电池（主要还是钱不够，梦想车极氪纯电，实在买不起） ⑤　家人都喜欢SUV觉得大气，有面子，主要是老爷子需求，农村的都这样。主要还是对象也非常喜欢，外观很喜欢，内饰她没需求，配置也没啥需求，试驾也很喜欢，关键没有天幕（哈哈哈，她非常讨厌）。对象说贵就贵点，金钱难买我喜欢，消费就是冲动的！ ⑥　主要是听尹哥说，这个车值得买（当时是在这个价位），网上都说这个车续航还算可以，而且奥特能是纯电平台，安全可靠。 ⑦　元旦要用车，这个车有现车，也是重要原因。选定到提车也就是15天搞定。 闲聊： (1)开了60公里，感觉还可以，就是车机确实不咋滴（一个陈家婆饭店硬是只有陈家坡，死活不行，只能打字。） (2)我没怎么砍价，所以会砍价的同志，可以砍的，我知道至少我得续亏5000大洋以上，算了，能力有限。 (3)还有很多功能搞不清楚，慢慢摸索吧！,2023-12-28,长沙
赫宝颖宝,【购车经历】 接触电车，是在2021年的时候给老婆买了一辆欧拉的电车，一到周末或放假我的油车就放在车位上吃灰，最初电车给我的感觉是即好开又省钱，但觉得质感没有油车好，到2023年，我的油车开了也快9年了，心里也有换车的打算，没事的时候就在懂车帝上看车的文章，中间也去店里看了很多油车和电车，一直纠结该买哪种，最初我是想换油车的，而我老婆建议是换电车，理由是换油车的话和现在区别不大，因我工作的地方离家比较远，来回有80公里，电车在省钱方面优势太大，所以最后老婆决定还是换电车。确定好买电车后看了比亚迪，特斯拉，极氪，大众id等，直到别克E5发布，让我感觉百年车企真正用心去研究和生产用户需要的车，奥特能纯电平台在安全上下足了工夫，让用户放心，特别是价格出来后觉得别克真的很有诚意，中间试驾了3次，感觉行驶的质感和油车差不多，一点不像个电车，外观大气，空间大，内饰也是我喜欢的设计，觉得就是它了，我是5月中旬在APP上定的车，6月13日提的车，到现在也有一个多月了，已经安全行驶了2500公里，各种路况也都涉及到了，特别喜欢别克这种根据自己驾驶情况算出的里程，我平时偶尔会暴力驾驶，充满电显示都在500以上的续航里程，没有续航焦虑，觉得越开越喜欢。 【最不满意】 车载行车记录仪像素有些低，360全景影像只有倒车或小于20公里才会出现，打转向或雷达测到物体都不会出现，我都是先挂倒档在挂前进档或语音唤醒360，当然这个后期升级可以实现 【提车价格】 全国统一价，加了8000选装，保险我觉得贵了一点，快7000块钱了 【驾驶感受】 非常好，之前开的是轿车，首先是E5驾驶姿势高，视野好，其次后悬架系统是五连杆的不错，最后辅助功能比较多，还有座椅通风加热，舒适。 【续航】 充满500多 【动力表现】 对我来说足够用，百公里加速7秒左右 【亮点配置】 抬头显示很大很清晰 【空间表现】 4米9的车长，加上小3米的轴距给你一个大五座的空间，而且别克E5是纯电平台，后面是平的。 之前网上主要吐槽的卡片钥匙和手机蓝牙以及上下电问题，在这个月初对车机升级后完美解决了，还送了两万的积分，希望别克工程师们升级下360的问题，最后祝别克E5销量越来越好。,2023-07-16,临沂
