字段1_文本,字段2,时间,字段3
只想来一脚油门,外观方面 外观很特别，属于锁车后还能回头看两眼的那种（因为要看自动落锁到底锁上车了没有） 内饰方面 内饰做工设计有讲究，超纤绒顶棚摸着很舒服，这些玫瑰金的点缀太精致了，就是内饰整体中间偏下部全是硬塑料，硬的硌腿。 动力方面 动力不错，就是急加速状态时突然收脚偶尔会像油车换挡时的顿挫一样“duang”的顿一下。 续航方面 续航一般般吧，开舒适模式纯后驱时这个66度的电池却做不到后驱毛豆3那样的续航，不开空调15.5的电耗，开了空调18的电耗，不过来回通勤就七八十公里，倒是也够用了。 存在问题 车辆多处异响。先是座椅屁股坐的位置靠后面那儿一过坡只要车和人上下一跳动，屁股压到座椅上就会有咯吱吱的连续异响；b柱上的安全带高度调节装置只要车速上到80码，就开始了持续的低频共振；昨天开始出现了最严重的异响，具体我下面另起一段说明。 昨天早上我的x在开着空调行驶几公里后，前机舱里间歇性每隔一分钟就发出噔噔噔噔的巨大异响，犹如拖拉机发动声音一般。中午赶紧开到领克售后检查，被告知没有预约的话要把车放在那等候检查，预计要放置一周的时间，我说开车来这么远检查放到这的话回去打个车要很远，然后这几天都没车用，放到这检查那得给个代步车吧，工作人员说代步车没有的你自己看情况吧，我说没代步车我这几天因为车这个质量问题搁置到这上下班每天来回七八十公里打车交通费怎么算，售后表示他们也没办法，我说那麻烦你们先花上一分钟时间简单查看一下如果不影响使用我先开走预约上再来，售后也不给看，问就是回答一句 要看就排到最后下班再给你检查。 计划买车的朋友还是谨慎，这个车的质量还是有很多问题的，而且售后很难得到保证。 最后两张图就是异响发生的位置和领克店。,2023-10-29,乌鲁木齐
极氪X战警,外观好看，内饰简洁舒适，对比过smart、比亚迪汉、海豹、小鹏，我觉得极氪X设计得比较个性吧，极氪x的竞争车型应该是smart，感觉smart更适合女司机吧，那个小小的奔驰标也不是很在乎，我买这个小车没有买汉那种c级车是因为我比较喜欢这种小型操控比较好的车吧，家里有一台凯美瑞油车了。续航方面达成率近百分之七十吧，标续低了一些，但作为上下班代步车已经足够。OTA方面现在升级了百分之八十了，慢慢也会升级完成，完全成熟，反正够用了吧。底盘方面感觉过坑洼路面稍微还是有点颠簸，专业的词也不太懂。因为选装了20寸轮毂四活塞卡钳，刹车还是不错，本车是五座四驱，加速还是特别猛的，但是续航方面有折扣，当时因为看着比较帅就选配了，19寸足够用。外观还选装了自动门，说实话，也没必要，每次朋友坐车都不知道怎么开门，标配隐藏式门把手即可。车机5G网络，终身免费流量还是不错的，想怎么用就怎么用。说到最后这个车比较适合家里买第二台车城市代步使用，如果有喜欢极氪这个品牌或者这种车型的，可以直接拿下。,2023-10-22,贵阳
番茄炒蛋拌米饭,外观：就像香菜、榴莲、大腰子，喜欢的人就好这口，不喜欢的直接丑拒，仁者见仁智者见智吧。我和媳妇都觉得还是挺好看的，特别是杭青绿很有质感（图一），侧面线条流畅、帅气。 内饰：几种内饰颜色的风格都很不错，蓝白、紫玫搭配真是好看，但考虑到方便打理，我们选了黑灰内饰（图二）。内饰用料健康环保也是沃尔沃、领克、极氪的特征之一，让人放心。 配置：20w级别的车，纯电平台后驱，抬头显示，冰箱，电动门，雅马哈音响，前排通风加热，副驾按摩，后排电动翻折，可以说是配置拉满了。尤其是等人的时候，坐在副驾看着视频，打开座椅按摩，从冰箱里拿瓶冰可乐，多么的惬意（图三）。 空间：尺寸和元plus差不多，如果身高超过180，或者把它作为家庭唯一用车，那空间会比较局促，4座版更是不要考虑。但我们想要的就是尺寸不太大、方便停车的市区代步车，所以完全够用了。 续航：标称560km，主要是市区驾驶，能耗不高，最低到过百公里12度（图四），暴力驾驶也就16、17度左右，市区可以做到1:1。具体可以看懂车帝夏测、铁秀、大鹏快开车等媒体的测评。 智能化：车机卡顿、360卡死等问题暂时没遇到过，EVA可以识别并完成大多数指令，车机智能化水平比大部分油车强的多。缺点是可以安装的app较少，等等后续的ota吧。 驾驶感受：动力比较强，转向精准，加速有一定推背感，市区开绰绰有余。底盘偏软，滤震性表现不错，过沟坎比较干脆。80以下静谧性较好，80以上有一定风噪和胎噪。 总结：极氪X不像特斯拉和比亚迪那样的街车，它有自己的品牌调性，更小众但不必担心品牌会倒闭，尺寸不大但用料讲究，能耗不高但配置齐全，着实是一台好看、好开、又好玩的都市出行利器。,2023-08-03,北京
不愿氪服,能耗：目前驾驶8000km，15.9度每百公里，根据驾驶习惯。 车型：4座后驱。 其他费用：保险4100（非官方），玻璃+天窗贴膜3600。 用车感受： 1.车机系统。语音交互响应较快，但有些命令识别不了，有待继续优化。360影像形变严重，目前还未遇到黑屏的情况。车载音乐播放器音质不如手机app。 2.nvh。低俗表现不错，高速胎噪抑制不足。 3.续航能耗。后驱单电机足够城市日常代步，15.9度每百公里，有家冲桩一周冲一次，没有续航焦虑，比较满意。 4.驾驶感受。小坑洼悬挂表现良好，大的起伏路面，快速通过时，车身整体回弹明显，急刹车，点头明显，快速过弯转向支撑较好，悬挂介于运动、舒适之间，更偏向舒适的调性。虽然后驱，动力足够。hud用使用感受很好。 5.舒适度。前排有通风加热，副驾有按摩、零重力座椅表现优秀。后排功能一般，由于日常多是上下班，对后排乘坐要求也不高，座椅折叠，储物便利。 不足之处： 1.极氪的服务还需要提高。交付慢！一线销售服务工作人员与生产段对接不畅，app也需要进一步丰富订车后各个环节信息的反馈，车尾款都交了，app状态还是在准备，定车等待期间很焦虑。 2.车友群有看到某个工作人员与车主交流时，言语不礼貌。幸好我本人没有遇到这种糟糕经历。希望加强员工培训和管理。 3.车机系统，bug很多，灯光、座椅记忆保存不上，app数量少。 4.智能驾驶，nzp硬件不支持，lcc车道居中做不好，偏右。 5.自动泊车，车位识别能力差，耗时长，雷达盲区有刮擦风险。 6.手机app，蓝牙解锁车辆间歇性故障，看不了能耗、里程等基本信息，非常可笑。 总结：开起来不错，非常在意智能化和后排空间需求的就别考虑了。,2023-07-06,西安
牛过伦敦0,"【购车经历】
这是家里的第二辆车，购车需求很明确，小尺寸但内部空间要尽量大，所以一开始就看了ID3和海鸥，ID3看的时候还没降价，顶配将近19万，操控很好但内饰很对不起这个价，电耗也偏高，首先就PASS掉了，其次海鸥，外观尚可，尺寸有点太小了，试驾后直接放弃，噪音大，晃动多，搞不清是什么取向，必须要换轮胎和避震才能解决; 后来就不再看电车，转投油车，凯迪拉克GT4，沃尔沃S60等，期间又看了奥迪Q4，外观内饰蛮喜欢的，但配置实在太低，而且动力总成除了顶配外，和ID4是一样的，基本上可以看作是ID4豪华版，且4S店要强制分期才有优惠，直接PASS！(有一说一，底盘调教真的好)，偶然的一次逛商场，发现新开了家极氪门店，直接被x吸引住了，当即要求试驾。
【驾驶感受】
试驾里程大概十多公里，其中包括市区主干道，内环高架等路况，充分的把这台车的情况了解了一遍，我和对象都很满意，并没有车评人所说的特别舒适取向，还是蛮硬朗的，当然和那种纯运动向的小车比还是舒适了些，虽然是无框车门但隔音还不错，试驾的是四座四驱版本，动力猛，地板油甚至能把人牢牢吸在座椅上，但油门调教很细腻，不会有动力突然很窜的感觉，真的是踩多少有多少，而且无论什么模式，它都可以最大功率输出，区别只在于动力输出方式，从柔顺到暴躁的区别。因为车小的缘故，操控也尚可，甚至忘记它是一台SUV。没几天便敲定了，就它了！
【提车价格】
我这里有6000元置换补贴和3000元地补，然后有16000元选装包，毫不犹豫地选了轮毂套装，硬件要对得起这三秒几的加速，可惜轮胎是EC6，换条运动胎操控会更好。选五座是因为后排要用到安全座椅，且四座的配置对我们来说用处不大，车更多的还是当代步工具来使用。而且中间有头枕心里舒服🤣
【空间表现】
空间可以说是惊喜了，比GT4和XT4大太多了，凯迪拉克空间不愧是空间魔术师，但是大迪的隔音和底盘调教是要比极氪X好的，这点不得不承认。
【续航】
续航的话，本身电池只有66度，不要对它有太高期望，但纯电平台的车，一般也不会太差，现在还在新鲜期，开的有点猛，电耗在17千瓦，温度是-4至9℃的区间。日常通勤代步用，非常足够。出远门还有油车，再远还有高铁飞机。

从来没有这么喜欢过一辆车，所以提车后就直接拉去贴车衣了🤣",2024-01-08,济宁
板鸭车迷,"外观：非常有个性和辨识度，前脸犀利但没有太多攻击性，车侧线条很简洁，前后门比例基本五五开，车位很像老款的梅甘娜，但SUV的造型感觉比梅甘娜更好看。
内饰：最打动媳妇儿的一点，翻毛皮+多种双拼颜色的选择应该是这个价位独一份。看完极氪x的内饰基本上就看不上其他车了?。
配置：即便最低配也够高了，尤其座椅通风，吸风效果很好，也不会有银河L7压着风道的现象；24寸的ARHUD距离够远够清晰，没有畸变。不足：没有主驾腿拖，后备箱好像没有脚踢开启。
空间：前排没问题，后排中规中矩，但是坐垫太低，165以下坐着没问题。后备箱太小了，还没有父母的两箱福克斯大，如果能深一点就好了。
续航：开的动态续航，可能是刚提车，现在充满显示能跑450km。以后有变化会继续补充。
智能化：出现过一两次车机卡住，但不影响开车，白天有时显示的黑色背景（调的自动背景）。语音容易被唤醒，导航没有读秒，经常被导到不合理的路线，不如手机高德好用，希望5.0版本能有大幅提升。
驾驶感受：说实话，整体不如父母的2010版两箱福克斯。优点是底盘有高级感，小的震动能过滤的很干净，很整，底盘传上来的声音很小，整体噪音也小。动力没得说，路上超车很轻松，刹车也很线性，感受不到动能回收和物理刹车的切换。缺点是遇到大的抛跳感觉要飞起来，压过大的坑晃动也有点多，如果给这车配个可变悬架调节就完美了。还有低速挪车的时候速度不好控制，有点窜，建议开360的时候油门能调得柔一点别太灵敏。

补充一点，胎压对续航影响很大，官方推荐的最高和最低胎压下的续航差了差不多100公里。",2023-09-11,郑州
声音玩具车,除去油车不说，纯电车一辆毛豆3一辆毛豆Y，还有一辆毛豆X，开了好几年了，车没任何问题，但是看到被“弯道超车”的内饰，其他软配置，还是有点心动现在的新势力，试驾了极氪X后果断入手，我只想说一句，不是车大就好！不是车小就不值钱，24年了还用空间衡量价格的兄弟，你是认真的嘛，这个车不能说多牛逼，20万左右价格就很合适了，驾驶了1500km，对于一台紧凑型SUV来说目前一切都很满意，挑几个重点说吧。 1.价格及空间。很多人都说这么小个车20？？？疯了吧，其实这个问题老生常谈，我们中国人喜欢大，买房也一样，专挑客厅大的户型，客厅大就牺牲了卧室的空间，可是仔细想想，在客厅的时间多还是卧室的时间多呢？我认识的很多曲江的有钱人买房就一个要求，卧室一定要足够大，足够敞亮，所以说，买车买房不要追求大，你是买来享受的，不是买个大库房存东西，这个车确实不大，毛豆Y够大不，可以铺床睡1米83的人儿，极氪x的后备箱和储物空间完全都够用啊，完全没有局促的感觉，四座车型，后排坐俩人刚刚好啊，你一天天的要拉谁呢？总操心4座不够用，真正拉满的有几次？实在拉不下让他们再去开一辆车不行么。前排扶手箱很小，无手套箱，这俩确实是痛点，但当你使用一段时间后你就会发现，再多的收纳你也能填满，再少的收纳也不影响你正常行驶。 2.操控性。底盘偏软，这不是贬义，对比我的两辆特斯拉真的软，完全一种全新的体验。高速稳如狗，市区通勤也很舒适，转弯也很稳，这几天下雪，结冰路面上控制打滑情况不如特斯拉，这跟车重有一定关系，总的来说舒服，舒适，没毛病。 3.续航。冬天，零下，开空调，开加热，开方向盘，全开，高速，6折，低速，7折，脚法自认为不错的，毕竟特斯拉不给调整动能回收时期练出来的。市区跑出过个位数百公里电耗（主要太堵了，没办法），开的越慢越省电，常识。 4.音响。加装YAMAHA，就俩字，垃圾，听个响吧。 5.零重力座椅。真舒服啊真舒服，午休神器，但带的所谓的按摩其实就是傻不拉几的振动，忽略。 6.车机。第一次用8155，没想象中那么神，但配合市区通勤+短途旅行足矣。 7.网上说的小毛病。目前一个没遇到，什么电动门失灵，这那坏了的，一个没碰见，这个是概率问题，碰到就修呗，对于特斯拉，出问题直接喷，对于国产车，出问题给它进步的时间。,2023-11-25,西安
哎斯沃德,"优点: 外观超预期耐看，比之前在店里看展车更令人满意。黑灰内饰质感很赞，搭配氛围灯恰到好处。下定后没试驾，提车后开起来又舒适又稳（不晃），是我喜欢的调性，还没机会激烈驾驶，市区里走烂路完美。隔音比我的C11好，尤其是胎噪隔绝得好。大天幕防晒隔热效果一流，中午40度大太阳直射呈淡紫红色，目前觉得无需做任何防晒处理。

缺点:
1）副驾零重力座椅无法记忆你调的姿势，一旦展开零重力再收回，就只能回到出厂默认的样子，靠背过分后仰，位置也很靠后，每次都要手动调回来。

2）主驾下车关门后，全车立刻关屏关空调下电，哪怕副驾后排还坐着人都没用，乘客会觉得自己被锁车里了。问极氪管家说要每次手动去开驻车舒享，也就是主驾每次临时下个车都有心智负担，要记着这件事。希望能提供选项别帮我自动下电，我没锁车前都别下电，需要下电我会去锁车的。

3）我喜欢停止模式设为保持，也就是动能回收能将车速减到0。结果在保持模式下（动能回收设为标准），车子只要有一点坡度下坡，就会疯狂帮你急刹，脚只要稍微一松电门就给你急刹并hold住，跟平地时的回收制动逻辑（慢慢减速到0）完全不同。这就导致你下坡时得时刻轻踩电门，借一点重力惯性都是不行的，脚一松懈就给你急刹。问极氪管家说无解，让我用缓行，难得你一个电车缓行模拟做得比保持还正常哦。

4） EVA的语音控制还是弱，我说“副驾空调别对着人吹”可以，说“副驾空调别对人吹”就不行，就差一个“着”字。 另外不同用户的空调习惯还不支持保存。

5） 方向盘背后左右两个快捷键很方便，但现在支持的功能太少，连打开360都不行。方向盘下方那排快捷键每次按都要低头看准，肯定是没左右这两个快捷键趁手的。",2023-07-20,广州
一块猫猫糖,"【购车经历】
从id3看到星瑞再从星瑞下定放弃定金果断下定极氪X，中间确实经历了不少，虽然等车期间确实有些不满，但作为人生的第一辆新车我确实很喜欢，今天提车了，来写写初步感受

【驾驶感受】
单电机虽然只有5.8，不及试驾的双电机3.7，但是对于日常市区内超车加速已经够用了，动力响应非常迅猛，悬挂偏软很舒适但是急加速和刹车带来的点头抬头感也略强，底盘的整体表现对我来说还算不错


【续航】
目前在昆明市，今天最低气温最低4℃最高10℃，从交付中心出来以后100%电量动态续航在350公里左右，在开了将近60公里，全程自动空调加部分大脚电门以后电量剩余85%表显282，整体感觉来看动态续航的差异和实际还是比较准的，就是不知道夏季续航实测如何

【亮点配置：电动门】
因为之前坐朋友的第一代001，其电动门的体验真的一言难尽，因此对其有巨大的阴影，但无奈现车选装只有电动门而没有我想要的B柱包，所以只能将就。
先说一下感受吧，我默认关闭电动开关门，虽然上下车是采用手动+电机辅助的方式，但是按键/刹车电动关门的功能依然保留，而且手动推门检测到障碍物后仍能靠电机停止，防止视野盲区撞向障碍物，而且最直观的感觉就是对于识别障碍物的精准程度比朋友的001强了不少，缺点就是上下车效率减半，且后门没有全电动及电吸功能

【空间表现】
这小车的空间表现就不用多说了，极小，后排空间小，后背箱小，储物空间少，我一般也就一个人开所以还能接受，要是经常坐人或者拉东西的还是慎重考虑

【最不满意】
1.提车，明明是现车但是愣是让我等了11天才发车，作为急用车才定现车的这种体验真的闹心👎
2.钥匙，实体钥匙只有一把，抠搜的，你把你那蓝牙钥匙做好点也就算了，第二次不带钥匙开车就给我罚站是吧
3.减配，五座不是你卖点你减配灵动中岛和零重力座椅我都能接受，方向盘下面的快捷功能键你都给我减配了，这玩意成本很高吗？留一块大塑料你自己看看好看吗

【总结】
对于极氪本身的品牌我还是看好的，虽然现在极氪小毛病不断，但哪个车企的车能确保百分百没问题呢？对我来说它就是一两个人通勤出去玩必备好开又好玩的小钢炮，相信买x的都是这么想的，如果你追求个性而且也喜欢这类个性的小车，我还是非常推荐的，至于售后和车机问题，适当氪服",2023-12-22,昆明
熊猫超胖,"从7月18日提车，到现在，我们的熊猫快乐车已经陪伴了一月有余～在此从以下几个方面进行一次小结，与各位分享一下：

1.外观：银灰+大轮毂，颜值即是正义，提车以后愈发顺眼，愈发喜爱。
2.内饰：个人感觉还是很满意的，可移动的大屏幕灵动且不占空间，比其他车型中控+副驾屏的设计给人一种更开阔的舒适感，腰部以上的内饰材质都挺好，下面的塑料件咋说呢，看不见就不影响是这个道理吧～
3.1前排空间：前排乘坐空间很是宽松，座椅可调节的范围可谓是超出预期了，不过储物空间有所欠缺，只能说是凑合用吧，现在手机支架没有，就把手机扔在水杯放置口那里，毕竟苹果手机如果插到无线充的位置，开启充电呢，温度起飞，关闭充电呢，取用着实不大容易，而且充电面板旁边的金属装饰条比较容易刮花。
3.2 后排空间：我发现自己草率了，在我的设想里，狗子会很乖的坐在后排地台上，我只需要把一侧的椅子抬起来即可！实际情况是，两边的座椅均处于折叠状态的情况下，狗子还是会站到中间的储物箱上去，后爪抓着储物箱，前爪压住座椅靠背，好奇的向各个方向张望！！啊～～吾非狗，安知狗之骚TmT，流下悔恨的泪水后，狗子还是回归了它的圣所：后备箱。所以这个后排PET ZONE还是因狗而异了(///▽///)
4 车机：操作较为流畅，语音识别响应速度快，识别准确度比较满意。暂时还没有遇到卡顿，白屏之类的问题。不过也有几个小缺陷：
4.1每天第一次的开机速度，着实是差点意思，可能是有起床气咋的吧，反正15s的黑屏时间肯定是有的了。
4.2 极氪X的车机可能对我的手机名字不大满意，连接一次就要在后面加一次计数值，从（1）到（201）我都遇到过，蜜汁操作了，需要氪服！
4.3 界面白色/深色背景自动调节有时候会发楞，白天的时候会变黑，晚上的时候又是白底的，需要优化一波。
5.驾驶辅助：ACC和LCC都挺好的，跟车距离可以调节，范围也比较合适，制动十分线性，没有急刹的情况。在车道内的保持也还不错，但是小幅度频繁修正方向盘的情况还是有些明显（对比车型：s90）。HUD清晰度和指示的准确性也都是好评！有了它基本不用看主屏幕了，降低瞟一眼带来的风险。
6.能耗：在35度，3档24度ECO的空调+座椅通风的基础条件下。城市道路平均速度25-30，佛系开，能耗13-15的样子，快速路或国道60-80，大概能到13，高速ACC设定115-120，电耗在17-18之间。
7.驾驶体验：
7.1 铺装良好的沥青路面驾驶质感满意，小坑过的也比较利索，但是在过大坑或减速带之类的时候，车辆晃动的幅度比较大，有些晕乎，整体偏软了。
7.2 车辆加速我觉得单电机足以胜任，加速十分线性，动力随叫随到，让我很有信心。刹车方面好像前段有点软，不过我一般都是配合低动能回收，较远距离就让车开始滑行了，可能是开了电车以后激发了我的抠门属性吧。
7.3 车辆在过不平整的水泥路面或乡镇路面时，后排有较为明显的异响，具体位置不明，不知道3000km检查的时候极氪家能不能帮我查明原因，有点不大能氪服。
8 其他方面：车辆落锁的设定有点迷，总怕被夹手，我遇到的情况是，把充电枪拔了并放回线回架的前后20s时间，且人距离车不超过2米范围，等我回头想上车的时候，车门已经落锁了（携带的是手机，没带UWB钥匙），所以我希望能改成只要人在车辆附近，车会一直保持不上锁的状态，这样安全性和便捷性都不受影响。


总而言之，极氪X各方面我还是满意的，一些小细节可能需要氪服一下，祝极氪X的进化越来越好用，越来越全面！",2023-09-10,宁波
七点发车,极氪X这个车的口碑是两极分化的，仅从我试的这辆入门版的5座车型来看，确实有很多不尽如人意的地方。最满意的还是质感吧，外观部分的无框后视镜，无框车门这些还挺高科技的，内饰的用料做工和10万出头那些国产车相比确实精致很多。最不满意的点在于它低配的配置实在是太低了，亮点配置比如灵动中岛、可滑移的屏幕之类的都没有，这就让这辆车失去了它的竞争力。如果单纯是比空间比舒适性，它甚至不如12万的云朵。后排的空间相对较小，加上车窗无法降到最低，所以还是有一定的压抑感。电车的保养价格不贵，续航这一块的话适中，没发现掉电很严重的时刻。总的来说，是精致的小车，有钱人的玩具，和性价比不沾边，低配甚至没啥亮点。,,
汽车甜甜圈Report,极氪X把自己的兄弟smart精灵1号有点打懵了。不知道之前来不及等精灵1号交车的人，有多少跑过来看极氪X。体验时间不多，半天而已，所以简单谈谈自己的看法： 优点：1、电车风格的外观，个人觉得跟精灵1号比，极氪X要更中性一点。车标好看的，另外，有多少人跟我一样，更喜欢升级后的油车风格的轮毂？ 2、B柱上的互动屏我觉得是亮点，虽然可能大部分人可能不会选。首先，有屏之后，去郊区运动的时候，可以不用带手机钥匙之类碍事的东西了。照个脸就可以开车门。其次，我觉得这个屏未来可以是车跟其他人的交互窗口，比如：智能AI可以跟对这个车感兴趣的人交流，甚至把自己推销出去…… 3、用料上面确实也不差，对得起这个价格。 缺点： 1、手机无线充电容易热啊，降温措施不够理想 2、大天幕虽然太阳直射不晃眼睛，但是其他没有天幕的车子来说，车内温度变化还是要更快一点点。 3、我对吉利的车机没有信心……还需要时间来证明。,2023-05-22,
豪仔说车,"前几天闲来无事逛悠方看到了极氪直营店，卧槽第一次看到极氪X实车，是真的有点漂亮，之前刚刚发布的时候就觉得小巧精致运动感十足。

到都到这里了，虽然平时脸皮薄比较社恐，但是看到自己喜欢的车，还是冲一把。买不买不重要，试驾一手问题不大吧，哈哈哈。

进店之后有小哥哥热情介绍，然后在店里主要坐在车内静态感受了下内饰以及舒适性。这个一辆四座版本的展车。

内饰给我直观的感觉就是简约高级有质感。超大的可移动的中控屏功能集成度很高很丰富，简单试用了下也很流畅，并且可语音控制。据销售说可以用四川话语音，但是没试过，哈哈哈。但是由于开习惯了油车没有实体按键感觉不太适应。

中央扶手可向后移动让出一条通道，主要能方便主驾从副驾下车，至于其他场景还能干什么就看大家需求了。

在前排座椅调到我舒适的位置时，后排空间我坐上去膝盖距离前排座椅还有三拳距离，很宽敞，当然可能是我腿短，哈哈哈，我身高体重171 152

静态看完了就办理了一下试驾手续。运气好刚好有现车不用等。试驾时还发生了件尴尬事，因为这是我真正意义第一次开电车，我居然不知道电车不用启动和关闭，只需要开锁解锁就可使用。

我还知道了原来电车的那个低速提示音是可以关闭的，每次在路上听到那个低速提示音都好难受，可关闭这个设计还不错，哈哈哈

试驾主要是在一条快速路跑了10公里左右。方向盘支持转向手感调节，我个人喜欢运动一些，所以把转向手感调的重一些。

经过颠簸路段路感还是比较清晰，但是整体舒适性还是不错，没有很颠的感觉。

加速方面，试驾的单电机版本，官方百公里加速5.8秒，我就没条件测试了，我就在开阔路段以运动模式尝试了地板电，推背感十分强劲，爽是爽，但是建议少这样开，太危险。平时就用舒适模式就够够的了，续航还长些。

还有就是控制电门时每次松开都会有动能回收在减速不太习惯，动能回收也不能完全关闭，只能控制回收力度。

因为开的时间不长，整体开下来的感觉就是这是一辆舒适中带有一些运动基因的家用车，整车小巧紧致很漂亮，空间也足够大。驾驶感受和油车很接近。如果有20w的预算，这辆车是个不错的选择。",2023-07-26,
丁丁说车,"极氪X，一台网红车，有人嫌它贵，有人说它香，下面就谈谈我对它的看法。

【贵还是不贵？】这个问题需要辩证的去聊，嫌它贵的人可能预算将将够到海豚、AION Y这类十几万的小车，觉得这些车和极氪X相比空间差不多，配置差不多，我就日常代步，不要那些花里胡哨的功能和动力，所以觉得极氪X卖20多万毫无性价比。而觉得值的那帮人可能本身预算就挺充足，但又觉得同价位的BBA入门级车太LOW，买来怕被人说没钱硬装的闲话，再或者是像上海那样买电车能送绿牌，便宜不捡白不捡。你说这两批人谁错了吗？谁都没错。
【设计】不可否认极氪X是一台相当有设计感的车。前脸凶悍中带着精致的设计风格很讨年轻消费者的喜欢。侧面无水切的设计，无框车门、按键式开关电动门都是时下最流行的配置。尾部的精致感稍逊一些，路上看有些小气，如果白天ZEEKER的字符能点亮，那就更帅了。内饰的精致感很棒，能用手摸到的地方几乎都是软的。车内的重点在于可移动的中控台和中控屏，配合副驾的女王座椅，能让副驾的那个TA超级享受。作为车主的你也可以在等娃放学、女朋友化妆时挪到副驾看看电影消磨时光。车内其他方面的设计也比较精致，比如玫瑰金的挂钩以及设计感出色但不太好用的车窗升降按钮。
【空间】整台车的空间表现不算特别宽裕，不如AION Y。但也属于完全够用的范畴，以我190cm的身高来看，后排也不会觉得局促。
【驾驶】从宣传层面看，极氪X是一台运动小车，但实际上除了它出色的加速能力之外，整台车的调性依旧是偏舒适的。悬架调校的风格和极氪001一样，软韧有厚重感，经过长波起伏路面时还能感觉到轻微的余震。另外整台车隔音也非常出色，时速110巡航的时候车内像是其他车开时速80的NVH水平，足见这台车优秀的气动设计。转向手感不错，阻尼的随速随角度增益线性，属于好开易上手的类型。顶配版本由于选装了前四活塞刹车卡钳，刹车初段有点贼，不太好控制，期待在上市后能够改进。
【总结】总的来说这是一台堆料堆满的小车，不论是性能，还是整车看着、摸着以及开着的质感都绝对是这个价位的上乘水准。就看上市后极氪能否把工程车上的那些小BUG全修好吧。",2023-06-01,
吃垃圾的小熊猫,我不是专业的车评人，没有什么第一手的资源，所以在极氪X的发布会以后，才有机会接触到这台车，发布会的内容让我对这台车很感兴趣，这周末也是第一时间去看了实车，虽然我没有下定，但我的家里人下定了，我也勉强算半个车主，简单聊聊我对极氪X的真实感受。 【试驾经历】 首先说说试驾的经过吧，实际上并没有正经开车上路，因为目前店里还没试驾车，只有一辆展车，是一辆杭青绿，颜色方面我更喜欢玄米色，内饰也是纯白的比较好看，有种很精致的感觉。极氪的服务一如既往的不错，又是咖啡又是小零食，销售细声细语，听着很舒服不过，虽然店里人不少，但是并没有很乱的感觉，试驾完以后也是让家里人下定了。 【乘坐体验】 第一次在A级的SUV上感受到零重力座椅，讲实话还是不错的，就是主驾一没按摩二没通风加热，区别对待过于明显了，不过毕竟成本在那边，而且主副驾之间来回很方便，这也就能理解了，座椅坐着还是很舒服的，填充物很扎实，支撑性很好，不像我自己的001，是有差距的，可能也是极氪听取了001车主的反应，从而做出来改进，这一点在009上也是有体现的，不过009毕竟是50万的MPV，也不是很好比较。 还有一个亮点就是X的可移动屏幕，说实话我对于车里全是屏幕是不感冒的，我不喜欢大联屏的设计，也不喜欢太多的屏幕，这也是萝卜青菜各有所爱，但是这个屏幕可以滑动的功能还是蛮新奇的，就我开车的经历来说，确实在开车的时候是很少回去看活着点击屏幕的，用的最多的也就是导航了，不过这个车有ARHUD导航，正常来说是完全够用的，这样主副驾可以充分利用屏幕，挺好的设计，能够感觉极氪确实是用心在设计了。 【空间表现】 这个车的空间确实是一个亮点，前排可以前后移动的灵动中岛，可以拆卸的杯架，现在买车就送的中岛冰箱，后排可以向上翻折的座椅，空间表现方面确实不错，可以称的上是魔术空间，我的001后排都很少坐人，更不用说这辆车的后排，所以这种设计对于车主来说确实很棒，也很贴合现代年轻人的用车习惯，一对小情侣加一只宠物，短途的踏青出游，非常到位，这也是都要归功于极氪浩瀚架构的纯电平台，比同级别车辆更大的轴距，带来了更加舒适的乘坐空间和体验。 【驾驶感受】 这次试驾并没有正经开过这辆车，但是官方的介绍，3.7秒的加速，加上这么小的车，驾驶感受一定不会太差，等有试驾车之后再去感受一下，反正001的驾驶感受对我而言还是不错的。 【提车价格】 这辆车的价格在发布会之前我预感是16.8万起售，但我印象里这就是丐版的价格，但随着发布会的不断深入，我感觉顶配的价格应该在26左右，低配在20左右，但是最后公布的价格确实有点出乎一辆，很多东西都是全系标配，只有很少的选装选项，哪怕全选了也不超过25，正常情况下20.98的配置完全够用，何况现在还有8000元的选装优惠，还送冰箱脚垫啥的，只能说很到位了，想想我这个001，我就觉得有点被嘎韭菜了，但是车嘛，尤其是电动车，在这种配置上有进步我觉得也是正常的，总的来说，价格完全可以接受。 【续航】 这辆车的续航是500多，和我的极氪001续航差不多，不跑长途完全够用，像我每天上班随便找个插座随车充，非常方便。 总的来说，还是很推荐的入手极氪X的，正常代步买个后驱版完全够用，就内饰，用料，车身，驾驶质感来说，同级别鲜有对手。,2023-04-16,
