字段1_文本,字段2,时间,字段3
oO805,买这个车的主要原因就是喜欢这个车的外观，够大气，选车期间对比过极氪，极氪价格超出了我的预算，本人一米八，坐极氪后排感觉有点小板凳，最终放弃极氪。还看了智己ls6，车是好车，内饰感觉也比r7用料高档些，但是价格也贵了几万，主要是不喜欢智己的外观和内饰的方向盘和带鱼屏，感觉不够大气，适合女孩子。最后也试了比亚迪汉，价格也在预算内，但是总感觉少了点惊艳感，没有冲动的感觉。最终还是综合自己的身高和审美，选择了r7。不满意的地方：之前一直开的奔驰c，有发动机的声音，现在感觉太安静了，导致我总觉得过不平路面的时候有耳压，声音是从后轮毂传到后备箱再传到车内，沉闷的轰轰声，开音乐和窗户的时候会好一些，不懂大家有没有这种情况。还要吐槽下这个内置etc，鸡肋，注册和绑定真是麻烦，还仅限几张银行卡使用，其余的银行卡和支付宝微信都需要手续费，那么大的盒子里面不如弄个内置行车记录仪，现在导致我行车记录仪外挂很丑。还有个就是后备箱的地垫，打开发现里面空了一大截，搞不懂为什么留了这么多空间，做低一点不好吗，我都怀疑沉闷的轰轰声就是这个空间里传出来的。,2023-12-14,福州
向阳陆小凤,"2024年的第一天，R7，接你回家！

购车经历
上一台电车是上汽大众Id4.x，用车两年多，安全行驶三万多公里，由于之前朋友员工价名额购买，车辆不在自己名下，有诸多不便，趁两年回购时间截止，决定车辆回购方案！
准备重新添置一台电车！

预算20左右
之前油车都是上汽大众系列，从10年开车至今，没考虑其他品牌的车辆！这次换电车依然在上汽几个品牌里进行选择！
在智己的L7,Ls6与飞凡的R7,F7之间进行选择！

广州车展后，R7价格来到18.99起，我对电车需求的基本配置都有，Ar–hud的确是个加分项。试驾三次后，挑不出什么毛病，12.2日下定，之前27.99真的高攀不起！

优点：
外观时尚动感，特别喜欢尾部的造型！
Ar–hud，显示效果简洁明了，提高行车安全，巴赫座舱舒适感满满，方向盘手感不错，转向精准！
双层夹胶玻璃，隔音不错！
中控三联屏简单好用，显示效果尚可！

缺点:
自己喜欢的没有缺点，硬要说的话，缺个方向盘加热！",2024-01-08,上海
阿渡影视剪辑,同价位的车对比了试驾一圈，我就不一拉一踩。飞凡乘坐的舒适度确实比其他车好太多，我18号提车，出差了湛江，汕头，茂名，前后跑了2500公里，开4-5个小时长途，完全没有疲惫感。高速上的续航定速115，真实续航450公里昨晚。 飞凡的L2辅助系统比其他同级别的车要差上一点，转弯比较生硬，开了单踏板模式，定速巡航踩刹车退出巡航会忽然来一下紧急制动，比较影响乘坐人员舒适度。 动力方面340马力，随叫随有，超车再也不用站起来踩油门了，我使用的方向盘助力的标准，转向精准度也很好，2吨多的车重姿态也控制得很好。 飞凡r7的噪音控制方面，车评人说做得有多好，也没有那么夸张，高速110-120车内人员前后排对话还是比较清晰，再往上加10码风噪就压制不住了,2024-01-27,广州
君心亦羊,外观：溜背造型妥妥的颜值在线，4.9米的车长看着非常大气。 内饰：设计风格偏传统，有别于新势力扎堆的悬浮大屏科技风，用料扎实，座椅舒适度不错，白色内饰是真的显高级（已经做好勤打理的准备了）。 配置：进阶版日常该有的配置都有了，可以说是配置拉满，性价比杠杠滴，但车机应用这块还是太单调了，希望后续OTA时能进一步丰富。 动力：单电机就给到你340匹马力，百公里加速5.8秒，还有谁！！！ 底盘：调教还是不错的，过减速带和颠簸路面几乎没有多余晃动，过急弯时车身侧倾不明显。 隔音：全车双层夹胶玻璃，静态隔音很好，当然因为电车的特性太过安静，动态时难免会有胎噪，但整体是可接受的。 续航：提车后上海气温回暖有10℃以上，加上开车不激进，从不弹射起步、急刹，目前市内跑下来续航接近1:1，后续续航情况会持续关注。,2023-12-28,上海
幻化的紫眸,R7最吸引我的除了性价比之外就是外观了，颜值超级能打，尤其是侧面，个人认为市面上同类车型无车能出其右。每次停好车都忍不住回头看两眼。 内饰方面因为中配选不了我最想要的黑色内饰，在智驾和内饰两者之间最终无奈选择了智驾，棕色内饰稍显老气，看久了勉强也能接受。 驾驶感受方面，提速想要就有，指哪打哪，加速也比较线性，稍不留神就超过100码了，没有那么强烈的推背感，很舒服。 座椅舒适度好评，填充物很厚实，很强的包裹感，整个身体都可以放松。 AR-HUD实际体验效果很好，建议有条件一定要上，哪怕提车迟也要等。 不足之处嘛，主要是车内储物空间不足，车机的语音识别能力也比较一般，含糊点就懵了。 刚提车几天就这些感受，接下来看看续航能力如何吧。,2024-01-26,南京
路路的路飞,"我家的第三个大白 
驾龄十几年，家里的第三辆车了。上一台油车陪我7年了，陪我走了十万公里。老二的出生，让我感觉车内空间越来越不够用。两年前都萌生了要换车的想法，但是一直找不到合适的车。后来无意间看到了飞凡，试驾了23款的车型，空间、颜值都很满意。观望了一段时间以后，直接下定。 
提车时连多日的雾霾都不见了。特意选择了在中原福塔下户外提车，老大在上课，老二都看懵了。 
说起来提车经历挺曲折的，但是整体来说还算不错，12月10日下定，1月11日提车。21寸大脚看着就是舒服。 为了家庭考虑空间，同时又兼顾了动力。后面追求诗与远方的时候，也不用考虑太大的用车成本。 
我家的新大白，好好陪我家下一个五年。成就我的非凡。😁😁😁",2024-01-11,郑州
用户9485330841325,"外观：没话可说一眼相中。跟媳妇也看了几台车。媳妇都不喜欢。唯独看完r7之后媳妇没有反对。就果断下定了

内饰配置：
豪华感还是可以的。很高级。全车基本都是软包。座椅也很舒服。配置的话低配没有记录仪我感觉适合问题。虽然后加装。但总觉得可以来一个记录仪吧。

空间：我176。我调好座椅。后排可以二郎腿完全没压力。有人可能说4米9车长里面。r7空间不算优秀。可是自己觉得够就可以。跷二郎腿也是完全没压力。毕竟我没有1米8。自己用就是自己家里觉得合适就行。

续航：看下面图片。我的那个记录了几次。后续也会更新。我广东这边。因为都是短途吧。10公里20公里这样子。而且基本挺堵的。市区也是开开停停。16个左右的电耗。我个人感觉也算不错的。这边也不冷。基本温度能在10-20度这样子。
不过试过一次开暖气。确实费电。22以上的百公里电耗。
第一张图是拥堵路段。
第二张图是不拥堵的。
第三张图是拥堵和快速路都有的。
我个人都是普通模式非单踏板。动能回收弱。

智能化：我个人高速noa我不太敢。毕竟生命还是要掌握在自己手上比较好。lcc定速跟车就行了。所以不给太多评价。车机一般。不卡。但封闭，娱乐化，互联不多。幸亏还有个qq音乐

驾驶感受：指哪打哪！我是3台马自达的用户。应该又资格说的。r7基本没有虚位。很精准的手感。动力随叫随到！！过弯能够给到很强的安全感。滤震也刚刚好。坐过我车的朋友都赞滤震。底盘确实很清晰。也不偏软

总体性价比到位。值得入手",2024-01-22,广州
人造人7号,"整体符合自己的预期，价格正常市价，配置高颜值顶，续航在广东算理想，今天广东接近零度了，用了蔚来的充电桩，发现充电速度有点慢，47%-90%的充电需要一个小时，倒是也能接受。

车子优点主要是颜值高，加速快，配置好，内饰好看。

车机系统相对一般，倒是也够用，比较简单一天就能上手，就是可玩性不高，基本就是爱奇艺，qq音乐，唱歌只能支持商城官方麦克风不太友好，又贵又缺货，游戏的话都很一般。储物空间也是有点捉襟见肘。
  
灰色车确实不耐脏，基本一周得一次车，落灰以后隔近看很明显。估计生椰拿铁的就会好很多。

整车隔音还可以，音响也不错，搭配在一起比原来的油车体验好太多了。

能耗目前广东10度以上的天气一般都是16左右，基本也能四百多的续航，基本符合预期。过年回江西老家才是真正的续航考验，路上八百公里基本要充电三次。",2024-01-15,东莞
灵巧书签2vu,【最满意】 外观时尚漂亮，大溜背造型很讨喜，这个价位下，配置算得上很齐全，华为ar-hud很实用，女王座椅老婆很喜欢，座椅通风加热按摩一应俱全，电吸门感觉很高端。虽然低配没有配备行车记录仪，但是在流媒体后视镜后就有usb口可以自己接，还配备ETC可自行开通。 【最不满意】 前排没有点烟口，中控下的usb和type-c口充电也慢，无线充电功率也小，储物空间有点少，360夜间看不清周围环境。 【驾驶感受】 电车动力随叫随到，起步超车都很迅速，车机反应也迅速，底盘还是很稳的。 【乘坐体验】 副驾感受最好，可以语音开启尊享模式，躺平追剧很爽，后排空间也大，对得起4米9的车长。 【续航】 冬天在开空调，无极模式的驾驶模式下，电耗还是有点高，基本在20左右，还没试过单踏板模式，单踏板模式应该能省不少电。 【提车价格】 因为购车比较急，基本上也就是原价购入，没有现金折扣，送了些车品以及积分。,2024-01-03,上海
King1689,"提车后已经跑了600多公里，该试驾的功能基本都更加实际真切感觉到了，感觉车子基本够家用，但有的缺点真的还是很明显，真切感受到上海国产品牌的工业设计水准还有相当大的提升空间，光堆数据的都是“耍流氓”，就比如大米对水果说:“来呀，跑个分看看～”，以下观点，仅供参考。

1，行驶时车内感觉有低频振动，电机噪音还是挺大的，行车时车速不高就感觉车内空气压力较高有耳压感，耳鸣感觉明显，如同坐飞机起降时很不舒服，独自架驶空车时尤其明显。
2，空调风机噪音中等风量时就堪比窗式空调，最大风量感觉噪声水平超过60分贝。估计光这一点就把飞凡在车友的高级感一下造没了～
3，后排座椅靠背角度不可调，影响乘坐舒适感。
4，前排座椅安全带位置不合理，抽取不方便，经常摩擦和夹手。
5，进阶款R7车机智能化较差，不少功能不能通过语音设置，有时响应较慢。看不到车机行车充电记录。
6，辅助架驶与手动接管衔接切换不够流畅，会感觉跟你抢方向盘，有几次感觉很危险。车道保持功能在某些匝道拐弯或车道线复杂路段反应速度跟不上，方向盘不能及时修正，有碰撞风险，手动修正方向时车机控制方向盘阻力也较大，感觉危险。
7，减速驻车功能不方便，减速为零时不会自动驻车，还需要用力再踩一脚刹车，才能在D档自动驻车。容易溜车。
8，前排储物置物空间缺乏，非常不方便。中间隔档浪费空间严重，且直上直下，影响腿部空间，谁用谁知道！
9，雨刷速度调节档位太少，不能手动调节。
10，下雨时倒车时，倒车影像不清晰，可能摄像头上有水，感觉影响安全。
11，用车上配的ETC，据说是“剪羊毛机”，高速费没有折扣的。你懂的～

以上纯属个人感受，可能因车辆配置和个人驾驶情况所限，仅供参考，但老实说，如果买车前有这些认识和感受，我也许就放弃了。",2024-02-03,上海
www小王5572,说到R7这个车，真的是又爱又恨呀，从去年新款上市降价开始就开始关注，到12月中旬试驾之后就直接下定，然后就开始了漫长的等车。 24.1.26提的车，等了40多天吧，俗话说好饭不怕晚，等了这么久真的是值得呀。本着欲扬先抑的评价先说说它的缺点吧 开了这么多天发现的问题： 1.安全带真的是靠后，每次都要转很大的角度才能拉得到，还不是很顺滑。 2.感觉胎噪真的不小，反正不是很平整的滨海马路，都会反馈到车厢内，也不知道是不是我的胎压太高了。 3.车机的百度地图真的是不如高德呀，电车等红绿灯就为了起步那一瞬间，没有读秒真的是体验不太好。 4.储物空间真的是小，自己开车我把东西扔副驾。老婆一起的时候，要转头使劲往后排扔。 5.当时没有21寸选的20寸轮毂，厂家答应赠送的脚垫还有后备箱垫真的是遥遥无期。 6.偶尔会有耳鸣的情况，不知道什么原因，次数不多。 7.品牌度低，每次别人问起来啥车，我说飞凡，没人知道，厂家打点广告吧。 8.车道保持真的是又爱又恨，有时候反应很慢很危险，而且有种难以操控，有时真的是特别舒服，开车很轻松。 9.车机的app真的是太少了，而且不能自己下载，真的是白白浪费了呀。电车时代，这个真的有点落后了。 好了说完不太满意的地方就聊聊它的优点。 1.首先真的是的很帅，20万以内这么大的车，溜背的造型，无框的车门，同事都说至少30万吧。 2.能耗真的是很满意了，跑了1300多公里，平均能耗16.9，开空调26度，座椅加热。要知道我提车到现在青岛一直是零下，最高气温也就3.4度的样子。前几天还下了一场大雪，直接零下6.7度。也不知道这个表是不是欢乐表。每次充90%，显示动态续航390-395吧，满电的话应该在420-430左右，夏天的话应该能到500？打个问号。不过已经很满意了。 3.车机很流畅，选的进阶版，没有智驾，但是告诉和快速路的自适应巡航很好用，就是容易被加塞，还有减速降的也比较平滑。 4.这车提速是真的快，提车后和同事一起在空旷的路段体验了一把0-100，一脚油门下去感觉整个人都飘起来了，这还没有开运动模式。 5.空间很大，天幕也很不错，后排爸妈觉得比较舒服，也没有网上说的那么差劲。 6.个人觉得20寸轮毂比21寸的好看，前两天扎了钉子，我新新的胎呀，师傅还问我，这么新的胎刚换的吧，我说刚提车的车，师傅说我也够幸运的。换胎的时候师傅说拆掉装饰板，更帅更大气，等过一阵有时间了就捣鼓捣鼓。 就说这么多吧，以后想到了再补充。整体而言，对R7还是比较满意的，也希望厂家能够ota的频率高一点，听听车主们的意见。如果身边有人要买车，我是一定会推荐他买R7，就是不知道现在要等多久的车了。,2024-02-08,青岛
