字段1_文本,字段2,时间,字段3
思思话谈,"都听说过“一鱼三吃”，那你听说过“1车3开”吗？吉利星越L 增程电动版就做到了一辆车体验3种动力模式的驾驶体验，作为一款增程式电动新能源车，综合续航里程（CLTC）达到了1400km。今天我们就来对这款车进行一次比较全面的解析，看看这款车在各方面都有着怎样的表现。

【外观设计方面】
这款车的前中网采用了盾形设计，并配备的主动闭合式进气格栅，发动机舱隆起的线条让车头看上去更硬朗，矩阵式排列的前大灯组采用的是LED的光源设计，前保下方的贯穿式镀铬装饰条造型给人一种硬派的感觉。
从侧面看，这款车的腰线从前大灯组一直贯穿到尾灯组，看上去硬朗而不失运动感，车窗处采用了镀铬装饰条环绕提升质感，裙边下方设计了镀铬装饰件，后排隐私玻璃的配置也是比较实用的。
相对于前脸硬派的造型，尾部的设计就显得比较简约，贯穿式的尾灯组造型别致，中间嵌入地镀铬条提升了质感，隐藏式的排气管设计让尾部看上去更简洁。

【内饰与空间体验方面】
双色的内饰设计体现出了年轻化的定位，中控台、中央扶手、车门内板均采用了大面积的皮质包裹，座椅和方向盘均采用了真皮材质。这款车配备了3块12.3英寸大屏，分别是12.3英寸液晶仪表、以及12.3英寸中控屏+12.3英寸副驾驶屏的双联屏设计，有着不错的科技感体验。
这款车的长宽高尺寸为4770x1895x1689mm，定位为紧凑型SUV，但轴距却达到了2845mm，比同级别的拿铁DHT轴距长了100mm。1.8米的体验者坐进车内，主驾驶位调整至舒适位置时，头部上方剩余一拳两指的空间，在前排座椅位置保持不变的前提下坐进后排，腿部前方剩余两拳三指的空间，对于一款紧凑型车来说，这样的空间表现在同级别来看还是比较出色的。

【动力续航与驾驶体验方面】
这款车配备了1.5T发动机，并搭载了107kW的前置电动机，与之匹配的是3挡DHT变速箱，由于配备了41.2kWh的三元锂电池，这款车的综合续航里程（CLTC）达到了1400km，如果是在市区上下班代步的话，1个月左右加一次油即可，5.3L/100km 的WLTC综合油耗也是比较经济的。
这款车可以实现在增程模式、纯电模式、混动模式之间自由切换，能给到3种不一样的驾驶体验。前后双独立悬挂的配置在提升驾乘舒适性的同时，底盘的调校也是偏向于家用舒适的调校。

【安全与智能配置方面】
首先是在电池安全方面，这款车配备了低温加热、液态冷却的电池温度管理系统；在驾乘人员的保护方面，配备了主/副驾驶位安全气囊、前排侧气囊和侧安全气帘；在主动安全方面还配备了前方碰撞预警等四项主动安全预警系统，并且配备了主动刹车，车道保持辅助和车道居中保持的功能也是比较实用的。
星越L 增程电动版配备了L2级的辅助驾驶，配备了全速自适应巡航、自动变道辅助和自动泊车入位，并且还搭载了360°全景影像和透明影像。值得一提的是，这款车在智能互联方面也有着不错的表现，配备了5G网络的车联网和Wi-Fi热点，支持手机APP远程控制，语音识别控制系统的识别率也是比较高的。

【总结】
从外观、内饰、空间、动力、续航、安全与智能配置、以及驾驶体验方面的分析来看，星越L 增程电动版这款车在各方面的表现都是不错的，对于一款25.37万的增程式电动新能源车来说，这款车在市场上的竞争力也是比较强的。对于星越L 增程电动版这款车，你有什么看法吗？欢迎在评论区聊一聊你的看法。",2022-11-20,
Top试驾,【最满意】 星越L增程电动版依旧基于CMA架构打造，在驾驶感受方面还是非常有保障的，底盘紧致不松散，驾驶起来整体性很强，不会出现忽忽悠悠的情况，同时吉利的内饰设计有科技感的同时，依旧保持着简洁大方的设计。同时后排乘坐空间也很大，座椅坐姿舒服，地台也是比较平的。综合来看星越L增程电动版，在配置、空间、舒适性、驾驶感受这些方面综合的很不错，让人挑不出什么毛病。 【最不满意】 3档DHT混动系统方面还有一定的优化空间，现在确实可以做到比较低的油耗，但是驾驶体验感受不佳。3档电驱变速箱，不仅在一些工况下会出现比较明显的顿挫感，在持续加速过程中，依旧会感觉到比较明显的换挡动作，如果能够做得更平顺那就完美了。,2023-02-20,
嘻哈车,"外观：外观比较招喜，大大方方，尤其是前脸更是高大上，给人一种沉稳却不显老气的感觉。 内饰：内饰设计合理实用，新车没有异味，车联网使用方便，语音智能控制，内饰采用软包材质，用料扎实，细节处理的非常到位。 空间：前排不用多说，后备箱里的空间也很大，可以装很多东西，搬家都没压力。后排空间相对来说就没那么亮眼，三个正常身材的成年人没啥问题，胖一点的略微有点拥挤。 配置：主被动安全配置也比较全，辅助驾驶系统也达到主流的L2级，4种驾驶模式很实用，比较遗憾的是自动泊车和自动变道辅助只有旗舰版才配置。 动力：起步因为电机的介入会比较快，纯电状态加速毫无压力，缺点或者时速较快时，因为缺少电机的辅助，会显得比较肉。 能耗：纯电续航表演是惊喜，WLTC的纯电续航205km，但是实测时发现，只要耐着点性子基本上都能达到这个历程，可以点赞，哪怕暴力一些，也能达到190km,关键还有快充。 缺点：底盘悬架稍微有点硬，高速胎噪也比较明显，原厂车胎胎壁比较薄，需要注意。",,
坐等至臻,真的很香啊，这辆车本来不在我的选择范围内，选车时候定位非常明显，家用，带老婆孩子。 介绍一下自己的开车历史：满18岁就拿到驾照，寒暑假用家里的手动挡练手，到了单位后兼职司机各种手动挡的车都会开，桑塔纳、捷达、金杯、昌河，自己15年的时候，买了一款14年11月份在广州车展上市的国产便宜代步车，当时因为自己单身，开车也比较暴躁比较凶，下雨天单位那种6万块钱的手动捷达也有被我在红绿灯玩出轮胎打滑漂移的操作，所以我当时的定位就是10万以内落地，带ESP，有天窗最好，第一辆车这个轿车开到现在8年多9万多公里了，也有不舍和感情，车牌是我当初的手机号，上交通网上自选的，因为带4，没有什么竞争。 时光一晃过去八年了，老婆孩子都有了，二胎也要出来了，自己开车的脾气早就因为孩子坐在车上，变得稳重了很多，回老家开爸的CRV，就觉得我们这种身高超过一米八的，开轿车实在是憋屈（轴距2米8以内的经济适用车），而且躺着开不如坐正开SUV，所以我三年前生下小孩后第一次萌生了要换SUV的考虑，当初很中意传祺GS8的方方正正的霸气外形，但是自己优柔寡断，没有及时下手，就这样，每次附近有车展，我都赶趟，留了另外一个微信和电话给不少汽车销售，他们也是时不时问我，但是无论什么时候换车，我想明确了自己需求后，绝不考虑小轿车了，只考虑suv。 今年2月份的时候，我在B站上偶然刷到了比亚迪DMI技术的简介，再看看销量，发现该项技术问世一年后，国内各大厂家和外国品牌也纷纷布局新能源，新能源最起码是十年以内的大势所趋，自己私下想换车，公开想让老婆孩子不用跟我再挤一辆小车。 所以当我准备打着二胎的名义光明正大的掏出自己的银子准备换车的时候，我的视线只瞄准了SUV，也有开始关注了MPV，开始当时也有纠结要不要6-7坐Suv，但是大部分suv的第三排很鸡肋，且我们一家人带父母出门的用车场景非常少，最后锁定大5坐，20-35的预算（当然性价比越高越好），腾势D9，宋plus dmi，艾力绅混动，奥德赛混动，库斯途，传祺M8，埃安Y，唐dmi，荣威imax8，哈佛大狗二代phev，考虑到现金为王，孩子吞金能力太强，而且新能源技术和三电越来越容易背刺老车主，所以最后还是妥协便宜经济的宋P爹妈爱 当时是准备等宋plus dmi2023冠军版，但宋plus dmi2023冠军款没有改掉3连杆筷子悬架，而且5月中旬，打折的星越LHIP突出杀出来，我权衡再三最终用宋次顶配的价格拿到了对标唐和护卫舰07的这辆星越LHIP 相比的优点就是， 1后多连杆悬挂不是3连杆筷子，底盘和家用，乘坐感觉更舒适（我老婆陪我试驾过几部车，除了D9，就这部车后排老婆孩子坐最舒服，宋的地盘和悬挂的确有很大提升的空间） 2.内饰好看太多了，真皮和nappa座椅吊打宋 3.保留了空调实体按键 4.空间更大，后排更宽敞 5.内燃机1.5T马力大过1.5自吸 6.纯电里程更高不打折更扎实，充电频率更低 7.原配轮胎更好 8.基于e-cma平台打造，底盘品质和车身安全性在20万以内的级别没有对手 9，由于多档位，发动机在混动模式下可以全速介入，不像dmi在高速亏电后容易“失速” 相比缺点就是 1.3缸，但是混动专用无所谓，理想，零跑都3缸 2.电机功率小了点，纯电百公里加速不如宋，混动模式介入dht才行， 3.不打折的话，原价24万太贵了，性价比不如护卫舰07 4.没有内置行车记录仪 5.后排地板没有宋那么纯平 综合来说，销量不代表这车好不好，只代表这车性价比高，懂车帝分数最高的劳斯莱斯，销量多少，原来霸榜的五菱宏光Mimi，没法说是好车，但刚出来的时候性价比肯定好，不踩比亚迪，也不吹吉利，这辆车定价太高了比亚迪的爆款定价太合适了，比亚迪胜在三店，吉利胜在地盘和内饰，所以看自己怎么取舍和自己的预算吧 5.17这车突然杀出，来到我的视线，经过几天的临时突击补课，逛各种帖子圈和博主的测评视频，发现这车真的是一部可以应对家庭大部分场景和车，奶爸有钱上理想，没钱可以考虑这部，最终在5.21付款 等啊等，我订车的时候秉承的原则是大车深色，小车浅色，所以我毫不犹豫地订了23年2月才上市的墨玉黑款式，22年11月份新出的那一拨三个配色都有，而且都是库存现车，相同的价钱，又是我喜欢的颜色，还是接单生产，我当然愿意等了，（上篇完）,2023-06-22,泉州
tb用户6638,【外观】 星越L的外观是非常好看的，市场的销量和反馈已经证明了这一点。 我选择的是晨露白，在阳光下有些淡淡的蓝色，非常好看。 会有人更喜欢油车的中网，但我更喜欢混动车的进气中网，更有科技感。 【内饰】 内饰做工是没有什么问题的，可以说是同级标杆。 真皮的质感很好，棕色的颜色也很棒。 座椅也很舒适，前排调节的维度也不少，能够找到舒适的座椅调节。 后排的真皮包裹也没有缩水，座椅也能够进行两段调节，好评。 【配置】 高分，无论是真皮内饰，还是L2级别的驾驶辅助，在这个价位都是非常有竞争力的。 而在基础的动力方面，大电池+dht的组合也在同价位中不落下风。 另外这一套音响系统的声音非常棒，即便对我来说低音稍微多了一丢丢，但是这在设置里可以调。 【空间】 使用空间可以说是这个车最大的亮点，空间宽敞。车内的储存空间也够多，而且很合理，前排的储物空间丰富且合理，深得我心。 车内乘员空间宽敞的同时，后备箱的空间也没有缩水，依旧非常能装。尤其是把后排座椅放倒后，宽敞的后备箱的空间和后排座椅空间一组合，形成了一整个特别能装的空间，实测下来要给出特别好评。 【续航】 平时上下班单程15公里，平均速度30公里每小时，纯电不开空调的话大约20度每百公里，基本上跟官方的续航成绩符合，如果说里程长一些、评论速度快一些的话电耗成绩会更好。 同样的上下班路段开空调的话纯电大约30度每百公里，时间更长的话空调的电耗能平摊在里程上，数据上会更好。 亏电的油耗方面，同样的上下班路段，大约是百公里6升油耗，而到高速路段能做到百公里5L出头的油耗。可以说有个电池作为能量的蓄水池，发动机还是很省油的。 【智能化】 车机要扣分。我使用的这一小段时间已经出现了一次主屏幕死机。车机还出现过刚启动的时候全景视角还有点卡顿的问题，还有设置项莫名恢复不保存的情况，比较明显的是动能回收力度会莫名的从我设置的自动变成低。 另外一些小细节没做好，比如主驾座椅调节的记忆没有和左右后视镜位置绑定，希望之后也能升级改进。 对车机的建议是赶紧升级系统修复问题，甚至换一套系统，无论是发布会预告视频里的001的那套车机，还是魅族的车机，在这里抱有一点小小的期待。 【驾驶感受】 整车的驾乘体验很好，对得起价格不成问题，无论是加速转向还是滤震静音都很棒。 先从噪音方面谈起，纯电模式自不必说，肯定是安静的。 至于烧油的模式，在我个人设置低速提示音是机械(传统电机)的状态下，发动机介入是可感知的，不过抖动控制的很好，也就停车的时候发动机介入的声音很明显，插电混动用个三缸机还是没啥问题的，至少吉利这套混动三缸机系统是OK的，还有终身质保。 至于驾驶感受的层面，方向盘的手感在低速和高速下都很棒；底盘在滤震的同时对路面的反馈非常清晰，可以说是一个非常优秀的底盘。,2022-12-30,
优视汽车,"整体印象：其实起初我对于厂家将星越L插电混动版给命名为1.5T DHT增程电动旗舰版的做法，是有一些感到奇怪的。毕竟，实际上这台车并不是增程，而是插电混动，从技术角度来说，它也比串联形式的增程更好。因此，在这样一种印象之下，我去试驾了这款车。

动力表现：发动机部分，星越L 增程电动版的1.5T三缸发动机代号DHE15，是专门为混动所开发的，压缩比达到了13:1，而且采用了350Bar高于燃油喷射系统，使得这台发动机的热效率高达43.32%。传动使用的是3挡DHT Pro的变速电驱机构，结构和以前常见的4AT变速箱有些相似，但尺寸比较紧凑，重量也仅为120kg。续航方面，这台星越L 增程电动版在WLTC的标准下，纯电续航里程为207.5km，增程模式下为1250km，而混动模式则能达到1300km。

行驶质感：实际开起来之后，我认为星越L Hi·P做的仍然很好，转向手感、NVH的控制都非常出色，而且底盘的滤振性很好，坐着很舒适。此外，虽然这款星越L Hi·P版本增加了电池，重量也更大，但日常驾驶并没有太大感觉，所以从行驶质感方面来说，我觉得这台车做得真心是很不错的。

购买建议：花25万多的价格，就能够去买到一台星越L 增程电动版车型，我个人认为从行驶品质、电池包成本以及更加高效的动力性能与经济性等方面来综合考虑，买它还是挺值得的。毕竟，看看隔壁问界、理想旗下车型的价格都卖到多少万起了，而星越L Hi·P的顶配车型却才卖25万多，所以这难道还不算是很划算吗？",,
大表妹说车,"如果你想选择新能源汽车的同时，又想保留燃油车的驾驶体验，而且还想避免续航里程的焦虑的话，增程式电动新能源车将会是个不错的选择，随着吉利星越L 增程电动版的上市，这款车的1400km的CLTC综合续航里程引来了不少关注，目前在售车型只有一款，官方指导价为25.37万，今天我们就来看看这款车是不是值不值得入手。

【外观与内饰设计方面】
星越L 增程电动版这款车采用了盾形矩阵中网的造型，中网的颜色与车身颜色相同，两侧配备的是LED前大灯组，配备了自适应近远光和主动大灯，前包围采用了银色镀铬饰条板件的设计，有着很强的辨识度。
侧面采用的是平直的贯穿式腰线设计，搭配裙边下方的银色镀铬装饰，看上去给人一种十足的力量感。尾部的贯穿式尾灯造型符合时下的主流审美，尾灯组中间加入了镀铬装饰条的点缀让尾部看上去更有质感。
坐进车内，这款车双拼色的设计是比较吸引眼球的，配备了12.3英寸的液晶仪表、12.3英寸的中控屏和12.3英寸的副驾驶屏幕，体现出了很强的科技感，中控台下方保留了实体按键的操作区。值得一提的是，这款车配备的是真皮座椅和真皮方向盘，内饰也采用了大面积的皮质材料包裹。

【动力与续航里程方面】
星越L 增程电动版搭载的是1.5T涡轮增压发动机，配备的是功率为107kW的永磁/同步电动机和41.2kWh的三元锂电池，电池组提供了首任车主不限年限/不限里程的质保。传动系统匹配的是3挡DHT变速箱，CLTC综合续航里程达到了1400km，其中，CLTC纯电续航里程为245 km，在确保动力和续航的同时，WLTC综合油耗为5.3L/100km，有着不错的燃油经济性。
由于这款车配备的是前麦弗逊式独立悬挂+后多连杆式独立悬挂，给到的是倾向于家用车的操控，行驶过程中的滤震效果也是比较好的。

【智能与安全配置方面】
这款车的辅助驾驶级别为L2级，在辅助/操控配置方面配备了前/后驻车雷达、360°全景影像、全速自适应巡航、自动变道辅助自动泊车入位等配置，并配备了增强现实抬头显示系统(AR-HUD)。此外，这款车还配备了5G网络、车联网、Wi-Fi热点、语音识别控制系统等配置。
作为一款增程式电动新能源车，这款车配备了低温加热和液态冷却的电池温度管理系统。在主动安全方面，整车搭载了5个车外摄像头、1个车内摄像头、12个超声波雷达、1个毫米波雷达，配备了车道偏离预警、前方碰撞预警、倒车车侧预警、DOW开门预警、主动刹车、车道保持辅助系统、车道居中保持和道路交通标识识别。

【总结】
通过以上的分析可以看到，星越L 增程电动版这款车除了外观与内饰的设计以外，在动力续航方面的表现也是比较出色的，而且还有安全和智能配置的加持，2845mm的轴距也可以给到一个相对宽敞的驾乘空间体验，如果是想购置一台家用车的话，星越L 增程电动版还是比较值得关注的，对于这款车，你怎么看？",2022-11-19,
旭,提车地点：广西南宁 配置：旗舰版 价格：官方盲订政策优惠241700+9000（金融服务费+上牌费+保险） 【购车经历】 一开始我就是要买混动的，去看了b家，基本都试驾一遍了，但是都不够中意。后来晚上和老婆散步路过吉利4s，见还开灯就进去看了看，我的销售顾问（开河农科）在加班，见到我们就很热情的接待我们。并带我们体验了hif，精致的内饰和方正时尚的外观给我们留下了很好的印象。刚好开始小定，所以我当下就下了小定。也因为小定可以退所以定得爽快些。其实一开始对吉利基本不了解，身边很少有亲戚朋友有吉利车。虽然确定要买国产车，但是一开始确实没考虑吉利。等价格出来大定的时候就开始纠结了。价格有点超预期，所以是大定最后一个小时才下的大定。确定下决心也是因为内饰确实比b家要顺眼许多。不过b家出了护卫舰后也让我犹豫了一把。甚至想过放弃大定，转买护卫舰了。护卫舰空间确实更有优势，妥妥的中型suv。这也是我对星越lhip空间评4分的原因，虽然也谦称自己为紧凑型suv，但是价格是中型suv的价格。最后因为护卫舰年前提不到车，而且因为旧车蒙迪欧致胜不置换了，新车主要考虑给老婆开，她不喜欢护卫舰太男性化。所以最终就是选择吉利了。好在没有让我后悔。 【驾驶感受】 开了3000公里，基本上是很满意的了。除了春节期间长途上用了增程和混动，其它时间大部分是纯电行驶。虽然有三个模式和3个挡位，但是切换起来很丝滑，没有任何顿挫的感觉。跑高速比其它牌子单档更省电，所以纯电续航很给力。官方205km。在我这边（广西南宁）正常跑都是200以上。而且e-cma底盘确实开发得比较好，一开始还担心是油改电影响乘姿态，其实应该可以算作一个新开发的平台。实质驾驶质感很好。超车变道敏捷稳定，过井盖，减速带什么的过滤得也很好。上高速A柱风噪有点大，打开音响之后也没有感觉了。音响也很不错，相比其它强调低音的牌子，这套音响更加清亮一些。车机方面也还行的。不像网上吐槽得那么夸张。就是平时用惯了百度地图，高德地图还要再适应一阵。语音控制方面如果解锁更多功能会更好些。 【亮点配置】 智能辅助驾驶在高速上确实好用，加上车道保持，在高速上开车很轻松，不过还是要注意安全。毕竟还不是万物互联之前，还是自己最可靠。 【最不满意】 原本是望舒蓝，老婆说太中性了。要是买这个颜色，坐都不坐。搞得我心情很恶劣。但是年前磨砂灰提不到车，也不喜欢晨露白，光线暗的时候有点以前蓝黑墨水的感觉。望舒蓝我去4s店看多了也觉得顺眼了。现在全家都顺眼了。 现在不满意的一点是感应式后备箱的操作有点无语，要站在车后面好一阵骚操作才能开启，搞不懂什么场景才适用。后期升级能优化吗？ 还有一点，就是晚上光线不足时，倒车影像太暗。不懂能不能优化。不过用惯雷达也没什么问题。 希望圈主推荐,2023-02-06,南宁
晁责号,首批大订，4s首台交付，从22年11月中旬到现在开了3个多月，做了首保，现在把这段时间的用车感受分享给大家。 首先说一下让我满意的地方吧，最令我满意的就是这个续航达成率，标称1250km，本人实际测试从满电满油开到几乎枯竭（图3），中间不加油也不补电，实际开了1125km，续航还剩51km的电续航和6km的油续航，照这样算下来开到趴窝理想情况可以达到1182km，续航达成率94.56%，而且这1000多公里只包含200km左右的高速，其余都是成都市区通勤，基本是从西三环到南一环或者东三环的路线，高峰期是什么样的交通状况无需多言，期间除了开高速用混动模式，其余都是增程模式，这样看来这个达成率还是相当令人满意了～另外亏电能耗也令人满意，高速亏电油耗最低4.9L（图4），市区通勤最低亏电油耗4.7L左右（图5），作为一辆主打家用的suv来说这方面做得足够好了。 其次就是空间大，后排坐180身高的人腿离前排靠背大概两拳半到3拳，而且坐直不顶头，另外后备箱是真的大，真能装。 再来就是外观个人认为还是很好看的，内饰的质感很好，车机的流畅性也过得去。 还有这套燕飞利仕音响的效果是真好，本人喜欢调重低音，听一些金属乐的时候那个低音的震感真的是要把五脏六腑都共振了，用“沁人心脾”来形容不为过，音效非常的爽～ 说完令我满意的几个点，再来说一下让我不满意或者建议改进的几点。首先，速度快时前排窗户有漏风的声音，不知道是不是密封性有问题，我原来开的领克01也存在同样的问题，希望找到原因进行改进。 第二，这个动力真心有点疲软，可能是我原来开领克的缘故对动力要求高了些，但调成混动模式油门踩到底带来的推背感跟21款全球版01的经济模式差不多，着实有点拉垮，希望升级银河1.5后有不一样的体验。或者我应该慢慢改变我的驾驶习惯￼ 第三，外循环时，上速度或者急加速过后，总会有一股焦糊味飘进驾驶室，按理我都开了这么久了新车那种发动机仓线束受热发出的糊味应该早就没了，不知道是哪里出了问题。 第四，真皮座椅用到现在有些许褶皱和轻微凹陷，影响美观。 第五，没有外后视镜记忆功能，不理解为何不设计。 第六，没有内置行车记录仪，这应该算减配了。 第七，定价高了，我购车减了2w多的优惠，但这个价格我认为才应该是不用任何优惠的售价。 以上就是我提车以来的用车感受，总体满意，希望吉利越做越好吧，希望后面销量不要再这么尴尬￼,2023-02-22,成都
咕哒子铂爵,"【购车经历】
终于提车了，说到购车的经历真的一波三折。深圳各区今年出了很多次补贴，错过年中的一波，下半年才开始考虑购车。
因为一直摇不到蓝牌，所以想了想还是先申请个新能源，反正什么车都是开。车子一开始是选择的领克01emp，因为这个车上市比较早，同时9月份也有消息说10月份南山区补贴会出，所以国庆就去下定了。非常戏剧化就是南山区补贴拖到12月才出来，是全市最晚的一波。而宝安区比南山区早，而且金额也不错就选择了宝安区。在此之前，因为和家人去看了领克，家里觉得这个车9月出厂到现在太久了，死活不同意，这才去看了兄弟品牌星越。刚好星越lhip11月上市，这也是缘分。后续就是交钱提车上牌了。

【提车价格】
深圳有几家经销商，当时选择的时候除了补贴外就是价格了，这边落地价是24.8w+3000元大定一共是25.1w。总体还行吧，就是这个3000块抵13000扯皮了很久，厂家说3000抵扣车价，经销商又说已经包含在优惠里面了，所以后面购车的朋友们要说好这个问题。

【驾驶感受】
今天提车，开的里程不长，简单说一下驾驶感受。座椅是舒服的，虽然没有领克01那一体式运动座椅这么包裹，但胜在舒服，而且副驾驶也有加热和通风，这对于广东的车主来说挺重要的（特别是副驾驶经常坐人的车主）。智能化也不错，车机挺快的，但是有个问题就是应用商店的软件也太少了吧，连QQ音乐都没有的吗？（如果是我没找到请各位车友指正，谢谢）然后一路听着广播回来的。
驾驶手感就很买车，转向很轻，加速刹车方面比较像油车，毕竟电机也不大。静音不错，路感反馈也挺好的，过细小碎石的时候能清晰反馈，减速带也不会说很颠，个人感受是悬挂偏软。
另外另外，有一个对新手来说非常好的地方！！！就是540度透明影像，今天在地库的时候，会自动打开，前后左右可以手动点击调节，今天测没有发现有盲区的地方，非常好用！！！另外就是有蠕行功能，停车很贴边的时候不会说点头前进，只要刹车不踩死，就能停一下前进一下，一点点的，我觉得比之前开过的车都安心很多！！
【空间表现】
星越l空间怎么样应该也不用多说了，坐着是非常舒服，后排可以翘二郎腿了。后备箱空间也非常大，送的那些露营套装放下去还绰绰有余，所以大家不用担心空间问题。

最后说说缺点：
25w的车居然没有方向盘加热，真的无语到我，还有就是没有行车记录仪，还得上牌后才能去装。25w的车应该不缺这点吧，这个真的要吐槽，我今天开回来手冰凉冰凉的，绝绝子。另外要吐槽就是这个颜色，要是灰色免费就好了，这个蓝的有点紫，后续考虑改色了。
总的来说是个好车，但能再优化一下配置，刚提车，体验也不多，后续有新体验再来跟大家分享。照片的话今天没拍，就借用一下官方和其他朋友的吧。",2022-12-30,深圳
车主指南,"我开过各种版本的星越L，每次开我都忍不住想要夸一次，这车的底子是真的好，底盘质感、隔音水平都是一流，即便是放到30万内这个价位，它的表现都要比不少豪华品牌车好上不少。星越L在吉利品牌现在的产品线上是断层级别独一档的存在。

这台车和我之前试驾的Hi·F HEV混动版本相比起来，最大的一个区别就是电池容量大了很多，达到41.2kWh。大电池意味着这台车能够在绝大部分时候充当电车这个角色，确实这台车开起来就是一台电动车，平顺易上手、动力响应快，也有4挡可调节的动能回收，只要你的电量不是特别低，日常市区代步实际上用得上内燃机的机会是比较少的，只有在急加速的时候它会开机给你助力一把。

这台车可以选择混动、增程、纯电的三种模式，但从体感表现上来说，我认为它们之间的区别没有很大，更多只是选择能源使用优先级而已。混动模式动力体验会相对好一点，增程和纯电对于电池电量有要求，太低电量是进不去的，而且它的纯电也不是强制的纯电，你速度上来了或者大脚油门了，内燃机实际还是会介入的。

其实也没有必要把事情搞得太复杂，日常使用就把它当两个模式用就好了，想纯电续航长一点的选增程，想动力好一点的选混动，没必要搞得太复杂。本质上来说，它整套系统的底层工作逻辑就是怎么省怎么来，低速、走走停停就用电，这电可以是你直接充电来的（支持85kW快充），也可以是由增程器用油发电过来的。

需要表扬的是这台车对于内燃机噪音振动的抑制是足够到位的，只有在你车子停着，车厢内没播歌，无人交谈的时候，你才能明显听到内燃机启动工作的声音，实话说那声音不好听。如果是在车子动起来的时候，内燃机这个介入动静我认为是可以忽略的，感受并不明显。

这台车算不上是一台动力很猛的车，动力是够的，但就没有纯种电车那种动力多到溢出的爽感。前驱结构，数据算不上亮眼，内燃机150匹，电机146匹，车重两吨出头，它好就好在是继承了电车平顺好开，响应快的特点。

官方宣称这台车在WLTC标准下，油耗仅为0.39L/100km，这个数据其实对于这种带大电池的混动车意义不大，毕竟纯电续航都能远超100km，1L/100km以内的数据比比皆是，买这种车得看低电荷油耗，也就是几乎只依靠内燃机发电时的油耗，这台车WLTC标准下官方数据是5.3L/100km，刚好我提车回来的前两天，电池都是只有个位数百分比的状态，广州城区我日常使用，开着暖气的油耗就是6.6L/100km的水平，大家可以参考一下。这个成绩能称得上满意，但谈不上惊喜。你完全可以把这台车当油车用，完全不给它充电，对于它的这个车身尺寸来说它也是省油的。

空间够大，座椅足够舒适，车子开起来很容易上手，不满意的地方是车机，尽管已经用上了顶级的8155芯片了，但整体体验流畅度还是不能让我满意，菜单的逻辑也有改进的空间，期待后续能通过OTA完善。

吉利星越L增程电动版的售价比燃油版、Hi·F HEV混动版本要贵上好几万块钱，我能理解这是一块大容量电池带来的成本上涨。有一说一，如果你是冲着省油的目的去买的，那我认为HEV版本会是更适合你的选择，毕竟这其中的差价已经够你加好几年的汽油了。

但大家不要忘了，这台车是整个星越L家族里面唯一一台可以上绿牌的车，也能享受到减免购置税的优惠政策，如果你所在的城市也是限牌城市，一块汽油车指标也价值不菲，那么这一来一回的，这台增程电动版确实是要更有吸引力一些。",2023-02-01,
魔都天天,"【驾驶感受】
驾乘体验是妥妥的亮点、开起来特别轻盈、重心很稳，紧急转向时车身姿态非常好，加速虽说不上快，但绝对沟通，实测0-100大约8S左右，空间足够大，同级中应该属于较上水平，座椅为纳帕真皮，填充物也足够的柔软，乘坐非常舒适，后排座椅角度可以调整，长时间乘坐也不累   
智能驾驶处于中游水准，L2级别的功能大多具备，道路保持、车道偏离预警、ACC自适应巡航等，缺少了其他顶部车企的高精地图、高速自动驾驶、自动上下匝道、自动变道、打灯变道等功能，但是多了Dom开门预警、后方碰撞预警（夜晚倒车时未看清后方来车，即将碰撞时车辆自动告警并刹停）等功能，满分100的情况下可以打70分吧，剩下的30分太难了，目前只有小鹏和特斯拉做的比较好
【续航】
纯电续航官方宣称205KM，实测冬天空调22°，单人驾驶实测续航可达187KM（上牌时来回实测），续航达成率比较高，满油满电时表显续航1300KM，驾驶290公里后，续航下降380km左右（中间有停车看视频等动作），比较满意

【最不满意】
提到车时车辆已在PDI检测时完成了功能升级、因为已经有了GKUI的账号了，所以没有遇到车友们无法登陆的问题，直接就登录上了，系统为银河OS 1.4.0版本，据说已经有1.5.0版本了，说一下该版本吧，卡顿算不上，但的确不够流畅，应用切换时有点缓慢，滑屏时不太跟手，空调设置页面，选择香氛系统一直提示未安装，动能回收模式无法记忆、后视镜位置无法记忆、自动远近光灯无法记忆。另外360全景影像夜晚完全无法使用，在有路灯的情况下，画面非常的暗，无法看清物体和车辆，比星越epro差很多，希望厂家后期能优化。",2022-12-11,上海
一万万个kisses,"【最不满意】
车机卡顿，应用极少，对iPhone很不友好
车内氛围灯完全就是扯淡的一个摆设
【购车经历】
销售经理鸡贼，我全款交完钱以后就不怎么搭理我了
【驾驶感受】
非常舒服，很对得起这个价钱
【油耗】
地板油时发动机动力才会介入，平常代步开油耗几乎为零
【续航】
早晚高峰驾驶时平均耗电：百公里最多21度电
平常市里开，只要不是拥堵，百公里差不多十七八度综合下来，城市用车，纯电模式就185公里左右
【动力表现】
对得起这个价位的1.5T。新车刚买，一个人跑了几次高速，急加速上到130是很轻松的，车子很稳，推背感虽然不强，但却是稳稳的

性价比虽然没比亚迪高，但在这个价位里也是可以的
外观和内饰是优势，动力完全够用

最后，希望带头的这些国产车企在资本疯狂扩张的道路上多注意一下基层4S店人员的素质教育，多招揽一些更有素质的人才，改善一下购车体验，让企业不但有好的技术实力，也在顾客服务上做的更好

支持国产车！

希望圈主推荐",2023-02-18,西安
