字段1_文本,字段2,时间,字段3
奋进92457,"1.选车：去年冬天开始看车，选择比较集中：续航500-600㎞；预算20w以内。通过在多个车友群观察，发现几何的口碑最好；几何在多次趴车大赛中的优异续航表现，尤其是冬季趴车大赛，几何A和C更是一举斩获前两名，让我心动不已；经过配置参数对比，以及到店看车、试驾，最终确定：买几何！定车到店深度体验、谈价，最开始是奔着几何A pro去的，顺便看了几何C，觉得C也不错：前后雷达和周身摄像头，支持碰撞预警、车道保持辅助、自适应巡航、一键泊车（后来亲试不好使），HUD抬头显、360度全景影像+180度透视底盘，封闭式前脸、隐藏式门把手、棱角分明的车身线条、超大全景天幕，怎么看都觉得喜欢；相比几何A，C的空间大一些（后备箱偏小），续航550㎞也够每周通勤，价格更实惠，最后果然就选了C++pro，8月10号在店交了定金，等了一个半月提车。
 
2.驾驶感受：平时用车都是上下班用，来回差不多50公里，周末充满跑一周绰绰有余，再不用每天去抢小区那有限的几个充电桩了，省去了不少的麻烦。驾驶体验上，包括540度全息影像、碰撞预警、车道保持、自适应巡航、陡坡缓降，以及自动锁车升窗、倒车后视镜自动下翻，等等，都很好用；不足之处有：车机互联，行车记录仪像素偏低，以及一键自动泊车不好使，这个就不多说什么了。 
 
3.动力和续航：新车设置了eco、中等动能回收模式。sport模式没试过，因为eco动力已然很给力，而eco+模式下空调不制冷，夏天不适用；中等动能回收模式，松油门车速下降比较明显，乘客会略感觉不适。续航方面，从每天通勤记录的数据来看，续航应该在530-560㎞。每天20+㎞高速、30+㎞堵车，如今1800+公里，平均电耗稳定在13.2kw.h/100㎞。总的来说，续航上的表现还可以。
 
6.总结：总的的来说：对几何C是比较满意的。综合动力、续航、智能辅助等方面的配置、空间、外观、驾驶体验等方面，几何C的性价比应该是非常高的。期待今后的几年里，它像忠实的伙伴一样陪伴我们，带我们去之前因担心旧车续航不够而不敢去的许多远方。",2021-10-27,重庆
切克闹红烧狮子头,【购车经历】 手头有辆7代凯美瑞，像买辆纯电不是凯美瑞不能开了，而是油耗高啊，每天上下班要50公里，再怎么省油的车，时间长了也耐不住，就目前来看，电车有着油车无法比拟的优势，加上媳妇儿也是马上要准备工作了，两辆车也是出行基本保障了。当然第一想到的就是比亚迪，但是15万左右的车，比亚迪还真没有看上的，也就一辆汉外观好看点，这车最后肯定是我媳妇儿开的多，考虑他的感受的话，一个就是要好看，二个就是要小巧好开，再考虑国产车里面稍微大牌一点的，也就只有几何A是最合适的了，入手也是理所当然。   【乘坐感受】 电车的底盘有先天优势，15万的级别30万的感受。软软的坐垫，减震悬挂什么的也舒适，电车加速也没有顿挫。我那辆老凯美瑞直接失宠，这个舒适性我可以很负责任的说，绝对是超过20万级别的油车的。   【故障】目前才2000公里，毛病还没出现，说句老实话国产的油车，我倒是有点心虚，毕竟感觉和合资车有那么多年的发展差距，至于说电动车，无非就是电池和电机。当然最让人放心的肯定是比亚迪的刀片电池，但是几何到目前为止也是没有过什么自燃、失控的事故，内心还是比较放心的。   最后重点讲下电耗和续航方面，这个是电车最关键的方面了： 【电耗表现】 1.综合电耗：14.5度每百公里，家里有充电桩，一到晚上回家就想插上电把他喂饱，有一种满足感。基本都是慢充过活，没有特意算时间；但是快充挺快的，一个小时能充的七七八八差不多。 2.续航能力：标的400km，我开始比较喜欢急加速和超车。平时的路面以国道为主。综合下来可能380左右，随便开空调。可能因为大理四季如春，所以空调和电池加热这块损耗的电量少。 如果在大理开，我可以很负责任的说，正常开，不要暴力驾驶，400公里是实实在在能开到的。 3.高速续航：今天开了一把高速，因为有点赶时间所以开的有点快，总行程100公里，其中30公里130， 80公里120km/h的速度，电耗还是有点大。 开了100公里实际掉电140公里，还是有点大的，以后估计110-120时速左右的巡航，预计开100公里实际掉电120左右。 4.另外提一句，如果在气候恶劣的地方，空调要电，电池加热或者是冷却也需要用电。能量守恒，不能开到400也是正常，具体实际情况还得看具体地域。这是目前电池技术避不开的，所以要理性对待。,2021-10-26,太原
苍狼山扛把子,"【购车经历】10多万元的预算里面去选择一台电动车的话空间也不是特别大，尤其是想要大品牌的，那就更少了，根据预算，主要就看了三款国产车：小鹏G3、威马EX5和几何C，考虑品牌因素的话，吉利的几何C肯定是要更加给力一点，小鹏G3外观比较好看，但是最终选择几何C主要还是因为它5折购车的政策，目前对我来讲能够减少更大的经济压力，当然在车配置方便也是比较高的，综合来说最适合我。 
【空间表现】这辆车的乘坐空间还是非常宽敞的，前后排都有着极其充裕的活动空间，我1.75米的身高不管坐到哪个位置都会让人觉得很舒展，而且车内的储物空间也是很丰富的，实用性超强。
【驾驶感受】我以前是从来没有接触过纯电动车的，它的动力表现真不是很好，每次起步时感觉还挺轻快的，但是后半段的加速过程就会显得比较肉了，而且这个车子的动力受到电量的影响还是比较大的，尤其是在高速上开车时，加速踏板踩下去它的动力响应不是很积极，后期的动力储备真的很一般。整个车子内部的配置给的也非常丰富，它的外后视镜还支持锁车自动折叠以及加热功能，在日常生活中这也是很实用的，而且这辆车也有着很不错的隔音效果，再加上电动机在工作中也很安静，开车过程中不会觉得很嘈杂。
【续航】跟官方给出的数据差不了太多，而且我这段时间都有开着空调，这辆车用电的确挺省的，目前的平均电耗就是在14kwh/100km左右，实际的续航基本上能达到520~550km左右。👍👍👍👍
【颜值】外观设计看起来超有科技感，但又不是很夸张，尤其是它的前脸造型给人的视觉冲击力非常强，而且几何C还采用了比较流行的悬浮式车顶的元素，再加上后边的贯穿式尾灯使得它的外观看起来高级感十足。相比它的外观而言，这台车子的内饰给我的感觉就比较平淡一点，没有复杂的装饰，整体看起来简约又大方，而且车内的做工也比较用心，内饰给人的感觉也是很精致的，同样也是比较上档次的。
 
一点忧虑😩😩😩😩
主要还是担心保值率的问题吧，因为车用到最后肯定还是要卖的，目钱新能源车保值率都很低，虽然有七折回购的协议，但是我很大概率的是两年不会卖车的，这个基本无用。
 
最后说下性价比的问题
就目前而言，新能源车除了在使用上出行成本比油车成本第一点之外，我个人感觉其他方面的性价比确实有点低，比如说车的保值率方面就明显比燃油车要低很多，虽然我买这车的时候签订了两年七折回购的协议，但是凭心而论，谁真的没有特殊情况下会买了两年就卖车，至少目前我感觉这个协议也就起了个心理安慰作用而已，不是说我认为这车的性价比低，只不过对于所有的新能源车，行情就是这样的而已。",2021-08-24,长沙
独孤城123,21年12月广州买的几何c550幂方版.落地价15.5w.现在已行驶7300公里。首保就简单的检查一下没什么保养。下面来说一下使用感受吧！使用在广东肇庆市的多。 首先说一下优点。低速续航比较真实，80以下开的话，1.1的续航还是可以的，上高速120的开的话最多就七成续航。开运动模式加速有明显推背感，国道轻松超车，滤振效果比较好。颜值也不值，大站分人都说好看。座椅也比较舒适，整体做工还是可以的。自家装的充电桩用app设定优惠时间晚上12-早上8点充电才25分一度电。充满20元钱都不用。 再来说一下缺点， 一，车机反应慢可玩性不强，这个真的全网都反映的希望厂家能注意并改进。 二，车内储物空间较少，实用性比日产的差远了。后尾箱装一个28寸加两个26寸的行李箱都装不下。车门储物架也偏少。特别是副驾驶储物箱都没有我原来的启辰R50的一半大。储物空间利用率低。并且后排踏脚处还像油车一样中间突起。后排三个人的话体验不好。 三，使用App发送指令经常会连接不上或失败。需要多次发送指令。登录app也有时会登录不上去。还有用优惠充电或预约充电的话不能设定充电量到多少就停止充电。经常会充到100的电量。并且充满电后，行驶不加油门会像开了定速那样前进。但是刹车还是有效果的。要等到降到续航显示546才会开启动能回收才正常。 这是我的一些用体验，总的来说机可以械操控性，续航还算满意。其它的就差点了。希望能在后续改进吧！！,2022-01-26,广州
20年司机大师,"几何c魔方版，开完了550公里，分享下车子的情况

【续航】
一个字，顶。完全不需要水军瞎吹，实打实，问了周边的小鹏、零跑车主，没一个续航打得过几何c。550公里，实际跑了528，相信天气再暖和一点，可以更坚挺。我这里是充满电跑到只剩10%电量的实际里程，不是网上瞎吹的只跑了一部分路的里程+表显里程算的，这样算法本身就是错的。所以几何c续航确实是市面上在售的电动车里金字塔尖的。
只能给满分💯💯💯💯

【驾驶感受】
16万的车子，整体感受符合16万这个级别的车子的驾驶品质，底盘不散，过弯还是很整的。悬挂调教还是很到位的，过坑洼的路面，不会拖泥带水，很干脆没有多余跳动。转向轻盈，但是整车不适合激烈驾驶，家用车的定位，日系风格

【动力表现】
几何c的电机功率和扭矩在这个价位这个车身大小里，算很顶的了，换算成油车相当于2.0t的水平，换到运动模式，起步或者超车，是有明显的推背感的，总的来说不用担心动力问题。

【智能化】
自动泊车、手机遥控泊车虽然用的不多，但是买回来试了下，都很顺利倒入车位了。智能辅助驾驶系统，巡航功能用了一次，很平稳，自己刹车启动还是很平稳的。行业主流水平吧！

【品质】
车子整体做工还不错，车子没异响，没有任何功能使用不正常，买传统车企的车子还是比较放心的，不太会有一些新势力厂商品控不行等等问题。

【最不满意】
车子缺少个性化，车身配色单调，车内饰配色选择少，车机系统也是。选装包只有热泵空调，如果有更多选装，会更加好卖吧。
内饰塑料用的比较多，其实多用点翻毛皮对吉利来说没什么成本的吧，这个只能算是小小的遗憾了吧。

另外，我补充下油改电的问题，除了空间利用率确实没有纯电平台好以外，日常开起来真的没有差别，电池拖地问题，至少几何做的还行，不像有些油改电，就跟夸张了。网上一个劲黑油改电，也都是水军在起哄，买个15万左右的车，可靠稳定是第一位，油改电不是问题。",2022-05-20,上海
查文德,"我买的是550KM C++，也就是次顶配版本.

优惠3W，裸车价13.28W
商业险：4682
上牌费：500
交强险：950
车船税：300
脚垫：150
全车膜：750

新能源汽车在我国这几年也是发展迅速。续航能力也是越来越强，消费者接受度也是越来越好了，当然充电桩等配套服务也逐步跟上了。我选择的这台几何C，550KM C++的次顶配版本有很多原因：
1.续航里程，官方标的550KM，但是现在天冷和天热都达不到，一般打个7-8折，最近几天下雪，天气很冷，还没特别注意过目前的续航。
2.充电很便宜，电池首任车主终身免保养。
3.优惠力度大，买的时候参加了老带新的活动。
4.维护费问题，几何C保养免费。
5.几何C有8年免保养。
6.都觉得新能源车贬值快问题，几何C有两年7折回购政策。
这些原因最终导致我选择了几何C。

满意点挺多的：
1.续航里程给力，550KM打个7-8折也足够我平时上下班代步，或者偶尔跑个长途用了。
2.外观第一眼我没看多美越看越好看，尤其紫色就像变色龙一样。有阳光和无阳光不一样，比较骚气。
3. 空间家用足够用，后排也够用，后排座椅可以放倒后备箱也可以多装点。储物空间不错，最大的亮点就是使用性比较强。
4.座椅舒适度很舒适，电车静音做的很好电车整体的优点，新车就没有任何甲醛味，两种一种用料比较好另一种有PM2.5过滤装置和空气净化器。
5.动力强劲，起步的加速很快，红绿灯一下子就出去了。
6.电车月成本很省钱。我是一款紫色的几何C哦!!!

缺点：
1.如果后面也是独立悬挂就完美了。
2.后排没有照明灯。
3.保值率可能不是特别理想，我听说电动车的保值率都不太高。


目前的新的也就这些了，希望几何C能多开些年头吧。",2021-11-08,吉林
土豆小205,"#购车价格：当时我买车的时候所享受到的优惠还可以，而且这台车子本身的价格也确实不贵但是我们裸车优惠了27000，所以实际的裸车价格也就是11.2万元，再加上新能源车是不用缴纳购置税的，所以这也省了很多。除了当时车价之外，强制保险是950元，商业保险是3700元（在4S店上的），同时还有上牌费用不到500元，再加上装潢一系列等等，这台车子最终到手的价格是119500元，对于这个价格我确实是非常满意的。

#购车经历：之所以选择这种纯电动车肯定也是因为我们这边的牌照限制，而我们的预算也不是很多，基本上就在10~15万以内，在这个价格里面能选择的纯电动车，其实也不算是特别多的，当然我也指的是那些比较优质的车型。当时有看过欧拉好猫，颜值的确非常高，但感觉空间确实是比较小的，同时也有看过广汽AION S，这台车子的价格相对也还可以，但我觉得车身尺寸确实有点大，对于我们经常的持续用车来讲还是有些不太合适。直到最后了解到这台几何C，感觉还是挺不错的，首先本身就是吉利旗下的中高端纯电动品牌，在本身的品质上面是有着绝对保障的，同时车身尺寸不大不小，对于我们来讲也就是刚刚够用的，而且价格和续航都没有问题，优惠力度确实挺可以，所以我们最终也就决定入手了这台车子。

#续航能力：大家对于这种纯电动车的续航肯定是非常关心的，包括我在内也是一样，在实际的用车过程中，我认为这台车子的续航能力的确是非常强的，这台车的官方所给出的满电续航里程为400km，我是去年12月份买的车，我们这边冬季也算不上是特别冷，但也不暖和，总之在冬季的续航最低也能跑到280km以上，现在夏季开空调比较多一些，电量消耗也比较多，但在这样的情况下最低的续航也能跑到300km以上，其实对于我们都是中短途代步来讲，这也绝对是够用了，更何况要是不用开空调，而且天气温度比较合适的情况下，续航也会更强一些，同时这台车子的充电速度也相对是比较快的，对于我们现在的需求来讲，这也是可以轻松满足的。（近一段时间的表显电耗为15.3kwh/100km）

#驾驶感受：其实我觉得这台车子的确是非常好开的，毕竟本身的尺寸比较小，车身长度也就4.4米，比较短的车身也的确是更适合在车流量比较大的市区行驶；同时这台车子的动力表现也比较出色，虽然说中后段的动力相对比较一般，但前段的动力输出的确是挺猛的，加速非常快，而且起步也非常平稳，和传统的燃油车还是有着很大区别的；同时整个车子的底盘也是比较扎实的，电动助力的转向也比较精准一些，开起来确实挺轻松。

#颜值以及内饰：其实我买车的时候还是非常注重外在的，我觉得这台车的外观设计也的确是挺漂亮的，其实这和吉利帝豪GS的外观风格还是有几分相似的，但这也不难理解，毕竟都是出自于吉利旗下，但这台车子的外观风格明显会略微高级一点，尤其是整个车身的线条看起来特别流畅动感，而且车漆也做得比较细腻。同时这台车子的内饰看上去还是挺有科技感的，就比如说这个旋钮式换挡杆，双幅式方向盘，还有非常精致的配色等等，这些都是比较有亮点的地方，整体看上去会比较清新一些。

#乘坐感受：因为我买的这个也算是一个次低配车型了，所以说车内本身的配置也没有特别高，但也绝对是一个完全够用的状态，不过我觉得这台车子带来的乘坐舒适性并不是很好，车内的噪音比较大，同时这个织物座椅也是比较硬的，本身的座椅设计也并不是很合适，还有就是这个塑料方向盘的手感也真的一般般，底盘比较硬一些，总之按照我的标准或者需求来讲，我觉得这台车子所带给我们的乘坐舒适性体验也并不是很好的。

#总结：用车也已经有半年多时间了，其实这台车子所带给我们的用车体验还是相当不错的，虽然说不可能做到十全十美，但这些重要的地方都是相当不错的，同时本身的价格也的确挺实惠，说白了就是完全对得起自己的这个价格！",2021-07-22,杭州
半痴半傻半懵懂,【选车购车经历】本来家里有台4年的POLO，本来没想换的。因为去年家里添了娃，后备箱不太够用了，各种需要塞满。。。有娃的都懂。加上我喜静，每天在家被娃吵闹得不行，所以有点想要新能源。就技术这块来说，我觉得肯定还是燃油成熟，不过现在都推行新能源了，好多老牌企业都停止燃油发动机的开发了，都转为纯电车的开发，这是个大趋势！！！，于是就去4S店看看吧，因为吉利新能源离家最近，先看的就是几何C，这一试，彻底迷上几何C了，开起来真的是和polo完全不同的感觉。当时销售还补了一刀，告诉我有7折回购的政策，终身电池质保等功能，当时就果断选了它。一万多公里下来，对这车各方面也算比较了解了吧，整体来说，这买卖没做后悔。   【空间表现方面】在家里两个娃，大的上小学，小的才十个月。一起出门时，后排需要加装安全座椅，尾箱还得放上婴儿车和几乎全套育儿产品，统统装进去毫无压力，一次装个七八个大箱水果也完全ok。我178高，坐驾驶室挺宽松，坐后排感觉稍有压抑感，不过主要是媳妇和娃在后面倒也无所谓。一些较小的储物空间倒也中规中矩，惊喜之处是扶手箱前面有个较小的长方形小格子，炒鸡适合放烟，甚得朕心。全家一起出行的话，两个大人一小孩，儿童座椅是很宽松的，如果是四个大人，则后排肯定会挤，以后挣钱多了想换个雷克萨斯LM，嘿嘿。   【驾乘感受方面】因为是电驱，起步是0迟滞，但算不上敏捷。电门深踩，电机发起力来非常瓷实，310牛米的扭矩不是盖的。我独自开车的时候有点野，所以不太喜欢Eco节能模式，特别是电机加速比较直接，这点我很喜欢。平常去十公里接孩子，我一般都会嗨一段，前提是老婆不在，我才能享受到开车的快感。只不过现在开电车久了，还真的就有点怀念油车那种轰鸣的动感了，比较想跑的野性一点，这电车还真不行，速度不快加速推背感是有，但高速时，超过120码，有点吃力，会比较费电。另外车的隔音效果让我有点意外，因为之前看了有些博主拆开过门板，里面的隔音棉用的还是非常厚实的，但是实际隔音有点一般，朋友说是因为感受不到发动机的声音，自然外面的声音感受就明显了，这个说法好像也有点道理，嘎嘎….   【能耗续航方面】续航这个可能和不同气候和地区的情况而各不相同。我在西安开，冬冷夏热都不算极端。就冬天和早春的情况来看，实际耗电为14.5（特别是化雪时热风全开比较耗），加上座椅加热开启，冬季掉电会快一些。进入初春，情况要好一点，耗电量实际消耗在11.5-12.5之间。比照这个情况，推测夏季开空调的话应该和冬天能耗差不多。续航能力这块，我说简单点儿，也就是400的续航里程，你就当它只有300，然后随便开，怎么也不会让你出现误判，显示里程乘以0.7就行了，不用每天纠结这个，驾驭它，轻松无压力。另外我给车充电的习惯是使用自家充电桩，中午充电就用快充，晚上就慢充，一般用上一周是足够了；有时候应急需要在单位或者在外面充，现在街上的充电点也比较多，临时在外充个电也不算麻烦。   【维护保养方面】总的来说这电车的保养比起油车简单太多了，不需要关心什么油路、机油什么的，简单的电路检查下就差不多了，而且基础保养都是送的，省事情也省钱一些。4S服务态度方面还凑合，该有的服务都有，总体满意。,2021-10-27,西安
陈老格,选几何c，主要是看中了续航扎实、性价比高，预期就是个买菜车，提车以后在动力、操控、配置方面甚至还有点惊喜。目前整体是满意的，可靠性有待时间检验。 【购车经历】 8月上旬开始看的车，新款上之前跟销售了解到新款实质更新不多，赶在新款上市前定的20老款c++带热泵，等车不到一周，优惠力度虽然没有6、7月份那么大，但是还是比较给力的。 【外观内饰】 不惊艳，但很耐看。 虽说是帝豪gs魔改，但属于改的比较成功的那种，外观线条、内饰的六边形元素，原创设计感满满，led前大灯、后贯穿尾灯点亮效果不错。 【空间表现】 车体不大，在紧凑型suv里属于体型偏小，偏矮的。空间是最大短板，尤其是后排，经常需要全家老小一起出行的，要实车好好体验下空间能否接受。 空间在这个轴距级别，尤其是和这个价位的纯电平台车型横向对比，包括小鹏g3、aion y，应该算中等偏下了，和这个级别油车差不多。 本人180+，前排头部腿部都没问题，后排勉强不顶头，后排腿部空间参考卡罗拉。 座椅乘坐舒适，前后排坐垫长度都很长，座椅承托也不错。 【驾驶感受】 驾驶感受超出预期，本来当买菜车用的，现在看动态表现还挺棒。 日常模式（eco）下，动能回收中、低档，驾驶质感与油车类似，平稳线性，动力基本随叫随到，同价位最强，城市代步足够用，刹车也比较线性，底盘虽然后悬扭力梁但是调教的不错，开起来很整。 【续航】 前200多公里，按油车驾驶习惯开，怎么舒服怎么来，不刻意省电，偶尔还大脚电门，高速+环线+拥堵差不多各1/3，电耗稳定在13.3，换算续航526km。 【充电时间】 第一次充电，国网60kw的桩，不到50％开始充，80％以前功率稳定在45kw左右，80％以后功率下降了到25kw左右，最后充了40％的电，31度，用时55分钟，速度不快，后续找找国网大功率的桩再试试。 【最不满意】 1.车机，系统比较烂，能用的软件少。 2.后排没阅读灯，停在晚上找东西要摸黑，整体配置都这么高了，还差这两个灯吗？,2021-08-30,北京
几何彭于晏,首先先说下这个车的外观，中规中矩的外观吧，刚开始看的时候觉得这不就是吉利GSE的车的套壳车吗，就是后面多了贯穿式尾灯，这方面比GS好看一点，其他都差不多的，外观颜值方面只能说中规中矩！第二说下内饰方面，先说几个不满意的吧，行车屏实在太小很丑，塑料件多，后排没有车内灯，前面按键反光有时候看不清。再说几个满意的，旋转式档位按钮，逼格高端，中控大屏也不错，座椅也很软，车身自带的PM2.5空气净化器也不错，内饰颜值挺棒的！第三配置方面，LED大灯，低速转账大屏检测影像功能，停车倒车影响540°，车机互联系统，都挺不错的，稍微吐槽下，车机系统识别性差一点！第四空间配置，我个人一米七五的身高，没任何问题，前面主副驾空间都可以，后排差一点，想撬个二郎腿就别想了，居家出行这个绝对够用，后备箱空间小了点，但是因为没有备胎的原因，可以把下面掏空变大，隐藏式可以多放点东西！第五操控方面，我当前用的是普通模式，也就是ECO模式，能量回收调中档，感觉和燃油车差不多，续航也够用，基本1:1的续航，后期再做其他观察，刚开的时候出厂调的是动能回收高档，松油门有很明显的拖拽感！后来就调到中档了，和燃油车一样了就。第六说一下动力，动力很足，超车一点压力都没有，200多的马力，这小车够用。第七舒适性，这方面还可以，沙发做的不错，挺软的，孩子直呼很软很舒服！行车路面过滤减震也可以！就是胎噪的声音大点，可能是电车太安静的原因！最后综合说一下，这个车综合方面真是挺不错的，尤其是续航，因为之前看过好多的车小鹏G3，埃安S，比亚迪秦都看了好多，空间配置我也很满意，就是续航差点，其他电池60多都敢标续航500多，可是几何C电池容量70，密度166，才标550的续航！我觉得这个才是我选这个车的重要原因，现在跑了500多公里了，实际跑出去的公里数和掉电公里数是1:1，有时候还能超一点，我觉得这个挺不错的！,2021-06-27,北京
小猪仔要减肥,"作为一个本龄10年，真实驾龄0年的帝都老司机，必须感谢D的好政策，终于搭上了今年家庭摇号的政策，摇中新能源指标一枚。先聊一聊为啥选择了几何C，本人小白一枚，市面上常见的比亚迪，北汽，埃安，威马，小鹏，哪吒等新能源车型基本都看过了，但看的看多了就觉得五花八门极容易乱了方寸，所以我列出了自己的最基本需求。
1.必须是大厂，曾经家里买了乐视手机乐视电视，所以那些小厂先行pass掉。
2.续航必须够霸道，回父母家单程120公里，考虑大部分要走高速和冬季续航衰减等因素，续航里程必须要实在。
3.整车做工一定要细致精致，必须要有眼缘。
4.哪家优惠幅度大，我就喜欢谁。
缘分天注定，最终选择了我的2020款几何c++。7.3订车，8.4提车，一个月在漫长的煎熬中度过，裸车优惠了3.5，加热泵、保险、以及2千的出库费，最终落地价13.7，买了延保四千三，买车送的几何积分兑换1千京东卡，最终折合价14万出头，应该说将将赶上了老款清仓的这一波优惠，想想几何c出色的表现还是比较香的。

外观上大气、炫酷、流畅、蓝色的配色，充满活力感，让人越看越爱看，一见钟情也不过如此。
内饰上简洁、规整、不浮夸，除此以外还有全景大天窗，旋钮档位，格调非常高，同事搭车直夸帅气，夸的都有点不好意思。
操控上作为新手司机以前没怎么开过车，几何c给我的感受是指哪能打哪，方向盘非常舒服，可以四向调节非常棒。几何c还有个远程遥控的功能，不知道放到哪里说合适，就这吧，用车前，可以提前个几分钟开个窗，开个空调实用性还是非常强的。但是这个几何app说实话后台管理应该加强一下。
动力上没什么特别感觉，一直eco模式，销售说6.9秒加速，喜欢地板电的老司机，会经常能体会到那种秒天秒地的感觉。
舒适性上本人180，近200的体重，实话实说有点局促，开车时间长了腿疼😣
最后必须要说的，也是最最最重要的，续航！续航！续航！重要的事说三遍，几何c续航实在是霸道，回了趟父母家来回240公里，基本全程高速，掉电1:1！没有打九折！周末接媳妇，来回55公里，居然掉电41公里，见过向上虚标的，确实没见过向下虚标的！真续航确实不吹不捧。

最不满意的地方
    1.行车记录仪的卡槽位置简直是反人类的设计。
    2.扶手箱的杯架非常炫酷，但只能耍耍帅，建议购车送配套水杯。
    3.2020款次顶配不能选装抬头显，好在新款升级了，建议老款也可以升级安装。",2021-08-25,北京
上氪啦,"先来说说这一上市就第一批提车的车主到现在一共行驶了47000公里的整体感受吧（行驶里程可以看图片，保证真实）！
我当初提的是20款顶配，该有的配置也都有了。L2+的智能辅助驾驶系统平时高速或上下班堵车的时候真的很好用，谁用谁知道，哈哈哈。然后这车的续航我用下来的感觉是和厂家之前的宣传的真续航一样。车子作为无数个零部件堆积起来的东西，问题不管大小肯定会有一点。但47000公里开下来暂时还没有换过东西，上星期做了五保，免费更换了刹车油，现在开起来一切状况良好。希望后续也能够一切安好。


下面我就逐条说说我的驾驶感受和使用心得。

先来说说我全部打五分，最为满意的几点：
外观： 
可算是一见钟情，在20年的那时候这样的颜值甩一些车型几条街了。但是外观也是仁者见仁，智者见智。吸引我的主要这几点：隐藏式门把手，光棱之刃前大灯，贯穿式的全LED尾灯等等这些。还有几何特有的银盾标，算是吉利系里面最好看的了。

续航：
可以直接看我发的续航图片。20度左右的温度，续航已经在1:1往上了。到了夏天开冷空调的续航表现也是很理想，基本不受压缩机工作的影响。冬天么，因为电池活性的本质特征，续航肯定也有所打折，但是我开下来也不是很厉害，450-480公里还是能够跑到的（在上海，除掉特别冷的那几天）。 晚春和秋天这两个季节，就不用说了，群里的黄金右脚都能开600公里，我平时上下班会开高速，也基本保持在580公里左右。

可靠性和用车成本：
作为吉利这种老牌车企下面的纯电品牌，而且还在上海，第一个售后的问题是不用担心了，而且基础保养还免费，其他的工时费也能给我们车友打折。当初上市的时候也了解了下主要零部件的供应商品牌也都是一线大品牌，所以就很放心。 
自己小区能够安装充电桩，算上损耗，高速啥的每公里0.05元顶天了，用车一年下来2000块钱电费都不到吧。在现在这油价满天飞的情况下，纯电车是真的香。


再来说说没打满分的几项，平时的用车经验及一些建议吧！
使用最不顺心的，也是大家比较关心的车机智能化问题。我感觉可以适当增加一点配置计算把这个成本加在车价里，我们车主也是愿意接受的。车机有了硬件，软件的开发其实是小事了，再进行一些UI的调整后，我相信这个问题也能迎刃而解。

空间：
主副驾驶的空间在我看来足够了，可能我只有一米七多一点点，不需要很高的空间吧，哈哈哈。后备箱及后排座椅，一家人也都够用。唯一不足的是如果整个车体框架能够更大一点就更好了。 车子也会变得更加大气。

驾驶感受：
这个还得夸一点，150kw的三合一电机提供的动力不管是加速还是超车绰绰有余了，切换到运动模式的零百加速推背感太爽了。
但是这车子避震还是硬了点，可能偏运动风吧。过坑或者减速带的时候，后排的颠簸感还是有一点。",2022-03-19,上海
不良少帅d,"晚到的提车作业
 
【选车经历】
      10多万元的预算里面去选择一台电动车的话空间也不是特别大，尤其是想要大品牌的，那就更少了，根据预算，主要就看了三款国产车：小鹏G3、威马EX5和几何C，考虑品牌因素的话，吉利的几何C肯定是要更加给力一点，小鹏G3外观比较好看，但是最终选择几何C;主要还是因为它5折购车的政策和首任车主电池组终生质保，图个以后比较安心吧！！
和大家说下提车的价格，因为家里有车，可以享受增购补贴8000、杭牌又补贴8000，店里优惠1.2w，加上按揭、保险等各项费用总共12.8w。买的贵不贵不知道，杭州每个月的政策也不一样，大家看看就好。
 
【驾乘体验】
      1.动力：以前是从来没有接触过纯电动车的，它的动力表现真不是很好，每次起步时感觉还挺轻快的，但是后半段的加速过程就会显得比较肉了，而且这个车子的动力受到电量的影响还是比较大的，尤其是在高速上开车时，加速踏板踩下去它的动力响应不是很积极，后期的动力储备真的很一般。
      2.操控：基本的操控还是很流畅的，而且是新车开的不久，方向盘精准度、虚位控制都很好，目前没有发现明显的缺点，小仪表盘的小我可以接受，但就是立在那个位置好土...HUD我这车没有，不过我也无所谓的，毕竟这个只是偶尔看看，小显示信息足够了，少那些亮亮东西耗电也少，手机不能看四周监控.只能简单的一些功能..
      3.续航：续航能力还不错，跟官方给出的数据差不了太多，每天习惯电耗清零，开空调能跑个350左右，看车友群里面有的人跑过420的续航，目前我是没有开过，也不知道真假。。
      4.舒适：整车的配置还是很丰富的，外后视镜还支持锁车自动折叠以及加热功能，在使用过程中很省心，座椅是稍微有点硬，不过对于我这种小年轻来说刚刚好，支撑感更强一点；后座椅角度不可以调节的，这一点是比较遗憾的。
      5.内饰：和几何这个品牌名字一样，极简的设计风格，没有特别花里胡哨的东西，看上去还挺舒服的。
 
      现在发现的问题主要是设计上的软问题：1.APP需要改进啊,导航就一个高德，百度也不能装，APP不能下载，自带的2-3个没用；还有目前为止升级系统没发现一次，不知道是不是非得离线升级才行；2.设计问题：车后坐没有阅读灯，车库晚上暗摸摸；驾驶位后视镜会反光空调口电镀，很影响视野……….

      最后谈一下大家争论的性价比，个人看法是因人而异，比如说车的保值率方面就明显比燃油车要低很多，虽然我买这车的时候签订了两年七折回购的协议，但是凭心而论，谁真的没有特殊情况下会买了两年就卖车，至少目前我感觉这个协议也就起了个心理安慰作用而已，但是即使我认为车本身性价比一般，但是我还是买了，这个东西说不准的，没有十全十美的东西，大方向满足就好。",2021-07-26,杭州
