字段1_文本,字段2,时间,字段3
锥峰剑客传祺ES9,"传祺ES9这款车我认为是插混新能源SUV的佼佼者，外观大气而且霸气，回头率非常高，亲朋好友都认为物有所值。我在车位擦车时经常有路过的人问我这款车的情况，可见这款车非常受关注！
      我对车内空间还是非常满意的，即使1.9米的大个头仍然宽松自如。尤其第三排空间是我对比很多7座SUV最宽敞的，因为有两个孩子，所以7座车是我的首选。将第三排座椅放倒后备箱空间巨大。座椅的舒适性也是非常好的。
       令我惊喜的是车的油耗，因为我每天通勤上班往返要160公里，肯定还是油电结合行驶的。目前行驶了7000多公里，综合油耗才2.3。往返秦皇岛来回600公里基本都是高速公路，满油满电情况下油耗5个多，对于这么重的SUV来讲这个结果令我很满意，也很惊喜！
        车的操控性很舒适，并没有开大车的感觉，轻便灵活，拐弯半径调教的非常好，甚至比原来的小车还要优越。车提速很线性而且也很快，有种商务车的感觉，非常舒适，有品质。
        另外，传祺直服陪伴系统也很好，随时可以解答我的问题，非常感谢！
        总之我对ES9这款车非常满意，之前我一直没有及时发表文章，就是希望多体验都感受，把真实的切身体会告诉车友。当然，什么都不会百分百完美，达到自己的预期即可。也希望广汽传祺能够越做越好，书写更多传奇！名字很好听，赞👍🏻",2024-03-13,北京
你亲亲的阳锅锅,2023年底考虑换车，在看过大宗途昂、拦巡、比亚迪唐、护卫舰07、吉利银河L7、瑞虎9等车型，在不经意间考虑了一下双擎GS8，最后看上这个“油改电”的ES9，买车时候价格优惠是一分不让，置换补贴1.8万，询价内地和乌鲁木齐、昌吉等地经销商，都是一个行情。最终在2023年12月25日在伊犁哈萨克自治州奎屯市博通4S店提车，旧车置换4万1元。 日常体验：1、功能丰富：540全景影像、AR-HUD 、座椅加热、通风、按摩、腿托调节、语音唤醒、主动安全配置等等，对于一个日常上下班10公里人来说，完全足够，甚至是绰绰有余，吐槽的是厂家宣传的纯电续航里程达到143km，，为什么表现110km，实际达成率也就是个7折。电池包25度，我用的是墙充，家用电显示223v 14.5A电流，8小时左右能充满。在单位充电中午不回家，上下班距离20km，纯电驱动即可（除非是零下15摄氏度左右，默认混动模式），每天耗电量在30左右（打开空调、座椅按摩和加热），基本上可以做到二三天一充，因为单位有充电条件，每天上班就充电下班满电拔枪走人，“零”成本用车不要太爽，目前过年前的一箱油还剩半箱。高速乌苏至乌鲁木齐来回往返，在强制保电模式40%的 情况下，定速巡航120，续航里程实际也就600km左右，媳妇不敢开，原因是车太大，选车没看自动泊车这个功能后悔了。 2、车内空间：第二排空间算是优秀的，适合长短途外出游玩，空间够用，就算孩子和一个大人在后面睡觉也可以，丫头两岁在车上不安生，去乌鲁木齐丫头要坐在后备箱里玩，所以空间很是满意，这也是不考虑比亚迪的原因。 3、舒适度方面：座椅支撑性还是不够，虽然主驾驶十二向调节，乌鲁木齐往返腰背很累，座椅按摩也就是心理作用。女皇躺椅模式，也就是给我家领导的福利（选车看重这一点了）前排移至最前端，后排和副驾驶腾出的空间，丫头在里面跑来跑去的。 4、储物空间：七座车型，第三排使用的，后备箱就没有空间可言，五个人乘坐时候后备箱完全足够，过年时候优势凸显，7个人出行完美，丝毫不用考虑酒驾问题。 20-25万内的新能源市场，比亚迪系列绝对是销量扛把子。对传祺ES9的品牌优势一下就没有了，es9拥有更大的车身尺寸，空间宽敞也算是卖点。 2024年2月发布荣耀版的比亚迪以后 ES9价格不论不类的，比上干不过问界、理想，比下干不过比亚迪和吉利， 加之贺岁版背刺老车主的一事，传祺对老客户的操作，着实让我有些不满意。,2024-03-11,伊犁
驾仕派,【动力表现】ES9区别于GS8的最大的点就在于，ES9使用了全新的2挡DHT变速箱，不再是之前的E-CVT无级变速箱。从组合仪表上我们可以看出，动力分为电池、ECO、燃油三种模式，其中ECO又分为明显的两段——在电量充足或者速度够低时，车辆通过电池输出能源带动车辆；当电池电量不足或者需要快速提速时，发动机会开始介入。怎么判断发动机是否介入？一是听声音，二是看组合仪表上左侧的能量分配表，如果前轮上面显示蓝色，表示发动机没有介入，这个时候中间的指针会位于ECO模式的黑色以下的区域，而这个时候也最节能。反之，当前轮上的蓝色变成黄色时，ECO的指针跳到灰色区域时，代表是发动机已经启动。一般来说，在有电量的前提下，60km/h以下的速度，都很少用到燃油。即使在高速行驶过程中，只要不是极速超车，都到不到Power 的区间。因为电池和2.0T发动机的交替介入，即使在经济模式下，动力都能完全应对任何用车场景，官方宣传这个车零百加速是8s，实际“肉感”比8s还快。一不小心，在没有任何感觉的情况下就超速了，这跟车身和底盘在加速过程中比较稳定以及前半程有电机加持有关。发动机和电机之间的转换非常平顺，两挡之间的切换也没有什么顿挫。油门灵敏度有1-5档调节，在踩下加速踏板的瞬间就有推背感，偶尔一次因为特殊工况可能会体会到涡轮的延迟，其余大多数时候都是瞬时启动。强档条件下，丢掉油门一瞬间也是比较平滑的，没有顿挫感，但是后半程阻力来得比较快，跟设想中要滑到的地方有很大差距。所以大多数时候还是愿意选择标准模式，在高速120km/h的状态下，丢掉油门会在100～120km/h之间维持一段时间，不会像一些燃油车很快就会降到100 km/h以下。 【驾驶感受】绝大多数时候都是舒适的表现，无论是高速路还是城市路面的一些小坎坷都能被轻松拿捏和过滤，让你在驾驶位体验不到过多的晃动和余震，整个底盘的质感比较紧绷，不会松散。但是在走到如下图这种破碎的水泥路面时，异响和震动就会稍微多出一些。由于我们这台车中排是非独立座椅，在高速过弯或者连续变道时，因为车本身内部空间比较宽大，在缺少座椅侧翼的支撑时中排乘坐的左右摆动是相对大一点的，如果要提升舒适性，建议还是选中排独立座椅。 转向模式分为轻盈、舒适、运动三种，初次上手时，可以先选择轻盈过度，毕竟运动模式下方向盘还是非常重的。但当你习惯了运动模式的增益比后，或许就不再想用偏松散的轻盈模式了。而即使在经济模式下，转向手感也是能单独调整到运动，但是偶尔会发现，在这种模式下方向盘的阻尼有时会有忽大忽小的现象（当然这也可能是我个人的感知偏差）。而方向盘的尺寸大小、握感、软硬舒适度都是同级别中最好的表现，在搭配上较强的滤震，几乎没有什么不舒适的感觉传递到手上。在高速行驶时，因为车的重量和体积等原因，连续变道时车的头尾会有轻微跟不上转向速度的迹象。,2024-02-23,
向阳生长yym,【驾驶感受】 异地提车回新疆3500公里，途中打盹快车道偏离，右侧来车强行方向盘被拉回快车道，这是我之前不知道的挺意外。听着音乐完全听不到外面噪音，服务器停车时也触发了后方来车急停，我记得当时后面是个理想L9。累了就按摩感觉这车还可以。 【续航】 全程3500公里没充过电，全程智电模式油耗7.5好在是92号油，能接受。满油箱810，这个很虚跑完感觉只有650，但是不在乎，因为我一年跑不了几千公里，买菜用电，出去玩就烧油哈哈 【最不满意】 底盘减配了没GS8包裹严实，但是我提车当天就买了底盘护板下面给图了。刹车没事的时候踩着发现有异响，剩下就没有不满意的地方了 【提车价格】 不多说了，全部贷款加利息下来落地一共25,2024-02-07,重庆
用户1282426668922,空间没的说，同价位区间没有对手 内饰方面也是不错的 配置普普通通，没啥大毛病，也没啥优势 外观帅气，喜欢 续航比较虚，节能模式，开开空调也就100公里顶死了 智能化非常普通，主打的就是一个没啥智能，比我几年前的老车好些吧，开车使用足够，想来点乐趣，没门 驾驶感受怎么说呢，动力不错，但是最大的缺点感觉调教的很一般，汽油换挡的时候明显感觉轰鸣3秒左右才换挡成功，一点都不丝滑，叫离开油门的时候，降速太陡峭，有明显顿挫感，不丝滑 整体来讲还不错，超过及格分是完全没问题的，100分的话，我大概可以给到75-80，我奔着空间去的，直接下手了，没超过预期，但和逾期也相差不大 看你的需求，要是空间第一位，不用多想，下手即可 要是其他的就多斟酌斟酌吧，我目前蛮喜欢的，不后悔,2023-12-11,杭州
大王他最大,空间，外观，驾驶感受都很满意，第一次购混动，开着比油车舒服，特别是起步，总能先人一步。动力杠杠滴，110码随要随到。四驱不四驱无所谓。 【购车经历】 看拉唐感觉外观不是我的菜，看了理想L8价格超出预期范围，蓝山这个价格有点不敢碰，感觉多少价格自己都亏。 【提车价格】 换购优惠2个，贷款贴息1个，保险4500元，上牌500元。送了脚垫、保养6次，车膜（这个可以忽略） 【驾驶感受】 动力没的说，起步、加速、超车都很轻松。平时用完全够用。好多说发动机噪音大，开的时候放着音乐，我是没有感受到。没怎么跑过高速这个没有发言权，等试试再说。 【油耗】 冲了两次电，保电20时可以跑90多公里，感觉110应该可以的，平时上下班差不多50多公里，可以勉强2天一充。慢冲挺快，3个多小时就可以20到100 【最不满意】 车机怎么说呢，这点东西也够用，但是不能设置自己喜欢的，都要冲会员，还是自己不常用的。这个可以优化一下最好。底盘漏的线路油路是真多，电池说已经5层防护，那这个线路做个就更好了，不然开着也不省心。还有就是没备胎吧，你工具也省，这能省几个钱，真万一用到，什么都没，修都不行。 现在买的时间短，总体还不错，希望能经受住考验吧。 最后就是车要自己去试试，或者看看真车主评价，没交车时担心的要死，现在总算放了一半的心。,2024-01-19,成都
智能客阿潘,"底盘很扎实，十分不错，家里晕车体质，但都没有遇到晕车的情况
空间很舒适，有目共睹
提车没几天贴了AX的车衣，TTX的太阳膜，贴冰甲，黑武士改色膜把亮条贴了，还是挺好看的。
外观是我很喜欢的样子，之前一直看上GS8双擎，但没插混，ES9补上了
续航的话，还行吧，满油满电900公里往上还是有的，高速油耗保电模式6.3实测，跑的110，120现在还舍不得油门，过了首保再看120，130的油耗
纯电续航看怎么开，影响很大，同时空调比较费电，车子发动原地待机功耗也有点偏高，但也还好，日常够用。我是做弱电智能化这块的，工地跑得多，七十公里，开完回家剩20多点电量，基本满电市区通勤用不完，有个家充，峰谷电，3毛3一度，确实够省了，过日子嘛～
智能化吧，也只能说够用，那APP商城比较鸡肋，没有网易云真的很遗憾，我就是想要个网易云...
然后投屏功能也想要个，厂家能跟进吗？
高速辅助驾驶白天比较稳，夜间的话过大一点的弯道得人工介入，遇到一次跑偏差点装护栏，还好有惊无险，可能是跟摄像头夜视弱有关。
内饰豪华偏商务，是我想要的。
驾驶这块开起来很顺手，想要驾驶乐趣选他没错。

【最不满意】
就是车机！！！车机车机车机！
其次就是续航，显示的续航不准。",2024-01-15,重庆
ES9待提车主,"【购车经历】
9月开始关注ES9，当时也没考虑过要换车，但随着油价越来越高，每个月加油至少1600元

就此萌生了换车的想法！从10月预购，然后研究了一个月，不断看测评，最后11月初就试驾后就下定决心！



【提车价格】
厂家有2万的置换补贴，所以最终车价20.98，再加4850的保险，4s店只赠送常规的东西，其他一样没有！

谈谈为啥选择pro版，首先差别都知道，而驾驶将近一个月后，我发现max版唯一好的只有抬头显，其他座椅，轮胎都无所谓！本来我也纠结轮胎的问题，但开了几个星期，胎噪也不是很高，而且我旧车用美其林也不见得有多静音，所以对比起来，只有抬头显有用！




【驾驶感受】
我每天上下班通勤，单程要开46公里左右，一天大概要开2个多小时左右，所以选择一台稳定舒适的车很重要

而ES9我试驾后第一个感受就是沉稳。而插电混动不用说动力肯定足，亏电情况下自动切换发动机也很平稳！但如果低速下亏电，换挡的感觉还是挺明显的，反正肯定能感觉到！



【续航】
先说说续航，宣传的续航是143，但可能我原本开燃油车，电动少开，所以不知道怎么省电吧，所以开始时候电耗都去到23、24左右，就是说跑个110公里，因为我每天满电上班，到家后至少还有15-16%的电！

但开了两周后，现在电耗大概可以控制在18、19了，起码可以跑120公里！所以还是开每个人的开车习惯！但重点要说说充电问题，我没有固定桩，但还好小区有公共充电桩，晚上0点前8毛8，0点后5毛钱，一晚充满大概12-15块之间。从11月11日开始充了200元电卡，截止发文总共用了总共化了160元左右。

但当然，不是每天晚上都能抢到位置充电，所以下面说说油耗！


【油耗】
11月11日提车，当天加油368元，现在总共跑了大概1500公里，因为用电比较多，但毕竟不是经常有充电桩，所以有好几次是完全亏电下开智电模式跑，单程高速大约22公里左右，从上高速到下高速基本可以充大概20公里，所以油耗目前是大概4L/百公里，但如果按照单次亏电看，因为连着充电，所以油耗大概6-7L/百公里。

说真的，很能接受，因为1500公里我才花了500元左右，对比以前省了400块左右（以前每周320元左右，3周就960）


【空间表现】
关于空间，现在每天午休在车里睡个美美午觉，因为女王座椅能平铺出一张床，可以快速休息！

另外空间感也很棒，完全没有压抑感，二三排打平还可以当大床，以后露营直接睡车上就好！



【最不满意】
对4S非常不满，销售过程中我就不吐槽了，但到现在旧车都还没过户，导致指标没弄出来无法上牌！说要一个月，真是郁闷！我觉得传祺应该要对这些4S店考核才行，真心影响传祺口碑！",2023-12-01,广州
6三维设计6,"【个人情况介绍】
    坐标三线城市：由于本人从事高中教师的工作原因，前段时间一直在忙期末复习及监考的事情没来得及在圈子里跟大家分享交流。今天才闲下来跟大家详细分享我的提车历程。
要从2021年09月过完生日说起，我家以前的车是4年前买的二手奇瑞瑞虎七，身边的好友这些年都陆续买车换车，什么魏派摩卡、问界M5、BBA等。看的我心里痒痒的。30岁生日后就跟媳妇儿提出了想换车的打算，媳妇儿也是表示支持。经过我俩两年的努力奋斗，攒了有个小10万的余钱。我在23年12月开始着手看车。由于之前对车啥也不懂，只是想换车一直没有目标车型。就从零开始一点点学习研究车子。慢慢了解了：燃油车、混动车型、增程式等。主要都是在懂车帝跟今日头条上学习研究，也去了车展走马观花的看了很多次。
【个人购车要求】
1、中大型SUV（6座或7座）
2、混合动力（可油可电，增程式不要！个人觉得增程式就是车里多了一个发动机，用油来发电简直多此一举）
3、国产车优先（日系车直接过滤掉，其他合资品牌可以考虑）
4、最好有抬头显示、隐形门把手（体验过有抬头显示的车感觉科技感很强；隐藏式门把手主要考虑以后洗车方便）
【漫长选车过程】
根据本人的购车要求又因为以前开的是奇瑞非常有感情，所以一开始就在奇瑞旗下进行筛选。捷途旅行者、瑞虎9、捷途山海都有区详细感受。各有优缺点，奇瑞最大的优势就是性价比高，但捷途路行者是燃油车而且油耗高，瑞虎9是瑞虎系列的升级版没有太大的新鲜感而且价格来到18、9万有了更多的选择。最后看到了最新出的捷途山海，一听这名字就喜欢广告语“向山向海再出发”又是中大型7座混合动力SUV心动了，就开始在懂车帝上每天搜索山海及相关的车辆介绍和视频。最后发现了一个致命缺陷就是：山海车子的底盘有一个突出，说是电池的保护板。具体什么我也不太清楚，找了一家4S点试驾了一下还是满意，最后趴在地盘看了一下确实有一个明显的突出实在太丑了也影响车辆底盘通过性，果断放弃了这款车。
从奇瑞4S店出来，我心情还是很失落。选车过程耗时耗力，无数个日夜躲在被窝里不停的刷手机学习对比，最后手机流量都用尽了。因为山海底盘的不完美没通过我的心里的最后一关。
【选择ES9过程】
    走在汽车城的路上，我看到了广汽传祺的招牌。之前也在懂车帝上看上了这款ES9旅行者版本。但由于价格来到了26.89万所以之前已经PASS掉，但抱着瞎转转的想法还是走进了店里。第一眼看到试车展示在我面前就被它的外观跟配置还有内饰所吸引，媳妇说车子给她的第一感觉就是大。ES9路行者版本是6座的，媳妇儿说乘坐体验比之前试过的山海7座的好。但无奈预算有限我还是没下定决心。销售小哥有推荐了ES97座的龙鳞翼版本，我走到车前第一眼就被龙鳞翼的前脸吸引住，那种东方的神秘感、侵略感、霸气外漏挡不住的气势。心动！再坐到主驾位置仔细观察一圈：抬头显示有！方向盘加热有！主副驾座椅加热按摩有！第三排座椅放平有！电动后尾箱门有！8155芯片有！大天窗有！看一个心动一个，最后发现龙鳞翼简直就是梦中情车！越看越喜欢，当即就决定就买它了。
我们决定的是传祺ES9龙鳞翼MAX版本，价格是24.98万，当时的置换补贴1.8万再加上旧车估价3.3万，我们手里有10万，再贷10万分5年还，每个月2000左右。感觉也还是没什么压力。确定好就交了定金，经过漫长的等待每天在APP上看车辆的生产进度，大概10天就到点了。又经历的网友们出主意选号，最终喜提爱车。
【最后总结】
接下来我会继续抽时间跟车友们分享我的ES9用车体验跟用车技巧，希望可以帮助更多的车友，谢谢大家的阅读。分享不易，请关注我，请点个赞~（我也不知道点赞能干啥，哈哈）",2024-01-19,成都
zhongjike,"【最不满意】
相对于GS8双擎版，减配蓝牙钥匙  几何光束大灯  疲劳驾驶提醒等相关的配置，车机系统相对于魏 华为 比亚迪 机箱差了一个等级，续航太低实际可用纯电84公里左右，充满100%实际可用纯电也就是90公里左右，具体为什么看我后面说明。
【购车经历】
预售就下单，但是成都锦江体验中心套路太多态度差，要求置换补贴走线下，而且下订单二手车报价一个价格，等到转大定直接二手车给你砍5000元，不在他那卖就没有2万置换补贴，和没有遥遥领先的手机，别人就吃定了你这个套路我，投诉广汽那边基本上没有用，最后双十一活动和预售的权益差不多就换了一家店铺订车靠谱多了，销售服务也超级好。
【提车价格】
双十一活动下单的和预售一样的权益，置换补贴2万，送一个遥遥领先手机，最想不通的就我没有啥赠品，关键问了好几个车友都送电踏和保养！最终下的MAX 24.98的置换补贴下来22.98万，保险6200元反点后3880元，上牌费500元，贴车衣选择我们本地的一家极叁贴膜店铺8的厚度进口牌子8年质保，送内饰膜 天窗冰甲 abc柱全贴，再加内饰除甲醛，车衣整体下来5000元，太阳膜材料900元 人工费200元。
【驾驶感受】
纯电很舒服，那么大的车感觉转弯半径比我之前的车还小，电力剩余10%发动机会介入，介入的时候有明显的噪音，有点像油车第一次启动的噪音，油门踩下去和油车噪音差不多，等2-3分钟后噪音会减少很多。
【油耗】
我提车才一周，只测试了纯电，之前10%去充电，去的蔚来的快充电站，价格0.62元1度，充电从10%到95%需要44分钟，官方宣传的30分钟只是从10%到80%，目前我只能冲到95%就跳枪了，官方给的答复快充充不满只有慢充才能充满。花了12.53元充了19.874度电，只跑了84公里路，还剩10%的电量，算下来0.15元一公里。亏电油耗还没有算过等下次跑长途测试。
【续航】
我从95%充满，我跑了84公里发动机介入，还剩余10%，显示也剩余10公里，按照我认为的15%=15公里+84公里，实际续航只有99公里，我没有开空调只听歌和部分时间开按摩，路况城市上下班速度大多数不会超过60码，大多数在40吗左右。
【最满意】
外观是我最喜欢的，空间也是在同级别7座最大的，在唐 蓝山第三排ES9是最大的也能坐人，蓝山和ES9纠结了很久，最终还是为了外观和性价比选择了es9，整体算性价比绝对是最佳选择！
【维修成本】
应该是保养成本吧，之前有问销售保养一般多少钱一次，说的600多全合成还是比较贵，途虎才200多，但是没有办法新能源只有在4s店保养。",2023-12-08,成都
DYWW168624514,25万以下，七座中大型插混2.0Tsuv，ES9是市面唯一选择，所以预售就下定了。适逢置换补贴2万，送mate60华为手机，本地5千购车补贴，龙鳞Max版23万落地更凸显性价比！ 开了近2个月，总体评价很满意！上台车福特，现在开国产车，惊喜，我骄傲！ 外观大气自带气场很拉风，空间够大，平时五座，后备箱大；应急七座，后备箱很小。自制了车顶行李架，诗和远方在即。 动力储备雄厚，高速在大风天都很稳！平时就当电车开，加速好噪音低，市区内游刃有余！两天一家桩冲，app预约充电很方便。高速保电用92号油120时速，百公里8个油2.2吨车可以啦。 方向盘加热，座椅通风加热按摩，arhud抬头显示，L2智驾辅助，阿尔派低音炮，语音控制大部分功能，胎压显示，行车记录。。。。配置拉满！且很好用。 低速下隔音效果很不错，中高速隔音正常水平吧，价格等级所限。 缺点: 1.纯电下发动机刚启动噪音震动较大，拉低整车高级感，高速巡航发动机噪音可以接受。 2.车机速度快，但支持app太少，新车刚上市较多功能控制逻辑有待优化，个性化功能设置不够多。 3.底盘高压线束裸露，没有护板。 4.不带FM收音机，没有carplay等手机互联。 5.无四驱版。 车无完车，希望厂家加油更进，我怀着支持国产车的热情，得到了惊喜和满意，车友们大胆出手！,2024-01-28,大连
驴老,前脸的龙鳞造型比较有自身的辨识度，线条感较强。感觉前脸更偏商务，有时下流行的MPV设计特点，整体车身的流线型也更圆润一些。 因为是全尺寸SUV，空间感比较友好，加上第二第三排可以电子放倒，出行旅游可以灵活的安排使用空间。就是7座车普遍的问题就是第三排的空间比较狭小，第二排三个座椅都做了可以前后调节，第三排的椅背也做了可调节，在这个细节上还是能稍微提高了第三排的乘坐舒适度。 这车开起来的感觉，虽然车身尺寸挺大，但是开起来，感觉脚感还可以，动力反应积极。油门响应可以自己调，这点我很喜欢。我比较喜欢给点油门响应比较快的驾驶感。。整体开车的感觉中规中矩，没有特别大的优点但也没有特别明显的缺点，整体驾乘比较舒适。 方向盘响应比较适中，比较好掌握。跑高速的时候这车风噪胎噪都处理的还行，声音不是很大。它采用比较经典的悬挂（前麦弗逊式+后多连杆式）系统，提高了驾乘舒适性，过坑洼路面的时候处理的比较细，不会有大车像船一样的赶脚。 内饰方面做的比较简洁大方，中控台的大屏幕算是科技与实用相结合的恰到好处。车机系统是搭载的是高通骁龙8155芯片，说语音交互还是比较流畅，响应一般都在2s左右。但有些口令辨识感觉不太灵活。 如果不用语音，我们用触控，首先看到这个主界面就是导航，UI设计多少有点不是很方便。常用快捷键只有驾驶模式快捷键，车辆控制你得点进设置，在二级页面下设置。 还有一个就是提示音比较多，虽然是提醒比如电量低需要能量回收，在车里如果不启动行车档或者空档就会一直不停的响，从个人来说感觉声音干扰太大。这个也是没有启动键的一个小缺陷，只要一进车里就会默认启动，如果想安静呆在车里这点不太好实现。,2024-01-20,
小怡说车,"最近有做过传祺ES9和比亚迪唐的两车视频，都是25内的7座车，我会从外观、空间、动力，给大家聊一下感受。
【先说个人不太接受的】
已经接触很多新能源车了，而es9的中控屏的操作界面个人感觉刚开始需要适应，比如操控车辆设置时，它不是集中在一个区域里，而是比较分散，它可能想把每个设置板块做一个有规律的分布，如果能先集中 在细分我感觉会好点，当然这全看个人习惯，也有人会觉得规律的分布更协调。
【外观】
颜值这方面因人而异，我感觉es9的外观相比唐来说要霸气一些，唐的外观便圆润，一眼看就感觉家庭属性很强，es9车头带一些方正，有气质，感觉是能商务家庭两用。
【内饰空间】
近段时间出的车内内饰都还算不错，es9的内饰比较简洁有度吧，感觉视觉空间感会比较好，也保留了一些物理按键，可以切换驾驶状态，不过给es9充电的时候，也要通过车里的按键才能停止充电，不然拔不出来，当然这样是更安全的。唐的内饰质感感觉便沉稳，不太适合我这年龄段唐的内饰据说也要更新了，还是挺期待看一下的
es9车长毕竟接近5米1了，要比唐长一些，二排空间也比唐要大些，座椅还挺舒服的，坐垫长度对腿的包裹还挺舒服的，作为大5座用的话，空间很大，后备箱空间也很大，相当舒服。
第三排空间上相比唐的话会稍好些，毕竟车身就长点，但是乘坐起来的两车的舒适度稍差点，没有衬托感，就是坐在了那里，偶尔用用没问题的，真要久坐的话是不太好接受的，
【底盘感受】
传祺es9的底盘是钜星底盘，感觉它的调教是有着一定的驾驶感的，滤震感受的话还算不错，对细碎处理的我感觉是挺能接受的，
【动力】
es9的发动机是2档DHT+2.0T发动机，我在高速上尝试了它的60-110速度的加速感受，表现上还算不错的，一脚油门下去，60到80的前段加速效果能快速给到，后面速度是逐步提升，动力上我觉的o的k的，比唐的话要一丢丢
馈电状态的油耗在4.9个，跑了40km，2/5城市，3/5高速，这么大的车，跑出这个油耗表现，我觉得还挺不错的，唐大概在5.6个。

我看大家也有在对比蓝山这款车，蓝山我个人认为还是个不错的车，但和es9比的话，价位还是差了不少，蓝山的基础价格已经可以买到传祺es9的顶配了，我觉得这个就看个人的预算和需求，适合自己的才是最好的",2024-02-01,
用户8489582793980,我车已经到手20天左右了，目前行驶了快1000公里了，整车外观内饰真的是非常喜欢，开了这将近1000公里整体感受都非常不错，就是主动刹车好像没什么用，除了使用集成巡航能有效果，正常开车不使用巡航，就是车挨着了都没有一点主动刹车的迹象，还有最重要的一点就是这车是真的虚标严重，官方综合续航是1016公里，但我实际开车加了满油一次充了5次电，跑到了900公里，就又加了一箱满油，除去充电5次，就算充电一次跑80公里，实际满油满电情况下也就最多能跑600多公里，这个车在混动模式情况下基本上实际跑一公里表显油耗里程至少都是会掉3-4公里，续航里程掉的让人心惊。下面附图，之前总共跑了950公里左右充了五次电加了一次满油，第一次加油430元，然后充了5次电油表灯亮了以后又加了406元。总共就相当于5次电一次满油就跑了950公里，可想而知这虚标是有多厉害。下面有我的实际用车成本，这车就不建议要求续航高的车友买了。,2023-12-19,成都
寒霜工作室,"25万以内唯一的插电混动中大型SUV，性价比很高但智能化程度一般。

车型：2024款 143km Max
动力：2.0T涡轮增压+2DHT+前电机
动力参数：最大功率274千瓦、最大扭矩630牛米
纯电续航里程：143公里
零百加速：8秒
售价：24.98万

优点：性价比高、插混系统表现不错
缺点：车机难用、第三排空间小、底盘调教有提升空间

传祺ES9其实就是GS8的插电混动版本，开了几天体验还不错，简单聊聊。

ES9标准版的外观、内饰、车身尺寸和GS8双擎是一样的。整个车看起来很霸气，GS8从第一代开始设计就很漂亮，有些人猛一看可能会觉得花里胡哨，但在关键的车身比例、侧面腰线等地方并不乱来，所以整体上看还是比较协调的。除了标准版，还有一个旅行者版，采用了比较粗犷的外观套件（前后包围、侧裙、轮毂），不过要注意的是，只有GS8有前驱和四驱车型，ES9全系只有前驱车型，旅行者版只是看起来能越野，其实通过性还不如标准版。

内饰设计和用料在平均水平之上，虽然有些地方的用料还不够好，但这毕竟是一辆25万以内的中大型插混SUV，能有这个用料已经很良心了。不过车机要吐槽一下，流畅性一般，菜单逻辑也比较混乱，主流的车机会把车辆设置全部放在左下角的汽车图标里，但ES9的车辆设置东一块西一块，左下角的汽车图标、我的车、能量管理、设置这些地方都有，找起来特别乱，我觉得与其自己琢磨，还不如借鉴一些优秀的车机案例。

这辆车是7座车，你可以选2-2-2布局和2-3-2布局，但作为一辆车长5米轴距2.9米的SUV，第三排空间显然是不够的，7座SUV想要第三排空间够用，车长起码要超过5.2米，轴距起码要超过3米才行，所以刚需7座还是不要买这辆车了，隔壁E8、E9两台MPV会更合适一些。

动力总成方面，2.0T发动机最大190马力，前置电机最大182马力，发动机电机的参数和GS8双擎前驱版是一样的，采用P1+P3结构，中间是一个2档DHT变速箱，和长城的2DHT有一些区别，前者是拨叉式，而ES9是AT结构，理论上换挡更平顺，几天试驾下来我确实也没感觉到任何的换挡顿挫，平顺性非常好。电池用的是25.57千瓦时的三元锂电池，电芯来自江苏正力，封装方式用了广汽自研的弹匣电池，埃安也在用这种电池。这套插混总成的体验还是很不错的，油和电的一体性很强，没有什么割裂感。而且发动机的声音很小，除了亏电时需要比较高的转速发电，绝大多数时间在车内的感知并不明显，一方面是因为190马力的2.0T发动机动力足够强，不需要拉高转速输出动力，另一方面发动机舱用料很足，隔音做得很好。不过整个系统的动力响应偏慢，即使调到运动模式地板油加速还是有点慢，另外电驱工况下，匀速加速到发动机介入会有一个明显的加速感，加速曲线不够线性。

底盘方面，20万的价格，在平路能有40万的体验，高级感不错，但一旦走烂路，尤其是连续细碎路面，体验立减10万，底盘的滤震能力不足，连续震动较多而且不太好听，质感一般，如果你所在城市路况不好，最好在试驾的时候走一下烂路感受一下。

GS8/ES9有三套动力总成，分别为2.0T+8AT的燃油总成，2.0T+E-CVT+电机的双擎油电混动总成，2.0T+2DHT+电机的插电混动总成。如果你追求性价比，那么选2.0T+8AT总成是最稳的，虽然油耗会高一些，但燃油车的稳定性、维修成本都要更有优势。如果你预算比较高，追求动力、稳定性、油耗，那么可以买双擎，丰田双擎的质量在全球都是有目共睹的，而且GS8用料很好，双擎在丰田车上很吵，但在GS8上噪音应该没那么大，体验会更好。如果你所在城市绿牌有优势（不限行/不限牌/有补贴）并且自己有充电桩，那么可以考虑ES9，毕竟不到23万起售的中大型插混SUV，纯电续航里程还有143公里，这在市场中还是独一份的。",2024-01-14,
