字段1_文本,字段2,时间,字段3
用户60818281,后排座三人不舒服，长度够了，宽坐着不舒服，高速油耗能控制在六个油就好了，纯电续航市内够用。车开起来还是很舒服，就是车机太傻，导航几乎没用不好使。,,银川
李同学就行,"【空间表现】
空间还可以，家用也够了，后备箱真挺大，放家用东西足够
【油耗】
我不充电，大概市区 5 个左右，当油车开，国道 60 公里，开空调，坐标沈阳，油耗 6 个，比较满意
【续航】
目前零下 2 度左右，续航 76 公里，充电 2.40 分钟左右，开动力回收能达到 80 吧
【舒适性】
座椅有点硬，但是我自己改了，还不错，挺舒服的
【智能化】
车机这个远程啊，放一晚上，肯定连不上，好几次了，开一段时间，就好了，这个我感觉得好好升级一下，20 来万的车你远程不行，多多少少差点意思，虽然我不用，但是肯定有用的
【最不满意】
就是内饰啊，太简单了，毛坯房你也得加个大白啊
【购车经历】
也没看别的车，评自己感觉，都是普通老百姓，挣钱也不容易，越看越花眼

【驾驶感受】
驾驶感受不错，电车感觉，没有声音，运动模式推背感比较强",2024-01-07,沈阳
bw001122,紧凑型SUV中算比较大的，后排中部地台凸起仅有三公分左右。 功能也比较多，360影像，盲区影像，车道保持…市区通勤可以纯电跑，省钱。 比较介意的是噪音大，车机破。高配最吸引我的是所有车窗一键升降和集成式记录仪。,2023-08-11,洛阳
王洪涛13,方圆100公里业务销售，有时候也跑个长途！空间很棒，动力也不错，隔音是真差，跑起来后胎噪风噪，没电时候发动机的轰鸣声。智能化一般，总体来说可以，最不满意噪音，,,漳州
我是马十八,还凑合吧，充电方便的话这个车就是真的香，我每天跑120公里，一个月快四千公里，还是蛮多的，没什么不好的，买的顶配，使用感也不错，客观的来说，日系车真的是能抓住消费者，我也是整整逛了两天车市，最开始不接受日系车，到最后看到绝望，抱着去试试的心态，试驾了一下，比途观l的插混好太多，纯油动力也很不错，再有顶配这一项加持，完全没问题,2023-10-25,银川
平淡是真204585961,基本都满意，就是感觉车底盘有点低，和轿车底盘差不多。智导互联有时候连不上，充电车内没有显示，纯电没有电量保护设置，其他的感受以后慢慢再添加。,,延安
ashenger,因为是绿牌，没购置税，市区家用上下班通勤够了，偶尔跑长途也没有里程焦虑。但是纯里程能稍微再大点就更好了，二线城市稍显不足，如果是一线城市就更不够用了,,福州
用户1403257188460,星辰蓝配黑轮毂我的最爱，外观既霸气又运动，除了内饰太简陋，其他都很满意，油耗在慢慢降，家里按个充电桩很香,,唐山
帅气的多气,空间，舒适度都可以，驾驶感受还行，就是减震不好，遇到井盖震动厉害，续航到50%电后，亏损严重，其他没啥问题！,,郑州
车道山前,"【最满意】
1、驾驶辅助硬件传感器有5颗毫米波雷达，也可是实现打转向灯变线的功能；
2、第四代i-mmd混动系统是全新的，包括2.0L的阿特金森发动机；
3、油箱加大到46L；

【最不满意】
1、没有快充，买车辆车家里一定要有桩，在社会上慢充太浪费时间了；
2、没有四驱车型，油箱加大侵占了四驱机构的空间；
3、最离谱的是售价：crv phev还没有上市的时候，湖北省就官宣全系优惠2个W，前无古人，颠覆三观。领耀版的官方指导价竟然是28万多，目前终端售价有不同程度的优惠，一个西安的朋友买下了几十公里里程的试驾车，4s给了一个8折，可见这个车的定价有多虚。经过了3月份的降价大潮，日系车的价格体系已经动摇了，需要重新估值定价了，本田需要提高觉悟，认清形势。",2023-06-12,
孝先和贵,总体还有，有面有范！操控还好，提速快，经济实惠，美中不足车机糸统不流暢，不好用。,,荆门
吃鸡吃饭天花板v,噪音有点大，尤其是电换油的时候；车漆有点薄；电池太小，要经常充电；还有刚从手动挡换成自动挡一下子摸不到档把有点不习惯，主要不喜欢按键档，要是飞机挡就更好了。,,白银
博学山丘cL,坐标新疆。满油满电冬天续航300公里。夏天满电80-100      冬天满电30-45。 没有快充很伤心。  并且不到1年12v小电瓶也没电了，故障码全亮必须4s店过来解码。   油箱太小。   只能说不太适合新疆。,2023-01-30,
小黄山仔,【空间表现】 这是我比较满意的，空间家庭用是不错，一个字大。 【油耗】 跑了接近1000公里，高速400公里。综合油耗是4.6。加了两次油，一次200块左右。上下班更不用说，基本上用不了什么油，充电一个星期充一次，因为我上下班都比较近来回10多个公里。油基本没动。相比油车还是比较省的，起速快也很安静。 【舒适性】 对于SUV来说，算是舒服了。但是跟轿车相比，在高速上轿车会舒服些。一般上下班都还可以。 【智能化】 这个只能说一般般，基本够用，相对于国产肯定比不上的。 【最不满意】 油箱续航太短，如果这个能够改成大点的油箱那就perfect了。 【提车价格】 全包23.7W，有没有比这个更便宜的。因为我在深圳买的区补12000，市补10000。折算下来是21.7W 【驾驶感受】 低于100速还可以，超过100各种噪音。但是在接受范围。,2022-11-02,深圳
用户7607066431049,"先说外观
这代外观确实不错，家里有家里有辆10年的crv，感觉这代外观霸气了不少，黑色好看是好看，就是太不耐脏了，刚洗完一天就是一层灰。

内饰
中规中矩，这是说的好听点的，多功能方向盘跟2010年的crv基本没啥差别，多了个大屏幕，其他感觉真的差别不大，十二年了基本升级不大，毕竟本田。

空间
空间不用说，是真的大，本田真·空间优化大师，
可能这就是皮薄的原因吧，后排坐着很舒服，后排坐垫很长，腿部空间也很大，头部空间也很足，坐四个人的话我是不愿意做前排。

配置
配置上丰富程度肯定不如同价位国产车，但是基本够用，不是顶配没有电动后尾门和座椅加热有点难受，顶配还要等车，就选择提了个中配，有点后悔了

续航
ev续航很实，不管是慢慢开还是sport大脚油，基本上标多少就能跑多少，冬天大概75，现在基本上85，在市区很够用。三天充次电，到现在跑了1200km有两个小长途，还没加过油，现在这个油价真的是让我很舒服。

智能化
就那样，有个主动刹车，判定还行吧。acc还不错


开SUV还谈什么驾驶感受，基本等于没有。转向指向还算精准，虚位不大，前段加速很轻快，高速过弯开着sport还行不开侧倾有点厉害，还是那句话，开SUV就不要谈驾驶体验了。
【提车价格】
买贵了25.58开走的，看了看现在这个价买个顶配没问题，血亏
【最不满意】
没啥不特别不满意的，是个好车，省油空间大，通过性也不错，很平庸但是全面好用的工具车。",2022-04-12,濮阳
