字段1_文本,字段2,时间,字段3
极速海浪NG4,开着还是很稳，动力还行，电车嘛，动力再差也差不到哪去，刹车用起来不习惯，刹车没有油车那么平稳，轻点没有，重一点就刹停了,,重庆
叶子4487072207166,外观内饰属于耐看型，配置和国产新势力来说只能算是杂牌，高速100-120km/h续航电耗17-20kw，也就是600km的标称能跑400km。发现高速下雨电耗比较高。,,上海
悦视左右,"一汽大众近期对旗下的大众ID.4 CROZZ车型将进行升级换代，而这款全新版的大众ID.4 CROZZ车型目前已经在最新一期的国家工信部申报的汽车目录中出现，新车将基于MEB模块化电动平台打造，属于一款纯电动紧凑型SUV车型，新车最大的变化在于续航的提升，根据我们获得的信息，接下来就一起来分析分析吧。

作为一款年度改款车型，这款全新版的大众ID.4 CROZZ车型在外观的设计布局方面，很大程度上延续了现款在售车型的设计风格，家族气息非常的浓郁。前脸部分，贯穿式的日间行车灯带连接两侧的ID.Light光眸LED大灯组，中间的车标logo还可进行发光点亮，夜间点亮后极具辨识度。车身侧面，门把手则采用了内嵌式的设计，各处细节上还进行了黑色涂装，比如说车顶、外后视镜、轮毂等等；车尾部分，贯穿式的尾灯和前大灯相呼应，并且还有着“一汽大众”“ID.4”“CROZZ”等字样，以此来凸显其身份。

内饰方面，新车的内饰将延续现款在售车型的设计风格，不过在豪华性和档次感方面丝毫不逊色于当下的同级别车型，车内配备有5.3英寸全液晶仪表盘+12英寸中控大屏+增强现实抬头显示，车机系统则匹配的是智慧车机4.0系统，支持高德地图导航、智能唤醒在线娱乐、倒车影像、支持CarPlay、CarLife拓展、30色氛围灯、OTA升级等，配置更为厚道。空间上，新车的长宽高分别为4592*1852*1629毫米，轴距为2765毫米，属于一款主流的紧凑型SUV车型。

动力方面，新车将搭载分为单双电机系统，其中搭载最大输出功率为150千瓦的单电机后驱系统，以及搭载最大输出功率为230千瓦的双电机驱动系统，并配备升级后的80.4千瓦时的三元锂电池组，CLTC综合续航里程分别提升至560公里和601公里。此外，在快充模式下28分钟内即可充电到80%。感兴趣的可以多加关注，后续将会持续更新。",2024-02-22,
吃大众螃蟹的小白鼠,"【提车价格】
裸车23.99万，选了热泵+天窗，共1万。再加上保险，就没有其它费用了。然后店里送了脚垫，后备箱垫，行车记录仪，贴膜，试驾600元京东卡。

7月初提的车，现在已经开了1000多公里了，来说一说感受。

【空间表现】
我之前试过埃安Y，那个小型SUV的后排真大，但后备箱小。相比之下，ID4的后排空间只能说一般般，但后备箱的空间还算不错。

储物空间最遗憾的就是前排水杯槽下方，应该再弄个储物槽，现在感觉有点空间浪费。

【乘坐体验】
舒适性不错，没有槽点。座椅按摩虽然力度不大，但能缓解下疲劳。

【动力表现】
8秒多的百公里加速时间，在电车里中规中矩，但体感上不错，可以和7秒多的油车媲美。因为电车超车提速时，省下了油车发动机升高转速变速箱换挡，涡轮起压的时间。体感上很快，动力随叫随有，日常开动力完全够用。


【驾驶感受】
行车质感好评，无论是方向盘，底盘，还是动能回收，很舒适。车里的静谧性也很好。


【续航】
续航非常满意，很实。一个人在城里开，开空调25度，续航上550公里非常轻松。车里再坐一个人，续航500+

【充电时间】
一直在开迈斯充电，充电功率在90多kW，电量到80%以上，就降到45kW左右。时间还是很快的，充电到90%，40多分钟就完事了。

【最不满意】
最不满意就是软件，BUG多。车机老乱蹦故障，车联网掉线，车辆重启之后就没事了。APP显示里程不准，蚂蚁森林，优驾计划没有数据。前几天去店里更新了系统，说有五大模块更新，更新了一整天。目前车机没有乱蹦故障了，但蚂蚁森林这些数据依然没有。

整体还是令人满意。对于国内MEB首款车，又是前几批，软件BUG也能理解，但应该尽快修复更新。听店里技术总监说，OTA功能厂家正在开发，以后就不用来店里更新了。",2021-07-19,北京
寒霜工作室,"大众第一款真正意义上的纯电动车，总体不错但小问题比较恼人

优点：各方面表现均衡、性价比不错、驾乘体验不错
缺点：低速啸叫、小问题多、第二排空间一般

先说优点，ID.4最大的优点是各方面表现均衡，综合产品力不错，21.99万的长续航PURE+两驱版（次低配），204马力550km续航，拥有L2自动驾驶、LED大灯、无钥匙系统、电尾门，配置很不错，贵两万的长续航PRO两驱车型还有座椅加热按摩和360全景影像，另外选装的价格也不贵。

虽然20万的价格看起来不如小鹏G3和威马EX5这些车，但大众车型的定价一贯偏高，后期终端优惠会比较大，再加上ID.4是电动车，后期优惠大概率更高，20万不到买一辆合资品牌、550km续航、质量售后有保障、配置不错的电动车，性价比还是很高的。

驾乘体验上，ID.4比大众的油车要强上不少，大众现在的汽油车路感都很单薄，像在开纸壳子，但ID.4开起来更扎实，悬架的感觉有点像老奥迪和上代宝马5系。动力上虽然没有Model 3猛，但日常驾驶完全没有问题，不管起步还是超车都游刃有余。唯一的不足是方向盘偏重，单手原地挪车比较费劲。驾驶模式上我推荐[经济模式]，舒适模式起步油门控制不好会有闯动感，经济模式下这种情况会好很多。

再来说说缺点，大缺点没有小毛病比较多，最烦人的就是低速电机的啸叫声，低速巡航的时候会发出轰轰+嗡嗡的声音，并不安静，作为一辆电动车很不应该。

车机多媒体系统略卡，虽然多媒体系统的界面简单清晰还不错，但滑动起来略卡并不流畅，并且距离驾驶员比较远，需要伸手去够，危险性增加。

全车按键几乎都是触摸式的，误操作的几率很大，你要说你像Model 3那样只有一块屏幕也没问题，人机交互做得好触控操作也会很方便。但ID.4的空调、天窗、方向盘都有单独的控制区，这种情况下做成触摸就没有任何意义了，还不如做成实体按键方便。

车内空间问题，前排空间大不顶腿，后备箱空间也很大（但比较深拿行李不方便），但第二排空间表现就比较一般了，也就普通A级车的水平，稍微瘫坐一下就顶到腿了。

总体上来说，ID.4的产品力和性价比都不错，满足了大多数人购买纯电动车的需求，但在一些细节设计方面还有不足之处。另外这辆车的外观、内饰、驾驶视野都和普通汽油车不太一样，还是要去4S店试驾后再做决定。

什么人适合买ID.4？有纯电动车需求，但看不上小鹏、威马、比亚迪这些车，可以考虑ID.4。一方面品牌更好，产品力和售后更有保障（不用担心造车新势力突然破产），另一方面设计更简单大方，同时性价比也不低。",2021-04-15,
用户5291122288058,家里第一辆新能源车，给老爸买的。买的时候就看中操控、安全性，考虑到中老年人学习能力一般，所以过于先进的功能和车机对于我的选择反而是劣势。赶巧有大众这么一款底盘表现出色，车机系统遥遥落后的车，太适合我爸了。 【空间表现】 空间表现符合预期，后备箱空间一般，考虑到溜背造型的帅气，忍了。 【充电时间】 开回来只充过一次快充，40分钟从20%-85%。 【续航】 续航没有网上说的那么实在，高速8折，打空调折上折。不过我爸就在县城开开，问题不大。 【智能化】 虽然车机很呆，但是我爸反正也不用，上车直接carplay 。其他功能对他而言都是花里胡哨。 【最不满意】 最不满意的就是织物座椅，颜色也浅，看着就不耐脏！还有后窗升降很麻烦，大众就差那2个按钮钱吗？ 【购车经历】 个人觉得ID4.X更好看一点，但贵了将近2万元，且个人认为增加的配置并不值这个价，最终还是选择了C。而且20万级别，我可能又要纠结小鹏G6了。,2023-09-19,南京
进口空调专家郑先森,外观没的说，还是很满意的，底盘也是选择id4c的原因之一，大众的底盘应该不会踩坑，内饰的话还是浓浓的大众风，软质包裹比较少，硬塑料较多，车机就不说了，日常用用没问题，用的也比较少，对我来说可有可无，总体来说还是满意的吧！最满意续航，我是24款丐版，官方续航442，不开空调，日常市区，偶尔回乡下，是要上山的，爬坡比较多，充满电能到469，这个是我没想到的！,2023-10-24,台州
侃爷12321,车机交互受不了，其他待验证，看首次满电能跑多少公里，配置够用，该有的都有了， 【空间表现】 正常家用空间够用，后备箱空间足够大。 【充电时间】 首提，待验证 【续航】 公里数计算逻辑还算真实。实际公里数跟续航剩余里程相差不大， 【智能化】 唯一槽点就是这车机，好像上世纪产物。 【最不满意】 1.车机交互， 2.主驾驶后排玻璃升降按钮没有，有点不可思议，不知道设计师是出于什么考虑，降低成本？ 3.中央通道扶手为啥脚底下留成空的，感觉好浪费空间 4.中央扶手前边水杯架是不是有个盖板会更好 5.后排放倒跟后备箱不是平的，高出来一截，感觉好不舒服。 【购车经历】 综合对比，续航，整车质量，价格，空间在接受范围内。,2023-11-22,石家庄
用户9896954400149,车子是10月7日在重庆商社购买。2024款pro，现车，星黛蓝。20万落地，包含税、车险、充电桩（免费安装，送40米线）、上牌（返我300元，自己开回自己去上的牌照，花了110元）。只送行车记录仪（功能不是很好）、车内垫子、尾箱垫、玻璃贴膜（由于要上牌后贴膜，贴膜的地方离家一百多公里，就没要他送的膜，自己在本地找朋友贴的，窗和前后挡风玻璃一共花了600元）。上午交钱，下午开回家。不满意的地方就是它的车机。语音唤醒要按按键，同时它不能完全听懂我的重庆普通话，还有车窗升降逻辑有点乱。最满意的是车子跑高速底盘很稳，续航很真实。600的速航高速可跑4百多公里，自已车位有充电桩，国家电网接不了，接的小区物业的电，0.6元一度电，高速每公里耗费一角多钱，城内通行每公里几分钱，非常满意。买了这电车后油车只有家里要同时用车时或要下乡跑烂路才开一下。电车用过后就不想开油车了！,2023-12-12,重庆
老陆开id,迟来的提车作业。                                                     第一次接触大众id4crozz是在2021年10月份。驾驶感受就跟燃油一样，提速方面更是超过燃油车。底盘稳得一批，从此心里就开始惦记上了。直到23年11月7号这天订车加提车心里说不出的高兴😀。2024款PRO版珠光白加2000元没有加装选配开票价16.99，首付1.99加保险上牌共2.59万，分期五年月供3100可以到两年的时候提前还款没有违约金，实际上两年利息算下来1.44万。实际车款等于16.99+1.44=18.43还是要比全款价格优惠好多。怎么样铁子们这个提车价格可以吗，你们大家提车城市价格怎样欢迎互相交流学习经验。,2023-12-21,郑州
三角界的,【续航】 车续航真的有点闹心，零上5度满电空调开一阵关一阵子节省的用。最多能跑200公里，唯一不足之处,,青岛
丁存金,算是目前20万以内长续航纯电车型的最优解，底盘整体支撑性和84.8度的三元锂大电池真的香，满电状态下高速续航实测350-450，满电状态表显580-610不等，城区日常通勤实测可以500-550。缺点就是后排座椅比较直，座垫偏硬，常坐不舒服，车机配置比较基础，不过目前用下来还算流畅，基本能满足日常导航听歌那些，后轮鼓刹也是很不友好，自修复轮胎后期更换可能成本略高。,2023-10-07,昆明
Robin16607,【购车经历】 预算20以内的纯电车，试驾当天就订了，销售基本上没什么东西赠送的。 【驾驶感受】 12月11号提的车，中规中矩，整车质感比较好，隔音效果还是不错的。动力基本上满足家用，市区随便超车。我驾驶习惯比较暴力，基本上是地板油。车机会出现卡顿，反应迟钝。座椅按摩基本上没太大用处。在广东地区，如果有座椅通风会更实际一点。上下班代步用，来回一天100多公里，目前1200公里。电费比油费便宜太多，简直不要太香。赠送了开迈斯充电桩，自己有车位还是很有必要安排充电桩的。之前油车每月2000多元油费消耗有点太大了。 【提车价格】 买的24款por版，全包办齐落地19个，感觉没有薅到羊毛。 【动力表现】 动力表现还算可以，比较蛋疼的就是D档没有动能回收，B档才有！,2023-12-23,珠海
清新青山SHH,最满意的就是动力，充电的车果然比加油的车提速要猛，路口起步我永远的是第一位。 最不满意 后排的空间太小了，按照177的我，也属于中等水平身高，坐在后排完全没有多余的活动空间，腿部距离前排座椅连一拳的没有，坐在后排太挤了，太憋屈了。 续航 堵车情况续航严重虚标，上次国庆从广州出发至武功山，出发前看了一下续航里程表显549KM，在南韶高速堵了5个小时，平均时速不超过10公里，堵到了韶关车子居然快没电了，距离前方汝城南服务区还省91公里，但我的续航只剩30公里左右了，不敢开了，万一在高速公路上趴窝就麻烦了，最后还是叫拖车拖到目的地的。,2023-12-04,唐山
无双星辰6Jr,"【空间表现】
空间中规中矩，够用的
【充电时间】
400v平台，速度就正常速度
【充电时间】
快不了
【续航】
442续航，🔋官网54度电池气温6-7度，B档，电耗在22左右，空调21度，风速一档，空调巨费电，电控垃圾，正常使用能跑230出头，高速110km/h也就180左右，120的话更少，本人脚不重，黄金右脚当我没说，下面有我续航图片
【智能化】
几乎没有，全靠CarPlay 
【最不满意】
电控巨辣鸡，零下地区真的不要买，就是一个大号老头乐。能不买就不要买

【驾驶感受】
说实话大家不要抱太大期待，地盘是整，但是多余的左右摆动会比较多，不如探岳，途观地盘，过个减速带就知道了。
【动力表现】
动力前50码可以，后面还不如油车",2024-01-19,南通
lswqq,除了车机拉胯，低速风噪大点之外，驾驶感觉很好，易上手且舒服，置物位置也还可以，,,肇庆
实在橙子5c8,"买车吧，自己喜欢就行，毕竟是自己花自己的钱，买自己喜欢的东西，说实在的，我从来都不喜欢什么大沙发，大彩电，大冰箱那些，对于每天通勤来回就100来公里，偶尔周末带孩子出去浪浪，听听音乐就够了，之前的斯柯达，3年9万公里，甚至于连定速巡航都没用过，很何况那些高科技的功能。
【续航】
很精准，没有虚标。
【空间表现】
空间也很满足

【最不满意】
后排位置坐姿不是很舒服，个人观点
【驾驶感受】
还是那种熟悉的感觉，地盘是真的很爽。",2023-11-28,贵阳
交话费发让人,1；起步很快，轻踩车子就往前窜，要找到合适的脚落地，不然起步有车容易追尾。 2；紧凑型车身，轴距较短，坐在后排挤腿，180的我大概只有1拳的距离，长途乘坐很不舒服。 3；充电麻烦，东北这大冷天等的难受，充电不方便的话，还真不建议买电车。 4；电车开着很安静，好吃就安静，坏处就是容易犯困，猛踩加速踏板也没有油车发动机传出的声浪，开电车上高速特容易犯困。 5；德系车果然偏向运动，没有什么舒适性可谈，底盘好硬。,2023-12-03,潍坊
下次v爸爸,空间：一般般，后排比同级别的紧凑型SUV空间大一点，我坐我爸的荣威rx5后排，我后排腿顶前面座位了，我坐我的大众后排，我还有1拳半的宽度才到腿，都是按我爸190斤175身高调好的坐椅。 续航：续航也的确是个问题，电耗较高，实际续航与标注续航大概存在100公里左右的偏差。 缺点：值得吐槽的点就是车机系统太垃了，内容也不够看，只能简单听听歌，还有就是导航系统，跟现实中红绿灯读秒相差太多了，跟现实中的红绿灯有7-8秒的误差，不知道大众车机系统用的是谁家的，太落后了，还有2023年了，仪表设计的跟9几年的老人机一样，算了算了，多说的是泪。,2023-12-01,湛江
羅大爷Lllll,本来是先买ID3结果看了ID4差价不大就地盘也高点毕竟电池在地盘下面。动力：没有ID3好但是绝对够用。续航：4s给我充满了显示366，成都9-15度天气城市跑能耗13~14左右。内饰配置：比我原来探岳GTE差多，但是价格便宜多了。 改装：换人个打孔方向盘和离手模块，堵车时候正好用，但是还是要注意加塞的识别不到，还换了个后视镜折叠。不满意的： 新系统没有爱奇艺了，导航还是比较好用没有说的那么不堪。,2024-01-17,成都
印哄锯印1,2个月用车不足地方，不喜欢勿喷。 1：车漆比较薄，跑一趟山路，左右全是划痕。 2： 大灯远光不聚光，射出去的灯光是直接向两边射出去的，中间一团黑的，能见度30-40米，高速路上和国道开起来远光基本等于没开； 3：倒车的时候底盘下方有点异响，像是悬架那块发出的异响。 4：车子刚启动的时候，车机界面有点延迟。 5：德系车一个样，底盘悬架偏硬，过减速带坐在里面很不舒服。 6：新车内饰有点异味，买了二个月还有一点点，放了瓶香薰才能得到改善,2023-12-02,潍坊
给v问问他,前前后后给我总体感受，体验感很一般 第一车子的隔音性很一般，在高速120以上上真的很吵，风噪胎噪在耳边嗡嗡作响。 第二动力灵敏度感觉不一致，起步的前端动力很有劲，提速也很快，速度80以上动力就弱很多，80码提至120感觉很费劲，如果车内坐了人的话，提速更加的费劲。 第三就是开这个车有点挑身高，180以下好说，不顶头，很不巧的是我身高187，不管坐前排还是后排，头顶的快碰到车顶了，我的驾驶位已经调的是最低的了，距离车顶还差个2-3指位，每次上下车的会撞头。,2023-12-03,宿迁
简简单单31067,【智能化】 车机表现差，语音助手差，车机自带导航和老年手机一样，体验不行，只能用carplay或者carlife链接。 【空间表现】 空间表现比预期好，本身接近4.6米的长度，以为会很窄，实际上还,2023-11-15,成都
好奇塞莱斯廷9T1v,【最不满意】刚买的时候内饰就有一点异响，能接受范围内也没太在意，现在到好后面两个C柱中控台也开始也有点异响、过个减速带也有点异响。2有一次车子在外面，淋了一晚上的雨车子居然启动不了，过了一会又恢复了3.德系车的隔音跟日系车不相上下、高速上真的是很吵的状态，正常沟通听不清楚人声、说话声音需要大声说。 【最满意】 空间比同级别大，电车省钱，充满不到200，比油车划算，就是电车后期保值率低。,2023-12-02,孝感
自由小四轮,好车，驾驶感受好。续航拉胯，车机负分。总体来说作为家庭第二辆车，地库有电桩情况下，还是很香的。,,石家庄
Kyon473,之前一直有关注id4，因为领导家人去年换了id4x，现在到自己需要换车，就考虑电车。先后看了比亚迪，大众，别克，赛力斯，由于对车机要求不高，更加在乎车辆本身底盘调教，驾驶感受，正好降价了也在预算范围，综合考虑后选择了id4crozz。 【空间表现】 得益于轴距长，后排空间够大，很舒服 【充电时间】 还没充电，看官方应该8小时充满吧 【续航】 提车后320km左右，自家可以装充电桩，够用了 【智能化】 这个真无所谓 【提车价格】 裸车价14.6 【驾驶感受】 后驱很爽，转弯半径小，这个我最喜欢的一点 【亮点配置】 后驱吧,2023-12-04,佛山
用户2639910124883,智能化操作太拉跨了，车机网络经常掉线，续航着实让人担忧啊，充满电只跑了100公里，就剩下80，国产车，加油,,上海
Qianbaiwan1986,【空间表现】 还可以，后排稍微小一点，整体来说还可以 【充电时间】 充电跟大多数电车没区别，快充装110A左右，1个小时 【驾驶感受】 跟油车一样，提取也够用，底盘很稳。没有发飘的感觉,2024-01-13,天津
完美辰星4FM,【配置】 配置不高，日常也足够用 【动力】 动力够用，超车比大部分家用车要快。 【空间】 空间小，驾驶位稍微往后调一下，后面就没什么空间了。后备箱空间小，放一个自行车就没什么空间了。 【异味】 新车内饰异味有点大，老人小孩闻着说不舒服，网上买了瓶香薰好了些。 【续航】 续航虚表大，跟官方宣的600相差十万八千里，实际只能跑530公里左右。,2023-12-05,保定
淡定扑克9cP,驾驶质感一流，底盘稳。速度90以下很安静。车机功能太少，没有蓝牙钥匙。预计续航在北方冬天7折，夏天8折吧。刚开了1000公里，后续再补充。充电速度能到80 KW，反正比旁边的比亚迪快多了。,2023-11-19,东营
你是否刚刚,【最不满意】导航不精准，经常在导航的时候，自动切换路线，还不如用手机导航。 【销售态度】 销售人员态度不是很好，我跟销售说过导航的事，说是受雨雾天气的影响，我说能不能在假一点，跟天气有什么关系？ 【驾驶感受】 我以前开的车是手动挡的车，换挡顿挫严重，现在换电车了，开起来没一点顿挫。 【最满意】 隔音算比较好，比我之前的手动挡安静，不过在市区开业有噪音，能接受范围，高速上风噪就比较大，放歌音量要调很大，噪音才能缓解。,2023-12-04,泰安
不乖我就闹rbt9s,买回来这时间发现几个小毛病 1. 无线充电功能偶尔失灵，有时在充电有时不在冲电。 2. 中控屏幕太小了，操作起来一点也不方便，而且功能又少 3. 座椅用料确实不咋地，用的仿皮材质，摸着质感一点也不好，很粗糙，同级别的日系车座椅的用真皮了。 【最满意】 有座椅加热，座椅按摩座椅记忆，这几项确实很实用，同级别很少有车有座椅按摩。就怕开个几年出毛病，维修费高。 【驾驶感受】 隔音一般，风噪的大小是根据你的驾驶速度成正比的，在城区限速40码，也开不了太快，在40码左右，风噪可以说没有，能在快点就是高架了速度70码左右，连接蓝牙放点歌还能接受，但上高速开到了90码以上，随之而来的就是风噪越来越大，就连放歌也无济于事。,2023-12-02,
沉着花猫FhZ,续航扎实，外观不错，空间一般，唯独后排座椅靠背太不舒服了，而且还不能调。,,郑州
陈立565,先说缺点，车机实在是太落后了，其实基本功能都有，就是车机烂的一批。导航也不好用，连接carlife也体验一般。其他都很不错，续航，驾驶感受都挺好，很稳。,,成都
欢快溪水9QN,【最不满意】 中控储物空间太少了，不可理喻。变速箱在低速偶尔抖动，有时候等红绿灯的时候不知道哪来的顿挫感。 【最满意】 充电速度比同级别电车快一点吧，快充1小时之内吧。 【电耗】 电耗有点高，现在的荆州电车充电的电费上涨，这车百公里要14.9kwh，我觉得高了一点，可能是新车的缘故吧。,2023-12-01,荆州
不凡海洋HDe,驾驶感受：加速踏板太灵敏，轻轻一踩，车子就往前窜，尤其是等红绿灯的时候，特别容易追尾，我买车一个多月，到现在我还没适应。 底盘确实是硬，过沙石路面或者路面不平的话，反馈给驾驶位的感觉就是（硌脚），可能会跟底盘调教有关系，优点操控好，缺点舒适性差 最不满意：还是一如既往的老气设计，看着不符合新能源车型的外观设计。（图片跟旁边宝马对吧就能看得出区别） 最满意：就是他的空间很大，地台纯平的，坐在中间的也不难受。,2023-12-02,萍乡
天使不寂寞888,空间大，智能化太低，市区代步还行，出城附近几百公里就不指望了，该用油车还是油车吧,,南通
豁达高山FNg,除了好开好看以外优点不多。 智能化几乎没有，全靠我的hicar 座椅还可以,,杭州
余忘smile,合资品牌，值得信赖，优惠力度很大。车辆操控性很好，老牌车企MEB新平台的结合调教该有的一惯表现。续航扎实，宁德时代的用料不虚！车机一个无线carplay轻松搞定。智能化有待提升。空间超出车辆该有的表现。驾驶起来底盘稳定性很不错。来自于德系车调教，不错。,2024-01-10,昆明
真待银亲,最满意的就是空间，后排的空间对于我们家庭够用，后排座椅可以放到，节假日出现也能放的下很多东西。 最不满意 优惠小，价格高，23.58w的价格来说，国产车有很多品牌可选，说实话有点后悔买这辆车。 动力 速度上来到120码以上，再来一脚动力有点吃力，120升至150动力表现有点吃力，不知道是不是电车电池配重的原因呢。,2023-12-03,武汉
vbersoft瑞宣,这什么车呀，提车2个星期才开了316公里无钥匙功能出现故障了，无钥匙进入功能有时走到门边，拉门把手没效果打不开门，多拉几次还是无效，最后无奈拿出机械钥匙解锁。去售后检查了发现是钥匙电池板损坏了，最后在4s店更换个电池板才解决了，提车短短几天就出现了质量问题，心寒。,2023-12-01,石家庄
已半生ol,外观设计属于耐看型的，时间久了觉得还不错。车机配置很低，智能化程度也很低。不过续航里程显示的准确。平时在路上开动力也够用。,,临沂
木石评车,"大众ID.4 CROZZ是最能代表大众新能源研发实力的一款车，限量版目前14.79万的价格，目前在中国市场应该是无敌。而在汽车工艺，内饰水准上，大众的制造水平比二线新势力要高出很多。

这个大家可以去对比，零跑，哪吒等同级车在制造工艺上，跟大众还是没法比的。此外在电池配置行，这个价位，选择宁德时代三元锂电的车型应该不多。

所以，大家在选择电车时，不要盲目跟随媒体的忽悠，可以自己去店里看看，不要盲目排斥合资电车。自己去试一试车，跟同级的新势力电车，以及byd的电车比一比，就能发现合资电车还是由一些优势在里面的。

现阶段，大众ID系列已经全面放下身段，开始用性价比来吸引用户。这也是这款大众ID.4 CROZZ目前最大诱人之处。",2023-10-22,
我是奔波儿的爸,一流的底盘调教，纯正的德系体验，极具辨识度的外观。夜晚的迎宾车灯还是挺酷的。除了车机智能化不够以外其他地方堪称完美，而且也没有卡顿，非常流畅！续航虚标也不严重，是辆非常适合家用的紧凑型SUV。,2024-01-15,
用户8946779453599,【购车经历】 本来是订的宋PLUS DMI，7月初订的车，等了整整4个月还是没有消息，销售意思是不确定什么时候有车，年底前都不一定。一怒之下退了定金，本来一直想买一个国产车，比亚迪让我太失望了，长城又没有电车。只好去试驾了ID4。试驾结果LD很满意，反正家里还有一辆油车。于是就是ID4了。从订车到提车才一星期。 【驾驶感受】 我对这车的动力是比较满意的。不想要动力太强的车。因为电车没有油车的怠速缓行.倒车还是缓行都需要踩油门。对脚法的控制要求很高。而且动力太强对后座乘客真的很不友好。整车的操控还是很不错的。底盘很整，避震也不错，有开奥迪的感觉。方向盘标定很好。有种老液压助力的味道。没什么虚位。导致直线行驶时，总感觉要稍微修正一下方向盘。油门表现还好。稍有一点窜，能接受。刹车调校不太好。不够线性，低速行驶时很难像油车一样很平缓的停下来。这个缺点比较恼火。 【空间表现】 空间表现比较好。后排中规中矩。但尾箱很大。这个我喜欢.还有就是车门特别重。感觉非常扎实。 【续航】 目前才开了两百公里.感觉开400公里应该没问题。以后开2000公里再来更新。 【亮点配置】 亮点配置几乎没有。比起同价位合资车配置算高的。但比起国产电车差太远了。 【最满意】 最满意的是隔音表现和气味。NVH一流，跟国产车比也毫不逊色。走水泥路面和沥青路面声音相差不大。80公里车速时在65分贝以下。还有整车几乎没有气味。也没有大家常说的所谓新车味。 【最不满意】 最不满意的是车机。非常垃圾。音质一般。反应也比较慢。没有歌词显示。应用商店里啥都没有。想装个百度地图也不行。除了显示效果好一点。与以前的非智能合资车机没啥区别。另外，前两天黑屏了一次，重启两次后恢复正常。,2021-11-23,佛山
Moto地平线,"提车地点，重庆
提车的颜色：珍珠白。
提车的过程可以说是一波三折。最开始车里的老翼虎开了有八年了，准备换一个新能源车。看得也很多，有小鹏G3，小鹏p7还有比亚迪汉，哪吒U，上汽R车。有一次和老婆去逛街，在步行街里面偶然看到了一汽大众ID4，外观无懈可击，特别是他的前大灯有IQ light功能有迎宾公园非常的可爱之前，车票和后车标都可以点亮，完全是这个车的灵魂，老婆一眼就爱上了决定就买这个车，我是七月份订单，大概过了半个来月4S店就开始通知过去提车了，没有其他的费用，自己买保险上户，使用了两年的免利息金融。
    驾驶品质很好支撑到位，过弯给你有足够的信心，空间还凑合不算特别的大，但是轴距还比较大有2.7米。外观比较好看，我选择珍珠白加了钱有黑白撞色的好看，大轮毂防扎胎轮胎给你一份信心，nvh做得很棒，有L二自动驾驶，这辆车的灯光是灵魂有IQ light整个大众的标前面和后面都可以点亮，很好看。唯一的缺点是车机不太优秀，刚买来的时候死机黑屏，升级过一次，目前不死机了，网络连不上有一次，还有很大的进步空间。车机做好了这个车就完美了。
目前的电耗大概是17度100公里，最低我开到过12度电，84度电池，容量很大，大众的B M S电池管理系统能够实时地显示你剩余的行车里程数不再让你有里程的焦虑没有虚标。电车的好处就是坐在车里空调随便开，不用担心尾气中毒，每天用来接送小孩，太棒了。
这个车的首保是免费赠送的维护成本也低10,000公里，维护一次二百多块钱，厂家还真送了电池八年160,000公里的质保整车六年，质保还有ID圈子可以拿积分送很多很多的礼品，这完全就是免费白嫖，哈哈
对了，一汽大众赠送免费充电桩40米内不花钱。今年还赠送1500度开迈斯的专属充电额度。我基本用家里的充电桩，0.54一度电，真的很便宜。",2021-09-25,重庆
三十五35,【基本情况】 今年国庆订车，11月中旬提车，在预期的时间内交付，主要是为了能在年前上牌拿到新能源补贴。Lite Pro版，加装HUD和哈曼，这样还有的配置基本就都有了。当时也是出于这个考虑，跟同价位的车相比，还是体现性价比的。为何选择它，号称600km的续航打折后续航也能接受，能满足自己城区和城郊的驾驶需求，半个月充一次电。20寸大轮毂，全景天幕，电动尾门，座椅加热等配置俱全，又能不花钱只点券搞来抬显和哈曼，比同价位竞品划算。 【空间表现】 得益于电动化平台，拥有短前悬长轴距的优势，获得越级的空间表现，不到4600的车长，却有2765的轴距，后座空间宽裕。后备箱因为比较深的缘故，显得也很大，日常出行够用。 【驾驶感受】 开惯了燃油车再开电动车，动力相当充沛，尤其起步阶段，基本可以一骑绝尘，而且很静谧，一股电流的声音，没有燃油车的顿挫感。转弯半径小，适合在老小区和狭小地段闪转腾挪，对一辆SUV来说挺不容易。 【智能化】 L2级别的驾驶辅助，包括自适应巡航，车道保持，变道辅助，主动刹车等，日常绝对够用。容易上手。对于开惯了燃油车的人来说，还挺新奇，激发过一次主动刹车，关键时刻可以避免碰撞。 【续航】 买的长续航版，最近冬天驾驶会打骨折，可能开了空调的，可以开座椅加热和方向盘加热，也挺暖和。 【总结】 原大众燃油车车主，对于一位从燃油车转换过来的人来说，这电车带来的体验已经不错了，萝卜青菜，各有所爱。记得看到一句话让人挺感到的，买这车也是面对着网友的嘲讽，但出于对百年车企的信任。希望买车后的服务能够对得起消费者的信任吧。,2022-12-27,杭州
