字段1_文本,字段2,时间,字段3
用户9190919316752,驾驶性能没得说，甚至优于BBA。最最满意的点。底盘响应，加速制动过弯控制非常nice。 舒适性和空间，整体不错，对得起价格是没问题了。 智驾水平，暂不评价吧，明年看noa兑现状态。基础领航功能还可以。 车机智能水平，整体不错，有很多很贴心的图像显示。我老司机没什么大感觉。我媳妇儿但是极尽好评。我认为用处不大的副驾屏，反而是女儿的最爱，哈哈哈。 车机槽点： 车机导航有时候会有点神经病。 屏幕娱乐功能拓展少，如果能支持自己下载app就好了。 外观各有所爱吧，是我喜欢的点。我媳妇儿称呼他为圆胖，车身结构偏圆弧的，座椅和内饰偏圆的，连车控开关都是圆胖的感觉，还挺可爱的。哈哈哈哈哈。 续航，行驶里程不过5千，发言权不是很大。平均能耗十八九吧。配上这个车的性能，很好了。要体验高速随便超的感觉，总归要付出一些能耗喽！ 充电速度，快充服务区吃个早餐充好了，惊喜。慢充没啥感觉，5kw的功率吧。,2023-11-22,上海
cys蔡,更新：更新一张白天拍的，贴完车衣、贴完车窗膜的样子。之前在地库拍的，未贴车衣、未贴膜。车衣是AX的X系列，膜是3M的。 续航：提车还没跑完一箱电，也不知道到底能跑多少，按表现能耗，500+、600+应该不是问题，看脚法了。不过有家充，不太在乎能耗。 空间：乘坐空间没得挑，但车内储物空间不是很优秀。没有手套箱，中央扶手箱虽然深、但开口小。里头也没灯，不好找东西。中控下方空间虽大，但防滑做得一般，激烈驾驶不实用。 乘坐：4个座椅满分，后排中间座椅0分，从屁股硬到背部。前排吸风式通风好评，全车没有按摩可惜了，连选装都没有。 驾驶：这么大的车身还挺灵活，转弯半径比我之前4.71长、1.91宽的SUV还小；半幅方向盘小小的，很灵活，虽然圈数不算少，转向手感挺好，还算精准，运动模式下偏重了一点。侧倾、纵向的弹跳抑制得不错，遇到坑洼既有舒适性、过弯又有支撑性。 智能化：语音识别挺准，能用。生成式大模型比极越01的差，废话太多，鸡兔同笼的问题能给出解答思路，但居然解错了?辅助驾驶目前只试了LCC、打灯变道等，还不错，走道不画龙，信心挺足的。福建的高速、厦门高速高架NOA才刚要开通，之后再试试。自动泊车什么的挺好用，就是比人开效率低，用处不大。LS6还没有开通遥控泊车、车外自动泊车，遇到狭窄车位停车下车比较麻烦，毕竟车宽。 性能：同级性能无敌了，地板电确实起飞了，比极氪001双电机、小鹏P7i这些都猛多了，还没试过蔚来两款轿车无法对比。虽然起步没有特别快，但中后段确实猛，超过100公里后比其他品牌猛多了。电门调教很线性，不窜，不深踩根本不知道这车动力这么强，很跟脚，踩多少给多少，一直踩一直有。 外观：黑武士还是帅，贴了车衣后更帅。就是打理比较麻烦?,2023-11-04,厦门
豁达饭团C2e,"12.1日提的车，充好电到90%，当晚就上了高速，开了350公里，全程没有收着开。

先说
【最不满意】
高速风噪略大。实际上80公里每小时往上就开始能够听到风噪了。相比较另一辆车XT4，风噪做的没有很惊喜的感觉。需要调大音乐音量才能稍稍掩盖噪音。
后排的安全带勒脖子啊！感觉是安全带的固定点太低了。


【最满意】
动力以及底盘。高速上即使超过140，加速超车仍然游刃有余，而且车身很稳。


外观内饰
见仁见智，我是挺喜欢这款的。内饰选的米色，虽然不耐脏，到新的时候就是好看啊。后期得经常打理啊。

配置
我需要的都已经有了，座椅通风加热，腿托，智能驾驶的硬件，等等。

空间
前排调到我合适的坐姿，(1.78），后排我再坐进去仍然比较宽敞舒适。

续航
高速续航符合预期吧，760版本，周末开个350公里回家毫无压力。城区续航后续再看看。

智能化
NOA （beta版本)变道逻辑有点蠢，不够丝滑，经常我觉得它应该加速变道过去，但是它会傻愣愣的减速，然后错过最佳的变道超车时机。语音识别也会发生录下声音了，但第一次无法识别，第二次又能识别的情况。车机的APP没有应用市场，安装自己习惯的音乐软件，比如不支持酷狗。

驾驶感受
除了风噪，其他总体不错，底盘我觉得挺好，干脆利落。暂时没听到后备箱的共振噪音。

总结下来
这车还是非常值得购买的，瑕不掩瑜。",2023-12-04,上海
KINGCHEER胡,这个车的优点，我想无需多说，网上太多。 还是说说我觉得不足的方面吧： 1、没有遥控钥匙，没有遥控钥匙，只有一张卡，然后就是用手机蓝牙。 卡我想以后应该不太会去用了， 要去刷一下才能解锁车子， 太麻烦了， 还没以前用钥匙按一下解锁来的方便。 手机蓝牙，哎，不稳定啊，不稳定， 有时候在车旁边也不行，有时候离车10几米远就解锁了。 2、后视镜太小，转向盲区投屏不怎么习惯，内后视镜基本是废的，后视投屏总不会一直开着，我开车还是经常要看内后视的，贼不方便。 3、带鱼屏也就适合看看车辆信息，看视频很别扭，屏太窄了。 先说这些吧，行驶方面等开几千km再说 有时候,2023-11-11,绍兴
王律不懂车,"1，款式：400v的，680长续航版本。锁单后3周（2023.12.4）提车。目前开了4天。

2，外观：最开始没看上，后来有次在店里看到侧面，实在太帅了，勾起了我的兴趣，然后就试驾了，试驾结束，就喜欢上这车了。

3，对比：试驾过model y，阿维塔11，零跑c11，极氪001。
*Y的减震太硬，内饰太简陋，我颜控，实在提不起兴趣，女朋友很喜欢特斯拉，现在觉得LS6也很不错，越看越喜欢。
*阿维塔颜值也很杀我，但感觉刹车太猛，后备空间不足，再加上一直不温不火，就没敢入手。
*c11的涉及太粗糙，价格低于预算，没看上。
*极氪001开着也不错，但因为智驾差点意思以及没有24款，放弃了。

4，操控：挺爽的，速度、变向、刹车、减震都挺舒服。

5，空间：够大，我185身高，后排毫无压力，后座椅能放倒，在后备箱已经很大的基础上，能够放更大的东西了，满足了女朋友想放滑雪板的愿望。

6，保险：店内买的，5900。

7，续航：坐标北京，冬天感觉还是有点费电的，上车时会开空调，脚法不知道好不好，反正各种超车加速，只跑了175公里，就显示只剩55%的电了。

8，方向盘：刚开始选的全幅，后来觉得半幅更帅气，更拉风，就变成半幅了，目前没有什么不适应，很棒。

9，隔音：隔音效果还可以。

10，综合：目前来看，没有什么不满意的地方，续航需要再考察考察。北京太堵了，跑了几次，都是龟速行驶。后面再试试高速。",2023-12-07,北京
热心小羊tX,一、满意的点: 1.车辆充电速度快，动力强，加速快，极速高，车辆颜值高，真皮座椅、氛围灯有高级感，内饰达到一线水准。 2.智能辅助驾驶达到一线水平，在高速上能自主超车、变道、转其他高速，非常流畅。 3.车辆操控好，过弯平稳，半副方向盘得心应手。座舱语音识别较为准确。 二、不满意的地方: 1.装载的娱乐软件太少，连腾讯视频都没有，娱乐体验不佳。 2.内置ETC没有在出厂或交付的时候安装，在官方购买后还要到交付中心去安装，为了100多块钱的东西，折腾车主。 3.送的官方充电枪功率仅达到1.3到1.4千瓦，太垃圾，试问智几的高管会用这样的充电枪吗？这样的充电枪送给车主是几个意思？ 建议:顶配要有后排座椅通风加热。,2023-11-04,武汉
石中火1993,因为着急要蹭南京的车补，只能把760换成680了，挑了个现车，白外米内，实车看起来还不错，比我想象的好。车的外观内饰完全符合我老婆的审美，基本看了这个别的suv就没考虑了。 因为智己都是经销商模式，最近销量也起来了，所以这个提车体验你们懂得，虽然混了顿中饭，但是感觉还是垮掉了。。 开了一段，加速挺好的，操控也不错，标准的能量回收感觉很舒服，和油车基本感觉不到差别，不知道能回收多少哈哈 电耗这块看群友的反馈基本正常，没有网上说的那么离谱，看脚法和天气 外观这块，21寸轮毂确实很帅。。建议不差钱的选上 内饰各花入各眼吧，我觉得比较精致，但是一些细节确实不行，那个眼睛盒子毫无卵用，底下还是硬塑料，滑不溜秋的。但是系统人机交互很好，显示清晰，非常容易上手，逻辑很清晰，给个好评。 整体来看，没提到760有点遗憾，毕竟网传这是性价比最高的薅上汽羊毛的车型。但是开起来可能没那么大区别，价格也省下来不少，各有利弊吧。,2023-12-06,南京
simple1428,"买了人生第一台大玩具，从6月就开始看车，从15万预算看到了22万，国产混动四大天王对比之后第一选择是银河l7,后来想对比一下贵一点的车有什么区别，就看了领克08，极氪001，岚图free，领克08感觉是精装版l7,但是因为没有家充，不想天天用电焦虑，所以就开始考虑电车，偶然的机会知道了智己ls6，配置有点堆料，但是在懂车帝上没搜到洛阳有店，后来逛商场，发现了刚开的体验店，就去试驾体验了一下，当时有点犹豫，决定把这个价位的电车都试驾一下，第二天试驾了鸡柳，然后下午就下定了ls6。，等了大概三周时间，突然就问我有没有空提车。 提车之后，开了300多公里吧，感觉地盘，用料非常扎实，这个价位性价比非常能打，没提之前有点担心续航，但是实际开了之后发现续航并没有网上说的那么恐怖,最好用的是360和自动泊车，高速noa还没有试，下次有空试试，昨天ota了最新的车机，感觉能耗低了一点，自动泊车丝滑了很多。",2023-11-28,洛阳
幽灵233745734,"【购车经历】老婆油车福特嘉年华开了10年了，实在有点看不下去了。考虑了很久决定考虑电车，因为家里还有一辆油车。从极客到精灵一号到特斯拉小鹏等等，好像没有刷卡的冲动，直到带老婆看了智己，她一眼就喜欢上，因为这个车有错觉就是不是很大，她喜欢小一点的，而我喜欢大一点，毕竟二孩家庭，智己满足了她看上去的小，满足了我实际的大，如果我告诉她实际比凯迪拉克XT5还大，那就要与智己lse6失之交臂了。我也参考了各方面底盘，用料，三电，都均衡，颜值感觉因该可以打几年。特别是全系配置都到顶了，只是续航不同，免去选配的焦虑。
【提车价格】我就锁单了560续航Max,21.49万选择了艺术车漆，加上盲订权益，一共是21.47万元。因为基本都在城区通勤，老婆上下班才10km..所以不太担心续航。唯一不足的就是品牌认知度不高。拍总有别人问这是啥车介绍起来麻烦。最满意就是颜值和内饰氛围。大屏显示盲区对女司机比较友好，特别是半幅方向盘，试驾的时候开了一会就适应了，单手很容易操控。机械素质也没得说，质感好。唯一担心就是续航。因为一下子看不到，只能听销售主理说挺扎实。通过后续实测跟进。
         接下来就是煎熬的等提车，我10月15号锁单，APP上没任何动静，所以更加焦虑。11月2号后来问了交付专员，第二天就通知可以提车了。非常惊喜。大家锁单前也可以跟销售多争取点，充放电枪什么的，还有遮阳帘。锁单后就基本上没办法了。提完新车之后就忙着上牌，各种买买买。
      【驾驶感受】目前已经开了240km,各方面都挺好，没有遇到问题，应该是智己品控还行。特别是刹车很线性，舒服。转弯也比较轻巧。就是实车真的不小，如果是老旧小区的话真的有点难为自己了，路窄车多。

【续航】续航也是我最没底的，因为一下子体现不出来，第一箱电还没用完，而且第一箱电大部分时间坐在车里体验，开的少。看了下能耗是16左右，我560的估计可以到400。好像每次冷车启动那一段路能耗高点。后面慢慢下来。听交付说用家充续航才真实，所以我家充还在申请，只能快充，真实续航要等家充了再更新",2023-11-10,绍兴
退休办汪主任,"【购车经历】
因为家里的美系车太费油，油价这几年也是一路上涨，迫于经济压力只有把油车卖了。换成电车开，降低成本。


【最不满意】

先说点不满意的地方
1，上市及交付，这句话涛子吹大牛了。实际上很多车友都等了很久很久。所以这点上要差评
2，储物空间不够，扶手箱又太小
3，手机蓝牙连接不稳定，可能是我自己华为老手机的问题，硬件不支持，靠近车有时候都没有反应需要掏出手机来自己手动连接，希望以后OTA升级
4，内饰几个大家都说烂的点。不知所谓的眼镜盒，产品经理不知道在想什么，可能他觉得这样好用就上了，关键是反馈就是大家觉得这个东西就是鸡肋。不过这些都是一些小问题


【满意的地方】

1，配置上，靠谱的三电系统，全铝制的底盘，前后门双层夹胶玻璃，能给的都能给到位了
2，智能化辅助，永远免费的高速+城市NOA，丐版都标配激光雷达（这是真良心）
3，长近5m，宽近2m的车身给客户足够乘坐空间，独特的座椅设计让乘客拥有非常舒适乘坐体验
4，20w-27w内最卷的车，性价比拉满


【驾驶感受】
已经开了450多公里，经历了几次周末大堵车，暴雨倾盆的时候。LS6的表现都非常不错。能耗相对来说那几次就比较高的。
总体来说能耗在16左右。我觉得表示已经很不错了



【续航】
其实大家都很关心这个车的续航
我个人是比较满意的，城区代步来说一个星期充一次就够了。16的能耗你们都可以算算可以跑多远了。


我还是非常满意这次买智己LS6的，希望我的经验能够帮助到大家",2023-11-07,重庆
南音Ray,想换电车已经很久了，期间观望过非常多的车型，从零跑到比亚迪，从小鹏到问界，基本都看了一圈。 关注到智己是因为身边同事提了一辆ls7，当时就两个感觉，一个是这车真的大，另一个就是内饰风格深得我心。我是一俗人，我就觉得大连屏有科技感，而且智己的UI界面做的真是不错。这让我想到了当初还去看过威马，就那个UI做的…我玩了两分钟车机就再也没考虑过那个车…… 直到关注了成都车展，LS6开启盲订，让老婆看了一眼，觉得这车是真的好看。当然，颜值这个东西非常主观，我一度觉得小鹏G6也非常好看，当时网上针对G6的颜值两极分化非常严重，可惜我老婆是属于不喜欢的那一波。但是LS6这个外型，我俩达成一致，觉得很好看，当晚就盲订了。 后来就是10月正式公布价格，盲订权益有点玩文字游戏的意思，感觉对盲订车主不是很厚道，但是这个价格是没啥可说的，后续就直接转了大定。 目前开下来还是非常喜欢的，这个车是真的大，提车当天就智驾开回了家，在高架上的表现还是不错的，可惜，一键泊车功能，基本就没有一次能识别出我的固定车位，也许是因为我的车位左边有根柱子。希望后续ota有优化。 动力对于我来说没有太大需求，毕竟我开车偏稳，不喜欢弹射起飞，这个车的行驶感受和油车很接近，驾驶感觉还是很舒服的。 缺点无非就是大家吐槽的比较多的几点，储物空间少、15w充电、一个不知道意义何在的眼镜盒，最离谱的一个就是加玻璃水的那个盖子…也太廉价了。也可能还在新车兴奋期，还没有发现什么致命的缺点。 总之，虽然目前还不是个主流车型，但是希望智己可以越做越好。先说这么多吧。,2023-11-30,宁波
知情达理芒果f0f,"选车理由

①原来家用车是一辆别克威朗，18年买的，其实开着很好，油车也没有任何续航焦虑，只是油价真的越来越贵。不经意一看92#已经超过8块钱了，每个月都要花至少500油费。正好买了新房，就打算再买辆电车平常开开，别克放到新房那里占车位去；
在b站上看到智己ls6的广告，就去最近的大宁久光下定了

选车对比

①本来看的是标准续航560公里的，后来想想偶尔江浙玩玩的话可能不够用，就联系主理换成了680续航的，就这一换还能提早提车，挺好的

订车过程

大宁久光店试驾了一下，那边的ls6试驾车是全副方向盘的，想试试半幅的就又试驾了那边的ls7，适应一下挺快的。坐起来开起来还是ls7更舒服啊！

提车过程

10.27号的时候联系说车到了嘉定一个充电站，可以验车了。当天去了验车场，里面停了好多好多ls6，看着像是停了很长时间，车身很脏，看了下铭牌，10月份生产的。想吐槽下为什么大宁订车，嘉定验车，普陀提车，上牌（上牌费500）又在另一家同一个集团的4s店。就搞得很复杂，来回跑了几趟，请假都请了2次。车是好车，流程复杂了些。

用车初体验

轮毂很帅。底盘过颠簸路面有前后摇摆的感觉，没开过suv不知道是不是都这样；横向支撑挺足的。车确实大，老小区比较挤的话要注意车头比屁股窄点，车头过去了屁股不一定过得去。。总之还是挺满意的，智己继续加油！

路上看到可以滴滴打招呼~",2023-11-05,上海
小柯和多多,我买的版本是智己Ls6后驱Max长续航版本，提车2个月了，说下感受 1、外观 20寸轮毂很喜欢，很硬朗，车漆的颜色女朋友也很喜欢，奶呼呼的，就是车型后面看上去有点胖乎乎的。 2、内饰 女朋友超级喜欢，她就喜欢那种奶呼呼的感觉，个人比较喜欢半幅方向盘，很帅！ 3、配置 我认为Ls6最好的就是机械配置了，它的底盘和车身用料没的说，很实在。 4、空间 后排空间：很充足，本人身高170，后排还有2拳半的距离，还不错。 前排空间：前排空间比较大，主驾有推托，这个好评，中控下面的有个位置，能放包。 后备箱：空间很大，空间充裕，下方还有额外一个行李箱大小的储物空间。 前备箱：有点小，放不下20寸行李箱。 5、驾驶感受： 动力足够用，加速和刹车平稳，变道灵活，支撑性高，开起来比较像油车，点头情况是我试驾过的所有车里比较不错的。,2024-01-04,厦门
wjw155,开了2个月了 六千多公里，用车小结：家充7kw桩跑不满经常6.3-6.4kw充，提车到现在进店处理过三次问题，第一次脚垫扣发现出厂少安装一个，发现后给我补上，第二次左侧大灯与保险杠缝隙过大装配问题，到店重新拆装后好很多，第三次车子中控异响，pm2.5传感器坏了去换了一下。总体来说新车型小问题有一些，可以包容。开起来坐起来都挺舒服，走一些稀碎震动较多的路段车内有共振，开了一段时候后现在感觉没有刚提车那么明显了不知道是不是适应了。过粗糙的水泥路胎噪比较明显。优点高速智驾舒服，连开4个小时不累人，座椅舒适空间大，四人出行270km一路坐着没有人出现不舒适的情况，感觉这车主打量大管饱，能耗表现一般 5度左右天气能耗百公里19kw 100km/小时高速跑出来的。总结来说符合我对国产电车的认知。表现都在我的预料之中,2024-01-22,杭州
