字段1_文本,字段2,时间,字段3
lufei789,"与领克05 Phev一眼来电 刚刚提车一个星期，行驶了大概400公里，说说我对领克05Phev使用的初始感受。 先说说选车的初衷： 本来是有留学生免购置税的名额，买大部分的合资车型都可以免交购置税，之前在美国的时候开过impala, CRV, FX150和5系。家里人比较喜欢日系车，有一辆Rav4和ES200，我自己比较喜欢德系和美国车开起来的感觉。三十万的预算看了奥迪A4L, 沃尔沃S60L，凯迪拉克CT5。来来去去都觉得差了点什么。后来在网上看到介绍领克汽车的帖子，感觉还可以。放假回老家的路上刚好经过一家领克的4S店，决定进去转了转。结果我和我老婆都一眼看中了领克05，由于是新发布的车型，店里没有试驾车，试驾了05的燃油车型。开起来感觉良好，外观内饰都比较对口味，也在我们的预算范围内，就直接下订了黑色的05Phev。 价格： 坐标武汉，由于刚上市店里没有什么优惠，官方有7000的车价优惠，还有金融免息，免费首年保险，以及充电桩的免费安装。店里面送了车膜，车垫，方向盘垫以及一个底盘装甲。个人感觉购买体验还是蛮好的，销售也很专业，值得推荐。 外观内饰和空间： 外观个人觉得还是蛮帅的。我本来是一心想买一辆轿车来着，我老婆想买SUV, 05的这个轿跑造型在外观上算是符合了双方的标准了。05燃油版有一个拼色的拉条，反而我们不是很喜欢，05Phev的全色造型更对我们的口味，现在越看越香。莫名让我有一种当年第一次买外星人电脑的感觉。 内饰的设计有质感，翻毛皮摸起来很舒服（虽然我老婆说皮的看起来新一点），其他的用料也都很扎实。主副驾都有座椅电动调节，主驾带座椅通风和加热，副驾驶只有加热功能。中控下面的无线充电很方便，就是有点慢，不过应急还是蛮好的。中控屏幕反应也很快，流量终身免费还是蛮香的，我的一个朋友的XTS好像就第一年流量免费。360影像用起来特别方便，尤其是在巷子里。 前排的储物空间算是及格的，后排座椅的空间也够用的，坐3个成人勉强可以。虽然是轿跑造型，但是不觉得特别的拥挤。后备箱的空间确实差一点，有长途旅行需要的可能要加装一个车顶行李箱。 驾驶体验和油耗： 从提车到现在，跑了差不多200公里的高速，150公里的城市路段，和50公里乡村公路。都是用的混动模式。驾驶体验真的很好，特别是跑高速时，底盘的质感非常好，转向很灵敏。体验了一下领航辅助，反应很快也很智能，旁边的车变道过来也能及时的减速。HUD抬头显示可以看当前的速度以及路线信息，算是锦上添花了。高速是从提车直接开到家里，完全没有充电。之后的200公里，也只充了不到50%的电（充电桩还没有安装，用的是家用的充电枪）。混动模式下跑高速可以到百公里5的油耗，综合油耗的话可能在6点多。我虽然对油耗不是很关注，但是看起来比家里的Rav4更省油（综合差不多7的油耗）。现在更期待充电桩安装好后纯电开起来的感觉。 缺点： 当然还是有一些不是很完美的地方。首先是没有Carplay！其次是充电速度有一点慢，可能是因为用的是家用的充电枪的原因 其他： 车的氛围灯，迎宾灯什么的都还蛮酷的，虽然我不是很在意这些东西。提车之后朋友提起来05Phev的发动机是三缸的，可能会存在抖动的情况。目前我倒没有感受到，可能是因为一直用的混动驾驶模式，在低速的时候一直是电机在运行，并不会感觉到抖动，反而是在电机驱动感觉很平顺，等红灯的时候明显感受到比家里的燃油车体验好一点。 这次提车05Phev的经历目前可以打个95分。待更加完整的体验之后回来补充。也期待极氪的到来！",2021-06-22,武汉
是个小谢,目前已经开了1000公里，感觉还是很香，感觉emp开起来更像一台纯电车，只有急加速和运动模式发动机才会介入，介入后也很难感觉得到，除非停下来后才能感觉有少许的发动机的声音和震动，平时80%都是电机在驱动，而且电机感觉也十分有劲，虽然电机才139匹，以至于现在都是先把纯电跑完，再用增程模式去开，完全当成了一辆增程式的车，但是增程模式下空调低档油耗只有5点多，这是让人惊喜的，比一般的增程式的车油耗还低，在市区开还是非常丝滑畅快，果然开了电车油车就回不去了，没有换挡，没有发动机的抖动，行驶质感确实电车比油车要强。 内饰的质感还是没得说，感觉比豪华品牌都要强，各种软包，真皮，饰面板，轴距也是够用，放个宝宝椅都还有挺宽的距离，前排座椅都还能放倒挺多，只是后排中间就不好坐人了，运动座椅坐垫设计有凸起，没办法。 缺点，最大的缺点，就是前排储蓄空间不足，扶手箱小得可怜放点证件和烟盒就放不下了，导致现在常用储蓄主要是手套箱 实在是空间还有那么大，还是可以多设计点储物空间。,2023-06-10,长沙
逮逮upLi,"喜欢这个车没道理哈哈
外观方面：尽管很多人说大蛤蟆，但是这个辨识度真的很难不爱，整体都很协调，都说喜欢的真喜欢，不喜欢的真觉得丑，这有什么关系呢，我是真喜欢
内饰方面：该有的功能都有了，内饰保持了旧款的布局，很有高级感，保留关键的实体按键的真的很快乐，很有感觉

【续航】
续航目前充电桩还没装，开过最远一次70公里油耗4.8个，真的很低了，市区里开6个左右油耗，空调都拉满的
【空间表现】
空间确实不尽如人意，但是也不是很紧凑，175左右身高驾驶位后面的人坐着还是很舒服的，后备箱也完全够用
【智能化】
换了车机芯片之后还蛮好的，响应很快，不过我平时也不怎么用其他功能，就360和音乐还有导航，够用
【维修成本】
相对其他品牌，15000公里/一年的保养周期很长了，销售说平均一次不到1000，可以接受",2023-06-13,保定
tyfanchz,提车已经两个多月了，对我这个大青蛙真是喜欢，哈哈。两个多月以来，也没跑多远，就是偶尔去玩玩才开车，上班那停车费贼贵，现在还是坐地铁。总的来说这款车没有什么短板了，尤其是升级了osn之后，之前经常吐槽的车机问题也得到了很大改善。在车上无论导航还是听音乐，都很满意。有了车之后每个周末都想出去玩玩，不过上次雨天开出去把车子弄脏了，两个礼拜了还没洗，心疼😭😭，周末得去给大青蛙洗个澡了~,2023-09-05,深圳
閃電先生,车的行驶质感特别棒，有点宝马的味道。内饰不说了，满分。外观这东西，青菜萝卜各有所爱，不做评价，我是很喜欢。优点有什么？这车就是优点！缺点呢就是纯电续航短了点。当然价格在那里，上下班也够我用！,2023-05-11,雅安
用户6725019562061,混动对于我来说非常实用，没有旅程焦虑焦虑的同时，又能体验到油车的驾驶感受，偶尔会有点抖动，但是一辆车不能什么都好，内饰用料给力、操控性（运动模式）十足，指哪打哪，起步电机反应快，持续加速到接近两百公里没问题，且外观尤其是遛背设计太让人上头了，不过内部空间和车机反应确实是诟病，这个价位接受他的优点就要接受他有缺点。,2023-10-23,深圳
applesray,首先吸引我的是整体外观很个性，容易引起大家关注，在路上跑跟少会撞款，女人嘛不想跟别人撞任何东西，家族前脸的蛙眼蛙嘴都很炸街，车大灯亮的时候还会wink，很社交的感觉，还有我最喜欢的小翘臀，非常性感特别，人群中一眼就能吸引我的目光。 然后就是迎宾氛围灯啦，有标志性的Lynk&Co光标，如果可以个性化定制那就最好啦，驾驶舱内的内饰也相当豪华，除了自定义车内氛围灯，还有12.7寸中控大屏，还有全彩HUD，座椅是翻毛皮+NAPPA皮质的，还带座椅加热和腰部支撑，手套箱空间足够放我化妆的全部家当。 其次就是我一直觉得很赞的智能驾驶辅助咯，车道偏离和紧急制动都触发过很多次了，避开了很多的突发状况，领航辅助也很硬核，像我这种经常要出去撒野的人就要放松一下脚步和脑部。 好多人还会问我动力和油耗，其实我开车很慢，但是弟弟开车很猛，每次他开我都有种感觉，就是雄狮觉醒，因为弟弟会用拨片配合油门，感觉车子的操控会突然进入性能模式。油耗就中规中矩吧，我现在百公里油耗6.8，保持得比较好。,2022-06-22,广州
Sosorry999,"【外观】
因人而异，我是很喜欢的，很运动，流线，屁股大灯很帅，轮毂要是有多种选项就好了。

【内饰】
相比合资车设计更年轻，时尚，有很多翻皮不分，比较有质感，要是座椅，档把和方向盘可以向05+看齐就好了。

【配置】
三缸发动机抖动问题个人没太大感觉，不影响使用体验，就是充电是慢充，外面充电桩不是太好找，混动亏点跑也没啥，动力足够，车内隔音好，就是有些路面会有胎噪。
车机开机20秒吧，没记时，影响不大，可以简单的语音控制，要是界面可以再优化就好了，比如播放音乐的歌词显示之类的，歌词太小，或者可以显示mv，嘿嘿。另外qq音乐开启全景环绕，音效真爽，最近坐了下30的林肯，感觉那音效，听着平平无奇，还是05香，内饰也没觉得差。

【空间】
我觉得够用，后排空间相比01要小一点，唯一因为是浏背设计，所以后排头顶相对来说也要低一些。

【续航】
混动6/700公里，跑跑高速，出去玩够用，但是看看其他车1000km还是挺爽的。

【操控】
方向盘比较轻，操控性个人感觉不错，变道不打转向灯方向盘会有阻力提示，挺不错的，安全驾驶，电子手刹在忘记松开直接踩油门时会自动松手刹，不会拉着手刹一直跑，适合我这种有时会忘记的人，低速时大灯可以随方向转向，远光和近光都很亮，晚上开车有安全感一点，另外自适应巡航，领航辅助还没怎么用过，没使用习惯。

整体感觉是真香，不要成为街车就好了。",2022-03-03,成都
政iii,"提车两周 正式牌照刚到  刚开感觉还可以 动力绝对够用，纯电模式车子到了60  70公里的样子再加速有点疲软超车不自信毕竟两吨多的车子，纯电模式加速到96公里会有很明显的换挡顿挫(正常现象)，还有一个发动机在那里不用也对不起它，车子启动以后默认混动模式，电足够的情况下发动机几乎不介入，车一般都是我和对象两个人坐，后排几乎不坐人，当初就是因为05的造型好看，还送绿牌才下定提车，下一辆就拍蓝牌给对象买新C，家里06p也开过一段时间，也很不错，就是音响做的没有infinity的好，不过领克原厂的音响也不会特别差，比其他日系的音响要好太多，低音绝对够用，跑题了不好意思。
因为基地在崇明周末才放假，需要来回跑高速，加上我有里程焦虑，不可能买纯电车，现在出厂751车机没啥问题，这周六去贴车衣，最不爽的就是基地建自行车馆，油漆满天飞，好多车都好多小白点，还好05是珍珠漆，不仔细看看不出，精洗过后就剩塑料件上的小白点了，心痛💔….
喜欢05的就是喜欢，个人最满意的就是它的屁股，太性感了hhhh
遇到的销售很爽快，也省了很多时间，表扬一下！",2022-09-01,上海
AlvinShan37,"#可油可电#用车已经两个月多月了，来聊聊我的用车感受，首先先从外观说吧，一开始有考虑领克01PHEV，后面看到05，被他的大溜背造型瞬间吸引，两款车价格也差不多，就立马改变主意了，换成了05PH。

内饰方面，真皮座椅，座椅通风加热，氛围灯这些啥的真的是满足了我对车子的所有需求，真的是我想要的他都有。

配置的话，之前也会有很多人会说1.5T，三缸会抖，个人没什么太大感受，而且三缸其实也满足了日常的需求了，毕竟某驰的C级也是1.5T，哈哈哈哈


空间的话，可能就是因为它溜背的造型导致后排头部空间会小一点，但也不影响，后面日常放杂物～而且即便坐人，哪儿有那么多1.8米以上的大高个呢。后备箱的话，整体空间也比较ok，满足了我的日常需求。

续航这一块儿，纯电续航真的是满足了我最大的需求！81km刚好每天上下班，而且充电桩不需要费用，厂家免费赠送，每天晚上手机预约好时间进行充电，峰谷电，纯电使用，每天五块钱，真的比地铁都便宜啦。提车的时候冲的100块油卡，俩月了，还没用完。不过纯燃油开过一阵子，其实也还行，油耗差不多7个左右

智能化这一方面，其实我本人对智能语音什么的用的不是很多，可能我没有太大的感受，但是语音智能在开车的时候还是很好用的，也不用低头看车机啥的

整体驾驶感受的话，纯电使用这一块儿，起步加速很丝滑，驾驶过程中的话也比较平稳
如果用燃油的话动力也不错的，整体还能有一点推背感哈哈哈哈",2022-05-14,杭州
异响铃铃,"🔱🔱🔱
明人不说暗话，就车友圈经常问的几个问题，和我自己行驶了将近7000公里的感受，简单明了
【油耗】
⚠️⚠️
馈电情况下油耗多少这个大家最关心，那么在我提车回来后行驶3000公里没有充过电（见图二），馈电油耗7个左右，这油耗仁者见仁

【驾驶感受】
☢️☢️
关于3缸超强发动机抖不抖动的问题
馈电没电情况下塞车或者怠速，发动机介入情况下，一个字，抖，方向盘和座椅能感觉到
有电情况下，假设感受也一个字，香，车的悬挂和静谧性等等，都能让你感觉到舒服香


【最不满意】
🚫🚫
最不满意这个车机，建议上车前先用钥匙解锁，再上车好点

【智能化】
☯️☯️
雷达很多时候是车过去了才响。后视镜变道辅助灯，在后面没车情况会时不时的自动亮，倒车显示会偶尔卡顿掉帧，最重要的是自动刹车功能，很容易触发

总结：有机会充电的，要绿牌要个性的，买它，香",2021-12-12,广州
哈根达斯终结者,我与领克05的经历 选车篇:整个的选车经历比较简单，也没有被传统的老一辈人选车观念所洗脑，觉得就是本田丰田好，有面子，其实现在的汽车文化已然不是几十年前的合资进口品牌瓜分市场，很多技术也普及的很广泛，在选车价位锁定25万上下后，经过马自达，本田，丰田，现代，bba等品牌一番对比后，发现自己还是喜欢一些新鲜，有调性的品牌，最后坚定的选择了领克05phev，总结领克05这台车要面子有面子，要里子有里子。 动力篇：05phev采用了一套1.5T Drive-e发动机，匹配西门子的电机，百公里加速7.9秒，还有4种驾驶模式，尤其纯电模式或者混动模式下，形势质感非常丝滑，加速也很快，充满电，纯电模式实测可以跑75公里，综合续航超过800公里，有次回家开了运动模式，女朋友一直和我在车里尖叫，真的有点快，平时大家担心的3缸机抖动问题，我可以很负责任的告诉大家，真的没感觉到抖动。 外观内饰篇：当然我承认买领克05phev有很大一部分来源于车子的外观和内饰设计，真的很符合年轻人的口味，尤其是能量晶体的尾灯和溜背的设计，无敌好看有没有，很多同事看到车之后都说好看，不懂车的大爷都说这是进口车，很高级，然后内饰也非常下本，液晶仪表盘，中控大屏，还有正绒的材质，我妈看了都说好，10个燕飞利仕的音响，下了班听着歌，非常惬意。 空间：整体空间很宽敞，后备箱空间也很大，后排176个头，基本走4拳空余，很舒服，坐包也很软，座椅加热功能这几天温度很低，正好可以发挥作用。 总结：虽然刚提车，与领克05相处了一个月，但是自己对这个车的评价是很高的，希望领克这个品牌能够挑起国产性能高端的重任。,2022-01-16,南京
朱大可的车,外观确实不错，特别喜欢遛背造型。 在城市里基本都是用的电，还是很划算的，就是续航太少了。 但是日常通勤呢，如果充电方便那就真的可以一直用电，毕竟电费才一块多，充满81公里也就是十多二十块钱，但是按照目前加95油的价格81公里起码要50块钱，这还是最少的情况下。 而且个人感觉用电也安静，没什么噪音，起步也快，适合城市使用，特别是拥堵的时候，省心很多。 外出的话就用油就好了，满满一缸油跑个500公里问题不大，基本不用担心路上停摆，而且油可以给电瓶充电，自由切换。 个人是领克的忠实粉丝，质量配置各方面没的说，如果不是专业级的，我觉得够用了呢，而且功能也比较多了，可以满足所需。 领克可油可电，国产车中的骄子。,2022-04-24,深圳
静@111,"座椅：脊柱支撑良好，坐垫舒适度略低于XT5，大腿支撑良好。

视野：前排涉及驾驶所需信息的部分非常清楚，基本上没有盲点。在同一类型中，它是向上的；后尾窗狭窄，倒车不能作为参考。后侧窗由于形状堵塞，但与普通紧凑型掀背车基本一致。后排原厂隐私玻璃的好评基本上很难从车外看清楚，车内视野清晰。

轮胎:鹰驰3代SUV型，长期使用固特异(每款车型约12万公里)，具有耐磨、抓地力一流(尤其是湿地)、刹车性能中等偏上、缺点胎躁(出厂到4S店胎压约2.9)等优点。按照门上的指示，胎压放到2.3后，感觉舒适度提高，减震效果不如米其林(静音舒适就是米其林，其他都是渣)。

NVH:双层玻璃好评，和XT5一样；另外，不管后玻璃怎么摇，都没有响，也没有晃动缝隙。对不起，我又让一辆车的评论员失望了。

空间：驾驶员座椅头部空间充足，水平空间正常，膝盖不高，副驾驶左侧入侵，但不影响正常坐姿；后中心位置基本上是装饰，两侧座位紧紧包裹，腿部空间属于正常水平。",2022-10-29,上海
Zimri777,提车一周，开了五百公里左右。 操作：傻瓜式操作，简单易学，比较好上手。 内饰：毋庸置疑，国产车的内饰肯定碾压同价位合资车。翻毛皮+真实蓝黑搭配。 空间：前排完全ok，前排副驾储物盒空间太小了，放个文档袋都有点关不上。后排空间还ok，高度比领克01略低。 车机：车机还是略微有点卡，期待优化。 外观：颜值这块儿领克05一直都是我比较满意的，比较大气。溜背的造型给我的第一感觉像是个小跑车，比我之前考虑的那几个车型看上去都要有科技感。 动力：05phev插电混动，搭载1.5T三缸发动机，综合扭矩390。买之前有三缸会抖动的顾虑，找了几个行家多方咨询最终决定拿下。起步和怠速基本用电，很稳很快。在实际提速过程中30+和60+这两个阶段会有发动机有点动力断层的感觉。,2021-12-26,西安
一只大多比,"车子是9月份提的，人生第一辆小车车。因为杭州限牌，蓝牌一直摇不到，新能源纯电又有续航焦虑，所以最后锁定了插电混动车型。看过很多品牌，比亚迪dmi混动系列，大众的phev，丰田等等，最后被05phev惊艳到了，首先，外型就太帅了吧。内饰也是吊打合资车。整个提车流程也非常顺利，包括选号上牌等等，4s点的小哥一直和我沟通教我怎么搞。后来贴膜也很顺利。这几个月有什么不懂的，问售后都非常热情，这点我很满意。
    然后来说说用车感受。首先，装个充电桩太香了哈哈，师傅装的很快又好，30米线以内免费安装。充电桩是上个月才装的因为之前都太忙了，现在每天上下班通勤都是纯电行驶，又安静又舒适，大概三四天充一次电。之前一直当油车开，跑过几趟高速，一趟三四百公里，大概6个油左右吧，没仔细去计算过。动力也是随叫随到，我这急性子太合适不过了。然后就是内饰，整体比较简洁高级，中控的大屏很实用。唯一有点遗憾的是车机有待提高，刚启动的动画有点长，然后就是后排空间中规中矩，毕竟溜背也没办法，如果空间再大点就完美了。",2022-01-12,杭州
30秒懂车,领克的05 PHEV HALO可以从根本上解决用车的难题，纯电模式可以续航81km，市区代步完全够用且安静。出门旅行有燃油机加入，解决续航焦虑。不仅颜值受到无数小伙伴认可，更是把智能科技应用到了每一个驾驶细节，堪称同级中的完美。 领克家族有着非常独到的黄金曲率，流畅的线条、矫健的车身。分体式大灯也许是下一个设计潮流，溜背的造型与角度拿捏的刚刚好。空气动力学套件加持，搭配质感极佳的车身，还有动感的轮辋，多看一眼真的会给大脑多一分的多巴胺。多一笔会乏味，少一笔会缺乏，难怪让无数年轻人折服了。 作为一名车评人，其实参加过很多试驾会，不少车型都宣称有这样、那样的NVH技术，可坐进车内仍旧被噪声困扰。而钻进领克05 PHEV的车内，一瞬间会觉得全世界都安静下来了。而在设计方面，当然如同外观一样出众。贯穿式的空调出风口，笔直和折角的完美融合。上12.3英寸的液晶仪表、12.7英寸的CSD多媒体屏幕、7.5英寸的全彩HUD抬头显示，Alcantara材质混搭金属拉丝，如果夜晚亮起氛围灯，甚至觉得坐进了宇宙飞船里。 12.7英寸的多媒体屏幕分辨率为1920*720，导航、听音乐、看天气、开车窗等等，都可以动动口交给智能车机解决，方便还能减少肢体操作提高安全。7.5英寸全彩HUD抬头显示，看路了解车辆状况两不误。有人说现在年轻人越来越挑剔了，其实同级中好的产品越来越少了，就算戴上有色眼镜，或许也对领克05 PHEV挑不出什么刺。 对于很多都市上班人群，上下班经常会遇见堵车。领克05 PHEV有4+1种驾驶模式，可油可电可混动。纯电模式最高续航能够达到81km，一般日常上下班完全够用。堵车无聊时，可以调戏智能车机，让它给你讲故事，或者用10喇叭的infinity给你听觉上的享受。穿梭在喧闹的人群，领克05PHEV有21项智能驾驶辅助，盲点检测、主动刹车等等。让安全更上一层楼，谁开车没有分神的时候呢？如果你是一名女生，方位感不太好，也不用担心停车，超高清的360°影像+RPG视角，像玩手机游戏一样，就轻松的把车停好了，锁车的一瞬间，后视镜都帮你折叠好了。 用车难免会跑长途，高速自然是少不了的。Drive-E 1.5TD 涡轮增压发动机搭配西门子高效电机，综合最大输出功率262Ps。在高速驾驶，加速踏板只需要踩深一点就会有明显的推背感。车身高强度钢的使用占比达到了78.4%，还有博世9.3代ESP安全相当有保障。 领克05 PHEV可实现近100%制动能量回收，交流快充的话3小时内轻松充电完成。再加上燃油系统的加入，根本没有续航焦虑。基于CMA架构的车型，各个下赛道都是一把好手，轻轻松松就可以在山路里找点乐子。 如今的消费者们已经不再需要古代的产物了，颜值、设计、科技、配置、舒适、空间、驾驶、智能等等样样不能少。领克05 PHEV 不仅仅在驾驶方面有着扎实的功底，更是把消费者们用车时的小细节都提前想到了。这才是当今消费者们需要的车型，更是不少车企们值得学习的榜样。,2021-06-02,
Cn1ght,"📒等车日记

10.14订的车，那时候销售说9月已经和车厂订了车了，大概一个月就能到。果不其然，11.12号就提到车了。接下来就是等充电桩安装拿绿牌。

保险是店里买的人保5460有200万第三方险，全部落地21.75。只送脚垫和垃圾膜，膜我没要，脚垫也自己换了。

车子该有的功能基本都有，还是很不错的，就是没快充口去有的商场不方便充电。


💔爱车吐槽

目前还没用出什么毛病，就是偶尔车辆设置会被重置掉，不晓得和最近网络升级有没有关系。

这个车竟然没有后雨刮？

还是期待明年能升级749车机的，这样就可以用网抑云了。


📉能耗分享
高速上开动力模式+电量保持也可以慢慢充电，油耗可以参考下图。
刚在自己小区弄好充电设备，谷电充电只要3毛多一点一度。冬天了充完电表显只有79km的续航。应该是天气太冷的缘故吧。

结尾
这个是我自驾校毕业以来开过的第一部车，也不晓得具体有什么不好的地方，对于我这种收入不高的公务员来说这个价位05 phev已经很不错了。上高速在运动模式下60-100踩地板油还是很有推背感的。就是小电机跑纯电动力就不是很够了哈哈哈，上下班里程一共40公里，如果全部在谷电充电的话折合下来每公里只要7分钱不到点，相较每天挤地铁还是很香的。05phev总体来说我是非常满意的。",2021-12-13,上海
Levin风,作为人生的第一辆车，在购买的时候考虑的很多，由于购买时家庭即将迎来新成员，所以综合考虑了很多，最后才选择了领克，给大家分享一下我做选择的心路历程和使用了近一年的感受吧。 跟大多数领克车主一样，一开始选择领克是始于颜值，由于是在深圳车牌较贵（运气不好几年未摇中号），加上没有固定车位不能考虑纯电，所以一开始的目光就是混动车型，其实同级的选择也不多，看了一轮之后其实主要是在领克和比亚迪之间犹豫，一开始其实是在06phev和宋DMI之间犹豫，后面综合颜值，提车时间，动力参数之后决定买领克，但是06实在空间太小了，01的传统SUV造型颜值又低于05的溜背造型，“好不好用是一时的，帅不帅是一辈子的”，所以最后还是加钱选了05PHEV。 当时是首付了12万元，剩余10万是吉利给的10万元2年免息贷，也没有什么手续费，还是很香的。 目前使用了近一年说一下我的综合感受，首先动力确实是好评，在电机的加持下加速非常给力，不弱于很多豪华品牌，在路上超车非常轻松，整体驾驶体验也很不错，噪音也不大底盘滤震也较为适中（主要城市内驾驶），但是刹车好像不太给力，不知道是不是我的错觉。空间来说，其实乘坐空间还是很充裕的，坐5个人不是大胖子其实无压力，但是储物空间确实有点小，后备箱放个婴儿车基本就占了一半以上，顶部也没法加装储物，不过个人不是太介意这个，如果说想长途自驾游还是选01吧。最不满意的是车机的调教吧，开机较慢并且智能化程度较低，很多指令不能识别和执行。 综合来说瑕不掩瑜，是一辆较为满意的车，可以给车主带来良好的驾乘体验，储物空间稍显逊色也算是帅的代价吧，但绝对是一辆好车，让我对吉利和领克的品牌力还是满意的。感觉比较可惜的是销量一直没啥起色，可能大多数车主还是实用主义者吧,2022-09-21,深圳
汽车造物工坊,"领克的颜值，我说是国产天花板也不为过，第一眼看见领克的车型时，就深刻记住了。前脸的设计，辨识度极高，有种保时捷的味道在里面。SUV带溜背，颇有种跨界车型的韵味。尾部的贯穿式尾灯造型也同样出色，亮起后就一个字，帅。

内饰没有说很豪华，但却充满战斗感，贯穿式的空调出风口，类D型方向盘，还有那一抹浅蓝色的点缀，整车内饰并不能说不高级。

动力方面，虽说三缸很多人都吐槽，但你真的开过你才知道，其实并没有想象中的那么抖，加上是混动车，对于动力的追求也不是那么大，大多是奔着省油去的，油耗大概6个这样。

配置也是应有尽有，目前主流的功能都配全了，开启来不费力。车内安静，配合上曼哈顿音响，就是一个字，绝。

总之，追求颜值还想要一点性能的，领克这个牌子真的不错，加上对SUV车型的情有独钟，领克就是我最好的归宿",,
玩车报告,"这几年来，领克汽车绝对属于车市黑马般的存在，作为沃尔沃和吉利一起努力诞下的结晶，领克系列够年轻、有活力，产品实力也拿的出手，所以市场表现也还不错。眼瞅着越来越多的车企在插混领域赚的盆满钵满，领克自然也不愿放弃这块蛋糕，于是就基于领克05推出了混动插电式版本。但是领克至于能不能如预想般的凭这款新车收割市场，玩车弟觉得恐怕要打个问号。

其实轿跑SUV一直以来不属于一个讨巧的类目，因为搞不好就会做出一个四不像来，遭人挑刺，但说实话，领克品牌的车型在造型上确实是把消费者的喜好拿捏的死死的。就外观造型来看，插混版与目前在售的燃油版并没有太大区别，比如都是采用了家族式的外观设计，溜背元素也被保留下来，整体还挺有机甲战士的风范，比较契合玩车弟的审美。另外为了彰显它PHEV的身份，新车还是在尾标处增加了“PHEV”的字样。另外告诉大家，这车还可以根据个人喜好个性化地选择装饰件，比如贯穿前格栅的装饰条、不同色的外后视镜以及玻璃颜色，年轻人应该会喜欢。

内饰上，PHEV版本最大的变化是配色上有所“创新”，不过不是很中玩车弟的心意。官方称是为了衬托它新能源车的属性，所以将中控台副驾驶侧的黑色饰板换成了蓝色的，说是海浪的颜色，色彩创新是创新，但是在一片深色的内饰中，也确实很扎眼、很突兀。至于车内的一些科技性配置，比如12.3英寸的液晶仪表、12.7英寸中控大屏，以及车联网、全景影像、HUD 平视显示器、电子密码手套箱等等之类的也都有，配置倒是挺丰富。
空间方面，PHEV版本和燃油版也没有什么区别，长宽高分别是4592/1879/1628mm，轴距是2734mm，玩车弟有幸坐过这车，前排的空间很ok，但是由于溜背的车身设计，所以牺牲了一些后排的头部空间，玩车弟戴着头盔坐进去还真的会顶头，好在座椅的舒适性还不错。

不过，领克05 PHEV的动力配置就颇有点那种“既在意料之中又在情理之外”的感觉了，因为它依然采用的是一台1.5T三缸发动机+西门子电机的插电式混合动力系统，综合最大功率262马力，综合峰值扭矩390牛·米。不得不说领克对于三缸机还真有一股执拗劲儿，它最早期的燃油车就是搭载的一台三缸机，但是在听到一片市场哀嚎声之后，领克还是迫于市场表现换上了四缸机，但是这并不代表领克就妥协了，因为在它出品的一系列混动车型上，你还是只能对着三缸机“望机兴叹”。

综合来看，领克05的外观造型很亮眼，配置也不错，对于纠结症患者来说也很友好，因为就一款车型HALO版可选。但是如果你对于三缸机不感冒的话，那就可能会失望而归了。",,
