字段1_文本,字段2,时间,字段3
梦红楼3133,"【购车经历】
在问界M7，比亚迪护卫舰，岚图新款free，星途瑶光，领克08直接取舍了很久，钱倒是够，到好像最终选了最便宜的，我自己也没想到！
瑶光首先出局，因为他说11月来cdm一直不来，深圳到12月的上牌政策没说可以延续，我担心深圳的免居住证政策不会延续。到时候车来了，牌没了这不很尴尬，😂不敢再等了。
领克啥都好，主要是外观我个人不是很喜欢，特别是尾灯和门把手，欣赏不来，试驾都没试驾，就略过了。
问界现在太火了，不买是因为想着年底交车，怕交不了，还有我对所谓的智驾还是不敢太放心，毕竟小命就一条，所以抛开智驾，他的整体机械素质并不显眼。我觉得现在互联网造车，很多人人云亦云，但真的增程器一直推广，我们国家战略目标就背离了，可能不一定是好事，基本增程车企都是新势力，因为门槛太低。但因为成本便宜而忘了本来目标，不知道是好是坏。没啥好说的。车也喜欢不过没买。
岚图很喜欢，这外观去把个妹，应该没问题吧！差点就定了。为什么没定，就是因为买了魏派，很装逼的一辆车，不过想想家用，省个大几万好像也不错。
至于为什么买魏派摩卡，第一，我对四驱没有那么热衷，其实百公里加速7秒多已经很厉害了，家用足够，第二，他基本的功能都有，比如智驾L2级别，我开起来还是觉得不错，长城也是比较早做毫末智行的企业。自动泊车，座椅加热按摩，抬头显示，自适应巡航，行车记录仪这些还有都有，纳帕真皮也还安利上了，还送终身保养。。对于一直开大众的我来说，这已经是天花顶级别享受了。我真不喜欢我原来大众的破内饰。还有，这个价位，这个配置的，买的这个175续航，个人感觉已经性价比很高了，隔壁的比亚迪护卫舰可能要24左右，摩卡下来优惠不少，已经达到心理预期。

【驾驶感受】
提速很快，一不小心都到了130公里，你还没什么感觉，可能车比较重的原因，我设置了130速度语音提醒，一上高速一提速就来提醒到了130了。这我那大众是开不出来这效率。
还有就是现在的黑科技真多。我试了几次之后，基本不带钥匙了，怀档真好用。省了不少空间。。


【最不满意】
长城的女公主能不能不要取这么难听的名字，我有点尴尬，这么大一辆车，竟然叫摩卡。销量不好。名字占一半。",2023-11-19,深圳
唔知5029,性价比很高的车，无论是配置还是新能还是外表，都是同级别的佼佼者。底盘正如大家说的那样，调教不错。之前开过护卫舰07车，打急弯容易飘，不知道是护卫舰重心较高，还是我驾驶的问题，感觉车身不稳。此外，该车智能驾驶不错，不过在高速上突然悠一下，让我很害怕( •̥́ ˍ •̀ू )，但是确实保持居中了。智能泊车上，可能程序设计上很谨慎，距离障碍近一些，就自动放弃泊车了。如果是很大车位，左右没车，肯定停车很丝滑。车里的氛围灯很高级，有种小奢华的感觉。但是，有2件我个人比较计较的事，一是随车不送外放电板和便携式充电。这个上让我有点伤，比较这个感觉某迪都标配，我也希望魏能给力哈。二是etc设置上，貌似只支持工商银行的银行卡，看能不能拓宽一下审核。,2023-06-16,鄂尔多斯
执着的孔雀6Z8,"【外观】
相对于摩卡的外观，个人更喜欢蓝山那种封闭式的外观。关于溜背好多人都提到，我觉得溜背也挺好看的。

【智能化】
高速智慧巡航还是挺顶的，正常路况，除了上下匝道，几乎可以做到不用接管。扣分项是来自车机，只能说目前是白瞎了8155

【驾驶感受】
摩卡的驾驶感受还是很舒服的，完全家用调教。底盘整体给人的感觉非常的踏实，激烈驾驶下也比较有信心。

【能耗】
大部分时候用电，所以这里就重点说电耗。通勤25km的路程，空调25 auto，基本都是15-16左右的电耗。

空间和续航还是很顶的。

【吐槽点】
1.车机开机较慢，操作反应略慢，语音识别基本是人工智障级别。
2.座椅通风正确的叫法是屁股通风，有点小难受
3.空调耗电有点厉害，这个影响较大。大概1小时掉10公里的电，真挺多的",2023-09-07,福州
啊东方红12,综合评价：车机拉胯了点，但是也够用了，又不是像手机一样天天拿在手上，看中的是安全和空间，目前还没出现什么毛病，但愿后续长期稳定使用。 内饰外观：内饰简洁，外观大气，成熟稳重。 使用感受：动力充足，虽然是两驱，由于发动机可直驱，高速亏电状态也轻轻松松超车，周末放假开出去露营非常棒，外放电3.3kw够用，烧烧水，煮火锅。夏天睡车上一晚上大概耗电30% 能耗方面：大概计算了一下，9月提车到现在总共行驶5200km，油跑了2000多，电跑了3000左右，有时候去充最便宜的电，3毛一度，纯电差不多费用2毛一公里，油差不多5毛多一公里，综合下来3毛多一公里，这个能耗还可以。 图中位置可以自己定位查看，汕尾那边，风景绝佳，露营绝佳去处，可以带上小铲子和盆，早上可以捡花甲，好多人露营。,2024-01-22,深圳
鱼在water中,【购车经历】 在买这个车之前其实一直没关注过，一直在看比亚迪唐和护卫舰07。试驾了好几次唐和07，总是有不满意的地方，特别是座椅不舒服。 后来我和老婆说，不行去看看魏派摩卡，我在懂车帝上看到的，配置也不错，就是知名度不高。然后就去看了，当场就看上了。内饰高级，座椅舒适。接着就预约试驾，试驾后对于车子的动力和行驶质感也很满意，悬挂不错，没有开船的感觉。 回去考虑了几天，还是决定买这款，虽然有停产风险，但是我们开个五六年最少，不是一年就卖，开着爽就行了，也就不在意贬值的事了。 【提车价格】 我们当地有地方置换补贴五千，4s店置换补贴五千，大客户抵扣三千，交五千抵八千，保险找了一家还可以的五千九，所以最终实际就是22.08万加保险五千九。 有一个比较坑的地方，我们当时买的时候置换车辆必须卖给4s店，然后下个月之后就没有这个要求了，估计这块要亏个几千块钱。 【驾驶感受】 动力随叫随有，特别纯电行驶的时候，加速线性，不晕车。发动机介入后也很安静，馈电下也听不到声音，只有打开车窗才能听到声音。 【最不满意】 我觉得车机系统应该是最不满意的了，这点厂家也意识到了，还要加油追上新势力啊。 另外厂家对摩卡这款车的营销也不重视，很少看到推广，可能没利润吧，销量的确是越来越低，这种恶性循环需要想办法解决啊。,2023-10-16,合肥
熊字饼兯,"【购车经历】
有了想换混动SUV的想法，试驾过比较多车，唐DMI   UNIK IDD 宋PIUS DMI  零跑CII增程版，看到新摩卡属于机缘巧合，以前了解过老摩卡以及拿铁，所以对WEY的车驾驶感，还是比较满意的，再加之价格比较合适，于是下定新摩卡。
【提车价格】
我是在成都市火车南站那家店提车的，总体感觉销售人还不错，送了贴膜（一月不到就起泡，前挡尽然也要起泡，原谅我真没见过前挡贴了不到一月就起泡的膜，于是自费去外面贴了量子膜） 脚垫 露营套件吧应该是，车友们的车机内存卡是要找销售要才会有的吗？我提车时发现没有，自费买了一段时间之后，看到车友发文才发觉原来原车自带内存卡，问销售才说，我没找他要😄送了5W积分（虽然快半年了都还没兑现），有预交5千抵8千，有大客户补贴3千，所以价格感觉还是比较合适。
【驾驶感受】
这个我觉得开过几台车以上的人，应该能感觉出来吧，20来万一个大混动SUV，驾驶感受真算不上差吧。
【最不满意】
那就不得不说说车机了，算了不想说。还有所谓的一些智能配置（蓝牙钥匙）罚站加打脸神器，和朋友在旁边站到（朋友:开门呀）我:手机拿出来连接半天连不上（假巴意思说 不慌，我在找烟，整杆烟再走），现在开车钥匙不离身。",2023-11-05,成都
xxxmangta,【购车经历】 之前选车试驾过老款摩卡就觉得内饰用料扎实，驾驶体验也不错，但无奈老款价格太高，看到出来新款就又来试驾，内饰和驾驶感受都还是很不错，加上纯电续航也够用，本身也不是四驱刚需，价格还来到了23万，性价比在同价位实在是香，想要的配置颜色内饰还有现车，就下了订。 【驾驶感受】 现在开了半个月跑了4000＋公里，因为是计划从杭州开到海南环岛一圈，再直接开去新疆，所以这半个月用车环境大部分都是高速，开起来减震感受还是不错的软硬度我是可以接受的，就是高速过弯车倾的感受很强这点不太舒服，智能巡航一路上给我的安全感很足，不管白天黑夜表现都很稳定。在市区内的前后侧预警刹车有一点过于灵敏，在复杂车况的时候总会突然来一下。自动泊车我平时不太用，心血来潮用的几次体验都不太好有点人工智障的感觉。 【最不满意】 车机开机速度都快比不上我手机开机了，真的是8155吗。语音助手也是听不懂人话，连续的指令只会执行第一个或者直接就不执行，试驾枭龙max的时候看枭龙max车机语音表现很棒，当时购车就没太在意，没想到车机方面真的体验有点差。手机app也是几乎没什么用，远程遥控总提示遥控车锁总显示系统电量不满足要求，刚充完电也会提示。倒车后视镜会出现复位不到位的问题。无线充电的那个出风口风力很小几乎起不到给充电手机散热的效果。 【最满意】 续航扎实，驾驶的舒适度比较不错，内饰基本上皮肤接触到地方都是真皮。高速跑了4000多公里没出现什么问题。,2023-07-22,杭州
建安工程预测算,【购车经历】 一直关注油车摩卡及30.5万的新能源摩卡，但是超预算了，这次新摩卡在预算区间内，就果断购入。4s店从试驾到购车整体工作都是比较到位的，购买过程很愉快。 【提车价格】 23.18-0.3=22.88 保险0.54上牌0.05一共23.48万元。 【驾驶感受】 底盘、空间、性能、NVH都没得说，动力充沛，提速也是说有就有，120迈噪音控制的很好，但是到140～150迈时风噪明显增加。 【最不满意】 本车主为魏牌新能源主销车型，驻车、autohold、大灯、陡坡缓降等功能都集成在中控显示屏，但是车机操作流畅性有待提升，陡坡缓降功能操作不变且不支持语音控制(试了一下未成功)，对于每天要下地库的车主手动操作有点麻烦。车辆驾驶模式固定为纯电优先，如果充电不方便需要调智能混动，每次不能记忆，需要重复操作。 【空间表现】 车身宽度较大，过狭窄曲艺及停车需要额外注意。车辆整体形态还是偏向于低趴，身高过高的车主需要调整一下，两侧后视镜以及HUD高度略微不太合适。,2023-06-25,天津
那个男人i,1.车子外观，内饰都挺满意的 2.目前开了2000公里，油耗这个还没具体算过，反正500块的油还有100多公里续航，充电倒是充了可能7次左右吧。 3.存在的问题就是座椅记忆有点鸡肋，有时候不一定准确，然后车机确实慢，我刚提没两天跑了一趟长途，中途车载导航居然失灵了，一直定位不了地方。然后就是每次设置了驾驶模式，但是第二次上车又得重新设置。 最不满意的地方就是没有哨兵模式，明明点了停车监控，但是每次上车点开一看，又得重新设置停车监控！！然后有两张照片是我提车回家的晚上，我用车结果就弹出来了故障，然后自动驻车一直没法开启，最后第二天用车才恢复正常。 其它就将个烂就吧,2023-09-22,成都
有趣的灵魂SSS,性价比很高，驾驶舒适度很高，除了座椅方向盘还没找好最合适的坐姿尺寸距离外，基本满足个人的驾驶需求。 我十月份开始看车，试驾很多，也看很多，具体有啥就不一一列举了，没有意义。如果你需要的驾乘体验是，底盘的平稳兴，乘坐的舒适的话，在这个价位的话买它不吃亏。 续航问题，冬季开空调，基本减半，别抱幻想！不开空调冬天这个温度五度左右150+没有任何压力，那当然天暖和了估计达成率更高。 主动安全够用，自动泊车对新手还比较友好，老司用不着。360全景看着有点头晕，全车实景我觉得有点反人类，特别行驶途中，车机上显示左侧的汽车是你实际右侧车，右侧的反之…这个是我设置的不对还是都这样？有大神能告知一下最好。 其他，不知道为什么这个车卖这个德行，我不是买了必须说它好，车外型我不喜欢，内饰还行，如果再高点这个车就好看了。是真的试驾过好多车，这个开着，坐着都很舒服。驾驶的动力输出比较线性，输出足够，没有那种响应延迟，一头一头的感觉。 让我订这个车的最主要原因是一性价比配置丰富，二驾驶舒适度，三内饰相对豪华感。,2024-01-06,烟台
狗哥有点呆,"重度选择困难症，看车看了挺久。
        比亚迪唐，宋，问界，本田，大众都跑了一遍。一路选下来 ①问界太贵了超预算（不买智驾版买啥问界） ②宋不符合审美（宋冠军的花猫前脸、兰花指换挡杆劝退了，老款没有单独的快充口）③BBA的纯电续航50像是开玩笑，CRV店里没有试驾车，有点可惜，途观L.开起来发动机噪音超级大。
       之前一直想买领克的，觉得更安全，而且肉肉的我很喜欢，但是08实在捂太久，最近又要用车，等不及了，简直磨人的小妖精。另外看大家的预测，23音响版本估计25w起，估计买不起😭，也就不等它了。
        最后定了新摩卡，我都忘了是咋看到这台车的了。稀里糊涂的，但是外观内饰都喜欢，最后下定的是漓江蓝外观，黑米内饰，提车一周，目前只跑了168公里。
        颜值: 好看，符合我们家所有人的审美。选的浅色内饰很温馨。
        驾驶: 混动车没啥可说的，有劲儿，舒服。
        续航: 还算是比较扎实吧。满电交付，首次续航达成率只有50%，我很费解，以为上当了。但是第二次充电后续航达成率有个82%，跑了68公里，续航掉了80多一点，夏天空调开的大，还是可以接受的。但是但是有一点，驻车开空调太费电了，车上坐了一小会儿，3、4公里的续航干没了，希望官方能优化下。
       智能: 车机太傻了，除了不能装软件不说，语音识别也一般，近音词联想能力太弱。这方面长城官方一定要优化！
       辅助驾驶: 试驾的时候感觉挺好的，提车回来自己开没敢用。后面试了再来补充。
       空间: 前后排都很宽敞，符合家里需求。
       其他问题:  ① 我的车钥匙不能打开后备箱门是咋回事？② 用app控制开后备箱门，再用实体按钮开门，结果后备箱门关上又打开了，并且喇叭还鸣笛三次，昨晚车停单位家属院，半夜两点反复这样3次，太扰民了，我贼尴尬。 如果车友们知道怎么解决也拜托帮忙解答哈🙏🏻
      待补充……",2023-07-17,成都
