字段1_文本,字段2,时间,字段3
灵敏香瓜gZm,S7增程200，现金优惠11000，地补2000，送20寸轮毂和399的智能钥匙，保险6000（强制在店），落地162900，价格不知道是个什么水准了。 说实话，车的驾驶感受我还是很满意的配置很丰富，对新手来说最友好的莫过于ar-hud了，细腻些比较全面，虽说没有仪表盘但是一些基本信息都能通过hud看到，但是白天清晰度不是很够而且投射的地方要经常去擦，不然容易沾灰。目前开了5000多公里了，基本上4000多公里都是用电，市区跟高速两场景都跑过，市区电耗14-15.5左右，油耗5-6.2个点，高速的话电耗17-19，馈电油耗7.3左右。动力反馈也很不错，整体加速没有任何的顿挫感，稍微吐槽下后排隔音，多少能听到一些噪音，要是全车都弄双层的隔音玻璃就好了，可惜只有前排是的；车机软件比较少，车机自带地图版本也是比较低的，希望后期ota升级能够尽快解决这些问题。满分10分可以给到8.5分吧，基本上能满足日常使用需求了，颜值上很能打，身边朋友也是准备去订S7，老带新蓝宝石兑换还能有更多的优惠。,2024-01-05,重庆
灿烂旭日yc,综合：这款车关注已久，心动的是无边框车门，200续航和2.9米的轴距，其实和网上许多做过s7测评的博主一样，我的建议是如果家里有车库能装充电桩那绝对值得入手，市区通勤三四天一充毫无压力，长途直接加油毫无焦虑，智能化，内饰，操控动力都是这个价位应有的水平（没有超出也没有下降），唯一遗憾的是底盘调教确实有点怪异，速度七八十的时候有德系的滤震非常干脆，三四十却像是在开船，回弹多余。 续航：没做过啥特别专业的测评，目前开了不到二百公里，中途冲了一次电，估计续航达成率有个八折（舒适➕空调➕通风）。 车机：可见即可说，车窗后视镜天幕座椅空调等等都可以语音控制，达到了这个价位应有的水平。 动力：动力妥妥2.0t，后驱还能玩漂移，零百加速8.2左右，换个运动胎应该可以进8。 舒适性：这个没得争议，虽然我没有加装零重力但是 2.9的轴距和全皮座椅，无论前后排体验都极佳，还有个小憩模式可以供你午休很舒服，本人一米七二，后排可跷二郎腿（前排舒适情况下）。 不足：ota有待升级，还有很多可优化项目，例如升级导航，应用商店app，界面优化等等（底盘只能是那样了）。,2023-10-01,衡阳
echoless671,提车第二天就出门自驾，佛山出发去了趟福建，跑了2500KM，整体下来感受还是满意的。首先我最注重的空间表现方面非常满意，整个旅程满载5个成年人，后排乘客都不会觉得挤；其次驾驶感受整体是满意的，对于电机驱动的车子加速平顺没话说，高速130+随便上，至于极速上限不在意，20年驾龄就没飞过180+；续航方面整体2500km里面1800km用油跑，算下来7.1L油耗，电耗19度，整体还行，毕竟满载，动能回收0；辅助驾驶只用到ACC，IACC用过了还是不放心，命运还是掌握在自己手里踏实；至于底盘是真的软，曾经80公里飞坡后轮可能由于弹簧回弹咯噔一下，吓得以为磕到底盘了，不知道以后升级避震会不会影响质保，不影响的话升级一下把短板弥补了，整车的评分能上一个台阶。总结一下S7是一台优秀的家用车，颜值在线，空间宽裕，动力够用，底盘偏软，适合温柔驾驶。 回来停楼下被旁边车开门撞了个口子，勉强算一血吧,2023-08-19,佛山
燕燕kv每天睡不醒hypk,【购车经历】 一直想买一台属于自己的电动车，但是无奈预算和自己想要的总是相差太远，没能实现。当时深蓝S7挂着卷王的称号上市我就比较关注，琢磨也许这次自己能够到边。上市价格一看确实挺划算，增程SUV，裸车16.99万，还是后驱动力，当时心想，就是它了。 【用车感受】 上月底很迅速提了车，目前感觉很棒。最喜欢深蓝S7的大座椅，相当舒服，坐垫长度也很实在，坐起来舒服。另外它中控扶手这块设计简洁又实用，内饰水平和大几十万的豪车直接看齐，可以算得上非常舒适的家用SUV。 【配置操控】 入增程一是考虑纯电的保值率，另一方面也有续航上的焦虑。增程的驾控感受和纯电完全相同，尤其中期的提速，相当激进，是我喜欢的风格。配置这块深蓝S7确实是卷王本王，15.6寸的向日葵屏科技感很好，再加上弹出门把手和它的全景天幕，真心比某拉给力多了。 【最不满意】 中控仪表盘给整没了，很不爽。AR-HUD确实够高大上，但给留块仪表盘不行吗？刚上手很不适应。另外这台车也十几万了，但是速度上来之后胎噪还是很大的，尤其后排乘客感觉会更明显。看了眼配置表，居然只有前排是双层玻璃。 【最满意】 最满意深蓝S7的外观，别的车还可以说见仁见智，但S7的前脸设计据说灵感来自弦月之弧，灵得很。车身尺寸是中型SUV，但车身动感轻盈，丝毫没有臃肿感。,2023-07-02,广州
D倾听,"购车背景：这两年一直开朋友的帝豪s，1.4T的自动，这两个月夏天空调开的比较多，这么小一个车表显油耗10.5，上次实测了一下加了300的油，跑了380公里左右，算下来14个油，差不多1块钱一公里，纯市区用车，确实有点遭不住了，打算这两个月换车。


选车：前面有考虑过星瑞，但是想想这个帝豪1.4都能干到14个油，2.0的有点怕了，转头看新能源，自然就关注到了4大天王和零跑，骁龙太丑了不考虑，零跑的圆润风也不太喜欢，比亚迪最近的负面信息比较大，后面就只有L7和S7了，这两个车都去试驾过，确实L7的地盘质感好一些，没去实地看银河的时候觉得银河外观也挺好看的，实地一看觉得也不亮眼了，可能是因为先去看的S7，预期就比较高了，因为我也才23岁，第一辆车就选了自己喜欢的，没有必要那么追求实用，7月31号下单，黑外橙内+20寸+钥匙。


用车分享：
等车等了20多天，28号提车的，提车当天买保险，保险生效才能开走，这两天跑了100多公里，还没有遇到什么问题，现在有点后悔买钥匙了，车联网弄好了之后，APP位置权限开个无限制，也能靠近车辆自动解锁，钥匙有的功能手机都能用，手机就算关机了，带张卡片也比带钥匙方便，确实没有必要用钥匙，大家可以考虑一下


浅谈一点小经验吧，大家准备下定之前不要在任何地方留信息，留了就没有85000深蓝豆了，交定金前先把赠品谈好，一定要说清楚保险不在店里买，这边店内保险给我报的4700，我在外面买的3400，我订车的时候赠品谈好了，刚交完定金就说要在店里买才有赠品，吃了个哑巴亏，最后送的贴膜我也没要，都是小套路。


最后，大家有没有订车的可以扫我的码，去试驾订车最后提车，会有85000的蓝宝石，相当于850块，能薅一点算一点，用没有留过信息的手机号登陆微信扫码，选择相应的城市预约试驾会有销售打电话过来，然后去试驾提车就可以，没订车的小伙伴可以参与哈",2023-08-29,成都
SLD6562,【购车经历】 开始就决定购买新能源汽车了，看了比亚迪的唐和护卫舰07，车味道太大了，试驾车都那么大，家里有小孩所以直接略过了！后来银河L7出来了，价格很香，外观内饰都不错，但是4S店的销售太硬气了，服务费2500一点不讲，啥赠品没有，再加上银河一个毫米波雷达都没有，决定等等深蓝S7，价格出来没有很大惊喜，但是外观内饰，配置相对当时的几个混动来说属于最优解了，所以和4S店谈好就下定了！ 【最不满意】 最不满意就是车机了吧，360画面不全屏，然后分成三块显示也不合理！对语速慢点就不行了，必须不能犹豫，一口气表达清楚才行，有时候说一半就开始识别，结果识别的知道是啥了！还有就是车钥匙还得花钱另买，太离谱了！ 【驾驶感受】 驾驶感受不错，本来也没有开过几款车，就拿轩逸练手一段时间，还有开会汉兰达几次，这个车驾驶绝对碾压那两个！ 【销售态度】 大连有两家深蓝4S店，两家店都去了，华北路店的小伙比较有底气，对深蓝车了解比较多，可能销售压力也不大，说话比较硬气！金三角店是个小姑娘，态度是很软的，什么都可以商量，后来提车后觉得态度就没有之前那么有耐心了，而且00后在休息时间就不会理你的！最后选择金三角店还是因为给的优惠要大一点吧！ 【最满意】 最满意还是车的外观内饰以及配置了，因为还是新手司机，驾驶上也没有太多发言权，但是驾驶感受还是不错的！还有感觉HUD很满意，没有感觉不清晰！,2023-08-08,大连
沉着钢琴Znh,"我是一位80后从事旅游旅客运输行业的大叔，半辈子一直在跟油车打交道，对车略知一二，在年轻的时候渴望过很多豪车，但一直因为各种原因导致没能圆梦。到一定年纪后渐渐忘记了车的品牌效应、性能和操控，更多的是关注于车的实用性，近年新势力的发展趋势让我身边的朋友很多都换了新能源。各种配置更是百花齐放，所以我也心动了。

之前一直对国产车有种莫名的抵触，选深蓝是我人生中的第二台国产车，第一台是01年的夏利。

之前我浅浅的了解了一下星越L混动和零跑C11增程，一点没有心动的感觉。
看中深蓝S7有三点：第一，增程1.5自吸（省心省事，故障少）
第二极简内饰配的抬头显（曾经是要豪车级别才能拥有）想不通那些喷子怎么会整天拿这HUD做文章，沾不得高档
第三，我比较信任长安。

于是我立马研究该车，当时唯一的感叹就是车灯实在太丑，但我属于实实在在的实用主义者，管他长什么样，好用就行。周末闲着没事，抱着试试的心态，去4S店试驾，很满意。媳妇也不懂，我乱忽悠一通，拿我的GL8胖头鱼缺点乱对比，她就从了。从试车到付款就20分钟，我也没有想到我会那么冲动。哈哈😄想想这车的配置，可以说圆了我年轻时候豪车配置的梦，不管保不保值，也值了。感谢深蓝还能让我找到一把心动的感觉。",2023-09-02,红河
用户4614328973534,"关于这辆车的优点我就不过多赘述，各个媒体以及其他车友的提车作业已经描述的七七八八，我就不细说了。续航市区开到增程器自动启动大概150公里左右，加速比较柔。17万的车智能化配置很高，内饰外观我认为没得挑，这也是当时选择S7的主要原因，另外当时销售也比较热心，可以驱车十几公里上门试驾，这点非常不错。

直接说缺点
【最不满意】
最不满意的不是为人所诟病的底盘悬挂，而是极其严重的异响问题，车辆经过一些减速带，井盖等路面凸起，感觉车身、内饰各处都有不同程度的异响，我本身对声音较为敏感，所以严重影响驾驶体验，对异响不能接受的一定要谨慎购买，太影响体验了，个人感觉可能是车辆本身装配工艺的问题，还有后桥减震器或者传动轴都有可能有异响，具体声音来自哪里我没感受出来，异响源太多了，这个问题介意的一定要谨慎。",2023-09-06,长春
为毛怎么名字都存在,【购车经历】 作为温州S7首提，一直想抒发下购车的心路历程。 四年前便在看tsl，从3到Y，但家里人都不理解新能源，本着父慈子孝、家庭和美的原则，便也作罢。这次换车的契机有多方面的，首先连襟买了长安UNI-K智电，推崇之至；其次看到了深蓝sl03的背刺，关注了深蓝；最后发现大姨子首发买了sl03，开着还不错，坚定了我选择深蓝的决心，毕竟有长安和大姨子的背书。 在此过程中发现S7也即将上市，便陷入了漫长的等待，这里真的吐槽下老邓头，价格出的实在是墨迹，但优点也得表扬，绝大部分配置全系标配，当然1499的炮灰不在讨论范围。 6月25日，发布会结束后，整体价格稍微有点出人意料，总以为200增程的价格会低于预售，本想迟点等明年再买，可回头一想，明年的话旧车还得贬值个一两万，即便S7降价，我似乎没赚到什么便宜，还不能早享受，更何况6月底温州还有地补；恰巧之前对接的销售问我对车的看法，跟老婆商量了一下，当机立断，当晚下定抢现车，抢地补，所幸现车有自己需要的配置，白外（低调）橙内（闷骚），20寸轮毂，舒适和美观兼备，这里也要感谢下我的销售，陪我折腾到12点多。经过“漫长”的订单匹配，终于在26号通知我，27号提车，后来才知道销售“压迫”交付中心让我做温州S7第一个男人。 翌日，忘了这一天是怎么过的，总之很忙碌，到交付中心，办金融，办保险，选车牌，到车管所登记车俩，全程交付中心有序安排，期间还顺道把老车给卖了。金融7万两年免息，加上卖车的10万多块钱，地补和保险一抵消，S7约等于不要钱；保险和上牌选择了自助，但交付中心的人也还是带我去了车管所，感谢。 整体购车和提车的过程基本是在期待和满足中度过，头一次写这些，感觉有些啰嗦，但毕竟得表达情感是不，各位看官请多担待。,2023-07-06,温州
深海鱿鱼蓝不拉几,"提车一周，整体感觉不错，第一辆车，用起来当电车开，提的是带按摩座椅的，这个功能目前感觉还不错吧，就是有些贵。
【购车经历】
4月份关注7月份提车，过程真的很折磨，尤其是那又臭又长的发布会，毫无兴趣，毫无激情，当然首发也毫无惊喜，不知道是不是深蓝很自信，但是目前来看，销量不是很理想的样子。4S店总共么没卖出去多少，大部分都在等车。
【最不满意】
不满意在于深蓝虽然是新势力直营模式，但是，每家店还是传统四儿子店的做派，你谈可以给你点东西，你不谈，啥都没有。完全就看车主能力和销售兴趣。而且销售对合同等等都是遮遮掩掩，没买车的最好和销售谈清楚赠品，优惠，列个清单到具体细节，贴膜型号等等，不然贴膜的时候，又是新一轮的套路。不知道四儿子店能不能少一些套路，学一学特斯拉，一是一二是二。文字游戏少玩点。而且赠品还强调必须店里上保险和上牌才给，给的吧，还充满套路。
另外车钥匙就一个气泡袋，真的降本降到这么low也是没想到的，交车礼也一般般。
记住一句话：下了钱，就是套路的开始。下单前一定谨慎再谨慎。

【提车价格】
选装了座椅和20轮毂，钥匙，总价184299。店里保险5200+500上牌费。（吐槽上牌，去了一次还搞不定，第一次去办理，没有当场拿牌，还要再去一趟四儿子店上牌才行🙃🙃🙃，买个车请假都不少钱了）
【驾驶感受】
新手第一辆车，开起来没有对比过其他车，感觉不明显，后续再开开看。
【油耗】
四儿子店加的163公里油，没用过呢，暂不清楚。
【续航】
切换成WLTC模式，续航还可以，挺准的。",2023-07-15,苏州
干淼宇刘,"订车过程：
报价单、选配单：
深蓝官方磨磨唧唧的，憋半年才公布价格，线上订车，没什么可报价的，直接手机选择。只需要去4S店问问哪款有现车就行了。
选配就是上面描述的，性价比原因，之选配了20轮毂和车钥匙。
提车周期：
现车提车，开走一周（贴膜排队）
政策条件：
官方定价无优惠，7万0息贷款24期。送了脚垫、车模、帐篷、电枪及保险优惠加上官方6年12次保养外的店方送的保养次数。

提车过程：
一、预算：15-20万
二、车型品牌偏好：无关合资国产，选择新能源车型更想选国产品牌。又怕新势力品牌坚持不住，所以大多关注传统车企的新能源分支。家人有空间需求，所以开始关注SUV车型。

用车初体验：
内饰全是优点（大家论坛看水军夸就行了，说的都对），唯一缺点是前排隐藏式出风口最多吹到胸口。后备箱没有标配遮挡盖板，且官方商城没有配件。
②动力、空间、油耗/电耗：
这个价位别考虑动力，够用就行。空间对得起2900轴距。
电耗值得说一说：
开了4天了，共计充电4次。计算平均电耗3次。第一次百公里20度，第二次百公里17.35度，第二次15度不到（没充满，粗略计算）。希望后期开久了能有个满意答卷。
③满意的点：
1、手机无线充电功率不错，快充。
2、内饰仅限豪华，后排老板键上档次。
3、大沙发很舒适。
4、头枕喇叭设计优秀，导航、电话针对驾驶员广播。
5、HUD清晰，好用。
6、后排扶手比较长，看着大气，扶着宽敞。
不满意的点：
1.隐藏出风口最多吹到胸口，吹不到脸。想让脑袋凉快，只能吹玻璃。
2.还是摄像头少，辅助驾驶肯定比L2+ 差一些。
3.后备箱没有遮挡的那个板。原车就没有，且官方配件没出品。所以后备箱想放贵重物品是不安全的（目前）。
4.手机APP希望能升级成比亚迪那种桌面小程序，操作起来会更简洁。",2023-07-10,天津
艺龙的s7,我九月份提车，一个月干了3500km，人生的第一辆车！ 去了两家4s店，第二家销售很干脆，说让我回去提车的话给我优惠1700块钱，送我车票钱回去提车，果断交了5999的定金 首先就是外观，选了21寸的轮毂，好多说胎噪还有轮胎的扁平比低了不好，奈何年轻人就喜欢一个字“帅”，发自内心的真的喜欢就不要管旁人的眼光，冲就完了！ 第二内饰，你知道开过黑色内饰再坐进深蓝里面的内饰什么感受吗？就真的会眼前一亮，说不耐脏的，橙色，坐在车里又不会翻天动地的去乱踩，当然不会！空间也完全够用两米9的轴距，我身高175，调整好位置后面完完全全够用，完完全全！！！ 智能化比起以前的车，那叫一个绝，我老爸开我的车，我说你不知道怎么开哪些功能，你就直接叫他就可以了！够意思！ 说说驾驶感受，7秒多的百公里加速，家用车以及上班通勤够用了，偶尔红绿灯还可以装一下！电车的加速都知道，但他那种加速是没有延迟的，只要你舍得踩，说来就来，120km在高速上，开了运动模式，加速也说来就来，分分钟干上150，而且高速上他的加速很线性！ 其次就是大家说的底盘，一个月开了高速也有，坑洼路也有，我也不是专业的车评，他们说的很晃我感觉还好，比起开过家里的日系车，但有一点，真的很不舒服，就是你过减速带，直的道路还好，拐弯的话感觉车身会平移，这个感受真的很不好，虚晃你一下！可能这就是大家说的底盘调教得不好吧！ 大概就是这么多，不是专业的，就是说说我自己对这辆车的感受，还有就是这辆车开出去回头率真的很高很高！大家都会问，这车可以啊什么牌子的多钱挺帅！建议选黑车漆，因为你选了一个不加钱的颜色得了两种不同的感受，阳光照下来看着车是蓝色的！很亮！ 最后给大家参考参考，勿喷,2023-10-07,安顺
用户7108711598069,深蓝S7是我人生中买的第一辆车，最开始买的时候还对比过比亚迪汉dmi、银河L7。汉dmi的121尊荣纯电续航只有100公里出头，价格也到了20万以上；银河L7的价格和深蓝S7差不多，试驾的操控感受也比较好，但是车子空间感觉小了点，语音助手也不是灵敏。考虑到自己驾驶属于比较佛系的类型，深蓝S7底盘的问题对我来说可接受，而且每周基本上都需要从天府新区往返主城区两三次，单趟驾驶距离也差不多40公里左右，深蓝S7的纯电续航距离更能满足自己的需求，最终下定了深蓝S7，选装了20寸的轮毂。 到目前为止，提车刚好一个月的时间，行驶距离差不多2000公里。优点有几个方面：1.车辆空间很大，后排坐两个大人加一个小孩也比较宽裕；2.黑色的外观也很好看（就是非常不经脏，一个月洗车都洗了好几回了）；3.内饰做工不错，已经有四五个乘车的同事夸过内饰好看；4.纯电续航实测能跑160公里左右（一半市区一半快速路的情况，不包含保电的电量）。 目前感受到比较明显的缺点有两个：1.底盘滤震确实不太好，遇见路况不好的路面，比较颠；2.远程控车不太好用，夏天比较热，每次想提前开空调，明明在app上点开了，到车的时候发现空调根本没启动；3.车机上的高德地图版本较老。 总体来说，在这个价位，深蓝S7还是很有性价比的，希望厂家能尽快OTA，改善远程控车和导航软件的问题。,2023-09-06,成都
极速饭团2k6,看车考虑： 刚入社会，本来想买univ idd，老父亲觉得不太靠谱的鬼火车，而且空间也狭窄，碰巧四大天王开始短刀相拼。最开始考虑了枭龙MAX和银河L7的次顶，本来觉得深蓝这个配置什么的再怎么也要17w多。试驾了这三辆车，个人觉得枭龙的地盘是最灵活的，银河的质感是最好的，深蓝就中规中矩，可能试驾的道路挺整的，感觉滤震也还说得过去。因父亲是哈弗老车主，打算购买便偏向于枭龙多一点。 发布价格后： 当天晚上看见16.99的200max那是真的头疼啊，超了一点点预算，但是想了想还是咬咬牙上了，因为家里不方便装充电桩，只能装厂里，一周冲一次，一天来回40km，刚刚好深蓝是用车成本最低的。而且那段时间也被枭龙的高速油耗帖子劝退了。看了看首批车主的反馈目前也还好，就在七月中果断下定了。 提车后优点： 1、用wltc走是1比1的，甚至掉的比我实际里程还少（较强动能回收➕宁德的电池）。 2、配置很高，最看重的就是座椅通风，南方人没有就真的受不了。虽然风量不大，但是你不能没有。音响调成423效果也还不错，比较才17w的车价，要求不能太高。 3、车是真的帅！！！这个真的要单独说，长安的设计师真的有独特的见解，PSA集团的设计没白收购 缺点： 1、底盘滤震真的很一般，过减速带经常前面先仰在点头，车身的姿态不太好。高速一点劈弯，避震先硬然后到了灵界点就huahuahua软下去，来个措手不及。而且不平整的道路，弹跳也很多。感觉这调教又想要运动又想舒适，结构两头不到岸,2023-08-16,佛山
小徐的深蓝s7,毕业以后一直想买车，工作两年攒了七八万，来来回回看车也看了不少了，从合资到国产，从油车到电车，不得不说国产车发展的是真快，刚开始看的univ，在路上看到过，真的帅，但是感觉轮毂是真的丑，也有点短，后期4月份看到MG7，也去试驾了，那是真的爽，动力嗷嗷的，怎么踩怎么有，而且回火声音也很好听，正好想着自己6月份过生日就准备订了，奈何家里人不同意，上半年钱也不多，无奈只能选择等待，到暑假s7出来了，正好附近有试驾车就去看了一下，也试驾了03，总体感觉s7隔音比03好很多，内饰用料也比03好，其他的嘛没啥太大的差距，因为了解新款03马上要出，所以观望了一阵子，等到新款03出来的时候一看价格，比老款还贵了，当时就不爽了，奈何白色内饰真的好看，又去试驾了新款03，感觉质感比老款有提升（轿车躺着开真的舒服），家里人觉得还是要买个大一点的，也想着后期自驾游大车也方便一点，最重要的一句，我女朋友说的很对，不管你买哪一款车，你都会后悔，我爸也建议买SUV，刚好店里有现车，新款03怕来不及国庆出去，果断下单 【购车经历】 9月2号看的车，3号下定锁单，5号提车，应该没有比我快的了吧？销售不太专业很多政策整不明白，818跟教师节权益不能叠加，谈了很久都谈不下来 【提车价格】 选装了20寸轮毂，总价172299，地补4000，增购2000，保险返1500，送钥匙，贴膜，脚垫，车价一分没有 【驾驶感受】 0到80动力随叫随到，90过后加速有点疲软，还没跑过高速，不太清楚 【驾驶感受】 很安静，底盘也没有网上说的那么烂，再说了现在城市有多少烂路让你走呢？ 总体来说，车是真帅，油耗，续航后期再继续评价,2023-09-05,合肥
用户1827303675671,价格：这个价格的纯电性价比一般了，同期竞品蛮多的，20的价格520续航有点说不过去，好在没有分期服务费，而且利息不高还补贴6000。 外观：选择深蓝s7就冲这了，尾翼无感，但是前脸没的说，不需要耐看，惊艳就够了，外观就是这车最大的亮点，什么驾驶感，智能化只要不太差就行 智能化：人机交互这块感觉挺鸡肋的，个人感觉不是很好用。车机的高德地图完全比不上手机的，车机app锁定了，能用到的就酷狗和哔哩哔哩。多了个手势感应，实用性一般… 集成式辅助驾驶好评，肯定比不上小鹏理想特斯拉，但是比同价位的其他新能源车来说还算稳定，这点是出乎我意料的。 空间：后座放倒不够躺平，失望…过两天买个充气床垫试试效果。储物空间够用，基本满足一家出行。 缺点： 520电量不太够用，充电时间基本也要1小时以上（和电桩功率有关） 前排储物箱及方向盘按键经常误触，后排竟没有充电口！ 尾翼非常不耐脏，雨天行驶后各种泥渍 前排隔音效果不错，后排就一般了 说完缺点再讲讲优点： 颜值即是正义,2023-07-24,海口
归尘青阳君,022年开始看车，一直开奥迪Q7和宝马525，都是油车，而且看到国产品牌的崛起，决定选择目标定为国产新能源。先后试驾了3波9款车。最后选择了深蓝s7作为过渡新能源。 【优 缺 点】 选择的原因： 1.颜值在线，内饰简约风格，显得大气。后排空间大，乘坐舒服；车机也比较流畅。从价格和相应软硬件配置，绝对性价比高。 2.用车经济，比起525和Q7，能加92油，电池续航185公里，每个月油钱能省1500元。 3.品牌信任，除了背靠长安，还有就是处理SL03老车主问题，并没有放弃，给了解决方案，显得有人情味。车友提的建议，也及时OTA。对比其他品牌，深蓝对客户建议，他是真改进。这点对于我下决心很重要。 建议：把车机再智能化一点，语音智能控制，不能搜索（可以搜歌曲）；把零重力座椅、按摩、智能屏分开选装；品控再严格一点 ⭕️开了三个月，能耗，驾驶体验挺不错 ⚠️但是出现一个问题 ‼️蓄电池质量问题，停了一天就完全没电‼️ 希望厂家重视，已经不是个例了,2023-10-31,北京
小赵童鞋要深个蓝腰,"车型：620Max 灰外橙内（别🐎，因为喜欢，所以下单）

等车及提车感受：从深蓝S7上市当晚下定，一直等，原本以为能赶上30号的万人交付，等来的却是没有匹配成功，索性就没怎么关注车子的状态了，直到4号匹配成功（验车时发现车子是3号生产的），又开始提车期待，6-9号很兴奋🙈🙈一直在问交付中心车子的情况，10号整备完成就立马提车。

用车感受：从交付中心开到家70公里的路程，给我的感受是比较平稳，方向盘调教的是我喜欢的，前排双层夹胶玻璃真的感觉静谧性很好，音响音效也真好（有大牌的感脚），后排空间很大（别人给我的反馈哦🤔），整体给85分（满分100分）。最后就是续航了：我比较喜欢WLTC，所以620的满电续航切换是505，基本是 1：1（如果按CLTC算的话81折）

槽点：

1.交付中心服务意识淡薄，从进门到交车一直是我在推进，交付专家都不知道忙啥😂😂也没有给客户一个满意的交付，还要受一肚子气，交付礼也没有提前采购，就说是快递😂；

2.座椅按摩竟然不能语音唤醒，后排安全带提醒每次上车都得手动关闭，副驾屏不能手势控制（看视频只能自动跳转或提前选好，要么给个遥控也行，毕竟零重力坐姿下怎么去控制屏幕内容呢？），商城APP太少了，腾讯视频，QQ音乐这些常规APP都没有。

最后，还是希望国产车能越做越好😊😊😊",2023-07-19,杭州
张3瘋,十几万左右，8155芯片100公里以上续航的电混SUV就那几种。最开始选车时在网上看了好久，当时首选吉利银河L7，L7网上的口碑很好什么外观漂亮，空间大，动力强，配置高三个屏幕。次选长城哈弗枭龙MAX，这个价位里唯一的4驱，外观看上去也挺大气，而且也是三个屏幕。最后才是长安深蓝S7，三款车里，颜值最高，但只有一个中控屏。没想到看到实车后，颠覆了我的观感。看实车，L7外观很中庸，说不上丑，但也和好看不沾边，没看上。枭龙max前脸不好看，内饰很low，和几万块钱车差不多，长得丑就是原罪。深蓝S7的外观确实把我惊艳到了，这个级别没有对手，内饰也很有档次，堪比20多万的车，空间也是最大的。就选它了。选了200公里版本的，加2000选了20寸轮毂+钥匙，8万分期，17万落地。开了十几天，谈下感受，电车通病，低温续航有点虚，开暖气，表显里程打对折。不开暖气，可达表显8-9折。提升快，超车轻松，变道灵活，操控好，驾驶舒适。就是悬架偏硬，不平路面有点颠簸，但远没网上说的那么夸张，什么像开船呀，头昏呀。品控和老品牌还有差距，有待提升，我新车验车不仔细，没发现后排座椅上有个擦不掉的印子。后排一直没人坐，自己装后轮挡泥板时才发现，像是油性笔写的一个“3”，用泡沫清洗剂、酒精、洗洁精等清洁剂都清洗不掉，去精洗店和4S店售后也没办法。,2023-12-21,武汉
粉粉姐姐鸭,选车： 当时的时候看了银河L7，比亚迪宋plus-DM-I，好像只有S7i让我感到满意，买车嘛最主要还是得看个人喜不喜欢。11月15号试驾完后就下定了，也是经过一个月苦苦等待在12月5号迎来了我的第一款车。 驾驶感受： 刚提完车就去打临牌，所以才能第一时间体验到小7的真实感受，动力够顶，高速上切换到运动模式深踩了几脚会感受到很强劲的动力，杠杠的推背感，后程输出也相当平顺，开起来完全不会不适应。 续航： 基本上跑150km之后油就开始介入了（大概是在20%介入增程器），满打满算纯电跑个170没什么问题，wltc表现185km，达成率还是挺高的，而且成本也低，我上个月每天上下班70km吧，基本上纯用电，一个月电费才不到180，这个价格比每天坐地铁都便宜了。 车机功能： 感觉配置上会有点鸡肋吧，就比如说这个后排安全带没有系这方面就得自己手动去调整，不能语音控制，希望后面能升级下吧，有时候在车里面说话也会莫名其妙的蹦出来，还是有点闹心的。 最后也是跟大家分享一下，我的悬浮顶在网上买的，因为看别人的很帅所以自己也去整了一个，内饰也是稍微修饰了一下，扶手箱两个A柱内饰板跟玻璃升降器面板我也粘贴了翻毛皮贴，档次瞬间拉高。,2024-01-16,福州
小黑奥巴奥巴马,"年前把车提了，主要用途是上下班通勤，偶尔回老家，现在开了450公里，总体感觉还行。

外观不用多说，喜欢才会买它

内饰挺居家的，但是说实话，装配工艺感觉一般，门板和中控台的缝隙蛮大的，不知道是本身设计就是那样还是什么意思

配置很满意了，16w的价格，能给的都给了，之前觉得没有仪表盘可能会不习惯，结果开了些时间感觉还不错

前后排空间比我的速派大，尤其是后排，真的很宽敞（我1米78），但是后备箱有点小，和速派差远了，今年过年年货和行李都装不下

续航符合预期把，提车当天充满电，出门加了40升油（不知道为啥加不满），现在跑了450公里，还剩下一半的续航


智能化一般般，有些指令没法识别，不过是够用水平

方向盘指向性和灵敏度都不错，就是跑高速时重了点，另外底盘确实一言难尽，遇到那种连续不平稳的路就一摇一摇的，后面有时间还是得改下悬架

2.17更新个能耗，有一半是高速，一半是市区",2024-02-09,成都
长颈鹿先生188,1:外观无可挑剔加上无边框车门 2:内饰简约大气很喜欢 3:不够智能，车机有点傻傻的 4:空间够用，车身曲线设计扼杀了车内空间，表示能接受。 5:纯电续航150还是能跑到，高速就不行了。 6:驾驶感受:底盘调教很软，路感非常强烈，由于这是第三辆车，对比跑高速，深蓝前排没什么感觉，后排我坐着反正很担心，很颠，非常，非常。 总结:车外观没的说，很优秀，内饰简约大气，续航满油满电900公里 【最不满意】 车是9月9日提车，目前跑了5200公里，我还是有发言权的，车身调教太软，转弯给不了安全感，同一弯道同一速度，不同的车，深蓝让我必须要带着刹车我才能安心，其次就是路感非常强烈，路况不好的情况下感觉全车身都在异响，路况好了，就静得一批，后排感觉超级明显，我坐深蓝后排路况不好或者高速我是不能安心入睡的，相对于我另外一辆车哈，深蓝真的很颠，颠，颠，颠，颠，颠，非常颠，后排。最后怕水军攻击我，自己给你们找个理由，可能是我们大重庆路况不好，不是车的原因吧！！,2023-10-25,重庆
