字段1_文本,字段2,时间,字段3
进步火车7p1,"车辆信息：领克01EMP PM 白色
提车地址：上海
提车时间：2022年11-13
等车时间：从订车到提车大概三个多月
买车经历：因为2022年上海混动车牌就结束了，9月份得知后就开始看车，因为有长途需求（回家）。所以选择了混动车，当时开始看车后，一直在懂车帝app关注混动车型，到4S店看了最火的BYD宋PLUS DMI,长安深蓝。
领克本来一直关注的是的油车03，当时在想为啥03没有混动，然后下载了领克app,在app里看见了领克01最新的EMP混动车型，然后才开始把领克01加入对比车型。当时周末就跑了BYD，深蓝和领克的4S店看了实车，
BYD只有51KM版本有货要等一月，深蓝店浦东点新开，人不多，展厅只有一台车，销售不在，只是坐进去感受了一下，说是后续会联系我，但是也没有。加上家人建议买SUV，所以就决定领克01 EMP,整个上海跑，说实话订车4S店就是看销售态度和价格，
当时浦东只有emf现车，没试驾，试乘了一下，感觉车声音很低，很安静，比较满意。当时综合了几家4S店的态度和报价，订车一波三折，非常有趣，最后在青浦订的，本来离青浦远，不想过去的，但是那个销售小哥微信上很热情，就准备过去订的，
但是去了之后换成了一个什么展厅经理接待，价格直接毫无诚意，连6000优惠都没有，直接气的我转身就走，还当着我的面把报价单给窝成一团。
本来已经对领克品牌直接拉黑。当时都准备去订BYD了，但是后来那个热情的销售小哥又打电话过来（销售小哥居功甚伟），给我解释了一下当时的情况，后来我考虑一下，然后才挽回了这个订单，9月底直接在手机上付了定金01EMP AM，后来AM 说不生产，才改的PM

一直到提车的没有什么波澜，续一直和销售小哥对接，感觉还好。车到了之后销售小哥通知我去验车，到了也就看一眼，然后就是等购车资格审核，两周左右后，销售通知可以提车，提前让销售把玻璃水加满，电充满。
本人新手，提车当天才试驾的ＥＭＦ，自己开了一圈练练手，提车加油，然后开了５０公里回家。现在提车三个多月总共开了１６５４KM.刚一个多月就是纯油开，没有充电条件，油耗馈电不开空调７.５－８.５左右，堵车加开空调会上１０个以上（百分之０电量）
　说一下优缺点：优点：就是内饰配置很高，地盘感觉也不错。
　　　　　　　　缺点：车机较简陋，只有百度地图，我的市场直接毫无作用，８１５５芯片感觉都没什么发挥的余地。有次报过一次右后胎压过低然后又变成温度过高，当时行驶了５００米后自己消失了，感觉是传感器BUG,360影像也卡死过，油电切换时油门有点顿挫。
  最后总结：除了购车体验一波三折之外，车辆本身还是比较满意的，希望新的魅族车机能尽快更新吧，有问题会继续更新。",2023-03-11,上海
玩车模的老王,"领克01emp一个月驾驶感受 

[车辆信息] 23年9月初提的领克01emp，这个时间点我估计很多人都会选择08，选择01emp还是考虑下。自己的实际需求。 没有完美的车只有更适合自己的车。目前开了一段时间车基本还是比较满意的，01emp纯电续航70虽然短了点，不过日常上班 开空调走拥堵路段上下班代步没有压力。油箱42L也不大，但是1+1＞2，周末节假日出游亏电也没也没有任何用电焦虑，保电30%驾驶 非常平顺而安静，又有燃油发动机保证续航里程，开起来还是比较省心的。
[购车经历]
购买的基本出发点就是作为日常代步工具，性价比出发，也就没有去看BBA，周末短途外出比较多兼顾通过性也没有考虑轿车，定位在国产的紧凑型SUV里面。随大流先去了比亚迪4s店，试驾了宋，体验就是很家用，实用性良好但精致感欠缺，而且噪音感觉较大，尤其是速度快的时候。第二家就去了领克4s，领克的外观我一直觉得很有设计感，非常喜欢。试驾车是01e mp顶配晨曦版，当天驾驶下来感受很好，近距离观察领克精致内饰，很有层次感，座椅是真皮+翻毛皮的组合，简约不花里胡哨，有实体空调按键，hud体验也相当好，有时速、限速和警示的一些提醒。其余车身操控灵活，雷达数量安全辅助都非常适合自己的需求。所以当天也就交订金定下来了
[外观]
这点感觉还是有必要提一下，也是我选领克01的加分项。审美仅代表个人喜好。个人觉得suv其实都很丑，车头比较厚底盘比较高，完全没有姿态。领克01s2车头双层设计的进气格栅，比中间一大块格栅或者没有格栅还是要顺眼很多。辨识度很高的分体式大灯，很多人可能会觉得丑，个人觉得车灯完全融入车头翼子板的突出的棱线，非常流线动感，从侧面流畅的腰线向后延伸到车尾，贯穿的尾灯。看起来确实比较运动。车头前包围还有通风口。不过领克下一代新的设计语言我不太感冒，车头和车灯照型看着很别扭。牙线车灯一时很难接受。扁平化？反正风格变化比较大，个人不是很喜欢。当然外观仁者见仁了，纯个人审美。
[空间]
如果从空间配置出发，中型suv，包括领克自己的08完胜01emp，但是从自己需求出发，考虑到上海的停车问题，满足基本的空间需求前提下，车身越小越好。01emp 4米5的车长我觉得其实还挺好。所以选啥车还是看个人需求。

[用车成本]
这个车用车成本倒是出乎意料的低，出了4s，第一次加满油花了300元，到现在还没用完，平时都是小区停车库慢充充电，电费一个月下来可以忽略不计，我自己开车属于多油门多刹车，01emp可以动能回收减速。因为很多时候都是纯电或者增程表显油耗2.4L/100km

[驾驶感受]
领克偏运动底盘，我觉得还是比比亚迪强不少，路感清晰，质感绝对同价位领先，有轿车的运动感，同时转向精准，而且有韧性，过弯支撑性不错，高架上的大弯道或者大转盘心里有底。低速高速噪音都很满意。运动座造型不错，长时间还是不舒服，头部经常靠不到。商城买了一套腰托头枕解决问题。电机驱动很平顺有at变速箱感觉，低速都是用电，智能模式反应稍慢，不过省油，正常开是妥妥的够用。

[缺点]
1、没有快充，限制很大。需要家里或者公司有充电桩
2、空间方面，人多的话需要考虑下后排空间，01是标准的紧凑型suv，空间凑合用。车上储物空间也比较少，扶手箱、手套箱都很小。我有东西都是直接扔后排。
3、纯电续航略微短了一点，70km纯电，交流慢充桩要3个小时才能充满，现在新装的商业电桩基本都是直流快充的，所以不能用。
4.三缸机，应该有很多人在意这个。",2023-10-11,上海
PEEK1,"始于颜值，终于内在
       2022年7开始打算购车计划，没有沪A蓝牌又是家中第一部车，于是决定入手一部可油可电的插混车型，各个品牌兜兜转转最终选择了路上少见质量过硬的领克。
       进入4s店第一眼就相中了领克01，空间对家庭来说也足够，颜值符合审美，内饰精致高级。2023款领克01EM-P基于CMA 基础模块架构开发，采用了领克全新一代电气架构，搭载领克智能电混 Lynk E-Motive 技术，无论是动力组合，还是配置更新，更像是领克01PHEV 的换代车型。最后选择了黑色的01EM-P PM。
       外观方面：第一眼就相中黑色的01真的没得说，比起05的溜背造型01更显稳重，黑武士的造型低调耐看，中网比起前几代缩小了更加精致不会显得臃肿。
       内饰方面：看了很多车型的内饰，领克在内饰方面做的别具一格，加上一圈的氛围灯像是进入太了空舱。车机用了高通骁龙8155芯片比起phev款的820A性能更好，开机速度也还凑合，语音助手识别度很高反应灵敏。美中不足就是有时候膝盖顶到中控台那一块会有点异响，希望厂家注意慢慢改进，不过问题不大只要不挤压内饰还是没什么声音的。
       配置方面：1.5t三杠三档DHT变速箱，实现全速域串并联，达到省油又省电的目的，WLTC70km续航虽然不长但真的非常准，一箱油在不亏电的情况下可以跑1300km左右，实现性能与节能兼备的用车体验。开起来完全不会有抖动，毕竟是插混车型大部分时间行驶还是用电开的，动力方面只要踩油门随时加速不费力。
       总的来说作为通勤完全够开了，时不时跑跑长途也没问题，喜欢就冲吧xdm！",2022-10-29,上海
我是KKKKKkKKK,1.外观内饰 说实话选择领克就是因为领克的外观和内饰 外观的话 ，仁者见仁 智者见智吧 。很多人觉得领克前脸很丑，但是相信大部分领克车主都觉得前脸很帅 。我也不例外 而且越看越好看 ，车漆看起来也比较有质感。 内饰的话 因为我是晨曦版 ，前排白色确实好看 ，但每个坐我车的人都觉得前排白后排黑看起来很奇怪 。质感确实很好，内饰摸起来都蛮舒服的，没有廉价感。 2.操控感受 车子开起来动力还是相当不错的，操控性能也很好，最值得夸奖的是他的隔音，我大部分时间是在城市道路驾驶，隔音体验相当不错，完爆日系。配置方面的话360看的很清楚，值得肯定。 总的来说，作为年轻人的第一辆车，领克是合适的，不管是机械素质还是外观方面来说都是一辆好车，但是偏偏车机系统狠狠地拉了后腿，年轻人心目里的车机不是这样的，希望后续能把车机功能完善好吧。没有CarPlay车机系统功能简陋是最大的硬伤，内饰外观没得说！,2022-11-24,
驾仕派,【驾驶感受】试驾过程中，我尝试了80-120kph的加速，尽管全油门踩下去动力释放会迟疑一秒钟，但随后的加速感会很快上来，给你感觉动力储备很足。领克01 EM-P在80-120kph的加速能够在4.8秒左右完成——而一般小排量自吸发动机其实比较吃力——这对于高速上超车帮助巨大。在驾驶模式上，领克01 EM-F并没有设置复杂的模式，只提供了纯电、智能和运动三种模式。当然，如果你希望发动机始终介入进行充电，则需要进入到“能量控制”界面，将“混动模式电量保持”开启，从而还能进一步选择经济性优先或者充电速度优先，这样实现电量保持。纯电模式下，领克01 EM-P的行驶质感完全就相当于一台电动车。即便是只有100kW的电机，但催动这辆1.9吨的紧凑型SUV也毫不费力，整个驾驶过程非常顺滑平和。值得一提的是，在纯电模式下即便全力加速，也不会有电动车那种眩晕感，车辆依然会保持一种平滑温和的加速状态。或许这也和智能模式下油门踏板标定得相对温和有关系，更像是其它品牌的“舒适”模式。与此同时，在电量充沛的前提下，100kW的电机能够支持领克01 EM-P的高速巡航，甚至跑到120公里/小时也没什么问题。这一点和之前P2.5架构的PHEV不一样——P2.5的车型只能在大约80公里/小时以下保持纯电，而一旦高速巡航发动机就会介入，相比较而言EM-P车型在大多数情况下都能纯电驱动、行驶质感更好。当你切换到运动模式，中低速下的动力释放会灵活许多，稍微轻点油门车辆就会有明显的加速感，特别是在起步阶段会让人感觉很灵动。不过在高速状态下，全力踩下油门，运动模式的加速也会有1秒左右的迟疑，似乎是变速箱在确认你是否真的不顾油耗要全力加速。假如你想体验发动机与电机同时运行的状态，尽管智能模式和运动模式也有一定概率出现这种状态，但这两种模式下还是更多使用电驱，发动机只会在高速和急加速状态下介入。这时候你想去感知发动机的振动、或者介入，几乎是感受不到的，因为速度一低下来发动机就关闭了，又成了电驱。所以，要体验发动机介入的感受，你需要强制打开混动模式，然后再选择充电优先。基本上讲，在停车状态下，强制启动发动机还是能够从方向盘上感知到抖动的，但不去刻意感受也还好。 【续航】在这次试驾过程中我们简单做了一个能耗测试，一共行驶了78.7公里，平均时速37km/h，把电量开到了仅剩1%，表显油耗是1.1L，但实际加了1.65L油。考虑到高速占比50%，还反复进行了几次加速测试，这个油耗表现的确算是不错，而且纯电续航也比较实在。,,
咸车,【外观】领克01采用家族式设计，分体式大灯、分段式进气格栅、独有的车标设计，无不体现出领克的与众不同。【续航】虽然我平时不是特别关心油耗，但这个车给我最大惊喜的就是续航油耗方面，官方宣称WLTC综合油耗1.54L，经过实测也不出其右，但对于馈电油耗仅5.1L，起初我是不信的，在试驾过程中特意绕路自己去实测一下，最后的结果停留在了5.1L，不得不说DHE15混动专用发动机搭配3挡混动电驱DHT Pro，还是有点东西的。【内饰】整体采用一体式环抱座舱设计，对驾驶员很友好，面板上的任何操作，驾驶员都触之可及。并且也保留了一定的实体按键，能够实现一部分盲操。并且在智能配置上也碾压同价位的比亚迪宋PLUS EV，车道居中保持，自动变道辅助，都是比亚迪宋PLUS EV所没有的。这在生活中，都是实用的功能。【空间】虽然车身尺寸数据上看没有太多优势，但是轴距达到2734mm，这对于一台紧凑型SUV来说也完全够用，全家人出行不在话下。【驾乘感受】最大输出功率180kW，最大扭矩达545N·m，3挡DHT不同于其他插混车型，多种不同组合，动力储备非常充裕，高速再加速能力也能碾压同级车。虽然是个3缸机，但是一天的体验下来并不会感受到抖动。至于悬架，整体调教的偏硬，路感比较清晰。【总结】总体试驾下来，领克01 EMP的产品力还是不错的，如果比较关心油耗，买它没有一点毛病，各方面也比较均衡，加速能力也不错，在这个价位是比较能打的车型了，但是内饰的质感还是差点意思，最重要的是在上海，领克01 EMP还可以上绿牌，喜欢的赶紧抓住政策的尾巴吧。,,
爱德菠萝,"终于买到自己喜欢的小车车，有远途需求所以没办法选择纯电。
自己用车是市内通勤用电（往返40KM），过节回老家的时候可以用油。 
坐标：无锡，属于长江以南地区，冬天很少有零下，冬天对电车还算友好，自己有车位可以安装充电桩所以就把买车目标定位在插电混动完美契合了自己市内用电，长途用油的需求！
购车预算基本上在20左右，所以对比的车型也主要是：深蓝sl03增程版；魏牌拿铁phev；吉利星越L；比亚迪宋P DMi
从准备买车到看车几乎有一年多的时间，从刚开始看的时候 市场上比亚迪的dmi一家独大打开市场后，到后面长城魏牌问界先后出了各种插电混动！自己看着选择性越来越多了，买车本来就很纠结，宋大妈等车太久而且筷子悬架无奈放弃，魏牌拿铁phev虽然是个好车 用料也很足，预算有点点小超而且就怕买了就停产?，也无奈放弃。自己其实刚开始并没有把领克作为自己的第一候选，但是当领克退出了emp和emf技术以后其实就是雷神那一套系统，其竞争力大大提高了，直接约了4S店去试驾，当时店里只有emf，随后emp来了以后又试驾了一次。
试驾感受：一个字稳，开起来很有信心，而且车里基本上没什么异味，就是有点真皮的皮革味。车门厚实，欧系味道很重，而且是CMA架构遗传了沃尔沃的基因，坐上去就安全感满满。运用一体座椅包裹感十足，内饰简约大气，我个人也是喜欢实体按键。燕飞利仕的音响音质对于我来说爽到爆！因为是新架构的混动无论是起步的线性感和后段的再加速感都是可圈可点的！
下单过程：由于对车很满意，而且领克的识别度也很高但是又比较独特，自己就考虑了几天后直接下单了，也没跑太多店比价格所以遗憾的是店端并没有拿到太多的优惠了，只有一个4000元的贴息，没得谈，随后问下来其他4s店优惠更大一些大家可以多跑几家4S店应该可以车价优惠的同时还能按到无息的贷款。
加入了漫长的等车大军（汗，应该是小部队，这车真的是非常非常的少。）
10月中旬到车，但是自己去深圳出差导致10/28号上牌后车就在4S店吃灰到11月初才开回家！
开了有一个月，自己的体会和试驾时候基本上没有太多变化，补充一些更深的感受吧。
1:纯电续航和标称的几乎无异。坐标无锡 现在12月温度10度左右，满电能跑70公里。自己每天是从车库开出来，所以温度其实还好，但是，天很冷，开空调的话续航要在70KM基础上打个6-7折左右。
2:馈电油耗，很少馈电行驶但是有几天馈电开了几十公里表现在5-6之间，对于一个1.9吨的车来说还不错了。非暴力驾驶。
3:智能化，之前就听说领克止于车机（哈哈哈哈?）但是升级了8155车机以后，感觉还是没那么夸张，基本操作流畅度还可以。就是APP太少了只有那么几个，而且导航还是百度地图无限吐槽！抓紧上高德和网易云。语音识别度也不错，但是偶尔会误唤醒车机。
4:底盘非常扎实，虽然略有偏硬，但是韧性很足够，调教的很符合自己的喜好。属于偏硬一点的风格。
5:隔音也很好，目前没上过高速，100KM以下的隔音还是很满意的。对得起这个价位。
6:空间，现在就我和我老婆两个人用车，空间时候够的，以后有了孩子应该也能满足。但是目前还没有测试过极限，今年过年的时候测试一下后更新感想。
7:越野和露营 这个还没有涉及到，等体验过了随时更新。
总结：从造型到用料到体验都很符合自己的胃口，对国产品牌的认知也有不小的认知，这次买车也基本上就是朝着国产品牌去的！开了有1400KM了。还没有遇到什么问题，行驶里程太少还看不出来质量，很再开一段时间在下结论！总体还是蛮推荐的！",2022-12-10,无锡
吐吐gege,"【2000KM】领克01EMP晨曦版新车主使用体验

首先感谢圈主星巴克在逃美式推荐

我是2023年1月提车的，车辆生产日期是2022年10月，目前已经开了2000+公里，平时周末都会跟朋友去周边自驾游的，用了大概2个月，对这辆车也有了一个初步的了解，下面给大家介绍一下各个方面我的看法


【外观】
作为一位一直在关注领克的用户，并且最后入手领克的车主，外观这个点，对我来说肯定是满意的，领克的外观一直是存在争议的，有人觉得好看，有人觉得丑，但是有一点毋庸置疑的事，领克的辨识度非常高，所以在我看来，高辨识度的车辆外观是非常能吸引我的，风格独特才能凸显出来与众不同。


【内饰】
因为我选的是晨曦版，所以内饰就是黑白内饰，内饰质感方面还是不错的，朋友坐我的车都说内饰挺好看的，目前用了2个月，内饰还算挺干净的，希望能保持下去吧，内饰的其他用料方面，也还算不错吧，音响的低音是我喜欢的，很多朋友都夸过我的音响不错，我用的是高音+6，中音+3，低音+6，个人感觉这个效果很不错，然后就是香氛系统了，我买的领克商城的香氛补充液，但是燃情时刻这个香氛液闻起来有点像洗衣液的味道，然后就是脚垫和后备箱垫的，我都是买的领克商城的TPE，这两个垫子挺好的，没有味道，材质类似橡胶，跟淘宝上那种硬塑料的TPE完全不同。


【空间表现】
空间只能说是够用吧，平时都是坐1，2个人，偶尔4个人，座位是够了，但是后备箱真的不大，装不了多少东西，放倒后排座位，倒是可以多一点空间，但是后排和后备箱中间那个杆子，不知道干嘛的，有点影响空间，所以放倒后排，空间也没有放大非常多


【油耗】
平时我在市区都是用电的，用油的场景都是在高速上，虽然欢乐表显示只有5.2L/100km，但是实际油耗我算了一下，大概在6-6.5的样子，也还算省油吧


【续航】
因为最近我用电比较多，所以我特意看了一下纯电续航，官方标的70km纯电续航，实际大概能开个65km的样子，我开车会开音乐和空间吹自然风


【智能化】
对于车主的智能化，这点领克还是做的不错的，高级智能辅助驾驶，这个功能在高速，高架，堵车的时候我都是必用的，对我来说，这个功能使用率非常高，可以让人开车非常的轻松，一点都不累。然后还有一些安全辅助，会在危险的时候抢方向盘或者发出警告，在安全上确实做的很好，对于我这个半新手来说，使用频率最高的就是360了，所以360这个还是不错的

【驾驶感受】
关于驾驶感受，我这个车的胎压是300左右，所以我平时过个减速带，那个震感完全都传到车里了，不知道把胎压降低后会不会有所缓解，然后有个很明显的情况，在猛加速的时候，50码左右，可以感受到顿挫，如果是慢慢加速的话，就感受不到。

【吐槽】
1.3.1的车机，真的不太行，UI不知道咋设计的，仪表盘右边的内容竖着堆到了一起，然后电量使用还是负的，真的好丑。
而且为啥要取消HUD上面高级智能驾驶的车道线呢，感觉车机在反向升级

以上就是我这个新车主在使用2个月，2000公里的一个初步的使用体验，后续有其他的感觉，再跟大家分享",2023-02-25,杭州
亦业191,8.28号从app上预定，29号与4s签订合同。9月17号车到达4s，进过pdi检测，19号进行验车付首款，21号就在4s进行提车了。我在的4s的这个销售服务周到，让我提车十分迅速！ 驾驶操作： 1、新车开起来动力十足，稍微踩深一点油门迅速带来强劲的推背感，驾驶趣味瞬间就来了！ 2、保留部分实体按键，简单明了，方便操作，新车型呼唤语音助手能实现大部分操作，但有些指令无法很好识别整体车机在三指飞屏和hud抬头显示下，让车开起来注意力更集中。 3、在快速路上采用智能领航模式，一键启动，可以保持车道、车距、根据限速进行降低车速，结合多项辅助驾驶，让驾驶不再那么辛苦！ 车机： 车机是顺滑的，但还是出现了定位不准，直接飘10km以外去了，厂商技术支持无法解答，还跟我说是正常现象。销售给我拉的4s服务小群，把问题往上一发，按章他们的方法重启，问题就得到了解决！ 油耗： 在有电的情况下，整体油耗较低。由于不知道怎么设置小记，根据app显示粗步估算，馈电新车油耗6L/100km 空间： 1、后排有很大的隆起，为了放下电池，后排建议两人乘坐会较为舒适。后排空间乘坐正常。储物空间正常 2、驾驶位扶手箱空间十分小，放下一包抽纸就没有位置了，中控台下方没有储物空间，实打实的一整块 3、后备箱，没有备胎只有补胎液和打气设备，整体空间基本日常够用,2022-09-24,深圳
DuckGoGo,"关注领克前后也有三年多了，成为一名领克车主，尤其是01PHEV车主，绝对是一种缘分。生活在一个限牌限行的城市（上海）；没有固定充电条件（与纯电车型无缘）；没有油牌额度（拍沪牌拍了有三四十次吧，真想不通怎么就这么难？）。在老牌车企纷纷开启全面电动化转型、国产品牌强势崛起、芯片短缺产能不足的2021，在被某车商把信息不对称玩得炉火纯青、恶心你到没商量的五个月无效等待后，终于下定了01PHEV Halo。

总的来说，选择01PHEV，是孤独的，是冥冥中注定的，也是幸运的。01PHEV的销量实在是算不上好。也不难理解，如果你不是非要买混动，燃油版显然更香一点。更何况同门还有个外观近似、更加个性更加智能的竞品——06PHEV，使得价高的01PHEV常常成为被PASS的对象。仔细权衡，01PHEV的定价并没有太高溢价，沃尔沃CMA平台、相对更大的空间、更全面的舒适性配置、更协调的外观、更好的安全性能，落地不到22万，其实很可以。

【购车体验】领克的车主群体以及4S店销售人员的显著特征就是年轻化，也非常贴近年轻人的需求，可以说领克就是围绕年轻群体打造的，成功实现了这一市场定位。购车体验总体愉快，附加费用很低，多去几家4S店基本就能摸到底价。上海上绿牌手续比较多，从订车到上完牌照，一共25个自然日，比较了一下算是蛮快的。

【驾乘感受】很好开，1.8吨的车身很稳，平顺性、滤震和动力响应都不错，过坑洼不会有颠簸感，刹车脚感不错。车内空间也比较宽敞，后备箱空间足够大。

【动力表现】超出预期，起步干净利落，行驶过程中发动机的介入和退出是感受不到振动的。而且高速性能表现不错，这点比较有趣，现在各家的混动系统平顺性都做得比较好，但是高速表现乏力。这辆车高速（超过120）的动力表现和燃油车一致，难能可贵。应该说01PHEV没有偏离领克车系兼顾动力性能的定位。

【车机】不支持carplay，流畅度一般，操作性一般，没什么惊喜，应用商店可选装的应用只有11款。上车要启动一会儿。默认地图是高德，默认音乐是酷我。

【配置】不多说了，天花板了，有用的没用的都给你了，想要HUD的那位老哥，可能是完美主义者。个人好评手机无线充电、行车记录仪专用usb接口、锁车后视镜自动折叠。

【经济性】主要谈一下长期没有充电条件的情况。长期不充电，经济性中规中矩，你可以选择费油的开法，也可以选择节油的开法，但指望它省油钱是指望不上的。为什么这么说？要结合下面要讲到的动力电池一起来看。

【动力电池】动力电池有两种模式可以手动设置：充电模式和节电模式。这两个模式默认关闭，每次着车需要重新设置。具体讲来，（1）充电模式，就是发动机持续运转，持续对动力电池充电，即使你停车或者驻车，只要没有按下熄火开关，发动机都会持续运转并充电。这个模式下，电动机仍然是参与驱动的，那么可以想见，充电模式一定是高油耗，实测市区短途最高上过13个油。（2）节电模式，其实就是电机不再参与驱动，你可以理解为纯油模式，同时刹车以及发动机的富余动力仍然可以充电，此时发动机的首要任务是驱动而不是充电。这种模式下，油耗就是燃油车水平，具体将取决于驾驶习惯、拥堵情况、空调使用等，实测市区短途8-9个油。
值得一提的是，如果这两个模式都不开，有可能会把的表显电量开到零为止的，并不能自定义电量下限。说明书中并没有提示这一逻辑，更没有指出表显电量为0情况下需要如何操作来维护动力电池寿命。注意这是表显电量，分析一下有两种猜测：（1）表显电量为0不等于实际电量为0，厂商可能预设了电量保护，避免造成实际电量耗尽、加速电池损耗的情况；（2）厂商默认你总归能找到充电桩偶尔充充电，不至于长期保持0电量。从整个说明书的逻辑来看，我更倾向于第（1）种解释，因为说明书没有交待行驶过程中需要关注动力电池电量，应该是做了防呆冗余的。实际情况如果有知情的朋友还请赐教。
谈几点感受：（1）设置不方便，没有快捷设置，菜单层级比较深，要点好几下才能找到；（2）我一般还是把节电打开，当油车开，电攒得多了用用电。应该说，这么个开法比较省心，相对经济，但没有充分发挥这套混动系统的能力。

【加分项】首任车主终身质保；终身免费车机流量；配有备胎；APP官方活动多，提车后APP里送了领克五周年惊喜礼盒。

漫长的选车过程，其实也是重新理解自己的过程。对于01PHEV Halo，我是非常满意的。期待领克有更多突破。",2021-12-05,上海
巴黎待爱1,"提车已经跑了682公里了，纯市区行驶，还没跑过高速，谈谈目前公里数的实际感受吧。
购车:购车前看了同价位的其他品牌的车，根据自身情况考虑了很久，最终选择了领克01，跟其他品牌对比什么的就不说了，萝卜白菜，各有所爱。今年4月份提了一辆01型Pro，跑了两千多公里，720暴雨在地库泡了，保险公司全损赔偿，我自己亏损个购置税，保险费，后来重新买车因为限号问题选择了新能源，还是依然喜欢01，就加点钱买了01新能源，可能有人问为啥不买纯电，第一，小城市充电桩普及的不多，与物业协调地库车位暂不让装充电桩，第二，家里的第一辆车，回头会自驾游，还是考虑保留燃油车。最终选择了插混01。

空间:1.我身高1.78，坐哪都绰绰有余。2.主驾驶右腿因中控台造型问题会有一点点感觉挤腿，但能习惯，把座位适当后移点，膝盖错开就OK。提车时送脚垫没货，过了一星期有货去安装再开车，脚垫全包上翻比较高，原本右腿和中控台之间距离就比较挤，现在加个脚垫厚度，更挤了，计划先凑合用一段，回头再换。3.不知道是错觉，还是座椅没调整好，感觉新能源01的主驾座椅比燃油01要短，膝盖往后大腿下面悬空比较多，座椅前段支撑不住大腿，开时间长腿很累，感觉是一直在用后脚跟撑着大腿，如果把座椅前段调高屁股就窝在座椅里面，难受。之前开燃油版01没有这个感觉，长时间开车很轻松。接下来慢慢摸索一个合适自己的的座椅调整吧。4.后排空间，中间凸起就不说了，装了电池。之前01车泡后我把脚垫都拿出来了，放在现在车后排长了一大截，应该是座椅下面不是垂直的，有一个向前的斜坡，燃油版是个垂直面？我没去看实车对比。后排不经常坐，腿部空间没感觉出有什么区别，应该是一样的。后备箱空间比燃油版空间进深多了4指，我把原燃油版01后备箱垫放进这个车里，刚好把后备箱锁扣位置错出来。后备箱日常用没一点问题，国庆外出旅游看看实际使用吧。

车机:原厂车机互联不知道咋用，也没在车机上找到这个功能，郁闷，不过我也用不到。自动泊车，鸡肋，测试过一次，连着三个空车位尝试自动泊车倒车入库，从识别车位到移入车位花了快半个小时，可能是我哪里操作不当，识别车位花了很长时间，我在三个车位前面前走走后退退一会识别到一会儿没有，当你的车后排门和旁边的车头处于90度的时候，识别率会高一点，倒了三把才进去，还不如我自己来。有一点要注意，他自动泊车状态车速有点快，比我日常自己泊车进出的车速要快很多，坐在那很不安心，这功能闲了时候玩玩就算了，别当真。其他功能都挺好，比合资车机要香。

内饰:用了一些黑色哑光镀铬条装饰，很漂亮。常用的功能有机械旋钮，机械按钮，不用不知道，很香很方便，之前开某车都得用中控屏触摸操作，很容易分散视线。重点说味道，可以基本上说没味道，之前大众，本田的车味道给我留了太深的印象，特别冬天开暖气，熏得晕车恶心。

贴心功能: 1.Autohold，日常等红绿灯刹车踩死后自动刹车这是基本功能，其余的停车挂P挡自动拉手刹，D挡原地驻车解开安全带开车门自动挂P挡拉手刹，没系安全带D挡挪车原地驻车后自动拉手刹，N挡熄火自动挂P挡拉手刹，起步挂D挡踩油门自动送手刹。2.自适应远近光，在人少的没灯的郊区小路很好用，文明礼貌。3.大灯随转向动，好用，有逼格。4.倒车后视镜自动下翻，之前开老爸的车都是自己在后视镜上贴个凸镜，倒车看轮胎和路牙石，新车泡了开别的车过渡时候没这个东西很难受，现在01有这个功能很好用。5.自动雨刷贼不贴心，算法识别率有问题，一会儿正常一会跟个疯子一样，自己手动旋转调雨量大小也不行，基本上是小雨靠手动，大雨靠定速雨刷。
字数有限制，其他方面后续继续发。",2021-09-11,新乡
苑叔聊车,领克01 EM-P可以理解为是之前01 PHEV的升级版，虽然外观没有太大的变化，但是作为领克家族的中坚力量，01 EM-P依旧保持着自身独特的造型样式，同时很多细节上也看到了领克家族新的方向，比如更像领克09的尾灯样式等，而且它的尾灯在日常行车中会处于常亮的状态，白天、晚上都能带来更多的独特性。内饰方面，变化也是非常大，12.8英寸的中控屏清晰度和使用手感都很好，它使用了骁龙8155处理器，系统启动、各功能启动的速度也都要更快。动力方面，01 EM-P的纯电续航里程为70km，适合一些短途代步使用。动力结构上，它采用的是1.5T发动机加100kW电机和3挡DHT混动专用变速箱组成的，无论是在纯电还是混动状态下，变速箱会根据行驶工况自动切换到更为合适的挡位，在低挡位下，加速可以获得更强的动力；在高挡位下，保证了巡航时的燃油经济性。对于日常使用来说，这款车自身不支持直接使用直流快充，需要额外购买一套转换器，但日常使用的便利性还是会受到一定的影响。,2023-01-04,
