字段1_文本,字段2,时间,字段3
我说建祥你说帅丶,提车半个多月了，跑了2000公里了，总体来说G6还是非常不错的，无论是智能化还是续航，都有惊喜的表现，官方580续航满电显示WLTP续航是470，实际跑起来我基本上车就开空调实际续航加上有时候长时间在车里坐着有450左右，市区开的比较多，平均能耗在10.5左右，动力回收最低，毕竟从油车过渡过来，动力回收开太高实在不适应，还是很不错的，体验了快速路和高速辅助驾驶，感觉很棒，真的特别缓解长时间驾驶的疲劳感，后排乘坐舒适性不错，前排座椅长时间驾驶乘坐腰部有点不适，但是加个靠枕就会好很多，减震感觉挺硬的，经过古力盖坑洼路面有点难受，希望后期ota升级能把减震这块调节一下，听销售说G9可以调减震，希望后面G6也可以，充电方面，家里还没有装家充，平时都是在外面充，还没体验过小鹏超充，但是在别的快充桩功率也能达到550v以上，充满大概50分钟，还是挺快的！,2023-08-13,青岛
独孤青,买的是小鹏G6的580Pro目前一个月开了2100公里，开过500公里的高速，优点挺多的就不再赘述了，缺点说几个吧 1、外观设计有点问题，外形不太漂亮，后窗太小反光镜不是凸镜从反光镜看过去后面道路的视野太小。刹车灯和示宽灯没有集成，刹车灯太下，离得太近只能看到高位灯，导致不敢急刹车。 2、速度表是欢乐表，130㎞/h的速度实测122km/h，110km/h的时候也就105km/h左右。这个就好笑了，版本更新一定要改过来，看不惯。美系车很准，大众车也差2km。小鹏这么大的误差倒是头一次见。 3、自带高德导航可能是车载导航的通病，显示没有手机版好，功能也少，为了掩饰欢乐表连个速度也没了。 4、速度快了感觉冷，开高速的时候总觉得漏风，找了很久始终没找到漏风点，我看论坛也有人说漏风。 5、高速续航掉电很快，90%的高速不开空调的情况下。能量回收高，速度130km/h（实测122），能耗20个。110km/h（实测105）的时候能耗18个。 6、单踏板模式不稳定，有时候力度大有时候力度小，不太稳定，这个不及特斯拉。特别是刚充满电的情况下等于没有。希望工程师改改吧。 7、这个底盘有点拉胯了，试驾的时候还感觉不出来，一颠簸就晃3下，不像特斯拉颠簸一次震一下。这个晃多了也不舒服。 8、续航开高速的话300出头吧，市、郊区开使用单踏板模式也就440的样子，显示平均能耗13，有时候12，有时候14，南京市区开的时候也到过11。温度在10度左右，不开空调。 总之小鹏G6不是特别好，也没有特别差。剩下的以后再补充吧。,2023-12-15,常州
G6快跑,个人觉得外观真的很奈斯，非常有辨识度，有点后悔选银色了，不能最大限度体现珍珠漆的优越性，早知道是珍珠漆就选青色了🤣内部空间，续航能力，智能语音座舱，NGP这些都和宣传一样，非常给力。配置属于简约型，我本人比较喜欢，不奢华，但很舒适。底盘毕竟不是空悬，算是调教比较好了，没感觉太颠。高速车内也比较安静，完全不影响正常说话和听音乐。天幕隔热性能也还可以，摸着烫手但离开5公分基本就没什么温度了。 目前的槽点是U口只有一个，插了行车记录仪的U盘，居然没地方插充电线了，手机居然不支持无线充电很恼火。 正在研究场景设置，很有意思，有点智能化编程的意思，搞了些比较实用的小场景，比如下车提醒挂P档，拿手机，上车自动降温，弹射副驾驶等等😁,2023-09-02,北京
山谷哥,空间是真的大，后排加装幼儿安全座椅，傍边坐二个大人，仍不觉得挤。车机也是顶呱呱的，驾驶舒适性指令，能做到君子动口不动手，一句小P怎么样，都会马上执行，搞定。现在小孙子很喜欢坐这个车，上车一句：“小P，请播放觊叔讲西游记”，就可以听故事！续航里程不虚，电耗不高，目前为止，开了500多公里，平均电耗12。智能化甜头尝到了，有一次只找到一个很窄的停车位，人下车，用手机智能泊车辅助系统泊成功，引起附近客人注目，心里美滋滋的。缺点是没有电动遮阳帘，夏天真的很晒，晒得身上热，心里更热。还有一个就是门锁控制按钮，一按下，所有门都同时打开，有安全隐患，另一个是隐藏式门把手打开后，有时要低速行驶几秒才能关闭，反应有点迟钝。,2023-08-22,温州
用户8173758840314,先说说为什么买G6，你们肯定想不到，这车老婆选的，怎么选的呢?，看小红书看的?看到一个女的开，就喜欢上了，本来我是选零跑的或元plus的?，外观不好说每个人各有各的喜欢，对我来说还好我就觉得车屁股大，主要还是老婆喜欢说G6智能化好，老婆快乐全家快乐 ，5000选装基金我换了20寸的，颜值就是正义，18的我感觉好丑，不知道鹏友们有什么想法都换了吗？空间这方面是大，虽然是溜背的但是后排是大，跟我置换的油车长安cs55plus比，这车LCC用了还行，每次用感觉怕撞了，一条直线的路能一直开，但是我就是害怕碰到别车，现在开了半个月好了很多不怎么怕了，鹏友们有没有想我这样的?高速NGP，上高速开起来，又快又稳，自己加速自己减速，用了1次很爽，车半个月了能耗平常开12左右，高速16左右，下面有图，这车能耗我很满意，高速应该能跑400吧，内饰我的是云雾蓝不耐脏，家里臭小子专门在后排玩耍，一下就脏了，经常擦，鹏友们会问怎么不选黑的，我油车就是黑的想换个颜色?，提车价格我这没有优惠，驾驶感受的话过烂路摇摇晃晃，比置换油车好点，好车没开过不知道有什么不一样，还有那个自动雨刷有点250，我看不清不刷，看得清的时候就刷，能不能加个4，5秒刷一次的档位，其他问题目前没发现，4.4版本几时有啊，好想更新🥰,2023-11-12,台州
灵巧熊猫1U1,实车比图片要好看点，非常圆润，乘坐空间很大，后备箱不够深。2023年6月9号早上10点多立马就交了意向金，直到2023年7月31日提车，期间无数等待，在提车后都觉得是超值，同价位没有找到更合适的家用车了，首先能耗加速给到我非常大惊喜，我开车都是大脚油门，我前面不可能出现有三个车位以上的跟车空位，在这种情况下，我综合能耗稳定在13.7我行车过程中，空调都开得非常猛，22度4挡风，我开别的电车基本都在18 19左右的能耗，小鹏G6在800V碳化硅平台下，真的给我比较大惊喜，另外惊喜就是充电速度，实测35度温度S4充电桩可以到200多KW功率，维持时间大概有几分钟，基本上都维持在170左右功率，也够了基本上插枪玩一会抖音，就充到80%，之后功率下降比较多，建议不是长途就不要继续充电了，实在慢涓流充电。 小鹏G6用车惊喜还有很多，我选的PRO版在高速上使用NGP大大提升我的驾驶舒适性，后悔没选MAX版，我在佛山，已经有城市NGP可以开启了，但是等车需要等太久，就改PRO了，不过高速NGP也够用了，以后单人开个500公里也不会觉得累了。为此我觉得小鹏G6也值得让我贴一个较贵的玻璃膜，贴了龙膜。,2023-08-16,佛山
用户对A,油车换电车硬性要求就3点：1是纯电、续航能高点最好.2是国产.3是要一定的智能化（单纯油换电其他啥也没有的我不如不换）。还有就是尽量便宜点（知道电车不保值，钱花了就没想以后还能卖点钱啥的），备选车有几款，最后还是因为g6的优点选择了他。提车2个月，选的最低配，18寸轮毂。有高速ngp就行。因为本人重庆的，感觉城市自驾这块再发展几年也拼不过本地的黄色法拉利，必须本人亲自下场操作才行。市内堵车Lcc就够用了。所以对我来说580p是最有性价比的是，20来万的电车里，除了g6我还能选谁？实车真的真的真的比照片好看很多。车内空间在同级里算很优秀的了。内饰选的灰色、真的是简约但是不简陋对得起这个价格。前后排座椅都特别软，是我选这个车的原因之一，家人坐着都说舒服。音响够用，不是发烧友。智能语音指哪打哪。充电加续航肯定是排在所有电车比较靠前的位置了。驾驶感受、提速等等，试驾过的电车也不少，算中等吧。底盘适中，调教偏舒适，看有人说后排晃什么的，我是没这感觉，配合后排的宽大，家用属性拉满。辅助驾驶真的可以极大的缓解驾驶疲劳，用过的才知道有多香（辅助二字一定要好好理解，使用之前认真学习和考试）。说没用和无脑抵制的，麻烦有机会用辅助驾驶跑个一天1000来公里的长途试试再说。最不满意两点：1方向盘形状不喜欢，最喜欢D字像g9和P7那种方向盘。不知道哪个大聪明发明的这个形状。2没有电动遮阳帘也是遗憾的一点。虽然送了手动安装的，但是肯定没有自动的方便快捷。高速续航我是能随便跑上400公里的。就是顶着限速跑80-120，反正不超速。市内夏天开空调基本一比一。平时都是空调18度6挡风低回收舒适模式。欢迎大家提问指教和掰头。,2023-09-18,重庆
羽毛球与滑雪,"总体感觉G6性价比还是相当不错，二十三万左右的价格，买到一个六边形战士，可以说还是很满意的。
优点：①续航：755的续航充满电后实际续航在600公里左右，跑高速的话再少一点也能在500公里以上，可以说续航还是相当扎实。此外800V平台带来的充电快的优势，也让补能时间更短，有效弥补电量焦虑。
②空间：本人身高183，不管前排后排坐着都很宽敞，可以说在车身长度并不算很长的情况下，内部乘坐空间还是相当不错。
③其他：无论是一体化压铸带来的超高刚度，还是小鹏本就突出的智能化体验都是很不错的。此外PRO版本所带的XNGP在高速和高架确实能够让驾驶员省心很多，智能驾驶的体验目前总体良好。

缺点：①颜值是很多人吐槽的点，但审美真的是仁者见仁智者见智，个人还是挺喜欢这个胖嘟嘟的造型。
②就我需求而言缺一个四驱PRO版本。
③提车真的等的花都谢了，不过现在产能在提升，比九月要快不少了。",2023-10-05,西安
欲买桂花丿同载酒,"几年都不会过时的高性价比车G6
我想说小鹏G6是一部未来几年都不会过时，有高性价比的电动SUV。
【外观】
因为G6一直主打的就是橙色，新车上市也是价值五千的橙色限时免费，感觉不选橙色估计就亏了，哈哈，所以买的是个橙色，想选蓝白内饰，选不了，为了好看只能买米白内饰了。
【动力表现】
我的是两驱版本，官方说零百加速可以跑6秒多，已经比一般的油车要快了，并且我也不喜欢开快车，感觉慢慢开更安全一点，高速上加速也是挺快的，动力我是够用的。

【续航】
提车快十天了，泉州这边夏天外面基本都是35度往上，空调我都是开三挡风，温度调成22度，百公里电耗市区通勤可以跑到12，因为这是87.5度的电池，按这个电耗基本可以跑近600公里，wltp都快1:1了。从广州开回泉州，高速能耗基本是16，还是不错的，高速上充满也可以跑500公里，我觉得是非常够用了。
【充电时间】
这个得看充电桩的具体功率是多少，我在高速上面充电功率可以达到100千瓦，半个小时WLTP可以充300公里，去小鹏自己的充电桩试了一下，功率最高200千万，基本20分钟WLTP可以从100充到500，也是非常快了。
【智能化】
小鹏的车机智能化也一直是它的卖点，我的老家话有的它都可以识别到，真的是惊呆我了，什么自动泊车啊，自动进去车位啊，高速NGP啊，体验都是非常哇塞的，特别是高速NGP，谁用谁知道，非常香。
【售后体验】
目前用车时间比较短，还没找过售后，不清楚售后的体验如何，不过就算我买车了，给销售发消息，销售也是会很热情的回复我，很满意。
 
【最不满意】
目前最不满意的是舒适性，与G9有一定的差距，但是毕竟价格摆在这，想要更好的体验就得多花钱。",2023-08-28,泉州
我鹏由我不由天,【外观】 车子外观耐看型，反正我是越看越喜欢 【内饰】 内饰属于简约风，看起来很清爽，坐起来也很舒服，座椅很软，前排配有主驾电动调节，通风加热，还可以放平午睡，后排也可以放倒增加空间，后面再买个床垫就可以去露营啦 【空间】 空间是真的大，外面看上去小，坐进去那叫一个宽敞，得车率真的高 【续航和充电】 小鹏g6全系标配800v，充电速度非常快，在120kW的快充桩可以把功率拉满，四十分钟即可满血复活。我选了20寸大轮毂，充满显示wltp455公里，平时主要市区上下班用，平均能耗12左右，没有刻意关注电耗，如果起步平缓一点，应该可以更低 【智驾】 智能化是我决定买小鹏的一个重要因素。免唤醒语音助手很好用，不用每次小p小p的喊个不停啦！真正做到了可见即可说！开关车窗，调节空调、座椅都是小菜一碟，还可以自定义激活场景！小鹏的辅助驾驶绝对可以说是国内第一梯队，平时市区里lcc用的最多，特别是堵车的时候非常舒服，不用频繁的电门刹车来回切换了哈哈！高速上直接全程NGP，基本上不需要自己接管，安逸。此外，自动泊车也是我使用频率非常高的一个功能，目前已经很少自己停车了哈哈 【驾驶感受】 就一点，舒坦，开起来很轻快，提速很有信心。过沟沟坎坎的时候能感觉到底盘完整性非常强，不想有的车软了吧唧，跟开船一样 【购车经历】 最后讲一下买鸡柳的经历，从今年四月份开始看车，说实话一开始还没想好买油车还是买电车，甚至还没想好买轿车还是买SUV，所以前期试了很多车，都没下定决心要买，最后跟太太看了下鸡柳，发现空间很大，配置合理，觉得这个价位在目前来讲可以说极具性价比了，然后果断下定，结束了长达三个月的看车周期！哈哈！从下定到提车三周，还行！希望小鹏越来越好吧哈哈,2023-09-11,上海
