字段1_文本,字段2,时间,字段3
萌里偷闲,【空间表现】 空间一般，不能说多大，反正够用，四个成年人带一个小孩无压力 【充电时间】 刚提车还没充电 【续航】 续航我个人觉得春秋季节是最省电的，夏天和冬天的极端天气特别费电，这两天我每天城市通勤30公里，空调23度，电耗能上20，没办法，需要给电池降温 【智能化】 这个车说不上多智能，车机支持的APP比较少，对比国产电车感觉差的挺远，但是满足日常需求还是可以的，我一般导航用car play，想听相声用哔哩哔哩后台播放，还是挺方便的 【最不满意】 只有一点，这个车窗升降按键实在是反人类，你说他不是为了节约成本吧，他给你砍掉两个按键，你说他为了控制成本吧，他又给你安一个触摸开关，这个东西不比两个按键贵？ 【购车经历】 看过比亚迪，奈何配置低续航短价格还贵，并且销售真是看不起顾客?大众前前后后跑了不下10家店，终于找到一个价格合适，白色有现车的，最起码不用等订车等合格证了 【提车价格】 加保险落地就说18万吧，没有选装和充电桩，买车给的豆都全都抵钱了，北京这个价格我觉得可以了，在圈里也看到过比我还低的，又有选装又有充电桩，也不知道是真是假，反正买都买了，也不去纠结价格了 【驾驶感受】 和以往的大众车一样，底盘紧致，过弯不侧倾，就是减震我觉得有点硬，能再软一点就更舒服了 ID4很适合我这种受不了急加速的人，平常慢慢悠悠的开，需要超车它也能给你底气 【销售态度】 一般，不冷不热，你提出的问题最起码能给你专业的回答，要赠品的时候也没和我墨迹，说给就给了，反正和比亚迪的销售没法比，要不一问三不知，要不就是用鼻孔看人，挺极端的,2023-07-06,北京
潘帕斯包子哥,"恰逢上海疫情，等待了45天才提车。因为深度试驾过这款车，驾驶感受极好，符合大众一如既往的质感，车非常好开，尤其是从油车到电车的司机，完全不会不适应。虽然没有极致的零百加速，但定位于家用的这款车，不会让家人有眩晕感，路上还是照秒油车。试了所谓的L2级辅助驾驶，只需手扶方向盘，即可完全解放双脚，可以实现跟停和启动。
        续航方面，我开了两天，基本城市道路，电耗在13-15，目前天气情况下开600以上可以实现。很扎实，看着续航让人很有信心，完全符合家用需求。
       空间方面，后排空间很大，满座情况下一点不拥挤，尤其是后备箱空间。唯一一点不如意的地方是后排放倒和后备箱有高度差，打算买个车载魔盒实现纯平，还能储物，一举两得。
        智能化方面，这点感觉不是大众所擅长的，语音控制极其低端，举个例子，在车机导航已设置好家位置的情况下，“你好大众，导航回家”，竟然不能实现……还有22款的自动泊车辅助，我地库车位试了好几次，都识别不到车位，还在研究中。
        总结来说，车是好车，如果你就把它当车开，那它会给你惊喜；如果还想要它实现这样那样的功能，那还是选择新势力更好一些。对于我们这些人来说，大众的优势在于服务网络完善，当然有人会说服务态度问题，我只能说，有这么多4S店不会换一家服务好的？人无完人，车无完车，选择自己喜欢的就好，何必在乎别人的看法呢？再说网上说三道四的，哪个不是喷子？",2022-05-21,西安
小肉包子123,1.整体外观有别于大众传统油车的套娃脸，加上亮丽的颜色，在外观上还是挺吸引人的。 2.驾驶感受上不愧是大厂的调教与做工，驾驶舒适，尤其是转弯半径，相当小，单车路段一把转。 3.在系统智能化上还有待提升，同时也由于平时对车机智能化这块并不是非常在意，所以也能接受，但对比其它品牌的电车，还是望大众在软件上更下功夫。目前更新了4款娱乐app，随着后续无限流量的上线，id电车的车机娱乐这块也会得到提升。 4.我买的是555km续航的pro版本，在春秋天的续航表现很不错，基本百公里电耗在12-14之间。经历了上海的冬天之后，对该车的冬日的续航目前感受是对于城市通勤来说一点问题也没有，冬季最大电耗来自于一晚上停室外后第二天起步后的电池加热，这块的电耗是占比最大的。总的来说该车冬季续航在6.5折-7折左右。 5.该车空间足够普通家庭的日常需求，后备箱空间宽敞，第二排坐的也不显得局促。,2022-03-06,上海
德才兼备孔雀IE,【空间表现】 空间比较不错，我身高一米八，前排调好后排有两拳，后排头顶四指左右，后备箱空间表现优秀。 【充电时间】 快充从%20-80%大概五十分钟左右，速度跟充电桩的功率有关。 【续航】 城市道路目前五月天气，偶尔开空调，续航大概五百左右。不开空调续航能达到标称里程甚至更高。 【智能化】 智能化程度相对新势力品牌，功能不够强大，系统稳定性有待提高，目前遇到过系统时间丢失，过了几个小时自己好了，别的没有遇到过。 【最不满意】 方向盘调的有点重，起步转向倒车揉库时单手费劲，跑起来后力度可以。内饰塑料板太阳暴晒后，中控大台会有异响。 【驾驶感受】 整体驾驶感受不错，底盘扎实，转向灵敏可控性强。减震整体来说偏软，坑洼路段晃动较明显。,2022-05-25,唐山
视野本尼7g4,我的大众4X属于2021款，但提车时间是2022年3月份，至今行驶7000多公里，应该说这是我的第一款电动车，总体感觉非常不错，尤其是驾驶性能，底盘非常稳，符合大众的风格，当然智能化方面有点需要补足功课。 具体来看我会从外观、内饰、驾驶及车机体验、充电几个方面来谈一谈我的感受，首先外观设计风格上比较年轻化，线条流畅，有科技感，尤其是律动大灯的设计非常吸引眼球，老实说也正是这一点一下打动了我；其次是内饰方面，应该说没有特别惊艳但已经与原有的大众风格截然不同了，唯一遗憾的是座椅蒙皮实在是有点拉低颜值；驾驶方面是一如既往的大众感觉，驾驶起来真的与油车没有太大差别，很快就能适应，除了换挡杆需要一点时间；最后就是车机体验，确实有些拉垮，但我想还是瑕不掩瑜吧，需要给大众一点时间，当然必须要提的是充电，原厂匹配家充桩配以市面上适配的快充桩很方便完成充电保障，从使用上看特来电快充桩基本实现100%成功率，必须点赞！,2022-12-16,苏州
放射线,其实我对新能源汽车了解的并不是很多，在陪老婆保养时觉得无聊便在展厅转悠了一圈，当时id4x逞现到了眼前，当时便被他那犀利的“眼神”所迷恋，仔细的围着他转了一圈，身板说大不大，4.612米，可是轴距在他来说便比较长了，还有那大大的轮毂，宽宽的轮胎，一看力气就不小，打开主驾门，投入眼帘的是大大的中控屏，科技感不是很强，但还耐看，扶手箱深度还挺深，容量还蛮大，前面的杯架上面还配有隔板，不用时隔板关上显得干净利落，后座纵向横向空间挺大，得益于他2.7米的轴距，再打开后备箱，好家伙，484到1546L，家用太够了…看了这些，顿时引发了我想试驾的欲望，登好记，驾车试驾，放入D档松开刹车，缓踩油门，这车居然像燃油车一样，并没有像其他电车往前窜，驶入大道深踩油门后车的动力一下就上来了，真的太神奇了，我被他迷住了，这也就是我为什么选择了他的原因！,2023-08-23,恩施
TonySasha,外观：颜值符合我的审美，家人也都说好看，耐看。原来已经订了宋plus ev的，看到id4x的颜值，改换门庭了。 内饰：还是比较大众的感觉，总体有点迎合年轻人，硬塑料较多，软质包裹还偏少，钢琴烤漆易留下指纹。5.3寸的小屏实在有点寒酸，改为10寸，我觉得这车能大卖！ 空间：作为日常上下班代步车，周末接送孩子，空间绝对够用，但也没有超过预期，比宋plus ev还略小了一点。 续航：比较扎实，不虚标。 智能化：这是id4x最短的那块短板，车机只是够用，有时候甚至连够用都没有，不能语音开关升降车窗，不能语音激活辅助驾驶，不能的事情太多，希望后期ota能改进。 车机智能化和那块5.3寸的小屏如果能改进，感觉这车绝对能大卖。 驾驶感受：很德系。方向盘低速很轻，高速又很稳，悬架干脆，减震支撑度够，过弯很有信心。255+235、21寸大轮毂，抓地力强，胎噪控制到位，虽然没有双层玻璃，但隔音效果很好。加装的抬头显示一定程度上弥补了5.3寸小屏的寒酸，导航效果确实比一般抬显好不少；加装的哈曼卡顿音响符合预期。,2022-07-01,上海
爱龙码思氪,"【外观】
外观耐看，大气；与大众油车外观差异化大；前后灯带很漂亮

【空间表现】
空间比较大，驾乘体验不错；我开的多，坐的少：开起来感觉更像是轿车一点，视野没有特别高，而且开久了感觉像陷进座椅里一样，不是很舒服；
根据家里人乘坐后的描述，前排乘坐感受非常好，空间很大；后排空间试驾的时候坐过，腿部承托还行；

【动力表现】
动力响应较同级别油车好一点，加速踏板响应略有迟滞，据说是大众工程师的特别调教，让油车驾驶员能够更快接受；总体而言够用，不至于太肉和太蹿；

【底盘表现】
地盘不错；我开过的车不多，所以没法对比，和轿车的感觉差不多；

【隔音静谧性】
隔音静谧性在中低速时很不错，有时不知不觉时速都5、60了还是很安静；但是高速风噪胎噪很明显，实在是无法忽略；

【智能化】
智能化，只能说相较于国产车机来讲，比较差劲；中控屏幕显示效果还不错，但触控体验一般；导航不太行，路况、限速、违章摄像头数据陈旧；系统默认背景色是屎黄色，且我买的版本不支持更改；因为支持CarPlay，所以挽回了一些使用体验；不过无线CarPlay偶尔有过几次断联，重启车机后恢复；

【续航】
续航分几类说一下：
下雨天+高速路况是最耗电的，车内开个空调，电耗能到22+，这种情况下能跑400不到
大晴天+城市路况+15摄氏度往上，电耗可以低到11，这种情况下能跑550+




【充电时间】
我有自己的车位和电桩，所以都是晚上交流口充电，早上都能冲到80%；快充口我还没有用过，就不分享了



【最不满意】
没有电尾门，每次开关都碰一手泥


【最满意】
用车省钱，用车省钱，还是他喵的，用车省钱！",2022-04-08,上海
王小胖,"底盘性能优越，驾驶感受良好，续航扎实，空调很凉；车机系统智障，传统车厂请勿纠结智能化，异响严重，售后政策不明，购车套路太多，提车等待时间32天

【空间表现】
前排舒适，后排相对拉胯，更加适合女车主

【续航】
夏天高速开个300-400没啥问题，B挡好用但是感觉电耗没有明显降低

【充电时间】
慢充插上21:00-8:00不用管，快充30%-80%半小时足够，80%以上会逐渐龟速，到达90%基本没有耐心等下去了

【智能化】
咱就是说，这车你要什么智能化？传统车厂无智能，谢谢

【最不满意】
异响太多了，真的非常要命，你根本不知道哪传出来的异响，然而销售只会说再开一段时间适应？请勿异响也可以适应么？",2022-07-26,徐州
不一一,车型非常漂亮，内饰也还行，23款车机虽然是2930系统，但是依旧是拉胯的一批，已经经历过两次断网了。现在天气热了，有时候开着开着各种故障码乱弹。 车开着还是非常不错的，前几天去了一趟天津，来回440多公里，高速自适应巡航115km，出发时候96%电，去的时候三个人，回来两个人，全程空调23.5度，续航还是很扎实的。高速自适应巡航不会累，在市区超车什么的还是非常不错的，方向精准，底盘扎实，大众在这方面还是不错的。 智能化的垃圾不来体现在车机上，不过用苹果的carplay还是不错的，断网了也不会有太大影响，智能化的垃圾还体现在23款皮质座椅没有座椅通风上，同级别的车都原厂带座椅吸风，这个开一会就后背和屁股发潮了……不过我已经自己花2000多米自己改了通风了，但是我觉得效果确实不如某迪王朝系列的吸风，毕竟不是原装的吧。 其他还好。,2023-06-17,北京
知秋一叶63913555,初见ID4，是在路边无意看到，第一眼就觉得很有眼缘，换车选择时就心心念念ID4。还有一个主要原因是单位上的车大多都是上汽大众的，自己对大众车的操控和底盘挺满意。5月下旬看好的车，等到6月1号去提的，原车就加了大灯和电尾。毕竟不是在一线城市提车，价格上贵了一些，好在方便。4s店服务很好，购车体验挺满意。呵呵，提车第四天杭州高速收费站出了那事，心里也咯噔了一下，多两天也就释怀了，对大众品牌还是有信心。开车嘛，佛系一点就好。晚上11点后电价两角多，折下来一公里也就几分钱。对于用车需求主要是五公里以内上下班的我，挺香。加上父母，一家五口周末城市周边游很方便。说到里程忧虑，暂时没觉得。我的是425里程的，之前一周充一次电。现在天气炎热，随时开空调，四五天充一次。说到空调，APP上的空调预约很好，下班前十分钟远程设置好，上车很惬意。不像以前，上车热得不得了，空调开到最大挡，车内刚凉下来，都到家该下车了。,2023-07-12,内江
何升0999,"外观：无可挑剔，绝对是大众汽车里最亮眼的。相比其他同级别车、我个人感觉ID4x更胜一筹。

内饰：在大众车型中表现算可以了，相比其他新势力车型就有很多不足的地方了。总的来说一般般吧

配置：也一般，不够突出。几个实用的功能在中低配版里没有，比如后视镜折叠、电尾门等
空间：同级别车型中空间表现不错，个人觉得蛮大、够用

续航：官方标注555公里，实际还可以，满电能跑400多公里，当然具体还得看个人用车习惯。冬天续航能力300多公里。

智能化：这方面表现不太行，车机反应比较慢，开预约空调等1分钟（有事还会失败）。“老年机”

驾驶感受：这一点我能给满分不，反正试下过其他类型车，ID4x表现最好，底盘扎实稳。

可靠性：大众嘛，几十年了，值得信赖

用车成本：比较节省，家里充电即可（峰谷电不香嘛），本人很少外面充。保养也就小几百的样子。对了，有V豆可以拿的话，外面充电可以做到免费。",2022-12-06,湖州
李瑶亚光,感受：车辆外型OK，内饰比ID4 CROZZ好看，外观CROZZ又更喜欢。驾驶感受非常出众，很扎实的感觉。 续航：提车的时候室外15℃左右，平常上下班开的急刹急停的也能到540续航，挺满意。 现在0℃只能跑400KM，有时还开不到，电下的蛮快🌝。 维修：现在跑了2300KM了，前轮胎让我在小区里带大理石棱角的地方怼爆了，侧面裂开口，4s没现货，过年着急用车自己网上买了一条1700多，太贵了钱包淌血。。。 车机：平常U盘里有电视剧电影，在车里坐着吃吃零食看看剧挺好的，电车随便开空调睡觉😴不耽误。貌似有人已经升级到最新版有爱奇艺等视频软件了，我还没收到，等着吧。偶尔车机有点小毛病抽风，比如最近车内空气净化pM2.5读数错误飙升到499，时钟偶发性的不显示，双闪那一排触摸快捷键经常没反应。总体还是很好的，没遇到网上传的卡顿启动半天打不开空调等情况，估计是尬黑吧。,2022-01-29,信阳
噢力给99,"【空间表现】相当不错，后排中间拢起2厘米，可以忽略

【充电时间】第一次快充电20分钟左右，34%起80%止

【智能化】
比较鸡肋，车机语音感觉和一个大傻子在说话，说啥都是您说的没有听清非要用吼，还得是标准普通话吼。车窗前后切换按键要看手指温度，温度太低没有反应，按的过快就跳到四窗同时控制，可能是咱还不太会用也可能是大众车机系统有待提升！
【驾驶感受】
一般走二环和雄楚高架，通勤一天往返100公里，打开驾驶辅助系统开车很轻松，就怕加塞的系统反应不过来需要自己及时踩刹车。雨天晚间驾驶辅助系统不好使，经常两边晃，感觉白内障识别不请白虚线。感觉这车很好开，转弯半径也小，的士调个头都要转两股道，咱们调头一股到轻松过来，
【动力表现】
刚开始用D档，只要猛踩那提速有飞一般的感觉，现在用B档脚一松及时降速明显和踩刹车一个感觉，动能回收非常明显，这车开起来很轻松",2022-03-22,武汉
良驹艾迪,"提车ID4X极致长续航版
颜色：白色
续航：555公里
      车型外观大气，给人稳重而不失雅致，时尚而不前卫。这是我看到的大众最好看几款车之一。钣金很敦实，大家可以自己用手试试。
      内饰一般。整体设计可以，简单不失耐用，时尚而不失科技感。到用料有点牵强。这是大众中控台第一次用上塑料，这个对我的冲击很大。内饰灯光效果很好，槽点是车门的内饰灯带，只有前门有，后门没有。这点我很不理解，已经是高配了，为何没有。或许是因为成本的原因吧。
     驾驶感受质感超一流。这个值得点赞。加速平顺，动力感十足。完美的完成从燃油车的过渡。底盘用料扎实，给驾驶感受增强很多。转弯半径极小，这是燃油车做不到的，感受超一流。
     续航扎实显示准确。电池83.4度给续航提供可靠保障。它的续航显示公里数是根据个人的驾驶习惯来的，显示公里数超级准确。3月至行驶3600多公里，平均电耗16.6度每百公里。家用充电桩峰谷电价0.385元每度。用车成本每百公里6.4元。点赞！
     车机系统智能化有待提高，尤其这是一个科技进步万物互联的时代。车机网络经常断网，这个问题询问过多次我4S店，问题很难解决，只待厂家升级解决。
     上汽大众的APP使用感受不错，远程充电，开启空调，查看车的位置都能实现。唯一不能查看行驶里程。大众内部活动较多，这是我看到的比亚迪和长城等品牌所没有的，通过活动、签到等可获得大众V豆，在商城任意购买，更能用来给爱车保养，超赞！更增强了对大众车喜爱，超赞！",2022-10-05,淄博
ID试验工,"ID系列算是大众集团电动化转型的开山之作，经过在21款的基础上更新升级，22款个人总体认为:良好产品。

【外观】
      中规中矩，虽是纯电平台打造，和新势力相比多多少少还有一些燃油车的影子。
      
【智能化】
        全车标配电容触控，取消实体按键，增加科技感十足，但同时也容易出现误操作、触控偏差和触控失灵等问题。
        主驾驶侧用rear控键+前排窗双按键代替传统前后排窗四按键会让驾驶人感到困惑😖。
        车机操作整体流畅，逻辑方面给我感觉有些大聪明，希望以后ota能逐步提高完善。
        语音交互基本操作可以，比方简单点的打开收音机、空调、电话、导航等，复杂命令还有优化空间。
        到目前为止，黑屏1次，屏幕电容触控失灵1次重启后均回复正常，出现“流浪地球”重新登陆就可以回归😌，还算没有太让人费心，后期使用了再说。

【续航】
       现在行驶里程1000+公里，主要是市内通勤，上下班往返30多公里，入秋后空调偶尔开启，综合耗电量大约在17KW左右，还是在合理范围内。
       城市高架道路通畅的情况下综合电耗大约在11.5KW左右。
       上高速道路（车速110km/h）综合电耗大约在15KW左右，车速超过110km/h电耗会大幅增长。
       如果是夏天🌞或者冬天❄️的话，综合电耗估计会上20KW，等后期体验了再说吧。
       续航能力这方面🆔系列比较扎实，现在表显90％电量，续航571公里，折合100%电量续航约为635公里。春秋天真的对电车很友好👬。

【驾驶感受】
       对于手动“党”老司机来说完全0上手。       
       D档基本等同油车，适合通畅路况。刹车行程比油车长应该和能量回收有关系。
       B档非常适合城市路况，省去频繁踩刹车的麻烦，毋需担心会出现“磕头磕脑”的感觉（“🐔鸡血”模式除外）。
       方向盘满转1又3/4圈使得转弯半径同polo🚗几乎一样（主要归功于后置后驱的布局），狭窄路段转弯掉头游刃有余。
       地盘很扎实，过坎过减速带干净利落。

【充电时间】
 1.交流慢充建议区间：20-90%大概需要8.5小时：
      交流慢充电流低，电池包升温小，相对来说电量更扎实。
      超过90%的电量，能量回收会降低，浪费部分动能回收。
      ID全车系交流慢充最高支持7KW（度）电，实际每小时充电大约6KW（度）电。
 2.直流快充建议区间：20%-80%大概需要35分钟：
      直流快充，电流直接进电池包，ID全车系直流快充最高支持100KW（度）电，实际每小时充电大约75KW（度）电；

【提车价格】
       坐标:上海嘉定，纯净长续航裸车价格23W，优惠1.2W外加2.4W豆豆。厂方置换补贴1.6W，区政府补贴2W，市政府补贴1W。",2022-09-17,上海
火车三点零,【优点】 1.静谧性。没开过什么好车，对于我来说这车的静谧性让我满意。 2.舒适性。底盘很好，过完过坎很从容，高速上很稳，不知不觉车速过140还稳的一匹。 3.续航。续航很实，这段时间跑到500＋没什么压力。续航计算方式很智能，我媳妇开就比我开续航要长。 4.车机。对，我是说车机。我觉得车机要克制一些，摈弃一些花里胡哨的东西，做减法才是理性的。毕竟30好几的年龄了不可能在车里K歌，在车里看电影。平常用的电台、音乐这两个做好足矣。大众这方面我觉得还不错。 【惊喜】 1.不限流量。太香了！配合酷我音乐实现听歌自由。 2.半自动驾驶。完成度很高的自动驾驶和自适应巡航，完全可用，高速上可放心去用。 3.动能回收。这车D档就和油车开的一模一样，开启B档拖拽感也不是很强。 4.矩阵大灯。矩阵+随动大灯，一次晚上跑乡间小路，眼前一亮，太惊艳了。 【吐槽】 1.至今为止OTA还是传说。 2.车太宽了，不好停。这不是车的问题，是我的问题。如果ID3有长续航版本，我就选ID3了。 3.内饰的钢琴烤漆饰件让我这个强迫症患者抓狂。已经买了木纹贴纸准备全部贴上。 4.不支持反向充电，使用场景不多，但这个功能希望后期OTA能上。,2022-11-04,十堰
Gundam0087,我是去年11月开始关注id系列车型的，最开始的意向车型是id6.去4s店试驾后觉得比我的crv好开，就考虑置换了！后来想想id67座的使用场景太少，车身长度又增加不少，怕老婆开时停车费劲就改为id4x了。 经过这大半年的使用，我和家人都对此车是比较满意的，特别是上半年油价飞涨的时候，心里那叫一个爽，电车是真心省钱啊。 先说缺点:车机比较拉胯，尤其是断网问题，遇上过5次以上，好在学会了拔丝疗法，基本上能自己解决。冬季气温过低时中控会黑屏，温度对电器影响有点大了！ 再说说续航:83.4度的电池容量所达成的续航符合预期，倒是冬夏季电池加温、降温带来的短途高电耗是市区通勤影响续航的关键，长途、高速影响较小。 最省电的工况就是市区快速路自己国道省道，达到标称续航没什么问题！ 内饰用料不够好，硬塑料太多，而且冬季会有异响。 车内空间够用，但是作为电动车来说空间表现一般。当然，我是能接受的。 行驶质感以及驾驶感受比较满意，没有了发动机噪音驾驶时车内很安静，底盘柔韧性也不错，重心低，过弯时很有信心，动力水平满足日常使用，方向盘有点重，这个应该改一改的。再有就是高速120以上再加速时感觉动力不是特别充沛，但也够用。 总结就是:妥妥的家用车，好开，省钱！值得推荐！,2022-08-19,郑州
FSXJYXXY,入手ID4x一个多月，加装了哈曼卡顿音响。 ID4x外观绝对好评，20-30万价位区间，没有其他品牌可以匹敌。 驾驶感受非常棒，顺手，安静，快速平稳，底盘厚重，避震柔和。作为家用车，我个人不需要加速3.8秒动力，家人坐在后排还是很舒服的，空间合适，不颠也不晕。 车机智能化方面，我的2022款比上一年款进步很大，用到现在导航正常，滑动流畅，没有黑屏和死机出现。一般的语音都能识别，不足地方是少量功能好像不能用语音打开，不知道是不是需要升级。 音响选装了哈曼卡顿，绝对是正确选择，音质配上安静的隔音，绝对发挥出车载音乐潜能。 个人不建议安装hud，看样车时觉得很炫酷，但后来了解到不支持手机导航，有点鸡肋，果断放弃。 也发现些不足的地方，比如车窗升降，马达声音很大，不高级。试过比亚迪和国内其他品牌车，车窗声音轻柔，有高级车的感受。还有轮胎比较昂贵，我不小心蹭到了马路牙子，刮坏了侧面，单只轮胎要2k以上，建议有意此款车的朋友注意点轮胎。,2022-10-22,上海
沸羊羊与好好,"【购车经历】
之前燃油车使用8年了，有了换车的想法，开始还是看的燃油车，什么丰田，本田都看过，正巧公司安装了充电桩，解决了充电问题，就有了换新能源车的想法。
在懂车帝看论坛一个月，确认了目标车辆大众ID4，为什么选择上汽没有选择一汽，当然是价格了，上汽直接谈到优惠2.5W还送2.1W的ID豆，一汽最多优惠1.2W，这就是没有卖不出去的车只有卖不出去的价格。
目前已经行驶了1.5W公里，下面说下整体用车情况

【驾驶感受】
驾驶质感比较出色的，方向盘指向精准，底盘比较扎实，因为是电车红绿灯起步轻点电门就把其他燃油车甩到后面了，还有加速超车更容易完成，能做到行云流水，一气呵成。

【续航】
续航重点说下，当时选择ID4也是考虑了续航长，因为使用的三元锂电池，能量密度高，储能更多，84度电池，607公里续航，实际开下来也比较扎实，春秋不开空调基本能做到1：1续航，夏冬季打8折这样。

【最不满意】
当然人无完人，车无完车，车机像诺基亚时代，没有什么可玩性，当然我更注重驾驶，车机娱乐这些并不在意，有个carplay就解决了，还是无线的，还有异响也是存在的，大的颠簸就会出现异响，不影响驾驶就懒得去处理了，越处理可能越多",2023-04-27,重庆
cathbert001,各取所需，一定要谈谈对ID4的观点综述真是不好说，我的态度是从开始的喜欢到失望再到接受又到喜欢……总之不黑不夸，鞋合不合适只有脚知道，我是所谓的第一批韭菜，目前2年多快5W公里，用出许多感受，以前当然用的是油车，如果油电都不花钱，就是单纯的选择，我还是会选纯电（不黑不夸），这就像抽烟的人有的爱打火机有人爱火柴一样，一句话谁开谁知道……不要喜欢电就黑油，喜欢油就黑电（纠结这个的我认为多数是有工资拿的），如果买车不知道选择油车或电车的朋友，那你会试驾不？去同价位试5款油车，再试5款电车，一周一款，也就俩月（土豪例外，人家时间比钱重要），你不光清楚油车与电车，相信我，你甚至能成为销售的！个人认为电车的确有很多毛病，但我也不会再选择油车（就我个人而已与你的选择无关），就像2012年开始使用智能手机后就再也没有买过非智能电话（有人现在称其为老人机），因为我不再纠结只是用它打电话了……,2023-07-31,深圳
奋发帆船3,总体硬件不错，产品软件跟上汽400服务太拉垮！比如车机软件掉线黑屏退账号，打400电话反映问题就没有任何回复了。大众大厂老牌操控性和地盘是相当不错，最重要是车身安全电池相对来说安全！高速夏天90-100时速跑过空调最小风24度满电一人一次480公里，还有3%，车的空调太费电，不开空调夏天大概500加。开空调400左右续航相当满意。大众辅助驾驶配置平庸，但是车道识别能力很强，acc前方有超车也不会退acc，在夜间或者小雨天高速表现识别非常准确，L2非常稳，识别偶尔出错直接提示接管。各地价格比较乱，死劲砍，永远买不到最便宜的id。如果工厂能够在车机智能和权限上花点心思，相信就是一台完美的车！,2022-06-29,桂林
你们爱的爸爸,"外观 超爱iq light每次靠近点亮真的超帅，内饰大众新的风格还不错双拼氛围灯两种材料的座椅等等但是一些细节方面后排没有氛围灯和音响车门玻璃内侧没有塑料包覆还是看得出省成本。

【空间表现】
原来是君威车主感觉这车空间好大，虽然大众那些带l的汽油车更夸张但这个空间对我已经很够了。横向对比紧凑suv就是中等偏上吧

【驾驶感受】
个人很讨厌suv喜欢轿车，买id4也是冲动消费，没有试驾直接买了。底盘感受还是很惊喜的，电动车一般都重心低，但id4的悬挂也支撑很足，快速转弯也完全不会有车撑不住的感觉，相对应的就是悬挂比较硬，用大众粉的话说德味十足，这么高的suv悬挂行程够长道理应该软一点才对，反而是小一号的id3又软又韧，动力方面0-90动力很足，90-140只能说够用，110以上超车要预判

【续航】
续航还行都说大众表实在冬天上海430km左右83度的电池实际挺大的比较良心

【智能化】
无限CarPlay很好用别的就是一些花里胡哨的东西，l2+功能不多不能自己变道但是有的功能都很好用：车道居中不会画龙，低速跟车加减速都很轻柔距离控制的也不会让别人随意插队。
别的一些自动泊车，召唤之类的统统没有大众这方面确实落后国产一些，据说会有ota但什么时候还不知道

【购车经历】
留学回来入职大众一个月出了活动就买了我的价格肯定是普通消费者想象不到的就不说了。走的员工渠道4s态度不错但服务不是很好什么都没送临牌车牌都只能自己办，期间有些什么问题销售答复基本都说：没办法钱都给大众了我们赚不到什么/你是大众员工你应该比我清楚（内心os我是大众员工我又不是搞销售的）。但是我经历应该是个别现象非常推荐大家去id store买服务态度会好很多。",2022-01-16,上海
danql187641769,"机械素质确实是同级别最好的，但是智能化配置确实还是差不少，总体还是比较满意~最喜欢的就是前脸和侧面的线条，侧面很有瓦罐的气质，据说24年电动瓦罐就会上市了。内饰id4x比id4c更容易讨年轻人的欢心，空间方面电动车都不差~

提车5个月现在差不多2万公里了，70%都是跑的高速，这夏天高速120开启巡航情况下差不多百公里20度电的样子~折算下来慢点400公里的样子，基本上单程150公里以内都不会有里程焦虑。但是冬天确实能耗升高的还是比较多，不开空调，高速120巡航只开方向盘加热或者座椅加热的情况下，大概23~24度电/百公里的样子。在满载负荷和极速160的情况下，感觉电机有一些抖动~所以，对电动车还是得友好一些~

如果只是城市代步的话，还是更建议id3，整车质量更轻，操控感更好~id4虽然操控也不错，但是毕竟车重在哪儿摆着，激烈驾驶情况下，侧倾不算大，但是仍然能够感受到2吨多的车重，坚持的很艰难。",2022-06-18,乐山
淡定铅笔Aj9,"总体来说：还是相当的不错的！外观科技感十足，棱角分明！内饰简约而不简单！！最主要的是全景天幕简直不要太哇塞！！                      驾驶两个月，总体驾驶体验还是很不错的。总看到有很多人在网上各种评价，个人感觉车机还算稳定，没有出现黑屏的问题；可能是冬天气温低，夏天的时候看看什么表现吧；还有车载CARplay也还可以，只不过每次上车后打开手机都会自动连上，想听收音机的时候就会比较尬~~续航问题也在接受范围内，我一般充电都是到90%，一般跑到20%左右就会充电，充到90%表现续航是360KM左右,实际能跑400KM个人觉得小case！续航还是比较满意的~~
总之，提了这辆大众.ID4X，各方面还是比较中意的！！",2022-02-28,青岛
一羊蹲错883,我每天高速通勤70多公里，满电续航显示就400，不知道是怎么计算的咱也不懂～省钱是真省钱，偶尔黑屏也能忍～辅助驾驶好用，高速上跟车很方便，B档已习惯，很少踩刹车，说它鼓刹不行的别信，自动刹车能给你吓一跳。每次都得手动关闭车道保持不爽。新款电池已经终身质保了我的8年16万公里去4s店还要让店员怀疑看我合同我特么真栓球了！一汽的有隐私玻璃，我车连个膜都没有我说啥了，空调提前打开在冬夏两季简直神器，座椅没有通风，也不能选配，也栓球了！空间很够用尤其后排，很舒适！前排没个点烟器是怕我把车烧了吗？一根线也挺贵的！无线充电功率好像有点低，反正充不了多少电！后背箱却给了个点烟器取电口，你说这用起来方便吗？轮胎不错，扎胎了钉一拔打足气就开～保险杠被别的车蹭了一下，怎么感觉没有底漆？面漆掉了直接露塑料子了？？以上吐槽仅代表个人使用感受，天下没有完美的车！,2022-07-12,大连
