字段1_文本,字段2,时间,字段3
skykkkk1,本来是看的Y这款，Vplus我家人喜欢，外观大气一些，空间也是没的说，超级大。就是后备箱小可以忽略，设计就是这样 感觉续航比较看脚法，我平时开eco开空调，天气30多度，电耗差不多17-18。市区正常行驶，我脚法比较温柔，可能因为车子重而且阻力大吧，电耗偏高了一点 开起来总体还是很舒服的，滤震不是很好，车机还不够完善 bug有点多。再一个就是我的app透气模式一直无法使用。还有就是雨天，我转方向盘脚底下有嘎吱嘎吱的声音，听起来很烦，去检查的时候又没有声音了。后来又下雨又出现这个情况，不知道车友有没有遇到同样情况 最后就是店服务还是很棒的，包括售后也是很用心，经常店里举办活动邀请去参加，前几天还去吃了烧烤,2022-06-30,
Squalchen,【最满意】还是空间的利用率非常好 【购车经历】去了很多商场参加很多试驾活动 【选择埃安】 1.NDA 城市和高速自动驾驶 L3 级别（中等水平） 2.广汽全国售后网络 3.80度电600公里1600次充电衰减不低于95% 4.二排空间足够大，外观还算时尚。 5.开着驾驶还可以 6.终身三电质保 7.价格在预算内 置换新车可以2天一充电理论开10年。3天一充电可以开15年。偶尔出个远门不但没有焦虑还可以诗和远方。加上电池衰减的承诺。这车9年回本没问题。配件到就差车了。 【选车经历】 每一个，电车的老车主都会明白，每到入冬的时候都是非常抉择和徘徊，原来的车多开一年其实就等于郑万，而且新技术总是在更新，迭代，看车，其实看了，快两年了当初我的，车牌，还是，蓝颜色的车牌，去年为了更换车所以把它变成了绿色，其实就是准备要换车了。 其实我的选择之前也说了20万是一个预算的范围，并且一定要有自动驾驶，不辅助驾驶，减轻上下班的劳累。,2022-12-02,
简直就是帅炸天,"开了6000多公里，先说优点
1  外观挺霸气，空间大，后排堪比中大型车。
2  毕竟是次低配，没有自动驾驶和手机无线充电，别的配置都还好，够用
3  有自动泊车入库，看着很高级，实际上用不到，倒车全靠自己
4  AR导航，看着也很高级，但是会导致头晕，也用不上
5  夏天续航能到达450以上，还是很可以的。（青岛夏天不热，空调用得不多）

分界线，以下是缺点

6 青岛的冬天不太冷，温度基本上都在零下5℃以上，冬季续航6折左右，而且基本上也不开暖风，冬季续航是硬伤。
7  单踏板模式会省电，驾驶感受太差，基本上不用
8   后备箱空间特别小，好在平时也不用后备箱。
9   隔音不行，60迈以上风噪胎噪都来了。（不知道有没有车友发现，车速快的时候，系统会偷偷的把音乐音量调大）
10  自带的腾讯音乐，经常无法登录，还不能卸载重装，4S店也解决不掉。
11  后车窗发生过无法升起的故障，后来就不怎么敢开后车窗了。
12  刹车着实不够线性，超过某一个点会突然来一下

分割线

再配一张青岛的海景，欢迎大家来玩",2022-03-23,青岛
斓鑫爸爸,一辆普通家用城市SUV，早买了3个月，7月买就是21款10月买就是23款了，21款车机特别慢，埃安这个企业别指望车机升什么级，所见即所得，除非群体性问题勉强能更一个版本。后轮筷子悬架没有想象的那么脆弱，开了一年各种路况都试过了，反正目前没发现减震漏油。乘坐空间很大，后备箱就比较小了，没备胎那个位置填了一堆泡沫塑料，自己用木板做了个替代算是把后备箱空间放大点了。天幕能隔绝紫外线但是晴天真的很热。充电速度中规中矩80%开始降功率，夏天充电时候散热器工作的就像要炸了一样嗡嗡作响。轮毂设计的极易剐蹭，车又那么宽，360影像走夜路就像瞎了一样。续航600公里冬天跑高速200公里必充电，冬天跑北京--石家庄单程要充两次电。虽然电费便宜，但是冬季电耗我就没下过20kwh/百公里，虽然我买的贵但是听说今年又降价了，年初时找特斯拉二手车评估过，21w的车那会还值个10w，不足一年亏11w。喜欢这台车的朋友，今年这个价格可以抄底了吧！如果再降那也是出乎意料。空间确实值得点赞。对了，手机无线充电那个功能就别想了，充一会就巨烫（手机和充电位置都烫），自己买了个充电支架放到空调出风口倒是不错。,2023-10-03,北京
空器626,"车子整体驾驶感觉还不错，就是刹车可能稍微又些偏软，续航的话目前提车三个月续航打折在九折到八折左右吧，我开车还是比较猛的，一直都是用的正常模式，没用过eco模式。该说不说这个车提速还是挺快的。不过个人感觉胎噪风噪还是有些大，隔音应该只能说是一般。方向盘很轻，个人感觉刚刚好，开着比较舒服。
     内部空间的话真的是没的说，之前对比了同价位的几款纯电suv，这个车的乘坐空间真的事一绝了，再加上全景天幕坐在车里会感觉很豁达。后备箱紧凑型suv感觉大小都差不多，满足日常家用肯定是没问题了。不过车机要吐槽一下，有些卡顿，建议能用个好点的芯片。
     总体来说感觉还不错吧，也没有感觉网上好多人说的广汽虚标严重，20w左右的纯电suv这个车还是个不错的选择吧。",2022-10-09,北京
phyrmware,纯电车提速快，噪音小，没有换档顿挫，充电成本低，济南停车费有优惠，开空调不影响动力，也适于在车里休息。特别适合城市通勤。冬季电耗高，天一凉车内就容易起雾，即使不冷，也得开空调吹玻璃。高速电耗很高，所以高速一般不会顶着限速跑，100-110，仅超车时跑快一些。AION V的智能驾驶功能很一般，acc跑高速，很缓的弯道也会降速，可用性较差。碰撞预警很敏感，提示音也很扰人，又不能关闭。还有避振太软，就像是开船，下地库坡转弯时车身晃动大。堵车走走停停时车身俯仰严重。而且因为保有量太小，想升级避振器都买不到配套的。后背箱空间不算大，拉大件就得放倒后排。车速一百就开始有哨声，不大，但是比较扰人。应该是外后视镜的造型优化得不够。车的外形戳中我的审美，机甲风、四前灯、剃刀型的后尾灯都很吸引我。SUV的通过性好，纯电车就更好了，雨季路面积水时，涉水半米深也没有任何压力。SUV的坐姿高，虽然灵活性不如轿车，但车身高，自重大，不仅心理有优势，而且实际事故中因碰撞点高，而更加安全。已经3.6万公里了，可靠性还不错，智能车机出过几次bug，很轻微，不影响安全驾驶，下次上电就正常了。保养成本几乎可以忽略。轮胎成本较高。,2022-09-16,济南
用户3054341404224,"已经购车三个月，对车子大体满意，驾驶感受不错，养车成本低，目前开了7000多公里，充电花了600多块钱，比油车确实便宜。 内饰比较简单，中控的钢琴烤漆很容易留痕刮花，实体按键太少，不喜欢语音控制，总觉得很尬，所以开车要按什么功能，比较麻烦。天幕无敌，真的很舒服，但是下午开车确实不太友好，虽然隔热，但是光照着属实难受。 车机一般，车子开了一两个月，车机就慢了好多，车子启动的时候，车机需要等个一两分钟才能启动，但是360这些没问题。 驾驶感受不错，不论是加速还是刹车，刹车不软，切换运动模式这推背感很猛，底盘也好，感觉比我试驾过比亚迪的车好（宋maxdmi,宋pro） 车内空间巨大，除了后备箱是真的小，还有一个座椅高度，调高有限，视野并不比其他的suv好，过街头巷尾很害怕，本人身高175，刚开始开很不适应，但还好有360。 购车经历表示无语，最开始就是奔着福田的补贴去的，才要现车，当时23款都出了，不然谁选这个21款的。销售一直在追付款，结果付完款，福田补贴没名额了，后面去问，才发现，我付款前一个星期，名额就没了，然后销售抓这个信息差，还一直追付款，越想越气！再一个白户不能在店里申请贷款，除非选择厂家金融，点数贼高，后面在外面银行找了贷款，利息比店里贴息还便宜一两千。 目前车子开着没啥问题，车子帅的，唯一吐槽就是购车。",2023-01-12,深圳
北风五六七,提车一个月，谈谈用车感受 从确定买电车，定位就是家庭日常用车，三口之家，市区内开，由于疫情的原因，出京的机会也不多，埃安有广汽背书，我还是非常认可的，而且AION V Plus的性价比和后排空间，真是在同级别无敌手。 AION V Plus给我最大的感触就是智能化非常高，尤其是语音控制，在行车中是非常有利于安全驾驶的，而且从我使用上的感受，给它的指令，它的识别率也是很准确的，再有就是一些辅助驾驶功能，对我这个有着18年驾龄的老司机来说也是很有帮助的，最喜欢用的就是它的自适应巡航，尤其是在堵车的时候，可以完全放松。 对于电耗，由于有私桩，开着就比较放纵了，尽情体验电车的提速感，天气太热的时候就打开“一键备车”，总之就是怎么舒服怎么来。,2022-07-02,北京
桃花仙醉花下眠,对于AIONVPLUS我个人感觉简单来说就是续航能够达到标准，这个让我很满意，还有就是操控感受也挺棒的，有一种全新的体验，是开燃油车体会不到的。从各个方面考虑都挺合适的，作上下班的代步工具或者是出行的工具都很适合，价格也不是很贵，后期的成本更是不用担心。好了，接下来在针对性分享一下用车感受：外观从设计上来看，确实很突出，尤其是车头的造型，能引来很多的回头率，分体式大灯和渐变车漆是胖V的特色，内饰用料没有难闻的气味，设计上也充满了科技感和智能感，空间上，虽然是紧凑型车，但是在设计方面挺有设计策略的，十分宽松，尤其是后排的腿部空间。动力方面的表现给我的感受是可以超越这个价位的许多燃油车，输出是很迅速的，电动机介入的速度比较快，所以带来的速度也很及时。操控起来方向盘挺好用的，力度和精准度都掌握得很到位，转弯没有卡顿的现象，整体表现是比较顺畅的。有一点值得点赞，就是车里的静音做得很不错，电动机确实不会有太多的噪音和抖动。座椅的舒适度也值得认可。可以说在同价位的纯电动车里，AionVPlus性价比表现是比较出众的，各方面的实力也很,2023-01-06,天津
HU316,"买的时候选择不多，主要看重这车的外观，并且当时有现车，正赶上换代，有一定的优惠。
优点：乘坐空间好评，后备箱很拉。
质量稳定：车子质量稳定性还行，目前没出过大问题。（下附一张唯一出现的问题）
外观一流：plus不评价，我的V颜值确实可以。

缺点：智能化很差，到现在车机基本没有更新，已经处于被放弃的状态了。
辅助驾驶极其垃圾，在试过小鹏以后，更是感觉拉的一批。
续航一般，本人每周300公里高速，天气好350左右，冬天基本200+左右，够用，但是还是没达到我的理想。
悬架一般，过弯支撑不太足。
服务很拉，毕竟传统车企，售后一言难尽
隔音一般，超过80风躁，路躁声音比较大，只能靠音乐盖
音响很拉，听个响
密封一般：速度一快，能感觉车在漏风",2022-11-02,北京
JIALIN,外观：这个看个人吧，反正对比了小鹏、埃安、比亚迪，我老婆就喜欢vplus，不同人不一样，这个太主观了，喜欢就行 内饰：内饰科技感和舒适感都很不错，质感很好，这点是很满意的 配置：在这个价位上配置还是相当高的了，性价比很高，之前开着昂克赛拉，这么一对比这配置真的相当满意 空间：空间绝对是这台车的最大亮点，太宽了，空间感太好了，我186的身高，调整到舒适的驾驶位，后排还能翘个二郎腿，真是夸张，这也是为什么最后选这台车的一个很重要的原因，家庭出行是真的很方便。后备箱空间不算大，但我也觉得不算小，日常出行足够了。 续航：网上一直说埃安虚标王，但我这一个月下来也2000公里了，充电花了250块钱吧，基本是1块1度电那种，折算下来也没怎么虚，电耗这个跟跟你驾驶习惯也有关 智能化：目前的智能驾驶感觉还是噱头大于实用，用得多的就是自适应定速巡航和车道保持，其他的基本都用不到，但这东西吧，目前这个环境就是你可以不实用，但你不能没有，说不定我哪天就想用了呢，人都系贪心的，价差不大的情况下都想要 驾驶感受：电车，很安静，没有发动机的噪声，本身整个车也偏家用，舒适度确实很高。激烈驾驶就不建议了,2022-07-04,广州
30秒懂车,"AION V Plus在外观方面做了一些比较大的调整，前格栅造型和侧面线条包括尾部线条都采用了全新的设计，并且新增两款颜色“幻彩绝绝紫”和“星漫绿”。车头从正面看上去完全是封闭式，看上去特别光滑，一副标准新能源汽车该有的样子。配上分体式的大灯科技感十足，特别符合当今年轻人的审美。
车侧基本延续了AION V的设计，线条直接从前叶子板一直延申到后面D柱的位置。从车侧看就好像是弹头一样动感十足。而且后门这个隐藏式的门把手和后尾灯从侧面练成了一体的设计，这样看上去线条感非常强。
车尾看上去非常的简洁，显得也很饱满就像是一个性感的美臀。尾灯从后叶子板直接贯穿到车尾，从我这个角度看过去就好像是一把躺着的利刃，也是霸气十足。
AION V Plus取消之前双联屏的设计，换装了尺寸更大的悬浮式中控屏。内饰采用双拼颜色的设计，另外座椅的支撑性和舒适度都很不错。中间扶手箱空间足够大，中控台底下还有个很大储物空间。
车机的可玩性也很高，像一些常用的APP在车机内都能找到，可以说当下年轻人喜欢的元素这台车全都具备。后排空间非常的充裕，前排座椅在去掉头枕之后还可以完全放平，与后排座椅连接成一个整体。 
在动力方面，AION V Plus按照不同的车型最大功率分别达到165kW和200kW。在续航方面分为3个版本，续航里程分别为500km/600km/702km。
而且在500km续航的车型上还有准备埃安最新的超倍速电池技术，Speed+可实现充电5分钟增加112km的续航，而Speed++则充电5分钟增加207km续航。快充技术绝对算的上是新能源车型的福音，续航焦虑的问题能得到很大程度的缓解。",2021-11-29,
吴佩频道,"虽然车名加了个PLUS，但其实车身尺寸并没有多少变化。设计层面变化主要集中在前脸，取消前脸格栅的设计虽然更为特别，但一些年长的消费者未必能接受。车身尺寸基本不变，也意味着AION V原本车内空间出色的优点也延续到了AION V PLUS上，不管是前排还是后排，不管是头部空间还是腿部空间，AION V PLUS的表现都相当优异。储物空间也是十分顺手，如果要挑剔的话，就是相较于这个体型来说，官方公布408L的常规行李箱空间还可以更大一些。

乘坐感受来说的话，前后排座椅的座椅都算是软硬适中，不过包裹性稍微逊色一些，另外后排座椅座垫偏短，对大腿承托欠佳。另外，玻璃天幕车顶虽然视觉效果一流，但隔热防晒效果还有明显的提升空间。NVH方面则表现出色，不管是路噪、风噪还是胎噪，都有着同级别中一流的水准。

试驾的200kW版本AION V PLUS动力要比以往更为跟脚，响应快但不会神经质，在高速区域（80-100km/h）的再加速能力也更强。就算是使用ECO模式，动力响应也能满足日常使用。底盘调校比以往更偏舒适性一些，有一种厚重感，对于路面的大小颠簸都有更好的过滤效果，再加上出色的隔音，整体有一种更高级的感觉。不过转向的手感有些模糊，车头的动作有点慢半拍的感觉，车身的跟随性有些拖沓，而且在经过一些长波起伏后，还有一两下余震，底盘操控性方面还有提升空间。",2021-09-14,
小尾巴爸爸,"车到现在正好一个月了，目前来看车的各项都超满意，宽敞舒适经济实用特别适合我，家里人也很喜欢这款车，今天和大家说说我选择这款车的一些理由和原因吧！


首先我要选择一辆SUV，现在油价不便宜，汽油车尤其是SUV很费油，所以选择新能源纯电车。买车时候看了很多同级别纯电车，比亚迪宋Plus，热泵空调，刀片电池优点很多，但是不太喜欢宋Plus的外观，受不了摇摇晃晃的悬架；另外也去对比了零跑C11，内饰塑料感很强，整体显得廉价，相对新势力我还是更加偏重国企背景的传统造车品牌。

广汽埃安旗下各种车型都有关注，AION V Plus无论从外观还是内饰都比较符合我的审美，另外性价比较高，开起来也较为舒服，是我现阶段遇到最理想的20万左右纯电SUV?


对于车子的空间，需要满足我全家老小5口人出行要求?，而且要坐着舒服，特别是坐在后排不能太巅，这点宋Plus相对于它的外观尺寸来说空间并不大，特别是后排空间AION V Plus占有绝对优势，埃安后备箱也更宽敞，因此空间上AION V Plus胜出?

一个月来我平均续航为21kwh，确实有点高，但是我一直都开着空调，经常在车里看看电视听听歌，这些都要算进总用电量里；我主要在温州市内通勤使用，出远门较少，另外还有家充，600km续航车子即使打折也完全够我日常使用，太高没必要，600km续航能跑400km，这点对于我来说足够用。

AION V Plus拥有超大天幕，白天阳光通透性很好，晚上可以在车里仰望星空发呆，建议贴膜加强隔热效果，这样一年基本都用不上遮阳帘☂️

最后是这款车科技配置较高?，还有L2+级别辅助驾驶，体验了一下确实很智能，加上新款改用怀档设计之后更加便利智能，不过要注意给新人开一定要先好好培训一番✍?️

我选的是烟雨青的颜色，在温州回头率还是很高的，这种颜色属于稀有色，大家尽量保护漆面不受伤害，建议有条件的车友贴上车衣。


总的来说这款车符合我的所有用车场景和需求，对于预算20万左右，想买高颜值又经济实用SUV的朋友来说，AION V Plus绝对不二之选?",2022-12-12,温州
mxj95156,"首先空间很大，后排可以翘二郎腿，头顶空间也相当大，原来开的是A级轿车，由于我身高182，所以换了SUV，销售说比Q5还大，我觉得这是紧凑SUV的标杆，只是后备箱略小。
      动力方面，相当棒，165KW、350N.m，超车轻松愉快，BBA我都敢超，2.0T的油车动力应该没这个车好。不过一般情况下还是NOMAL、ECO和单踏板模式，很少用运动模式，毕竟市区从安全性和经济性考虑，还是安全和经济更重要，也不是急着赶那么分把钟时间。
      乘坐舒适性方面肯定不能忽略，我本来订的某迪，陪同家里领导试驾后，领导说有点晕，本来都等了一个多月了，车都快到了，领导不同意，况且考虑到以后家人朋友坐，舒适性不能不考虑。某迪真的有点像坐船，减震、晃动确实比VP大，舒适性差距不是一点半点，所以果断换埃安。
      智能化方面还是不错的，你好北鼻，随叫随到。有点小遗憾是本来订的科技版，不知道要等到何年马月，正好店里有低配的现车，颜色内饰也正是我要的，就提了低配现车。差一万块，少了座椅加热通风、外放电、自适应巡航、车道保持、副驾驶电动调节、后视镜电动折叠等功能，确实遗憾。还是科技版性价比高！
       电耗上，很多人反映埃安虚，我经常市区小计里程电耗11左右，但是总计里程电耗15左右，可能是刚买车，经常到车里坐坐，贴贴内饰膜，装脚垫、后备箱垫，浪费了一些电，导致总体电耗稍高，但也没超出官方标的百公里电耗，充满电跑个450公里应该没问题（夏天），冬天还没开过没有发言权。
     充电在外面快充充过2次，每次半个小时左右充20多度电，不算特别快。家里充电桩还没装好，慢充没充过。提车的时候在4S充，看到只有3KW左右，比较慢。
      最不满意，都快二十万的车子，居然连后视镜电动折叠都没有，瞬间感觉很掉价。全系天幕看着很漂亮，但是没得选，还没有遮阳帘，真的有点晒，自己买来装有不太美观，希望厂家后期改进。
      外观上各人的审美观点不同，我觉得还是不错的。
      以上是纯手机打字，码字不易。",2022-06-25,娄底
博衍慎行,因为广州车牌限行的原因，很早就计划着买一台纯电车。预算就是20万以内suv。看了aion v，比亚迪宋，零跑c11，丰田bz4x，问界m5ev。丰田第一眼就感觉无法接受。零跑用料配置都好，但试驾感觉不太好。问界m5试驾感受最好，无奈优惠太少。宋ev第一眼就觉得很不错，aion v外观没有宋那么高级，但也能接受。最终还是价格因素选择了v。 目前不到半年，开了13000公里。总体来说前期很失望，后面还算满意。 买车过程体验很糟糕，4s的车管所刷不了我的身份证，还说是身份证过期。因为是外地户口不方便办临时身份证，只好挂失补办正式身份证，结果还是刷不了。证明是4s这边的设备问题。后面只好去市车管所办理，折腾很久。把天河区的购车补贴2000都耽误了。 后面开车没多久刹车失灵，叫厂家拖车拖回4s店，说是有个模块坏了更换，后面还好没出同样的问题了。 满意之处： 网上吐槽埃安最多的就是续航。本来已经做好虚标的心理准备，没想到比预想的好很多。在广州夏天开空调，如果不堵车基本能接近1：1。高速用105左右匀速可以到7折以上。跑长途基本上早上出发，中午吃个饭充满电可以继续跑一下午，快充速度还是很快的，所以基本没有里程焦虑。 第二满意的地方就是空间，特别是后排空间空间足够。但是后尾箱还是小了点。大行李箱放一个就满了。整体车长能做的比较短，所以停车啥的都还是比较方便的。 手机控制车的功能觉得很实用。可以不用带钥匙免得丢了。但有时候手机连接要好久（多的要几十秒） 不满意之处： 乘坐感受不太好，特别是高速噪音很大。后排的震感比较强。这个可能是低端车跟高端车最大的差别吧。后续不知道有没有可能通过增加隔音条有所改善。 系统基本上app很少。老婆一直用的qq音乐就没有。智能助手智商很低，很多功能还不能用助手打开。比如关闭后排灯这个功能。每次后排乘客打开后如果下车了。我得停车到后面关灯，不然车厢就一直亮着。理解能力也跟小爱同学差太远。 辅助驾驶功能不算很好用，除非是路况很好，否则都会觉得不太敢开。经常不会提前减速。特别是有人插队，我必须主动刹车才行。如果高速上车不多倒是可以用下，一方面节省脚力，另一方面避免开小差出事故。 埃安v没有备胎这个事让我有点担心。前段时间轮胎扎了钉子，结果急着上班没办法，1.8的胎压开了20多公里先去公司，中午再去补胎，还好没把胎搞坏。因为没有备胎，所以后尾箱下面有一层储物空间，能放不少小东西。,2023-10-05,广州
WZsummerspirit,提车8个多月，不过是宝妈的日常用车。说起来有点意外，之前看过魔豆3和y，但是空间始终觉得略小，家里三个大男孩，有时候出门还是需要空间大些好点。最终建议她去广汽埃安看看，其实是有点私心的，毕竟埃安的Y便宜多了，小车身和大空间也很均衡在城市里。 过了几天回来，告诉我不错不错，就选了广汽的，我问哪一款，答复，不是最贵的啦，中间大小的一款，定金5000已经交啦。好吧，那就找时间去办理提车手续吧，去了，才发现选了V，哦，在Y和LX之间，的确也是中间的。看了下，结果发现她选的低配智领，加点上科技版吧，这明显是更划算些。啥也没送，啥优惠也没有，定金都交了，你还想咋样，看着销售那样子，谁叫我心大没想到她这么直接就下定金了。。。磨了下，送了个8次保养，也就这样了，交钱提车（2月那时候还是现车，且没涨价，如今算是小安慰吧）。 到目前21000km8个半月，里程略有些长，因为宝妈是个忙人啊，加上暑假跑了一趟温州-陕西眉县-湖北老家-宁波-温州这一大圈长途（主要是我开的）。自己开的不多，大概5000km以内吧，还有相当一部分是暑假那次旅行。还是可以小结下吧。 外形比较大气，内饰尚可，乘坐空间极好，驾驶尚可，自适应巡航和车道保持在高速上比较轻松，这个是驾驶上最大优点了，座椅通风更是南方必备，所以科技版还是值得的。 有放电功能，比较友好，就算露营不多，加个吸尘器打扫下车里那是相当好用。 缺点当然有，最大的毛病就是车不长但是拐弯相当费劲，不是很明白这将将4.6米的车身怎么就这么难拐弯，倒车和掉头是驾驶感最差的地方。 总的来说这车满足了宝妈的需求，8个多月下来，除了上面那个拐弯别的没有什么抱怨，维持了广汽比较好的口碑。 这段时间，自己改造过后备箱，增加过尾箱自行车架，还有些小东西，后面慢慢增加描述吧。,2022-10-31,温州
苏C黑蛋,后悔没早提电动车！ 提车两周，70丐版，整体感觉很棒，不用加油是真爽～预估一年能给我省下近两万油钱 续航:家里距离单位45公里，来回90公里能用掉20%的电量（不开空调），续航还是可以的。一直在单位用随车充慢充，白嫖就是香！不过昨天开空调跑了一次高速，续航那是咔咔的掉啊，经常跑高速的慎重啊，幸亏我一年也跑不了几次高速。 颜值:外形在电动suv里面算中等偏上水平吧。本来在网上看觉得全息银好看，结果到展厅看到黑色竟也如此好看（只有丐版有黑色）。颇有黑武士的感觉，所以提的黑色，前脸看起来很是凶猛，唯一的缺点就是不耐脏。内饰两块大屏幕超级爽。 动力:比油车爽多了，起步难逢敌手，超车分分钟的事。 空间:后排座椅真的舒服，空间表现也相当好。后备箱有点小！不过可以后排放倒。 价格:价格无优惠，不过其他可以坐住使劲谈，店里送了不少实惠的东西。 驾驶感受:视野较好，方向盘较为轻盈，高速隔音一般，悬挂偏软，烂路会有小颠簸，刹车偏软，需要大力一点踩。 总体来说。 优点:颜值高，操控好，大厂出品有保障，空间大，座椅舒服，配置丰富。 缺点:后备箱小，高速隔音一般，悬挂偏软，新车异味大，车机智能化程度一般。,2022-03-20,徐州
用户3135883350359,"第一次见到埃安VP就有了心动的感觉，从想换车到选车，再到订车1个月的时间搞定，自己都觉得不可思议，下面说说VP使用的感受吧。
      首先外观，机甲前脸区别于大多数的汽车造型，加上隐藏把手个性和科技感十足，特别是全景天幕非常酷，我觉得也不会出现室内烧烤的问题，后期加装隔帘等方式都能解决。
      其次内饰，座椅舒适度很高，车内中控台，车门内侧也都是妥妥的皮质感，中控两块大屏功能区分明确，应用场景和智能化非常方便，一句北鼻全能搞定。最牛逼的也是让我决定买这款车的就是后排的空间，2.83米的轴距可以说基本无敌了，我们全家都比较高，我坐在后排还能翘腿，实在是太棒了。
      再次驾驶，驾驶感平稳舒缓，方向也很轻，我一般用单踏版模式，能够有效节省电池，用过一次运动模式，瞬间推背感呈现。目前还没有在高速行驶，日后评判。
      存在问题，主要是电池，我在北方，买上新车就进入冬季，目前电池打个5折，我觉得还是比较低的。
      最后分享，电池的问题要合理使用，驾驶避免过重、过猛踩踏油门，较冷天气出门要提前电池预热，有条件的晚上充电枪插上，实现插枪保温，次日早上掉电不会过快。
      既然选择，就要用心陪伴，希望我的小V能够给我带来快乐，也希望埃安可以不断的优化系统车机，提高用户用车感受。",2022-12-27,长治
壹心向西,深度体验胖V后，跟大家分享一下空间感受，内容可以进行参考哦 可以说AION V PLUS的户型无论是“卧室”还是“储物间”都太大太宽敞了，而且还标配阳光房！先说第二排座椅腿部的空间，一臂距离有没有，然后是脚步空间，纯平地台无论是放个东西或者从左到右换位置都非常容易。然后是前排座椅可以放平这个点，刚才也提到标配阳光房了，放平了让孩子在上边玩或者躺着休息会太舒服了，来一杯惬意的咖啡，真是太美了。对了，座椅的填充物很柔软～而且还可以秒变电影院，想躺着看电影再也不用去电影院了。最后是储物空间，因为我买的是23款，采用的是怀挡设计，中控台又多出了一部分空间，手机、杯子、钥匙什么的都会有自己的专属位置，不过我比较爱出去玩，所以还是在车顶按了行李架，露营时候滑板什么的都可以往车顶放置，非常棒，帅气。,2022-12-20,
野水孤舟7,"开了5000km胖V后，过来给它点个赞！
一开始接触V PLUS的时候是被它蠢萌蠢萌的外观吸引的，感觉这车前脸好胖好可爱啊！后来坐进去试了一下，一试之下就就被内饰惊艳到了，给我的第一感官是简洁、高端、大气，中控上几乎没有物理按键，科技感满满！

空间同级别无敌存在好吧！座椅能够全部放平，躺着看电影不要太爽，后排空间没得说随便跷二郎腿。后排地台也是纯平的，平时放个东西也是没问题的，但是我不是说胖V的后备箱空间不够啊，它的后备箱空间也是相当的给力的！只是我平时放东西习惯放座椅下边啦～

最后入冬啦，分享一下车友们都关注的续航表现，目前开了5000km续航不算虚，不开空调的话，不敢说1:1把，95折反正是有了，夏天开空调的话续航大约打9折，现在这个气温的话因为没有特意跑100km测过，就日常开着来讲8折左右，我还是挺知足哒！",2022-12-15,
用户7393932083920,AION V Plus车子看起来比较大气，沉稳，耐看，没有那些花里胡哨 空间大，底盘够高，加上全景天幕，丝毫没有压抑感。第二排来个葛优躺都没问题，后尾箱放些日常用品，有时拉拉货也是足够的。 科技感十足，ACC自适应巡航+ICA集成式巡航，在城市快速路上，下拨一次档杆进去ACC自适应巡航，然后再下拨两次档杆进去ICA集成式巡航，这样只要手扶方向盘就可以了，北鼻可以给你控制好车辆，开起来非常轻松，你要提高或者降低车速，可以按方向盘上面的加减键就行。 蓝牙钥匙功能，打开APP蓝牙连接汽车后，按下主架或者副驾拉手的凹槽位置，汽车自动解锁，这个功能确实方便，有手机就行了，不用带钥匙就可以出门。 开起来，埃安的调教比较接近油车，油电互换根本不用适应，起步动力算是中规中矩吧，高速上超车也是得心应手。美中不足的就是胎噪我觉得略微有些大，尤其是关上音乐后。总体来讲广汽的做工还是可以的，比较细腻。,2022-12-21,
断断张,"驾驶胖V 3000公里，来和大家分享一下这3000公里后自己的一点使用感受。
 
首先是外观，颜色定的自由灰，真的相当耐脏，洗干净后特别的具有科技感，真的像是星空战舰一样，特别是相比老V，前脸设计感更强烈一些。
 
轮胎的话，255/45 R20的轮胎尺寸满足日常城市路况需求，胎噪不算大，但是抓地力有待提高，大脚电门起步的话，响胎比较严重，马牌轮胎价格是真不便宜啊，舒适性不错，一分钱一分货没毛病！
 
内饰设计风格属于简约美，线条横平竖直，各种材质也都很下本儿，包裹的很到位，配色也很雅致，我的内饰选择的橙灰蜃影，相比纯黑额外多了一分跳脱活跃，很对我的胃口。座椅空间不用说了，妥妥的大空间、宽间距，孩子在后排闪转腾挪，不亦乐乎。
 
车开起来的话，悬架偏软，属于舒适取向，很符合家用车的定位，配置上车机互联功能深得我心，上车就走，远程控制功能便捷，躺在床上就可以开关空调、开窗通风，真是面面俱到。
 
以上就是我3000公里的一些驾乘使用感受，和大家分享一下，希望大家喜欢。",2022-12-15,
