字段1_文本,字段2,时间,字段3
用户7893804220,我很满意挫折的空间，因为我们家里有两个宝宝，平时的五座车已经满足不了一家人乘坐在一辆车里面的需求了，所以我觉得糖的空间对于我们家来说就是刚需。尤其是我选的这个配置，第二排的座椅是电动调节的，所以第三排空间可以自由的切换，而且老人进出第三排空间也很方便，不会觉得很难受，同时第三排的腿部空间足够让人放腿。不会觉得憋屈难受，就是我这个174身高的人，坐在第三排，即使开长途车坐几个小时我也是能够接受的 内饰的味道还是挺严重的，首先我提车已经接近半年时间了，现在拉开车门还是能闻到一股微弱的皮革的胶水味道，当然也是因为我鼻子比较敏感的原因。第二个觉得不太满意的地方就是现在停车启动的时候大屏幕偶尔会黑屏，大概会延迟个两三秒时间之后才恢复正常，这也是我最近遇到的几个情况,2024-02-20,洛阳
驴行大虾,原来是奥迪A4车主，从2014年12月到2022年7月，行驶了11.5万公里。后来身边的朋友都开始陆陆续续更换新能源车，于是抱着试一试的态度，在2022年7月添置一台东风EV EX1PRO 330续航的小电车。谁知，真的是开了电车就回不去，A4基本闲置在家吃灰。到2023年11月，A4的总里程是11.7万公里，相比较买东风小电车前增加了2000公里，而东风EX1PRO跑了3.1万公里。这期间还花了不少银子对小东风做手术进行了升级改造：LED大灯、四门隔音、四门开模加音响、DSP、低音炮、铝合金轮弧、更换185马牌轮胎等等。在2023年11月刚好又到了A4要买保险的时候，琢磨着这A4基本闲置没用，不如干脆处理掉，省下一笔保险费。就在这个时候，机缘巧合在懂车帝上看到比亚迪精诚认证二手车，一台行驶2.26万公里，2022年6月上牌的四驱唐EV顶配，报价20.98万，带三电终身质保，送1年3万公里延保。跟家人简单商量了一下，第二天就把车开回来了。回来以后就把A4与小东风一起处理掉回血。从2023年11月到现在行驶了将近1万公里。总体描述是：用车成本极度低廉的激情奶爸车，值得拥有。,2024-03-04,长沙
奇幻星空95,冬天北京，里程一清零，出京高速表现：从满电开到25%的电量，里程一显示225公里。日常的话，过坑坑坎坎车身晃动明显，云撵c没觉得有多出众的地方，急加速超车的时候，方向盘不稳，不过提速很给力。在检查站类的地方，如果车头旁站工作人员，在车辆完全停住之前，大概率会自动急刹一次。 总结：整体没有网上宣传的那么好，提速快，驾驶感受一般，辅助驾驶鸡肋。外观侧面好看，车头正面一般。续航不知道夏天怎么样，冬季的在预料之内。,2024-01-01,北京
唐AAC,"国庆节看车节后提的车
730续航 6座 内橙

开始预算只想节约点买只海豚主要市区代步接娃，到4s店看到海豹宣传就于5月份盲订海豹长续航版。9月才有试驾车，国庆节带着媳妇和2娃去试驾了下，个人感觉开起来挺爽操控还不错。。媳妇就是感觉悬挂硬一家坐着空间小了点，主要销售说我们那个选那个颜色12月不一定能来车换白色也慢。
当天就拐去王朝店试驾了唐ev，试驾车635四驱版本，动力挺嗨 空间也不错 。唯一缺点就是增大的电池包，挺影响视觉效果。这可能多少影响销量其中一点吧？主要有现车家里人喜欢就先交了订金，回来等待工作日提车的时间里，差点还是因为那个电池包放弃它，730版车尾巴没有电机看着明显底盘不协调。网上看到有后护板遮上去个人感觉会好看点，最终还是把车提了。希望它能承载一家人的快乐。。。。
2驱动力足够用，跟开油车差不多容易上手，没有特斯拉那种个人会头晕感觉。静音方面感觉和5系差不多。提车64%的电续航466km. 使用2天跑了198km 现在剩续航263。还没来装充电桩暂时还先开油车，后面使用再来仔细分享。",2022-10-14,成都
用户776175652380,我买的是顶配的六座，2+2+2的布局配置高，车内空间也很宽敞！内饰用料比较豪华，纳帕真皮，丹拿音响，一二排座椅通风加热还有按摩功能，科技感也是十足，15.6的旋转大屏幕，还带有智能语音交互功能。零百加速4.4秒，动力十足起步不是直接窜出去，很柔和，即使在急转弯的情况下车子也没有出现严重的侧倾现象，底盘跟很扎实，动力提速这方便真的很给力！👍满意的还有就是省钱，算下来百公里耗电19个左右，一公里才一毛钱对于这么大的一个车真的是很不错了，成本很低我一个月充两次电使用起来很方便！这个车最不满意的就是第三排的空间了，每次进出真的很麻烦，小孩子还好，成年人进去出的话就有点困难了就得低头弯腰的不太利索。米白色的座椅就是不太耐脏😜还有就是中控很容易留下指纹，车内的用料和设计还是很用心的，真皮座椅，真皮方向盘，质感很好，一二排还带有按摩功能，在车里休息或者等人的情况下我都会使用，车里还配备了氛围灯夜晚，我感觉会影响我开车的注意力，很少会来开。。App远程控制功能很强大，可以远程解锁车辆远程开启空调，还能杀菌，还有只能语音交互功能，在开车的时候使用起来肥肠方便，不用在手动操作了，也比较安全。还有360全景影响，在你拐弯或者倒车的时候都会随时弹出来，避免不必要的磕磕碰碰。,2023-01-24,徐州
蛋心圆,"第一批现车，提车顺利，车牌号选牌满意。车动力随便秒杀，节能模式才像正常的车，运动模式很狂躁。
        车身尺寸大，内部空间其实一般，第二排腿部空间相对并不算优秀，第三排放倒直接当后备箱吧。
        内饰的钢琴烤漆相当容易刮花，这个后期一定会贴膜。
        续航表现基本够用，没有说打折的特别厉害，充电速度还可以，我充电条件多，没有焦虑。
        智能化程度不算很先进，小迪偶尔会犯傻。
悬架如果调舒适，就会比较晃悠，像开船的感觉，方向盘调舒适，会比较轻。运动模式下，悬挂变硬，方向盘变重。
        发现一个bug，按摩功能有时候前后排选择按钮会消失，有时候按摩会自动取消，后期看能不能OTA修复？",2022-06-06,武汉
大白糖730EV,端午假期去看了下车，媳妇一眼就看上了，直接下小定。6月5日店内下单，7月15日提车，经过44天等待。可以分享一下，我是比较喜欢635四驱版的，无奈媳妇认着730比635多95公里，男人是看4.4秒啊，无奈要心态温和了，如果家用的话730确实比635好，家里老婆小孩在车上，4.4秒确实会晕车吐吐吐的。 等车过程6月基本都是635四驱六坐的消息，730六坐是7月份开始交付的，可能长沙工厂环保问题吧，产能是有点慢。本来下定是白色六坐的，7月5日销售告知到了两台灰的，问要不要，都去现场看过确认了，纠结半天不想等了就直接说要了，可是销售又说还要等，于是等销售过两天有回应无法调库什么的，但是又到店两台白色。又去验车后发现白色真好看，还是坚持白色的，直接交钱，提车，花了1周时间。（地标广州东圃旗舰店第一台白色六坐730公里续航）,2022-07-18,广州
稳中求胜mfc,配置足够用，动力太猛，试驾0-100，踩到70左右就不敢踩了，太吓人，怕失控。座椅也很舒服，当初看车的时候也是因为这一点非常满意。这个车比较大，导致转弯半径比较大，窄一点的道路需要三股车道才能一把掉头，停车的话，如果需要车头往前的话，需要一定技术，尤其后面空间不大的时候，图四这样的情况。续航方面，正常行驶，不跑高速，能跑到450+。目前3000公里，综合能耗18出头，还在一直下降，跑进18问题不大的。目前这个能耗基本是偏猛一点的了，起步超车啥的都可以随便踩，在不超速的前提下。 2024.2.12，目前将近五万公里了，车子目前没什么问题，用了两年多，现在新出来的续航更长了，价格也开始往下调了，外观看个人喜欢了，现在还是比较满意的,2021-11-30,南京
五彩斑斓的灰XX,"当初和媳妇选车时最开始是看22款汉EV，但考虑到后期有小孩及家庭出游还是选择了22款的唐EV。汉的尾灯中华结设计很是喜欢，路上看到都还会感叹😮💨哈哈 
开始是定蓝色635版本的，奈何等了2个月的时间都没车，激光蓝的的颜色是真的喜欢，销售说灰色的635有现车灰外橙内，刚好快到国庆假期可以开车出游！！
这也是买的第一台车，驾驶操控感也不知道咋说，反正觉得挺好开的，四驱动力十足，加速超车基本指哪打哪！反正也没开过太多车去对比，但配置上就绝对对得起这个价位，真皮座椅很舒服通风加热，按摩也就聊胜于无吧，走高速的时按按还就还凑合～媳妇就一上车先打开按摩～～360影像对新手来说很是友好的，其他功能也没怎么去试，日后使用再和大家分享！
【空间表现】
身高192坐着空间也不会局促，二排乘坐非常舒适，选的是6座，三排平时基本放下不坐人放东西空间很足。这车坐比开还舒服。
【智能化】
人机互交做的挺好的，能用用嘴控制就绝不用手，两个月时间也没出现啥毛病
【续航】
平时城市开基本一周一充，高速的话能开个430-450那样也没仔细去统计～基本是看怎么开，脚法控制。其实现在城市充电桩基本都能满足，续航焦虑虽说会有，但提前安排好旅程基本是可以解决的。
以上是个人这段时间的使用感受，日后有新的发现再和大家分享",2022-11-27,深圳
宝马X6换唐EV快两秒,"评分说明
        外观：分减在轮毂，塑料壳子遮死了六活塞帅气逼人的卡钳，轮胎宽出车身甩泥石子严重。
        内饰：分减在大面积钢琴烤漆，有几个车主不为此烦恼，提车验车就有划痕的东西，还要后期贴膜。等了两批车等不到深色内饰，奶爸车能不拉孩子吗。
        配置：基本满分，该有的都有了，减一点是车机限制有一点点多。4.0唤醒词能加但共存小迪。雨刷控制有些复杂，转向灯调节阻尼不是很完美。
        空间：我当四座车，空间比我以前车好很多。（我以前就是四座车）
续航：感觉不虚，开空调；通风，脚再狠一些不叫里程虚。跟油耗一个道理。
       智能化：我和配置统一打分了。
       驾驶感受：整体满意，不满的是，减震有些悠，过坑会颤几下，油门踏板有点沉。
        以上是本人比较上一部车的感受，个人观点。仅供参考，而且才开几天，可能有所偏驳。
        希望比亚迪倾听用户声音，不光要造好车，还要实用好用。衷心祝比亚迪蒸蒸日上，再破万亿，我也好股票跟着沾光再赚一些。",2022-07-12,大连
EmmettWilliamsDesign,很多人吐槽唐ev外观，觉得像伏地魔啊或者是和另外款的suv相比没有辨识度之类的，但是对我而言，各花入各眼，这款外观可以说是直击我的审美，大爱。 内饰的话，其实比亚迪一直没有很灵活的搭配项，都是和车辆其他配置绑定的，我觉得橙色要比白色更禁脏一些。 配置上，前悬挂可能差点火候，后排乘坐体验也会欠佳，但是零百4.4雀食让一些偶遇的BBA车友不服气了 空间作为7座来讲确实有点拥挤，但是当五座的时候真是宽敞，放一辆山地车还能富富有余。 续航标称730大家都知道水分的，实际跑下来，如果是市内行驶的话（坐标北京）600不成问题（空调通风按摩音响全都安排上），高速的话大概要500上下了，当然也是看个人开车脚法的（我开车比较猛，该快的时候就地板冲起来） 智能化的话。。本身买比亚迪也不是为了智能化来的。L2级别雀食有点鸡肋，Acc也真的不太好用，画小龙踩急刹常有。 总体来说，对于从油车换到电车的我，还是非常香的！很开心。,2022-09-28,北京
慵懒的小溪流,"选择唐ev主要是因为今年上海的补贴6月就要结束了，又有6座的刚需，选择余地很少，除了唐就剩下大众id6，对比唐，id6内饰，空间啥的较为简陋，id6都是库存车，新款优惠幅度不大。还是选择唐ev。

空间：选择的6座，第二排独立座椅带按摩通风功能，对于长途乘坐和夏天很友好，空间足够，第三排将就一下也还行，比7座的灵活性好

内饰：中规中矩，没有塑料感，就是钢琴漆面容易刮花。

配置：前两排座椅通风，加热，按摩，电控，车机系统暂时不卡顿，反应也比较灵敏，屏幕也足够大，操作起来比较方便，自适应巡航很好用，高速基本上不用踩油门，总体中规中矩。

续航：车子交付一周内就出去自驾游了一圈，从上海到宁波象山，全程空调，100到110的定速巡航，续航大概能达到470左右，就是服务区的快充都很少，基本都是满的，要提前做好准备。

缺点：底盘有点低，开烂路需要多留心，手机app功能不全，看不到历史行程和单次里程，充电电量。其他的异响什么的暂时还没碰到。",2023-07-05,上海
Kerr7725,本人提的22款唐EV银色+1w选装6座 8月9号提车 满电表现续航730公里 实际使用7天，行驶300公里剩余电量22%开始第一次充电。 因为家中有宠物所以有几天车了一直开空调，消耗了大部分电量。（逛街把宠物放车里很安心） 第一次充电花了100元，将电量充到85%。 整车开起来非常舒服，老婆也很喜欢。同事体验了以后也对比亚迪这个品牌刮目相看了。 但是在满载5人的情况下前段起步就弱一些，后段稍微好一点。 虽然自己不开长途但是买了电池还是让自己感受到了里程焦虑，但是考虑实际情况大约7天充一次就够了，提前做好规划问题也不大，毕竟开油车真心疼油钱啊！ 第一张照片是小迪和es8的合照 第二张和macan的合照 原车是银色，目前贴成黑色，特别吸灰，效果一般般后面在改吧。,2022-08-17,南京
MRZHONG469,"【空间表现】 挺好的，最主要家里都没有大个子，都是165以下，第二排两个大人两个小孩，绰绰有余，非常舒服。 【续航】 感觉算非常准确的了 【充电时间】 没详细计算过，都是剩四五十左右就充了。 【第三排空间】 应急坐坐可以的，两个女儿不到一米，上车就喜欢爬最后排去，我自己161，坐上去，二排必须往前挪一下才比较舒服。 【智能化】 无可否认，真的算很精准，哪个位置发语音都能详细辩位出来，有啥事就叫小迪，非常方便。 【最不满意】 有一说一，不知道是不是开惯小车的原因，总觉得这车太飘了，不够稳，之前一直开的两厢a3,操控根本没法比，下高速a3可以六七十过的弯，这车得开到三十过弯，好怕侧翻，让人没有那么大的驾驶信心，可能也因为不是四驱的原因吧！ 【购车经历】 就家里二胎，平时短途出行一家六口，可以坐坐，平时上下班也省钱，真的省钱啊！都不用保养什么。 【提车价格】 没啥好说的，其实都一样，大差不差，多了个八年或者16万公里的政策，好像是5288，我也买了，多份省心吧！ 【驾驶感受】 就前面提到的，太飘了，不敢开快，车也挺大的。",2022-08-21,东莞
多才晚风9e6,"爱之越深，越希望它完美
说缺点：
车辆系统比较慢，比方说倒车雷达的识别，等个4-5s才响，所以智能化给了最低的分数：3.5
配置上：就缺一个高速的系统。
空间上：第三排略显局促，如果车身有个5米，第三排再多10cm就完美了
续航：四驱CLTC 635确实和预期有差距，一般高速打八折-九折，冬天打八折。在不爬坡的条件下，冬天高速预期打七折。400公里出头，略少。如果CLTC 800km，冬天有个560km续航，应该算是完美。
其他有待提升：
经销商的服务，有待提升。包括和用户的沟通，订车的流程等。
缺挡泥板，下雨天甩泥严重。
内饰上，如果用翻毛皮或者木质会更好。

说优点：
1. 颜色真是好看，包括极光蓝和山脉灰，我的是山脉灰。
2. 六座布局和座椅舒适度也应该点赞。但六座的问题就是不能把第二排放平当床，当时可纠结了。六座的优势就是：第五个人相对舒适。七旬的优势是：第二排放平当床。
3. 635的续航比同级其他车型有微弱优势，比上一代也有优势。但能不能下次别挤牙膏了？消费者体验不好
4. 车内应用软件流畅度不错，有仪表盘+物理按键点赞，我比较烦都在屏幕上点点选选的。
5. 外形上，前脸的风阻更低，却没那么霸气了。但在北京，还是优先续航里程。",2022-08-19,北京
岳大仙爱生活,【充电时间】 国网充电桩，60KW有时会维持在45KW左右，20%到充满，两个小时左右！前五六分钟都是10KW以内的表现！拍的照片删了！看了附近有375KW的桩，改天去试试时间，能不能到达170KW/h！ 【空间表现】 前后排四个独立座椅，空间是没问题的！最后一排用不到都是放倒，后备箱空间就大出来了，空间对我来说，很好了！两个小孩活动空间相当哇塞！ 【续航】 刚提车10来天，第一次充满到剩下百分之19，只跑了370公里左右！座椅加热和按摩经常开，肯定也受影响！第二次充满电到现在，一直在试着省点电，这次效果好一些，还没出跑完，等跑完再来添上！希望夏天可以到六百！ 【第三排空间】 第三排我还没试过，根本用不到，试乘的时候感觉还可以，自己的没试过！ 【智能化】 各种配置就不用说了，基本拉满！ 【最不满意】 除了钢琴烤漆，和底盘低，其它都挺满意！不过也给四儿子要了护板了！平时不走烂路没有问题！ 【购车经历】 一把辛酸泪！××的四儿子销售经理让我签订不投诉协议，后来签了，打算车牌上完等一系列处理完，接着投诉！……销售其实都挺好，就××经理不行，这些比亚迪的服务是真不能太期待！打算以后出点问题就投诉他们，提车为难我，我也不让你们好过！ 【提车价格】 730+六座31.98，加上置换8000，31.18万！保险是人保，6200左右！其它没什么了！ 【驾驶感受】 开着没问题，丹拿印响没听出来有多好，跟原来的唐dmi差不了多少，我听不出来！?有个缺点，就是在车外面听，声音很大！,2022-12-23,济宁
杯笔无尺彼亚笛,"（记XC40B4+RX300+威然380+A8 50TFSI车主的第一辆电车）
2020年5月曾说过一句玩笑话，结果成真了?
“你们把唐大妈的前脸改了，6座安排上，刀片电池玩2年，我立刻来订车...”

今年5月初
在保时捷4s店试驾了一下卡宴的插混版
卡宴插混在纯电模式下的行驶质感绝对是没话说的，妥妥碾压奥迪/奔驰纯电车，可以说挑不出一点毛病吧（当然，再喜欢我肯定也是没票子买）
MODEL Y我试驾了2次，实在开不习惯...只能说一万个不理解这车怎么落地就值40万了......
试驾了3次唐DMI，第一批车主直接盲定了新唐EV，不为别的，上手容易，且比亚迪确实按我的需求改了造型+座椅
等车等到了7月25，新唐ev的试驾车也来了，我开着它上了一段非铺装路面颠了一路，绕了有5公里吧
可以说新唐和卡宴在纯电模式下的行驶质感完全一样！我是几乎以一个震惊的心态开完的这一段路，因为大大超过我的心理预期了......也可以说新唐绝对是高于毛豆Y顶配一个级别的存在，因本人亲身体验到了二者差距

对于一辆电车，来开一下，很多没概念的疑问也立刻通晓了
7月30提车，提车时显示已行驶12km，满电

8月3号记录了一下里程

??掉电45%→（265-12）253km仅供参考",2022-08-07,福州
开大唐去北方取经吧,感谢懂车帝给我之前的原车订车篇上了精华 这次简单写写提车一周的作业 5.29日终于提车了！历时半个多月 先说说大家最关心的价格问题 我买的是中配4驱指导价28.35那款，裸车优惠7000，保险不太到5000，无上牌费，无贷款服务费，贷款比例50%，3年免息 赠品半包围脚垫+全包围脚垫+车膜+6次保养+烤涮一体锅+加湿器 价格赠品总体来说是满意的。 上路的感觉是挺好的，跟燃油车相比没有太多的不适应，加速确实是猛，开启运动模式，油门到底直接起飞，百公里4.4秒的加速，副驾驶情不自禁的手拉起了门顶上的把手，哈哈哈 外形总体来说中规中矩，颜色是我喜欢的颜色 内饰升级确实挺大的，我还有一辆奔驰E，内饰风格和质感和奔驰很相似，据说是奔驰设计师设计的，钢琴烤漆+金属拉丝+麂皮，音响效果也可以接受，总体来说配得上这个价位 能耗方面，我没有省着开，一直是20+，按照我这个比较猛的开法，目前算下来表显满电的话，跑400公里都有点难，不过一直是外面快充充电的，据说快充只能充到80%，我也没整明白，希望大神解答 公众号预约的安装充电桩，当天客服就联系了，第二天比亚迪和国家电网都来了人，确定了一下线路。划重点！很多人没有注意到的点！比亚迪承诺的免费安装充电桩，但是只包含30M的线路铺设，超出部分是45元一米，特斯拉好像是80一米，相比之下，也算良心了，所以选择走线的时候，最好自己提前先去找一下，最近的线路，最大限度省钱，最好的办法是可以参考附近车位充电桩走线，反正第一次来人给算的要100多米的线路，我直接很懵逼，我后来自己研究了一下，找了个电表箱，能最少省一半！最后是承诺2周内完成安装 外面充电的话，比较贵的app是特来电，便宜的推荐能链快电和星星充电，免服务费，便宜很多，谷时去充3.1毛一度电 用车一周先写这么多，评论区大家留言讨论互相学习 有订车的老铁私聊我扫一下我的推荐码，你可以领到推荐积分换保养喔,2021-05-30,青岛
DI调的华丽,"定车一个月终于等来我的 唐ev四驱中配。开了七年的比亚迪燃油车，终于还是沦为了备胎。
开了七年比亚迪，了解了比亚迪七年，想起了当年选择比亚迪燃油车时的毅然决然。犹记得当时，还有很多人说，别买国产车，别买比亚迪，开三年就会坏。现在我的第二辆车，依然选择比亚迪，别问我为什么。懂的自然懂，不懂的说了也不会懂。今天提车正好开了50多公里，说说感受吧。

外观方面，霸气外露，大气磅礴，矩阵式进气格栅，悬浮式车顶，贯穿式尾灯。非常喜欢。

空间方面，大，超大，满足你所有需要。

配置方面，试用了一下acc和车道保持，很好用，走了城市快速路，车道保持的很好，车速维持的也不错。

内饰方面，棕色皮质加蓝色麂皮加镀铬亮条加中控大屏，看着舒服，摸着舒服，坐着舒服，用着舒服。

动力方面，4.6秒的加速，eco模式就能上头，sport都还没用，等我上了free way，再来一次high away。

能耗方面，基本都是市区，有堵车，有高架，来空调，车里有时两个人，有时四个人，能耗18.6。续航很实。

服务方面，4s的销售没话说，天天骚扰他，也没任何不耐烦。今天提车老总也在，还邀请一起吃小食堂，人很健谈，感觉非常不错。售后也给了个vip的服务，保养五折。不过老实说，4s店硬件方面，尚可，有待提高。


最后说一下，虽然不再年轻，但是我的选择依然执着。最适合的就是最好的，大唐满足了我所有需要，我已别无他求。",2021-08-02,合肥
攸攸夜久,"开了差不多1000km了，简单说下，之前开了20多年油车了，借着最近北京有政策补贴就把家里的12年小车置换了。家里情况是有了孩子以后，老人帮忙平时看孩子，出行需要个大点的车，一家人一起出行小车略局促，本来想换个MPV，家里有俩油标都是小车，想着换个大点的，但是如果换个油MPV吧，没啥意思，今年油费又涨了不少，换个电车吧，我也不能换个纯电mpv啊，整天上下班开那么大个的车，像不像跑网约车，关键是路上开也不灵活，也费能源，毕竟多数还是1-2人，所以就看了SUV，空间小的不行，所以就盯住了唐。曾经也考虑了混动，但是我因为有油车所以不会考虑混动或者增程，我还是喜欢比较纯粹的东西。况且纯电不限行😀。
        说说开的感受吧，四驱提速确实很快，我平时开油车比较快，这一开上电车还有点不适应，经常把自己开晕😂。电机的固有特性没办法，唐这车悬挂还是不错的，日常家用非常合适，多人出行比较实用，动力充沛，视野也很好，配置非常全，6座车的第二排电动前后调节非常好，能够有商务第二排的影子，为什么要说影子呢，就是座椅哪怕调到最后还是没有mpv那种空间，但是绝对够用了。第三排空间一般也就是一家人都出行时候才用上，小孩子坐后面绝对没问题，大人坐还是难受些，表现在座椅偏短，且矮，有点儿蹲在那的感觉，但是不长途的话市内也够用，我一般都是放倒第三排的，能够换取个大的后备箱空间。偶尔出去带孩子训练或者自己拉点东西很实用。缺点都是些小问题，人机对话有点不智能，小迪总是听不懂我说的😂，HUD抬头显示白天时候亮度不够，傍晚以后好很多，调到最亮也不行，主动刹车有点儿危险，我还没研究出来能不能关，我前面说过我开车比较激进，有时候并线离前车距离近了车主动刹车就是一下，有2-3次吓人的很，辅助驾驶还没有试，这方面我只相信我自己😅，辅助停车我也没机会试呢，但估计基本上用的可能性不大。由于自己的充电桩还没有下来，其实装个充电桩手续也挺多的，在外面充过几回电，慢充得15小时（我从15%左右开始的），怎么都得12小时起，快充我只充过一次蔚来的桩20kw的也不快，由于使用少也没遇到大功率的快充桩呢😅，所以这方面就比较片面了，不过讲真，唐里面的配置是真全，基本日常用到的都有了，座椅通风、座椅加热、方向盘加热、方向盘电动调节、前后座椅按摩、驾驶座位记忆、充电口的布置，第二排手托小板等等，都很细致，果然是国人最懂国人👍，如果要买，一定要选6座，只要平时不是经常满座，这1w花的很值。对了，大天窗也很棒，虽然很少用但是得有哈哈哈。至于外型吗？这个就每个人都有自己见解了，我个人感觉不难看但也没有网上说的那么好看，算是很低调的（比如那个被轮毂挡住的brembo6活塞刹车卡钳），有点儿像辉腾，更像中年人开的，比较成熟，我选的灰色，个人感觉灰色和黑色最好看，白色太普通，蓝色和红色要加钱而且还…，反正不加钱我都不会选。我买车时候在店里加装了电池护板，不加心里不踏实，万一哪天屁股下面电池包受点伤再赶上命不好……，店里还推荐了延保和保养的会员服务我也都买了，😂😂😂这算是坑么。总体来说这是个中规中矩且实用性很强的车。对了，还有个重要的指标，续航里程，我每上下班10点走18点回，路途80多不到90公里，到50%电量时候开了256km，我算了下把电用光了能跑510-520吧，北京的秋天是这样，每天25度空调自动，路上听歌听广播，还得开座椅通风和按摩，这样的情况大家自己合计吧，我觉得够用，马上私桩下来了就更踏实了，费用也会降低，我这几次都是去外面公共充电桩充的，差不多1.36元-1.6元一度自己算吧，百公里19度左右。车身照片什么我就不贴了，网上一抓一大把，真正想买的朋友也肯定去试驾过了。我也就是想把用了几天车的真实感受写出来供大家参考吧。等过几天冷了再看看冬天怎么样吧。",2022-10-01,北京
文博书轩712,"2022年12月提的车（赶在补贴退坡之前），加了1万元选了6座和3000元极光蓝车漆（阳光下会渐变紫色）很漂亮！ 

智驾部分:智能领航情况下，升级到了最新1208版本依旧还是会画龙，只是比出厂版本画龙幅度没有那么大。另外打灯变道的识别安全距离太远了，要离后车差不多2.5个身位，汽车才可以顺利变道。比亚迪在智能驾驶方面还有很长的路要走

驾驶部分:电磁悬架Disus-C确实在软硬调节上做的不错，我自己开就调整为运动（偏硬），如果载家人就舒适（开船感）。但由于依旧是老平台2.0（麦弗逊+3连杆），虽然电磁悬架解决的是上下颠簸上处理的游刃有余，但左右侧倾方面还是有提升的空间。只能期待唐家族更新3.0平台了（预测说是2024年大改款）

续航:买这台车当时对比了一圈竞品下来。发现大电池+后排通风加热按摩，只有唐全做到了，性价比极高，六座就是4个独立座椅都可以电动调节（所以成本高）+2个应急。续航自己跑到10%（高速+城市混合），总里程在480-507左右，跟媒体评测的差距不大，百公里电耗17.6度左右，108.8度电池。个人可以接受这个续航，再加上自家有固定车位充电桩（7kw），从10%-100%充满（7kw慢充）需要16.5小时，平均下来，用车成本0.1元/公里，超级省！还环保。


保养:新车免费第一次保养，现在才跑了3200公里。二次保养话费大概在150多元左右，之后每年1万公里做一次保养即可，超级省钱，就200元以内，电车后期保养赚不到什么钱，哈哈

总结:唐EV是一台家用好车，而且配置基本到顶，值得购买！",2023-02-19,深圳
吃货的首领,从选车到下定买车只花了半天时间，哈哈哈，一家人一起去看就选中了这款车。 【空间表现】 选的是六座带座椅按摩通风加热的款，感觉后排的空间也够用，七座的话就太拥挤了，家里也没那么多人就放弃了。 【智能化】 之所以选择这个车主要是老爸看中了他的座椅按摩功能！不得不说现在的国产品牌做的真是越来越好了！真的很只能！而且还支持手机APP提前远程控制，夏天冬天都可以提前打开空调座椅通风加热这些！以后有了小宝宝也很实用！ 【续航】 目前使用时间不长，多数是天气还行，所以空调那些开得不算太大，电量折损也不是很大，但是十二月天气冷了用下来电量折损还是较之前有差距的！不过也能接受的！毕竟充电可比加油省钱太多了！ 【充电时间】 基本都是下班了在家充，因为是送了充电桩的，不过有时候也在外面快充，基本六七十就可以充满电了。真的太香了！而且电车的加速真的妥妥的推背感啊！ 之前原本考虑了汉，感觉那个更适合年轻人的，拗不过是爸妈出钱，只得买了个SUV，想着家用比较合适，毕竟家里还有个油车的小车，换着用也还行饿。 【购车经历】 等车大概等了一个多月吧，真的是太漫长了！而且蓝色的车还要加钱，但是蓝色是真的绝！比黑色白色好看多！ 【驾驶感受】 上高速的话后期感觉会有点弱，但是不明显，过坑过减速带那些也很稳，这个车的减震还是不错的，就是希望后期不要出什么问题！,2022-12-27,黔南
也么哥3600,"提车时先安装的原厂电池护板，内部空间够大，前两排座位很舒服，座椅通风按摩都是经常使用的功能。
第三排空间用的很少，头部空间是有的，腿部少了点，但是坐个孩子，还是够用的，应急使用只要有就行。
实际续航按照现在开的里程421km，提车时94%的电，中间分两次总共充了56%的电，现在还剩下71%
电，算下来79%的电开了421公里，总里程大概能开到510km。夏天空调开的多经常提前远程开空调，耗电多一点也正常，家用充电桩充电有点慢，35-100预计要12小时多，
提车10天车内异味还是有些大，尤其是太阳暴晒后那
味道太难受了，感觉是皮革的味道，不知道是不是送的脚垫的味道。淘宝买了后备箱垫也是味道很大，不敢放车上，还在家里阳台散味道。
730两驱平时用ECO模式感觉动力也够了，跟之前自
己的雷克萨斯nx2.0t比起来加速一点不弱，电车动能回收这个功能用不习惯，已经调最低了感觉还是影响

1、外观就一个字帅，满分;内饰整体美观，但是黑色烤漆部分容易刮花，容易脏，中控贴了个膜，太难了。
2、配置总体还算满意，中控屏够大，还能K歌，缺点
是车机还是旧版的，不像是dmi的新款，容易卡顿，定了新车机，一直没到货;再就是没有自动泊车略遗憾。
3、空间够大，放倒中排和后排，可以睡两个人，还挺舒服的;只放倒第三排的话，后备箱相当大，宝宝的玩具车可以塞进去。
4、中配是20的米其林轮胎，比较厚，静音效果也还不错，感觉比较适合家用。
5、充电速度快，500伏700伏的都能充，不挑，只要桩功率够，可以上120kw，速度杠杠的，不过一般人多只有40多kw。
6、动力强劲，运动模式推背感十足，红绿灯起步飞快，高速上到120没啥感觉，够稳。不过速度越快耗
电越快，市区耗电基本1:1，高速120的话打75折。
7、中途出现过方向盘异响，感觉是过了个坑就开始有了，后检查是轴承坏了，换了就安静了;4s的VIP服务和免费取送车服务还是不错的，方便。
且车机也比较智能，可玩性很高。
而且在外出游玩时，唐EV还能对外放电，可以满足露营时的用电需求，这一点很不错，现在大家都喜欢在休息时出去露营放松自己，有电和没电真的体验完全不同。
总体来说，如果想购买家用纯电SUV的话，唐EV真的是个不错的选择，不俗的动力，时尚好看的外观和不错的内饰，加上比亚迪的口碑，个人是十分推荐购买的。",2022-08-15,徐州
