publish,标题,图片,名称,名称1,评分,评分2,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,标题18,信息,信息19,信息20,信息21,信息22,信息23,信息24,信息25,信息26,标题27,purpose,标题28,jia_text,信息29,dw_22,dw_2230,dw_23,dw_2331,dw_1,dw_132,dw_2,dw_233,dw_3,dw_4,dw_334,dw_435,dw_6,dw_636,dw_7,dw_737,dw_8,openall
"
    发表于  2021-06    

      
        
    
    
",三菱欧蓝德这辆车外观看起来比较时尚大气，车内的空间很充足，不管是前排空间还是后排空间都足够大，后备箱比较平整，能装下不少的行李。油耗不高，价钱也比较便宜。,https://image1.xcarimg.com/attachments/my/1/89/30/735_120.jpg,gh1618463213,三星会员,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021-04-01,购车地点,张家口菱顺垣鑫汽车销售服务有限公司 [河北省],裸车价格,17.65万  (厂商指导价 17.68万),当前油耗,8L/100km,爱车简评,,爱车简评,空间非常宽敞，后排放平后可以做一张床了，储物空间也非常丰富。后备箱容积很大，可以放下很多东西。非常的棒啊。,爱车评价,[最满意],优点是这款车的空间不错，不管是储物空间还是前排或者后排的空间都非常的充足，主驾驶的座椅可以调节，直到调节到自己舒服的位置，而且后排座椅也可以放倒，整体空间视觉的角度增加了许多，但是实际用的也是很好，一般日常出行完全不用担心不够用。,[不满意],目前还没什么持虽不满意的地方，要硬要说一点，也就是对比同价位同级别的车子，车子尺寸是小了那么些吧。,[外观],这款车的优点是外观看起来非常霸气，车身比较硬朗，而且性能也非常不错，不管是动力方面还是配置方面都挺不错的。,[内饰],这个真心不好说，萝卜白菜，各有所爱，反正我觉得塑料感挺强的，该搪塑的地方用塑料，该用塑料的地方还是塑料，到处是减配，反正价格在这放着,[空间],[舒适],储物格真是又少又小。不过乘坐空间还是值得肯定的，后座简直爽到爆。后备箱也是大无敌呀,所以舒适柔软宽大而不缺包裹性和支撑性，让我感觉这辆车非常的大气舒适稳重。,[动力],我这车动力的话还好，说不上特别强劲特别猛，但是在城区代步用已经是有余了。,[操控],方向盘感觉很轻，方向盘的精准度也很高，指向哪里走到哪里。油门和刹车踩起来很舒服，档位换着也很舒服，一点都不费力,[性价比],展开全部
"
    发表于  2021-06    

      
        
    
    
",三菱欧蓝德这款车真的可以说性价比比较的好，而且新款上市，这一款车的价格也优惠的蛮大的，对于我们这种普通的小资家庭，想拥有一辆20万级别的SUV来讲，欧兰德这辆车一定是可以满足于你。,https://image1.xcarimg.com/attachments/my/1/89/72/804_120.jpg,gh1620614528,用户被禁止发言,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021-03-01,购车地点,广州市花都南菱汽车销售服务有限公司 [广东省],裸车价格,17.67万  (厂商指导价 17.68万),当前油耗,10L/100km,爱车简评,,爱车简评,也是在朋友的推荐之下买了这辆车，给我的感受特别深的是第一眼看到它，我就被它深深的吸引住了，是什么吸引住了我呢，就是因为它的延迟的设计吸引到了我，就跟看女人的第一眼一样是被外观所吸引。,爱车评价,[最满意],最满意的就是车子的功能配置了，上车不用钥匙，有无钥匙进入，还带一建启动，多功能方向盘，前后座都带有USE接口可以充电，倒车影像，胎压监测，导航等多功能都有，而且可交接蓝牙打电话，听歌，减少驾驶行驶过程中安全隐患，配置很丰富。,[不满意],就是耗油高点。,[外观],外形设计怎么说呢，前脸是大面积的一个镀铭装饰条，看起来还是蛮霸气的，整个外形设计谈不上特别好看，也不属于很难看的那种，也要根据个人的口味。,[内饰],内部的设计采用黑色的元素，看久了反而还觉得蛮耐看的，没有太多浮夸的设计，但是这种内饰在同级别里面绝对算得上是不怎么有设计感的。,[空间],[舒适],空间表现十分优秀，这款车的空间是属于同级别里面比较大的，虽然说是紧凑型suV，但是大家都知道紧凑型SUV的定义是根据轴距来定义的，但是它整体的一个车身在紧凑型SUV里面比较难于。,舒适性的话还可以，底盘比较扎实，再过一些坑坑洼洼的路面，你能感觉整个底盘比较的紧凑，不会给你带来很松散的感觉。,[动力],动力的话，因为它采用的是三菱之家的技术，一款2.0自然吸气，动力还好谈不上，多迅速起步的时候可能慢了点，后期加速的话还可以电视箱有一个运动模式，挂了运动模式，转速瞬时提升。能够给你带来很好的一个加速性能，但是双离合的变速箱不太适合长时间激烈的去驾驶，只要平时温和一点，基本上这款变速箱我相信也没有太大的一个问题。,[操控],操控的话还行，底盘谈不上有多高，但是整体的一个转向质感，刹车质感以及油门踏板的响应速度还算是不错的。,[性价比],展开全部
"
    发表于  2021-06    

      
        
    
    
",欧蓝德这款车7座版本对于我来说是性价比比较高的20万元内能买到的7座SUV，而且欧兰德这辆车性价比比较可靠，而且油耗还比较低，买这辆车非常的满意。,https://image1.xcarimg.com/attachments/my/1/89/46/096_120.jpg,容颜殆尽a,用户被禁止发言,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021-02-01,购车地点,北京东南得利卡汽车贸易有限公司济南市第一分公司 [山东省],裸车价格,17.67万  (厂商指导价 17.68万),当前油耗,8L/100km,爱车简评,,爱车简评,颜值设计是我所看中的第一要素吧，既然买车当然其他方面也要考虑，当然买辆车你天天开天天看，他颜值肯定要过得去了，这一点毋庸置疑的。,爱车评价,[最满意],优点是外形非常喜欢，油耗还比较低，作为家用代步车，颜值和实力的并存，并且这个价位的车子能有这样配置和空间的表现，我非常的满意。,[不满意],暂时没有什么不满意的。,[外观],家族式前脸设计应该说很成功，有自己的风格。外观稳重硬朗，有美式肌肉车的感觉，我就是喜欢这种风格。前面的led大灯搭配日间行车灯看起来就很高端，车身线条优雅流畅，轮毅的款式也很帅气，跑起来的样子很拉风。,[内饰],我这车内饰是比较简单的风格，总体感觉还行，最喜欢的部分就是氛围灯，晚上驾驶的时候打开氛围灯和音乐，世界都是我的。,[空间],[舒适],中国人就喜欢大的东空间我们中国人来讲非常的好啊，做的人多不憋屈，而且整体的一个性价比还是挺高的，你出去玩自驾游装一些东西都是蛮不错的，都不会显得太尴尬。,这款车的话，座椅包裹性非常好，舒适性还是很好的，不管是开车还是坐车都比较舒适，但是针对不是很平坦的道路，胎曝声有点偏大，不过还是可以接受，不会影响整个车的一个舒适感。,[动力],动力也不算弱，但是这车不适合激烈驾驶室肯定的，走的路线不同，当然不会觉得不够快。,[操控],虽然车子比较大，但是他的一个科技性的配置辅助你去驾驶，让你感觉驾驭这么大一辆车，不会觉得有丝毫的困难，感觉还是不错的。,[性价比],展开全部
"
    发表于  2021-06    

      
        
    
    
",看起来比较好看，对比过同级别，个人感觉性价比高，空间也ok，内饰做工比较满意，加上牌子也是比较看好的优点是外观设计新颖时尚大气，开在路上回头率超高，反正我很喜欢，空间利用率也很不错，使用起来很方便。,https://image1.xcarimg.com/attachments/my/1/90/38/535_120.jpg,gh1624177273,三星会员,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021-05-01,购车地点,重庆丰誉汽车有限公司 [重庆市],裸车价格,17.65万  (厂商指导价 17.68万),当前油耗,8L/100km,爱车简评,,爱车简评,就是空间很大，坐满人也不会有拥挤的感觉，一家人出游的时候觉得坐着还是很舒适的。,爱车评价,[最满意],这辆车的优点首先是它的外观看上去很霸气和帅气，前脸的设计真的是最爱，即夸张又不会突兀，看起来就很拉风，整体的感觉很亮眼，开起来很舒适。动力方面也很充足，开着很平稳很顺畅。,[不满意],对于外观，是这辆车最吸引我的地方，白色内饰容易脏，而且脏了过后不容易清洗，平时使用一定要爱惜爱惜再爱惜，不过还好，买车的时候给4S店谈好的送了坐垫，虽然不算高档，但最起码不怕弄脏座椅啦，给爱车装上了座椅套之后，感觉座椅更加柔软舒服啦。,[外观],外形真的酷，开在路上回头率很高！大家对福特蒙迪欧的品牌认可度也是非常高的。由于车身线条比较凌乱，外观显得不算大气，但是造型还算比较有吸引力，但是侧面的弯曲线条使整个车看上去显得小了一些，我最喜欢的是它车尾溜背的设计，显得很有档次，给人的感觉这车很高档的样子，有一定的回头率。,[内饰],内饰设计还不错，车内材质使用包括做工都挺好的，就是车内异味有点大，多开开窗透透气吧。中近代调主造型比较平常，但是比较实用把，红色让人看着比较运动，同时用料都很实在很多地方用着软质的料，而且也没有异响什么的，内饰方面实在也没有什么需要多说的。,[空间],[舒适],买车的主要目的还是上下班代步和周末外出旅游使用，比较是越野车，在空间上和驾驶体验上还是比轿车要好一点。我1.75的身高，在主驾位置上操作，完全感受不到空间拥挤。后排空间也是不错，除非是特别胖的人，不然后面三人一起坐，还是不拥挤的。我孩子3岁多，和爱人一起在后排，出去旅行的时候，随便他们两人玩。后备箱的话，基本上也是能很好满足外出旅行时放置一些东西，同时放2-3个箱子都没有问题。,舒适性方面，悬挂支撑性很好，轮胎也比较厚实，细小颠簸过滤的比较好，但鱼和熊掌不可兼得，操控稳定不飘的情况下，过大坑什么的，就不会那么的软了。同时座椅比较宽大软和，坐着比较舒服，噪音控制也比较好，日常行驶不会让人觉得有什么不舒服的地方。车内的座椅靠背调节自如，行驶中非常的舒适，座椅柔软舒服，就是高速行驶的时候噪音比较大一些，隔音性能不是很好。所以舒适柔软宽大而不缺包裹性和支撑性，让我感觉这辆车非常的大气舒适稳重。,[动力],我这车动力的话还好，说不上特别强劲特别猛，但是在城区代步用已经是有余了。,[操控],底盘调教的比较的规整而且调教风格属于那种舒适运动型，感觉地盘非常的柔软，坐上去整辆车给你带来的感觉非常的舒适，这一点做得不错。基本上可以做到指哪打哪，长时间行车会有一点累。方向盘的传感很灵敏，操作还是比较灵活的。,[性价比],展开全部
"
    发表于  2021-06    

      
        
    
    
",欧兰德这辆车主要优惠幅度比较大，买车我就考虑了日系品牌，看过了荣放也看过了奇骏各方面的一个品质性价比，其实这两辆车都还可以，因为考虑到预算有点不够，所以在朋友的建议之下，看了欧蓝的这一款车还是蛮不错的，用了一段时间，感觉各方面还是挺有意思的。,https://image1.xcarimg.com/attachments/my/1/90/43/819_120.jpg,xuser1914381,三星会员,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021-04-01,购车地点,重庆丰誉汽车有限公司 [重庆市],裸车价格,17.68万  (厂商指导价 17.68万),当前油耗,7.6L/100km,爱车简评,,爱车简评,欧兰德这辆车性价比可谓是非常的高，欧兰德这辆车的一个优点就是性价比高价格比较便宜，我相信买这辆车的人也看中了他这个性价比整体而言的话还是非常不错的。,爱车评价,[最满意],车子配置比较多，一键启动，多功能方向盘，导航倒车影像，倒车雷达，方向盘电子助力，电子手刹，无钥匙进入无钥匙启动，都有配备！也是在朋友的推荐之下买了这辆车，给我的感受特别深的是第一眼看到它，我就被它深深的吸引住了，是什么吸引住了我呢，就是因为它的延迟的设计吸引到了我，就跟看女人的第一眼一样是被外观所吸引。,[不满意],内饰有点异味，也不是很重的异味，毕竟是新车，有点味道也正常啦！还是可以接受的。,[外观],外观显得不算大气，但是造型还算比较有吸引力，但是侧面的弯曲线条使整个车看上去显得小了一些，我最喜欢的是它车尾溜背的设计，显得很有档次，给人的感觉这车很高档的样子，有一定的回头率。,[内饰],其实我对汽车的内饰要求并不高，因为只是上下班日常出行，看着顺眼就好啦！不过这款车的内饰设计还是挺个性化的，总的来说，还是挺符合年轻人的气质。,[空间],[舒适],前排空间够用头部空间也很足能放东西的储物空间也很多后排空间大后备箱空间也很够用后排放倒之后形成一个纯平空间非常的宽敞。,安全性能和舒适性能毫不吝啬，从各方面的配置来说，能很好的满足我一般用车的需求，倒车影像，车载影音系统等舒适性方面也挺好的，车辆的变速箱非常的平稳，车内的座椅也非常的舒服，支撑性和包裹性也挺强的，长时间坐在上面也不会觉得很累，隔音性能稍微差了点，尤其是高速的时候对舒适性还是有一定的影响，跑高速时风噪和胎噪声还是相对的大了一点，其他方面还是挺好的。,[动力],动力方面有一个小小的瑕疵，就是起步的时候有点慢，要稍稍油门踩重一点才能起来，不过起来后就很好了，不过平时本来也就是上下班家用，也不存在开快车的情况，所以也不影响，一个朋友也是买的这个车，只是比我的大一点，说的动力没有我这个好，所以还是知足吧。,[操控],方向盘很满意，上面的多功能键盘都很实用，而且方向盘很好看，方向的指向也也很清晰，回乡下的路也是轻轻松松能过，没有特别大的抖动，比较稳当操控感也是非常好的，车内视野非常好，方向盘握起来很舒适，转向精准，刹车辅助配合也非常的到位，车子底盘比较扎实稳当。,[性价比],展开全部
"
    发表于  2021-06    

      
        
    
    
",欧兰德这辆车主要优惠幅度比较大，买车我就考虑了日系品牌，看过了荣放也看过了奇骏各方面的一个品质性价比，其实这两辆车都还可以，因为考虑到预算有点不够，所以在朋友的建议之下，看了欧蓝的这一款车还是蛮不错的，用了一段时间，感觉各方面还是挺有意思的。,https://image1.xcarimg.com/attachments/my/1/90/43/815_120.jpg,xuser1914381,三星会员,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021-04-01,购车地点,上海嘉顺汽车销售有限公司 [上海市],裸车价格,17.67万  (厂商指导价 17.68万),当前油耗,8L/100km,爱车简评,,爱车简评,我感觉我这车的内饰设计也是挺不错的，中控屏和仪表盘都是液晶的，感觉看着很有档次感。,爱车评价,[最满意],车子配置比较多，一键启动，多功能方向盘，导航倒车影像，倒车雷达，方向盘电子助力，电子手刹，无钥匙进入无钥匙启动，都有配备！也是在朋友的推荐之下买了这辆车，给我的感受特别深的是第一眼看到它，我就被它深深的吸引住了，是什么吸引住了我呢，就是因为它的延迟的设计吸引到了我，就跟看女人的第一眼一样是被外观所吸引。,[不满意],行驶中还没发现什么缺点，发现了再来补，别听喷，黑说，自己实际去感受，不但要试乘也要试驾。,[外观],空间很宽敞，咋们一家几口人坐在里面都是很合适，不会感到很拥挤外形硬朗，尺寸加大，更具视觉冲击力，加长车身更显修长，前脸拉竞的感觉更具攻击性。,[内饰],车子的内饰设计我还是相当满意的，内饰的做工不错，而且中控屏幕带来满满的科技感，我很喜欢。美中不足的就是车子内饰的异味有点大，所以买了炭包还有开窗散了一段时间的味。,[空间],[舒适],这辆车的空间也是很大的，坐在驾驶室就感觉很舒服，长时间开车也不会觉得很憋屈，很宽敞的车空间，有时候上下班顺路载同事，几个人坐在车里也没有拥挤感。除此之外，有时候休假出门旅游，后备箱能放下很多行李，真的挺不错的。前排空间够用头部空间也很足能放东西的储物空间也很多后排空间大后备箱空间也很够用后排放倒之后形成一个纯平空间非常的竞敞,车子的舒适性还不错，车内的座椅软硬适中，乘坐起来比较舒服，而且前排座椅还有加热通风功能，车内的空调效果也不错，还有音响也挺好的，坐进去非常享受。,[动力],起步加速，各方面都还是蛮不错的，还是蛮给力的，各方面的一个水平还是比较不错，比较的给力，给我带来最大感受就是加速超车特别迅速。动力强，我喜欢，提速加油都很快，稍微踩一踩油门，就能跑很远，输出平稳，没有顿挫感。,[操控],操控感也是非常好的，车内视野非常好，方向盘握起来很舒适，转向精准，刹车辅助配合也非常的到位，车子底盘比较扎实稳当。,[性价比],展开全部
"
    发表于  2021-06    

      
        
    
    
",欧兰德这辆车性价比可谓是非常的高，欧兰德这辆车的一个优点就是性价比高价格比较便宜，我相信买这辆车的人也看中了他这个性价比整体而言的话还是非常不错的。,https://image1.xcarimg.com/attachments/my/1/90/43/812_120.jpg,xuser1914381,三星会员,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021-04-01,购车地点,沧州市润捷汽车销售服务有限公司 [河北省],裸车价格,17.67万  (厂商指导价 17.68万),当前油耗,8L/100km,爱车简评,,爱车简评,优点是这个车的外形设计感觉非常的帅气，整个车的造型很漂亮，而且这个车的动力还是非常不错的，日常开起来加速感受非常好。,爱车评价,[最满意],这款车的优点是油耗很低，然后动力也比较充足，日常家用非常合适，而且外观也很年轻时尚，加上精工细作总体表现，让我非常的满意。,[不满意],最不满意的就是跑快了有点胎噪音！是这个车最大缺点了！水泥路噪音格外突出，水泥路有切缝，一咯瞪一咯瞪的,[外观],外形真的酷，开在路上回头率很高！大家对福特蒙迪欧的品牌认可度也是非常高的。车漆太薄，除此之外外观还是比较满意的。所到之处回头率很高，很好的装逼神器啊！,[内饰],内饰设计还不错，车内材质使用包括做工都挺好的，就是车内异味有点大，多开开窗透透气吧。内饰的风格比较优雅大气，随着潮流变化而变化，车内配饰也都挺好的，中控用起来很舒服，整体风格我喜欢。,[空间],[舒适],车辆轴距还是比较大的，后排乘坐腿部空间比较富裕，唯独就是牺牲了很大后备箱空间来增大车内乘坐空间。如上所说后备箱空间就比较小了，大点的行李箱也就够放三个，还得加上我后备箱没有其它杂物的情况下。,舒适度平时开还是可以的，唯一美中不足的就是走不平的路面时，震动比较强烈，所以不是很好，其他时候都还好，除去这一点其他的都还是很满意的！这车的座椅我觉得做得时候很不错的，包裹性很不错坐着很舒服，噪音的控制方面我觉得就这个价位而言是已经很不错的了。,[动力],起步明显感觉肉了一点。本人平时开车就比较佛系，影响不大。这款车的平顺性很好，开起来是没有顿挫感的，感觉很好。动力不错，我不晓得其他人说动力不好是怎么开车的，我觉得很够了呀！！！！,[操控],方向盘很满意，上面的多功能键盘都很实用，而且方向盘很好看，方向的指向也也很清晰，回乡下的路也是轻轻松松能过，没有特别大的抖动，比较稳当,[性价比],展开全部
"
    发表于  2021-06    

      
        
    
    
",欧兰德这辆车性价比可谓是非常的高，欧兰德这辆车的一个优点就是性价比高价格比较便宜，我相信买这辆车的人也看中了他这个性价比整体而言的话还是非常不错的。,https://image1.xcarimg.com/attachments/my/1/89/90/033_120.jpg,xuser1909003,三星会员,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021-05-01,购车地点,邯郸市首信汽车销售服务有限公司 [河北省],裸车价格,17.67万  (厂商指导价 17.68万),当前油耗,8L/100km,爱车简评,,爱车简评,这辆车各方面我觉得都还可以，所以选择了这一辆车。最满意的就是外观了，运动型，时尚型。腰线极致完美，大气的前脸，性感的尾部。让所有人都爱不释手 。,爱车评价,[最满意],外观时尚好看，车身低适合在市区和高速上走，操控也因为车身低所以变得特别好，所以提车到现在我都很喜欢开这台车。配置方面大同小异，双液晶大屏看起来还是挺不错的，使用起来也很方便，倒车影像、自动驻车这也都很好用，整体配置还是可以的。,[不满意],车身过长，不好停车。,[外观],相信买这款车的车友们大多是冲着这款车的外观去的，外观确实很漂亮，彭显着年轻的气息，特别适合年轻人开！,[内饰],车子内饰的布局是以驾驶位为中心，整个操控面板的布局也确实是非常的合适，中控车机反应速度也很快，实用性非常强，给我带来的实际体验性非常的不错，内饰风格属于那种比较一般，没有什么突出的地方，但整体看起来感觉还是比较大方的。,[空间],[舒适],空间方面还是相当的不错的，车内空间座椅很宽敞，坐进去一点都不会觉得拥挤，1.88米的车竞保证了车内的横向空间，全景大天窗打开后，显得车内的视野更加开阔。,舒适性方面还不错，座椅的包裹性挺强的，乘坐的感受上比较好，而且车内比较宽敞，乘坐起来不拥挤。,[动力],动力挺不错的，起步也不肉，高速上动力也很足，加速也比较平稳，起步柔和、加速给力！平时接送小孩上下班的什么的已经够可以了！！,[操控],我感觉我这车操纵做得也是很不错的，方向盘的手感真的不错，车子上到高速也是稳稳的。总的来说，毕竟是SUV，比一般小轿车的越野性好太多，过一般的烂路，或者水坑的时候，都能平顺的通过。,[性价比],展开全部
"
    发表于  2021-06    

      
        
    
    
",外观确实漂亮，这是我所喜欢的。其次就是油耗，比较省！我的是新车，磨合期内，一直开着空调吧，平均油耗10个左右吧，对于我这打工族来说是比较实惠。,https://image1.xcarimg.com/attachments/my/1/90/43/802_120.jpg,xuser1914380,三星会员,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021-02-01,购车地点,河北合诺汽车销售有限公司 [河北省],裸车价格,17.65万  (厂商指导价 17.68万),当前油耗,8L/100km,爱车简评,,爱车简评,帅气啊，前脸感觉看上去很犀利，很有一种飘飘然的感觉，两侧的两个大灯外表看上去很犀利，犀利的两个灯，看上去像一个老人的眼睛，很深邃！！！！,爱车评价,[最满意],优点是外观和空间还不错，外观时尚大气，还有一丝霸气的味道，内饰做工精致，用料实在，开起来比较舒服。,[不满意],出现了各种的减配是我比较不满意的一点。老是喜欢在一些不必要的地方省下钱来坑消费者~~~,[外观],庸憨厚老实，在没让你失望的同时也没有给你多大的惊喜，不过走在路上还是有一定的回头率的，毕竟大多数的人还是哈粉的相信买这款车的车友们大多是冲着这款车的外观去的 。,[内饰],车子内部的材料用的都还算是不错的。整辆汽车软材料用的比较多，汽车之间的缝隙做的也比较小。相对于汽车的车子有很大的优势。,[空间],[舒适],储物格真是又少又小。不过乘坐空间还是值得肯定的，后座简直爽到爆。后备箱也是大无敌呀！买车的主要目的还是上下班代步和周末外出旅游使用，比较是越野车，在空间上和驾驶体验上还是比轿车要好一点。,整个车的座椅包裹性很好，长时间的驾驶也不会感觉很身体难受。这个车在减震上的设计也很好，过减速带，过坑洼路段的话，基本上不是感觉很硬的过去。,[动力],我这车动力的话还好，说不上特别强劲特别猛，但是在城区代步用已经是有余了。动力方面还挺好的，动力并不会觉得动力不足，起步提速非常轻快，特殊路段行驶动力也非常的够用，换挡平顺无顿挫感，开空调也不影响动力的输出，提速很好，深踩油门动力就能很平稳的上来。,[操控],总的来说，毕竟是SUV，比一般小轿车的越野性好太多，过一般的烂路，或者水坑的时候，都能平顺的通过！！！,[性价比],展开全部
"
    发表于  2021-06    

      
        
    
    
",三菱欧蓝德这辆车也是一次偶然的机会了解到这辆车可谓性价比还是非常的高，它的整体的一个设计以及技术，我觉得还是可以的，满足我这种30岁人的审美需求，而且质量做工性价比还不挺可以的。,https://image1.xcarimg.com/attachments/my/1/89/52/640_120.jpg,gh1619484694,三星会员,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021-03-01,购车地点,北京中进锦旺汽车销售服务有限公司 [北京市],裸车价格,17.66万  (厂商指导价 17.68万),当前油耗,8L/100km,爱车简评,,爱车简评,整个车身的设计还是很满意的，流线性非常流畅，像一个窈窕淑女，轿跑式的车身，显运动又时尚，鹰眼一样的大灯，黑白相间刀锋设计的轮毂又显霸气，重要的是黑标，整体颜色白黑相间不杂乱。,爱车评价,[最满意],动力来得非常的迅速，推背感也非常的强，因为这台发动机的一个爆发力特别的强劲，所以感觉它的一个加速特别强，所以加速特别快，这一点我非常的满意！,[不满意],缺点是车漆有些薄，稍微刮蹭一下就会刮花，还有就是油耗确实稍微高了一点，平均油耗在8个左右，相对来说经济性能没有那么高。,[外观],相信买这款车的车友们大多是冲着这款车的外观去的，外观确实很漂亮，彰显着年轻的气息，特别适合年轻人开。,[内饰],内饰做工很精细，风格年轻运动化，座椅材质很舒服，用料很好，采用软包装组合，高级感十足。仪表盘经典给人一目了然的感觉。,[空间],[舒适],车内的空间还是挺不错的，三厢的体型带着一家人绰绰有余，虽说是紧凑型的，但是坐在里面一点也不觉得拥挤，后备箱的容量也还不错，车内的储物空间也可以。,这车开着很舒服，座椅包裹性也还行，长途的时候开车时间长了感觉不累。底盘悬挂偏软，走烂路遇见颠簸或者是过减速带车里没感觉很颠，不爱开快车还是悬挂软一点好，和开小船似的。空调凉得快，这阵子天热，我把前把窗户打开，先通风三分钟，这样跑起来打开内循环大概五六分钟，车里就很凉了，超爽。,[动力],动力表现还可以，这台发动机还是很OK的，动力输出确实是一点都不肉，自然吸气发动机的动力就比较平顺一点，足以应付日常家用。试了运动模式之后0~100码我自己计算应该不到10秒，油门有多少就给多少，开起来，很有推背感。,[操控],操控可以，指向比较精准，方向有些虚位，不仔细感觉不是那么明显。底盘悬挂很软，过一些烂路的时候车里不颠，在加上座椅也软，坐着很舒服。通过性不如运动版，看底盘就知道，没有运动版的底盘那么高，上台阶得很小心。,[性价比],展开全部
"
    发表于  2021-06    

      
        
    
    
",整个车身的设计还是很满意的，流线性非常流畅，霸气车身，显运动又时尚，鹰眼一样的大灯，黑白相间刀锋设计的轮毂又显霸气，重要的是黑标，整体颜色白黑相间不杂乱。个人感觉比较霸气，很适合我，在远处看很高端大气上档次，卖这个价格也很值得考虑.,https://image1.xcarimg.com/attachments/my/1/90/43/796_120.jpg,xuser1914379,三星会员,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021-03-01,购车地点,北京菱顺汽车销售有限公司 [北京市],裸车价格,17.65万  (厂商指导价 17.68万),当前油耗,8L/100km,爱车简评,,爱车简评,试了运动模式之后0~100码我自己计算应该不到10秒，油门有多少就给多少，开起来，很有推背感。,爱车评价,[最满意],外观的确漂亮，隔音效果非常好，驾驶的时候，跑在路上很平顺，也就是换挡平稳，超车加速很不错，不拖泥带水，座位的舒适感很好，包括后排，自动空调特别给力。,[不满意],不耐脏，脏了之后就不显得那么有档次了，如果在乡村道路上跑，对于那些爱干净的驾驶员，基本上每天都要洗一下。,[外观],我觉得这辆车的外观真的无可挑剔，整辆车就很有设计感，看起来就很高级，外形时尚潮流，适合年轻人，开这辆车出去都感觉自己走在时尚的前端。车型真的很让我眼前一亮，当初第一眼看到这辆车就感觉是我的菜了。外形方面比较美观，但是不够大气，看起来挺精致的，但是跟同级车比起来缺少了一点气势内饰,[内饰],内饰属于挺简单的风格吧，内饰的用料是能省则省，特别是不显眼的地方，整体的内饰一般，材料需要提升一下。车内的用料确实不太好，常用部位都是硬质塑料的包裹，这样整体看起来肯定就不那么有档次感了，而且车内的异味也有点大，但这也是很大程度上受到了本身成本的限制。,[空间],[舒适],车内的空间还是挺不错的，三厢的体型带着一家人绰绰有余，虽说是紧凑型的，但是坐在里面一点也不觉得拥挤，后备箱的容量也还不错，车内的储物空间也可以。,平时在城市路道开避震感觉还好，没有什么感觉，四轮独立悬架，过减速带时后排稍有点动幅，但是不大，后排纯平地板设计，后排乘客比起其它车子比较舒服，坐椅拥有包裹性的皮资座椅，噪音处理还算可以，坐在车里面外面风噪和胎曝基本上听不到，比较安静，音响效果调到低音的感觉比较舒服。空调效果杠杠的。,[动力],动力，家庭用车完全够用，提速也贼快，秒杀一些合资车不在话下，出去旅游，回老家，跑高速都够用，如果超车或者爬坡，客户选择运动模式，动力更强劲动力表现还可以，这台发动机还是很OK的，动力输出确实是一点都不肉，自然吸气发动机的动力就比较平顺一点，足以应付日常家用。,[操控],我感觉我这车操纵做得也是很不错的，方向盘的手感真的不错，车子上到高速也是稳稳的。这辆车还是挺容易操控的，因为我的驾照才拿到手不久，没开多久，也能轻松驾驭这辆车，操作性还是非常灵活的。,[性价比],展开全部
