publish,标题,图片,名称,名称1,评分,评分2,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,标题18,信息,信息19,信息20,信息21,信息22,信息23,信息24,信息25,信息26,标题27,purpose,标题28,jia_text,信息29,dw_22,dw_23,dw_2330,dw_1,dw_2,dw_131,dw_232,dw_5,dw_533,dw_3,dw_334,dw_4,dw_435,dw_6,dw_636,dw_7,dw_737,dw_8,dw_838,openall
"
    发表于  2021-02    

      
        
    
    
",最满意的地方就是这款车的颜值，整体设计相当的个性，还有就是这车的驾驶体验非常的不错，开起来轻松又舒适，非常满意。,https://image1.xcarimg.com/attachments/my/1/88/45/397_120.jpg,xuser1894539,三星会员,4.38,外观,5,内饰,4,续航,4,空间,5,舒适,5,动力,4,操控,4,性价比,4,购入信息,爱车车型,购入时间,2021/1/1,购车地点, [青海省],裸车价格,23万  (厂商指导价 23.78万),续航里程,350km,购入用途,上班,爱车简评,座椅包裹性不错。扶手感觉小了一点，而且空间不是很大，装不了多少东西，前后能够滑动。,爱车评价,[最满意],[不满意],这车的优缺点还是比较明显的，新车的异味还是比较大的，内饰的用料普通了一些，后排空间略微局促，天窗也不够大。,[外观],[内饰],这款车绝对是为年轻人准备的，黑白颜色的搭配既简单又富含优雅的气质，车头的整体感很强，而且层次感比较丰富，尾灯采用的是突出的造型，很有设计感，整体造型比较个性。,内饰的整体设计与燃油版差距比较小，非对称式的中控布局非常个性，整个中控台倾向驾驶员一侧，功能操作起来会比较方便，并且车内的颜色搭配也非常的年轻化，整体看起来非常的精致。,[续航],这款车的续航里程能够达到380公里，这个里程数我觉得还不错，能够满足我平时上下班的需求，而且一周充一次电也就足够了，非常的方便，特别的省心。,[空间],前排的乘坐空间表现还是可以接受的，后排的腿部空间不算宽裕，后备箱仅能够容纳两个人出行的物品，不过他的后排放倒之后与形成纯平空间，还是足够日常使用的。,[舒适],所以没有电动调节，所以会比较不方便，不过座椅的柔软性是非常不错的，并且它的靠背支撑性也比较足，既美观又舒适，隔音效果还不错，虽然会有噪音，但是能够接受，乘坐的舒适度还是比较高的。,[动力],起步优势比较大，并且他的加速也非常的快，拥有比较强的动力，而且没有任何的顿挫感，无论是在市区还是高速动力一直比较充沛，驾驶体验非常棒。,[操控],整个车子的表现非常的灵活，转弯半径比较小，开起来也非常的轻松，方向盘的力度比较轻盈，油门反应灵敏，刹车脚感也非常好，过高速弯的时候也能够体会到悬架会有力的侧向支撑，操控,[性价比],选择这款车最主要的原因就是它的颜值非常高，特别的炫酷，还有就是价格优惠的比较多，而且车内的设计也很时尚，我比较注重颜值，这款车真是太个性了，所以就入手了。,展开全部
"
    发表于  2021-01    

      
        
    
    
",最令我满意的是它的操控性能非常灵活的，SUV的操控困难基本上没有在这辆车上得到体现，不仅方向盘，包括它的每个部件反馈还有些敏感，如果速度太快，刹车很快就能降低速度，表明制动反馈仍然非常好。,https://image1.xcarimg.com/attachments/my/1/87/87/470_120.jpg,xuser1888747,三星会员,4.75,外观,5,内饰,5,续航,5,空间,4,舒适,5,动力,5,操控,5,性价比,4,购入信息,爱车车型,购入时间,2021/1/1,购车地点,漳州盛兴丰田汽车销售服务有限公司 [福建省],裸车价格,22.1万  (厂商指导价 22.58万),续航里程,350km,购入用途,上班,爱车简评,这个车子的座椅有一些偏硬，所以我个人不太喜欢，就垫了一个垫子弹不过这个还是要根据个人的一个感受来看的，所以试驾一下就是最好的选择,爱车评价,[最满意],[不满意],整体对于我来说我还是很满意的，但我有不满意的地方可能就是它的隔音稍微有点逊色，刚点火的时候声音有点大，在比较吵的地方，关紧了车窗还是能让我听到一些声音，上高速的话，轮胎的声音和风的声音稍微有点大，但是我跑高速不w多，不会受太多影响。,[外观],[内饰],整体造型感觉还行，具体行在哪里我也说不出来，毕竟对于我来说，我也不是颜控，看的过去就行了。,内饰一般吧，也没啥特别突出的地方，也没有啥特别的地方。,[续航],可能我刚学的驾照，再加上车子是新买的，所以对车子还是需要一段时间的磨合期，续航在300左右的样子,[空间],小型SUV它的空间不大，是我们买之前就做好的准备，从我的角度来看，它已经把空间做到最大化了，我坐在驾驶座上的空间绰绰有余，头部和腿部还是留有一些余地的，只是感觉后备箱小了点，让我有了点遗憾。,[舒适],还能有整体的舒适度还是不错的，毕竟可以为我遮风挡雨，夏天还能有空调吹吹，不是太热。,[动力],动力没有太多的感觉，毕竟对于我来说主要还是上下班用的，2.0自吸的发动机对于我接触过的车型比较还是很优秀的，但是加速的时候没有很过瘾的感觉，动力在这个的水平线上的车型还是很优秀的。,[操控],不管是方向盘操控还是中控台的操控还是比较简单的，开起来还是很轻松的。,[性价比],买这款车主要还是因为觉得价格实在，又是我能接受的SUV的车型，进店的时候销售服务态度不错，也实实在在的讲解了很多详细的内容，所以我选择了这款。,展开全部
"
    发表于  2021-01    

      
        
    
    
",在这一个多月的用车时间里最满意的就是奕泽的外观和空间了，外观看起来大气时尚，前脸的中网看起来辨识度很高，车身的线条流畅，尾部造型饱满，看起来特别完美,https://image1.xcarimg.com/attachments/my/1/86/76/777_120.jpg,gh1606305695,三星会员,4.5,外观,5,内饰,4,续航,4,空间,5,舒适,5,动力,4,操控,4,性价比,5,购入信息,爱车车型,购入时间,2021/1/1,购车地点,龙岩天润丰田汽车销售服务有限公司 [福建省],裸车价格,22.1万  (厂商指导价 22.58万),续航里程,8km,购入用途,上班,爱车简评,方向盘的手感很不错，另外它的虚位不大，手一圈半能够打过来，再有转弯和掉头的时候都很顺手，这一点特别适合城市的道路，它的优势发挥得淋漓尽致。虽然车子重量不是很大，但跑起来很稳。,爱车评价,[最满意],[不满意],说到不满意的地方暂时还没有发现什么特别不满意的地方，就是感觉2.0的动力没有2.5的动力强，特别是在上坡的时候会有一种无力的感觉，平常跑平路还没什么感觉，动力够用，但是就是在回老家爬陡坡的时候感觉有点无力，对这一点不是很满意。,[外观],[内饰],外观这一方面我个人觉得还行吧，本身作为一个家用的车子我也不追求他有多么的有运动感，多么的有设计感，最主要的是觉得他很耐看，然后车子周身的做工都比较不错。外观设计的很符合潮流，符合国人的选美观，颜值很高，看起来很漂亮。车灯设计：车灯造型颇为修长，矩阵式的大灯点亮后显得很有精神气。,内饰这一块儿就没什么可说的了，个人感觉他的设计和使用都挺不错的。内饰的设计风格我很喜欢，做工和用料都很细致，看起来简单大方，是我喜欢的类型。,[续航],丰田的车真的是很不错，续航现在400多公里，磨合的已经差不多了,[空间],空间还是挺满意的，家用的话特别合适，空间宽敞，坐人特别舒服，坐五个人也不会感觉拥挤，车里设计的储物空间也有很多，平常可以放一些比较零散的东西，后备箱的容积也很大，一家人出去旅游也够用。,[舒适],舒适性做的很好，首先这个新车里面的味道是没了的，这点给我感觉是比较惊喜的，因为我个人非常在这个味道方面的事情，买车的时候就跟店里沟通过了，然后确实回来之后车里面没有异味儿，所以还是很喜欢的。但是这个车子的座椅有一些偏硬，所以我个人不太喜欢，就垫了一个垫子弹不过这个还是要根据个人的一个感受来看的，所以试驾一下就是最好的选择。,[动力],2.0的动力平常在市区完全够用，起步快，加速也很给力，跑高速动力充沛，动力平顺，就是在回老家跑陡坡的时候有种动力不足的感觉，对这一点不是很满意。,[操控],方向盘手感好，指向精准，没有虚位，系统稳定性好，脱困能力强，操作起来很简单，很容易上手。因为个人的这个驾龄没有多少，所以对于车子的这方面其实也不是特别的了解，对于我来说我觉得上手的时候也没有什么特别大的难度，这样的感觉其实就已经挺不错的了。,[性价比],性价比很高，性价比还是非常高的，价格也不贵，而且他的技术也无需多言肯定是非常稳定的。再加上这个车子的一些附带的一些售后也让我非常的省心。,展开全部
"
    发表于  2021-01    

      
        
    
    
",最满意的就是它的安全性和操控感。车内有10个安全气囊，另外安全辅助系统也非常的疲惫，像自动跟车，自主巡航，还有车道偏离预警等功能，都是非常的实用。另外别看这个车子的外观很个性，但是他开起来真的是非常的平易近人，简单容易上手。操控就是一个傻白甜。,https://image1.xcarimg.com/attachments/my/1/87/87/455_120.jpg,xuser1888745,三星会员,4.5,外观,5,内饰,4,续航,4,空间,5,舒适,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020/11/1,购车地点,潍坊汇合丰田汽车销售服务有限公司 [山东省],裸车价格,22.2万  (厂商指导价 22.58万),续航里程,350km,购入用途,上班,爱车简评,开这个车子的感觉是非常高级，开起来非常的绵柔和顺畅，我个人没有暴力驾驶习惯，喜欢比较舒心一点，比较自然一点的这种驾驶感觉，这个车子完全能满足我的需求。,爱车评价,[最满意],[不满意],后排的车窗稍微小了一些，因为这个外形是溜背式的造型，所以后排的车顶就更低一些，然后把后排的车窗给牺牲掉了，坐在车里后排光线会稍微暗一些，当然前排的视线和空间是一点问题都没有的。,[外观],[内饰],这个外观设计非常有特色。他的造型很别致，就是那种不走寻常路的酷酷的感觉。侧身的线条很饱满，肌肉感十足，给我很强的力量感。当初第一眼就被这个造型深深吸引了。,内饰挺有档次的，一方面是他的用料很讲究，满满的高级皮质，包裹的严严实实，另外做工也很细致，缝线和缝隙都非常的均匀，没有一丁点儿廉价感。另外车内的造型和外观非常的搭调,[续航],续航我很满意，大概400公里吧，很不错了,[空间],前排空间是很正常的小SUV的标准。像特体人人群，胖子和身高1.85米以上的人，如果坐在驾驶位稍微有一些局促，但是对体型正常范围的人来说还是很友好的。后备箱很平整，放大件物品也是没有问题。后排座椅布局还是很合理的，地台儿不高，座椅倾斜度也不错，所以后排坐两个大人一点问题没有，一般的家庭很难经常坐满5个人，我感觉已经很够用了这个空间。当然，像我一般都是自己开车后排就用来放包。,[舒适],座椅有点儿像功能型座椅的造型。凹凸有致，对整个身子的承托感和包裹性都非常的好。另外丰田的发动机噪音也小，而且它的这个玻璃隔音效果也是一级棒的，基本上风和轮胎的噪音呀，都听不到。隔音的效果不错,[动力],2.0的发动机的动力来劲很直接，不需要狠踩油门，基本上就能爆发出很快的加速动力，说实话它每天行驶在这个拥堵的城市里，感觉有点绰绰有余，因为在我的印象当中，我开车的时候基本上就是一直在堵车堵车堵车,[操控],方向盘的手感很不错，另外它的虚位不大，手一圈半能够打过来，再有转弯和掉头的时候都很顺手，这一点特别适合城市的道路，它的优势发挥得淋漓尽致。虽然车子重量不是很大，但跑起来很稳。,[性价比],第一眼就看上了这个外形。另外亲戚朋友开丰田的占大多数，他们也很推荐我选丰田车。因为车子小毛病很少，开起来很省心，再加上我又特别认同他这个外观设计，所以就一拍即合，一家人全票通过买了它。,展开全部
"
    发表于  2021-01    

      
        
    
    
",第一眼给我的感觉就是，它的外形非常的亮眼，深深的吸引了我，经过深接触以后发现它的安全性方面做的也是非常到位的，配有10个安全气囊，主被动安全配置非常丰富。,https://image1.xcarimg.com/attachments/my/1/87/87/448_120.jpg,xuser1888744,三星会员,4.25,外观,4,内饰,4,续航,4,空间,4,舒适,5,动力,4,操控,4,性价比,5,购入信息,爱车车型,购入时间,2021/1/1,购车地点,烟台东联丰田汽车销售服务有限公司 [山东省],裸车价格,22.1万  (厂商指导价 22.58万),续航里程,350km,购入用途,上班,爱车简评,减震确实还挺不错，在市区里面开起来都能够非常安稳不会有太大的顿挫感，坐着也舒服,爱车评价,[最满意],[不满意],当初是看上了这个红色，感觉非常的亮丽，回来以后被同事各种喷，说我是个娘炮，其实我感觉这个颜色男生女生开都可以，为啥他们那么鄙视我呢？理解不了呀。,[外观],[内饰],外观前卫帅气，另外这个车还给我一种概念车的感觉，外观有点科幻，尾门设计非常的好玩，是隐藏性的，和整体造型有一个融合，既美观又安全。车身及车轮：车轮上侧有隆起设计，感觉非常有肌肉感。,车内的软质材料利用的比例算比较高的，而且车厢内的气位控制的很好，没有任何异味，多功能方向盘采用了人字形的缝线工艺看起来非常精致。,[续航],就平时上下班开，续航是350左右吧,[空间],前排的空间还是挺高的，我1.8米开车的时候，感觉头部还有一个手机的量不错，另外座椅可以前后调节，我坐在车里一点儿也不憋屈。坐过同事的马3，感觉这个后排的空间比他的大不少呢，被有的人误解。这个后排空间有争议，实际上它就是后排窗户稍微小一些，感觉视线暗一些，但是空间一点儿都不小。,[舒适],座椅的设计方面还是很花心思的，一方面包裹性特别强，另外它的软硬度也非常适合。座椅非常的长，所以对大腿的承托也是比较好的，坐起来很舒服,[动力],起步的反应很敏捷，需要加速的时候轻轻点一下油门，发动机的转速突然就上扬了一些，当然不是突如其来的变化，但是给人的这种加速感是非常实在的，一般在转数2000多的时候，感觉这个车子还是非常轻盈。,[操控],开这个车子的感觉是非常高级，开起来非常的绵柔和顺畅，我个人没有暴力驾驶习惯，喜欢比较舒心一点，比较自然一点的这种驾驶感觉，这个车子完全能满足我的需求。,[性价比],这个车颜值挺高，而且空间表现也不赖，另外丰田的造车技术绝对可以信任，目前来说油耗还算比较厚道，所以买了这款车子感觉还是挺值得。,展开全部
"
    发表于  2021-01    

      
        
    
    
",很满意这款车的外型，设计师完全按着年轻人的审美观来的，开出去很拉风。出门办事很有面子，走亲串友都能引来围观者。,https://image1.xcarimg.com/attachments/my/1/87/50/921_120.jpg,gh1609733513,三星会员,4.38,外观,5,内饰,4,续航,4,空间,5,舒适,4,动力,4,操控,5,性价比,4,购入信息,爱车车型,购入时间,2021/1/1,购车地点,威海大友丰田汽车销售服务有限公司乳山分公司 [山东省],裸车价格,22.1万  (厂商指导价 22.58万),续航里程,355km,购入用途,上班,爱车简评,舒适性不错，车子买回来之后还带着父母一起去附近玩过一次，他们老两口坐在后排都夸赞车坐的舒服，不但座椅柔软，在底盘的减震还有隔音方面的表现都很高级，乘坐感受完全不输20多万的车。,爱车评价,[最满意],[不满意],新车用的材料味道过重，长时间开车有点晕晕的感受，还好用了很多除味道的产品，没几天就散掉了。,[外观],[内饰],这款车的外观直接就是满分了，本来就是奔着帅气买的车嘛。车身线条优美，前面大气，后面绅士，轮毂的设计都很个性，是我喜欢的类型，开起来就是有面子。,除了刚提回来的时候有点味道，别的还都好吧，座椅的包裹性很好，做上面就觉得像家里的大沙发一样。中控屏幕大，触感灵敏，清晰度还高，看个电影或者导航都是很不错的。,[续航],很理想，大概400公里吧,[空间],这款奕泽的空间很够用，多高的个子都有富裕的空间伸晨。车内的小储物格子也很多，用着很方便。#外观,[舒适],减震确实还挺不错，在市区里面开起来都能够非常安稳不会有太大的顿挫感，坐着也舒服,[动力],动力很足，起步一点都不肉，爬坡的时候都没有吃力的感觉，超车更是有自信心。强劲的动力只要在踩足油门的时候，速度分分钟就可以上来。,[操控],奕泽的方向盘很好用，感觉不用熟悉，拿过来就能开，精准度高，档位切换还没有卡顿，制动踏板反应灵敏，给开车带来了很多的安全感。,[性价比],冲着配置和外观就感觉很值了，况且又赶上了店里的优惠活动，车子保养也不贵，很棒的一款车子。,展开全部
"
    发表于  2021-01    

      
        
    
    
",最满意操控，奕泽的外观个性时尚是显而易见的，但是没有想到这车驾驶起来的操控感也非常棒，富有驾驶乐趣，这给了我很大的惊喜。车子买来平时主要是我自己代步用，在市区开无论是动力还是操控都非常顺手，驾驶感受很好，第一次发现原来丰田对于转向和底盘的调教也能做到这么好。,https://image1.xcarimg.com/attachments/my/1/87/87/441_120.jpg,xuser1888744,三星会员,4.38,外观,5,内饰,4,续航,5,空间,4,舒适,4,动力,5,操控,4,性价比,4,购入信息,爱车车型,购入时间,2021/1/1,购车地点,威海大友丰田汽车销售服务有限公司乳山分公司 [山东省],裸车价格,22.2万  (厂商指导价 22.58万),续航里程,350km,购入用途,上班,爱车简评,座椅的包裹性很好长时间，开车的话也完全没有不舒服的感觉，座椅的调教很方便，总能找到自己合适的位置。,爱车评价,[最满意],[不满意],新车买来异味比较大，闻着很不舒服。在我印象中，丰田的用料上一直都是很环保的，这一次让我有点失望。新车买来后，我停车的时候都不敢把窗户全部紧闭，要不然一上车的味道闻着有点上头。,[外观],[内饰],外观应该是奕泽最值得炫耀的资本了，掀背式轿跑的设计，看上去非常前卫。第一次看到实车的时候，感觉就像从电影里走出来的一样，有种未来的设计感，在设计思路上，与现在的车型差异很大。我特别喜欢的是他的尾部造型，两个类似括号的尾灯，加上一个夸张的尾翼营造出了丰富又立体的感觉，同时因为线条勾勒非常硬朗，看上去很有运动感。,内饰还行，没能延续外观上前卫的设计是一种遗憾，不过对于这个价位的来说想要面面俱到肯定也不现实，好在也不是不可以接受。不过车内的各个功能用起来倒是十分顺手，在做工方面也保持了丰田的大厂水准，面板之间拼接的缝隙很小、很均匀，整体感觉很精致。,[续航],还不错，很理想，大概350吧,[空间],空间我自认为挺宽敞的，平时坐在前排，头部空间非常宽裕。后排坐一般身材的成年人也完全没有问题，毕竟这个车子级别还是小型SUV，和20多万的紧凑级SUV相比肯定还是会略逊一筹。不过这车后排座椅的头部空间并没有外表看上去那么小，虽然采用了溜背式设计，但是车顶的高度依然不错，坐在车内不会觉得压抑和局促。,[舒适],舒适性不错，车子买回来之后还带着父母一起去附近玩过一次，他们老两口坐在后排都夸赞车坐的舒服，不但座椅柔软，在底盘的减震还有隔音方面的表现都很高级，乘坐感受完全不输20多万的车。,[动力],动力很不错，2.0的发动机也应用了丰田最新的技术，在最大马力上来到171匹，相比很多1.5t的涡轮增压发动机都要更胜一筹，加速性能上能够让人满意。平时我开着感觉动力很充沛，而且变速箱的平顺性也非常不错，配合线性的油门调教，轻快又好开。,[操控],原本想着丰田的车对操控都不是太注重，但是奕泽是一个例外，记得有一次，我着急赶时间，速度开得比较快，60码的速度没有减速就直接打方向过弯，那时候的车身姿态也依然十分稳当，还有冬天一定不要用热水洗玻璃，容易使车窗因为温度变化而炸裂、雨刮器变形，朋友车上的挡风玻璃就是这么给浇坏了。,[性价比],买车时我的主要目标就定在小型SUV里面，因为平时上下班代步，只要能开着舒服、停车方便就可以，总的来说奕泽在各方面都能满足我的用车需求,展开全部
"
    发表于  2021-01    

      
        
    
    
",丰田奕泽的外观就是很炫酷，外观时尚且有科技感。非常迎合现在年轻人喜欢的外观设计，每次开在路上都会迎来瞩目的目光，而且车子的动力强劲，在市区里面无惧任何车型。加速超车也是家常便饭，真的是让我非常热爱的一台车,https://image1.xcarimg.com/attachments/my/1/87/87/437_120.jpg,xuser1888743,三星会员,4.38,外观,5,内饰,4,续航,4,空间,5,舒适,4,动力,4,操控,5,性价比,4,购入信息,爱车车型,购入时间,2020/12/1,购车地点,威海大友丰田汽车销售服务有限公司 [山东省],裸车价格,22.3万  (厂商指导价 22.58万),续航里程,340km,购入用途,上班,爱车简评,底盘调教的很不错，这款车子底盘过滤效果非常好，对市区小震动过滤的很彻底，车内颠簸感非常小，过一些凹凸不平的路面的时候，车内也没有特别大的颠簸，我感觉开这款车很舒服，座椅也挺柔软的，后背的包裹不错,爱车评价,[最满意],[不满意],空间上面一则我觉得还是适合单身或者两个人开。后排的空间不大，偶尔做一下了没事，但是如果长期需要加用的话就要好好考虑下了。,[外观],[内饰],我就是冲着奕泽的外观去的，一则的外观前卫时尚，溜背的造型设计，有轿跑车的风格。,内饰同时也具有年轻时尚的感觉，操作起来顺手又简单流畅，而且奕泽的中控向驾驶位倾斜，提高开车时候的操作便利性。,[续航],还是很不错的，大概350公里,[空间],车内的储物空间设计的还是比较多的，中央扶手箱的容积挺大的，能放得下不少东西，门板的储物空间拿来放水也是要很方便的，后备箱的空间还可以，一般出门旅行的话带两个行李箱是没有问题的。,[舒适],座椅的包裹性很好长时间，开车的话也完全没有不舒服的感觉，座椅的调教很方便，总能找到自己合适的位置。,[动力],动力还是十分强劲，超车的时候能感觉到动力充沛，前段车速提速的特别快，油门踩多深，动力就能输出的有多大。,[操控],车子已经开习惯了，方向盘没有虚位的情况，急转弯的时候车身的倾斜非常小。转弯我也比较的自信，不怕侧滑，主动刹车这个配置。属于防患于未然的配置，在紧急情况下触发，但是希望不要被触发这个功能，开车还是要靠自己稳妥一些，自适应巡航功能我觉得特别的好用，只要控制好时速和控制好车距以后，它就会根据自己的时速来控制与前车的距离，这样就会控制更好的时速和车距，来保证一个驾驶的安全。不过这个功能适合在高速上面使用。,[性价比],买车的时候在网上看到了奕泽的图片，自己就觉得很好看，去看车的时候，奕泽价格合理，加上性能突出。是我想要的车，在选车的时候，除了看了丰田的奕泽，还看了本田的xrv，两个车的价格都差不多。最大的区别就是奕泽是自然吸气的发动机，本田是1.5t涡轮增压的发动机，但是开上以后我个人还是比较喜欢自然吸气发动机的那种线性的操控。虽然1.5t的涡轮增压发动机很强劲，但是市区里面开的话比较的突兀，另外就是奕泽的安全气囊要比本田的气囊要多。奕泽有十个气囊，本田只有六个气囊，另外就是在主动安全方面，奕泽有主动刹车，还有自适应巡航跟车功能。本田这些配置都没有，所以我还是选择了丰田奕泽。,展开全部
"
    发表于  2021-01    

      
        
    
    
",最满意的就是这款车的颜值了，车子外观设计很帅气，颜色漂亮，做工精致。这款车子的外观设计很有自己的特点，辨识度非常高。,https://image1.xcarimg.com/attachments/my/1/87/87/432_120.jpg,xuser1888743,三星会员,4.38,外观,4,内饰,4,续航,5,空间,5,舒适,4,动力,4,操控,5,性价比,4,购入信息,爱车车型,购入时间,2021/1/1,购车地点,威海大友丰田汽车销售服务有限公司 [山东省],裸车价格,22.3万  (厂商指导价 22.58万),续航里程,8km,购入用途,上班,爱车简评,方向盘的手感非常不错，这款车子方向盘用料很好，摸上去很舒服，而且方向盘的大小适中，多功能方向盘也非常的实用，操控感觉很顺手，整个底盘感觉非常的扎实。配置很丰富，安全配置也足够高，车子不仅开起来简单,爱车评价,[最满意],[不满意],车子开了这段时间目前来说最不满意的一个地方就是这款车的车漆了，车漆略微薄了一些，开车的时候一定要小心，车漆容易被划伤。,[外观],[内饰],颜值高，颜色漂亮，这款车的外观是我非常喜欢的，当初第一次看到这款车我就非常喜欢，造型非常独特，即使开个三年五年也不会过时。,这款车内饰里面略微有些味道，新车味道挺明显的，开了一段时间内饰味道能淡一些。,[续航],续航表现挺好的，这款车发动机很省油，市区驾驶的话续航大约400公里左右,[空间],空间表现不错，无论是自己开还是全家人用，这款车的空间都足够，我身高173坐在后排非常宽松，腿部活动空间非常大，后备箱的空间也比较宽敞，这款车后备箱不仅平整而且还比较深，装载能力非常好。,[舒适],底盘调教的很不错，这款车子底盘过滤效果非常好，对市区小震动过滤的很彻底，车内颠簸感非常小，过一些凹凸不平的路面的时候，车内也没有特别大的颠簸，我感觉开这款车很舒服，座椅也挺柔软的，后背的包裹不错，即使开两个小时的车腰也不会觉得累。,[动力],起步快，提速快，平顺，发动机就是我想要的。动力方面非常好，无论是在市区还是在高速上驾驶这款车都挺轻松的。,[操控],车子在市区驾驶起来很灵活，转弯的时候侧倾很小，轮胎抓地能力不错，车子的车身稳定系统也非常好，在高速上驾驶起来也非常的顺手，一点发飘的现象都没有。盘转向非常轻盈，而且底盘W也比较扎实，方向盘的精准度也不错。,[性价比],刚开始的时候就是被它的外观吸引住了，这款车的外观设计确实很好看，帅气时尚，而且还有辨识度。除了外观，这款车质量也比较放心，品牌不错，口碑方面也比较好，开着也比较放心。价格方面对我来说也挺合适的，这款车价格正好在我的预算范围之内，配置又很丰富，动力也很好，不仅提速快起步快，而且这款车平顺性方面也非常不错。,展开全部
"
    发表于  2021-01    

      
        
    
    
",最满意的要数这款车的外观了，这款车车型设计的非常帅气，外观的比例协调，线条流畅，车型设计的很美观，不会显得很臃肿，而且颜色也是我喜欢的，大灯看上去独一无二，辨识度很高，当初在网上看它的时候我就觉得外观很漂亮，看到实物之后我觉得比照片上更加好看。这款车子操控很好，上下班代步开起来非常的轻松，而且方向盘转向非常轻盈，刹车的感觉非常好，安全性能又比较高。动力方面也是我比较满意的，这款车发动机的技术很成熟，开起来平顺而且动力又比较强劲。,https://image1.xcarimg.com/attachments/my/1/87/44/543_120.jpg,gh1609203432,三星会员,4.63,外观,4,内饰,5,续航,5,空间,5,舒适,5,动力,5,操控,4,性价比,4,购入信息,爱车车型,购入时间,2021/1/1,购车地点,威海大友丰田汽车销售服务有限公司 [山东省],裸车价格,22.3万  (厂商指导价 22.58万),续航里程,8km,购入用途,上班,爱车简评,舒适性自然是要大大点赞的，前排的座椅比较低矮，包裹性很轻，有种坐沙发的感觉。隔音也特别棒，基本听不到胎噪音，在车里关上窗户，放上音乐，真的很带感。,爱车评价,[最满意],[不满意],目前没什么不满意的地方,[外观],[内饰],外观设计很帅气，这款车的外观是我喜欢的类型，颜色很好看，线条也非常的流畅，我非常喜欢这款车的大灯，不仅看上去比较特别而且看上去也非常的精神。当初看照片的时候我就觉得外观很漂亮，看到实车之后比照片更好看。,内饰没有异味，这款车材料非常的环保，家里的老人孩子坐车也更加放心。用料比较上档次，中控台非常的豪华，这款车中控台看上去非常的有质感，按钮的设计合理，使用起来也方便。这款车中控台屏幕挺大的，灵敏度高，功能齐全。,[续航],还不错，大概400公里的样子,[空间],车内空间非常不错，这款车后排空间非常的大，腿部剩余空间比较宽敞。后备箱的装载能力也比较好，居家过日子这款车的空间非常的实用。家里宝宝比较小，后排放一个安全座椅，放上安全座椅之后坐两个成年人也没有任何问题。我身高178体重140斤，坐在后排没有压抑感，头顶剩余的距离挺多的，坐在里面宽宽松松的。,[舒适],车子座椅柔软性好，这款车座椅非常的宽大，不仅比较宽而且还比较长，腿部支撑很到位，后排的座椅也非常的宽大，坐在后排座椅也软软的，,[动力],动力响应比较好，在市区驾驶，绿灯起步的时候车子马上就可以冲出去，虽然我也不开快车，但是这款车开起来不仅起步快，而且还非常的顺畅，在动力方面这款车还是比较舒心的，加速也比较好，只要油门踩的比较深，这款车推背感也会比较大，超车的时候也比较有信心，跑高速的时候这款车动力也挺好的。,[操控],方向盘的手感非常不错，这款车子方向盘用料很好，摸上去很舒服，而且方向盘的大小适中，多功能方向盘也非常的实用，操控感觉很顺手，整个底盘感觉非常的扎实。配置很丰富，安全配置也足够高，车子不仅开起来简单，而且开起来也非常的放心，车身非常的稳，速度比较快的情况下车子也没有发飘的现象，开起来稳稳当当的。,[性价比],在这个价位的车中供选择的车型还是比较多的，当初在网上看了不少车，又在4S店里试驾过好几辆，每辆车子都有自己的优点和缺点，我选择这款车子主要觉得这款车子比较适合我。最重要的一点就是这款车的价格合适，车子性价比比较高，配置也挺丰富的，车子口碑还可以，质量方面也比较放心，当初也研究过这款车子，我觉得这款车子比较值。再一个就是这款车外观设计的挺好的，车子外观比较符合我的口味，因为买车除了要实用性好，还要自己喜欢，这款车子就是我比较喜欢的类型。最后一个方面我就觉得这款车综合实力比较好，各方面都挺均衡的，而且安全性能也比较高，回家跟老婆商量了一下，最后就定了这款车。,展开全部
