publish,标题,图片,名称,名称1,评分,评分2,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,标题18,信息,信息_链接,信息19,信息20,信息21,信息22,信息23,信息24,信息25,信息26,标题27,purpose,purpose28,标题29,jia_text,信息30,dw_22,dw_2231,dw_23,dw_2332,dw_1,dw_133,dw_2,dw_234,dw_3,dw_335,dw_4,dw_436,dw_5,dw_537,dw_6,dw_638,dw_7,dw_739,dw_8,dw_840,openall
"
    发表于  2021-06    

      
        
    
    
",唐山庞大华悦汽车销售有限公司 [河北省],https://image1.xcarimg.com/attachments/my/1/90/19/894_120.jpg,gh1623028173,三星会员,4.5,外观,5,内饰,4,空间,5,舒适,5,油耗,4,动力,4,操控,4,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m54561/,2020款天逸 C5 AIRCROSS PHEV1.6T 四驱插混悦享型,购入时间,2020/3/1,购车地点,裸车价格,22.22万  (厂商指导价 23.47万),当前油耗,7.2L/100km,购入用途,接送小孩,自驾游,爱车简评,本人性格比较独立，追求生活的内在品质，早就对主流车企适应天朝文化搞中庸之道没了好感，早就在关注法系车的动态，可能是性格相投吧，家人今年买了4008，为了不重样，给我的选择也就只有5008和天逸,爱车评价,[最满意],外观不错，但是红色天使眼看着太突兀了，买车就要求给我换成了黑色，动力强劲1.8t211马力可以说是随踩随有，不像之前开的老世嘉，一脚到底只听见响，速度提不上来，内饰有高级感，全真皮包裹，棕色内饰很骚气，天逸的地盘和悬架必须吹爆，魔毯悬架走烂路如履平地，过弯侧倾比不了之前的世嘉，但是比一般的suv和日系车好多了，中控carpaly很好用，功能都能用到，简单易上手，整体基本很完美了。,[不满意],2020款简配了扶手箱灯和化妆灯，最不能忍的是副驾电动座椅没有了，变成了旋钮，真的恶心！还有一点就是收音机发动的时候就会开，没信号就是杂音，希望以后车机升级能够改进。,[外观],外观贯彻法系美学，不像其他品牌的套娃，天逸的外观非常个性，适合我这样的年轻人，四个天使眼是我提车时就要求换黑色的，不然以后再换得600，天逸因为后备箱小，所以侧面不是那么协调，但是正面和屁股还是很骚气的哈哈,[内饰],内饰满分不谈了，也是浪漫主义的风格，我自己淘宝买的碳纤维塑料内饰全套，贴上之后很有性能车的感觉,[空间],乘坐空间很大，但是后备箱很小，还好我对后备箱需求不是太大，有这方面需求的车友得考虑一下了,[舒适],座椅软硬适中，可以过滤部分振动，车内味道还是有，得再放一放，空调效果很好，还有三种自动模式选择，前车因为自动模式太吵基本没用。,[油耗],油耗我从提车起就加的95，感觉95耐烧一点，有一点提醒事项就是千万别加民营加油站的油，至少世嘉总加便宜油，导致花了800洗油路，一定要加中石油或者中石化，油耗能接受，毕竟老世嘉夏天开空调11.8的油耗，这个排量不超过10的油耗已经觉得很好了。,[动力],这个价位，这个动力，1.8t8at211马力，这次国庆跑高速因为没挂牌就试了一下，140的时速再踩到底瞬间170，平常如果挂个s挡，一脚地板油，推背感说来就来，我偶尔会暴力驾驶，所以这个动力很有驾驶激情,[操控],方向低速轻，高速重，匹配合理，指向准确，转弯半径小，suv比较轿车的侧倾大我也有一定的了解，天逸做的好于我的预期，过减速带井盖有时候能感觉的到所谓的Q弹，有时候觉得有点颠，应该与胎压和通过速度有关，后续逐步摸索吧。,[性价比],虽然不是法系铁粉，但是家里最开始从爱丽舍换到世嘉到现在我买天逸，家里还有个姨爹也是爱丽舍换C5法系车三大件没啥太多毛病，性价比也很高，换天逸我旧车置换补贴有2万，可能我的老世嘉卖二手市场都不一定卖到2万，法系车也确实是不保值，建议买法系车就一直开到嫌弃了为止。,展开全部
"
    发表于  2021-06    

      
        
    
    
",河北君和瑞隆汽车销售服务有限公司 [河北省],https://image1.xcarimg.com/attachments/my/1/89/65/261_120.jpg,gh1620188799,三星会员,4.5,外观,5,内饰,4,空间,5,舒适,4,油耗,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m54561/,2020款天逸 C5 AIRCROSS PHEV1.6T 四驱插混悦享型,购入时间,2020/3/1,购车地点,裸车价格,22.21万  (厂商指导价 23.47万),当前油耗,7.2L/100km,购入用途,购物,接送小孩,爱车简评,这款车的用料非常厚道，同时也很环保。比较喜欢8AT变速箱，平顺，积极，比6AT的聪明。外观靓丽，回头率很高。外观和内饰也比较满意，就是分体式的大灯还需要在适应下，感觉不太好看。,爱车评价,[最满意],这台车让我最满意的第一，外观设计非常的耐看，大气豪华，运动风的车身也非常适合年轻人。第二，油耗要比我预期的低很多，在SUV车型中油耗可以的。第三，内饰的造型有设计感触感的质感也不错。,[不满意],对这款车目前来说还没有不满意的地方，不过我相信每一件事情都没有十全十美的。,[外观],车的外观我是真的非常喜欢，看起来简单，因为我本人就比较喜欢这种简单一点的风格，不过它的前脸我真的是非常喜欢，非常的霸气。,[内饰],内饰的主要设计风格也很有年轻的氛围。中控台也足够简洁大方，做工也很精细，很能符合我的买车要求,[空间],这款是家用非常好，后排空间绝对够用，尾箱的话感觉偏小，但是日常够用了，没什么好挑剔的，同事、朋友都说空间很好，比较宽敞。所以对这款车的空间十分满意。,[舒适],舒适性可以从很多方面来说，这个时候的舒适性就可以打满分，因为它的悬架是偏软的，走那种颠簸路段，感觉坐在车里面也不会有多颠，把路面反馈的一些不好的基本全部都过滤掉了。,[油耗],现在跑了段时间，还可以，油耗可以接受。而且我跑城市道路比较多，这个油耗真的是很让人惊喜。,[动力],动力特别好，基本不用担心动力不足，这车加速推背感很强，起步也不肉，中后段动力也不疲软，适应各种路段,[操控],车头的指向性特别明确，电子助力效果也不错，转向角度很精准，自动挡车，挡位容易操控，不用踩离合，新手也容易上手,[性价比],买的几款车都是法系，动力好，性价比高，用料安全环保，还有情怀。,展开全部
"
    发表于  2021-06    

      
        
    
    
",深圳市中昌泰物资贸易有限公司 [广东省],https://image1.xcarimg.com/attachments/my/1/90/46/726_120.jpg,编号6726,三星会员,4.5,外观,4,内饰,4,空间,4,舒适,4,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m54561/,2020款天逸 C5 AIRCROSS PHEV1.6T 四驱插混悦享型,购入时间,2020/2/1,购车地点,裸车价格,22.2万  (厂商指导价 23.47万),当前油耗,7.2L/100km,购入用途,购物,接送小孩,爱车简评,选这个车还是有很多原因的，主要是比较有缘分，这个价位是我可以接受的价位，我感觉性价比是比较高的，买车的时候还专门问了一下我的同事。他也是不久之前买了这辆车，说感觉各方面驾驶体验都挺好的。,爱车评价,[最满意],车的舒适性还是很值得称赞的，低油耗的优势也完全解放了双脚，可以放心的踩油门了，即便一直保持高速，损耗也是可以接受的。,[不满意],隔音效果还是不大好，缝隙处也比较大，高速上行驶会听到较大的噪音，不过你可以选择放下歌，影响还不是很大。,[外观],外观就十分的精美，符合女孩子的审美，前后也可以选择包围饰条的颜色，增添了很多的年轻气息，更显雅致风范。,[内饰],内饰做工还是很不错的，同时是这些材质摸起来真的非常舒服，操控台的设计还是比较简洁的，使用起来比较方便。,[空间],前排空间还好，后排的空间就有些小了，因为是雅致型的，所以不太强调空间，外观做的比较好。,[舒适],虽然不是真皮质的，但是乘坐起来还是非常的舒服的，车内异味很小，带有一股清新。,[油耗],油耗普遍不是很高，日常上下班基本上就表现在七个点左右，还算是比较省油的，每日开车，油钱的成本也不高。,[动力],动力还算可以，对于一般女孩子要求来讲速度很快了，起步也很快，轻踩油门就可以。,[操控],方向盘的质感是比较沉的那种，不会出现轻易打转的情况，转向灵敏，掉头都很容易，不用但欣紧急情况的发生。,[性价比],2020年购买了这款车的舒适感还是非常高的，座椅比较低，驾驶起来也非常的舒服。而且也有着非常强的舒适感，配置都非常的齐全，值得人信赖。,展开全部
"
    发表于  2021-06    

      
        
    
    
", [广东省],https://image1.xcarimg.com/attachments/my/1/90/45/643_120.jpg,gh1624574808,三星会员,4.25,外观,4,内饰,4,空间,5,舒适,4,油耗,4,动力,5,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m54561/,2020款天逸 C5 AIRCROSS PHEV1.6T 四驱插混悦享型,购入时间,2020/2/1,购车地点,裸车价格,22.19万  (厂商指导价 23.47万),当前油耗,7.2L/100km,购入用途,接送小孩,自驾游,爱车简评,买这款车的时候，就是觉得这款车的颜值比较高，外观的造型设计的确实非常的时尚前卫，而且这款车的空间表现的也是非常宽敞的，满足了我的需求。,爱车评价,[最满意],最满意的就是车子的外观全家人都很喜欢，车子的颜值还是比较到位的，其次就是车子的空间非常不错，后排放个儿童椅都不是问题。,[不满意],优惠的力度不够吧，我这个人买东西是非常喜欢讲价的。但是当时这个车的价位并没有达到自己心目中的要求，所以对于这一点的话，我还是稍稍有些迟疑的。,[外观],车子的外观还是比较不错的，我挺喜欢的，全家人也都比较喜欢他的这个圆圆润润的外观。从侧面看整个车子还是比较漂亮的。给人很好的安全感。,[内饰],那是还是挺好搞的，整体的设计简单易操作，使用起来比较舒服，中控屏操作起来方便灵敏，响应及时。,[空间],空间真心的不错，不管前排还是后排，都满足了我的要求，特别是后排老婆和小孩乘坐一点问题都没有，这样一家人出去旅行还是比较方便的。,[舒适],舒适度还是比较棒的，座椅非常柔软，承受起来支撑性包裹性都很好，然后车子空调制冷也比较快。空调制冷也快。,[油耗],8.5的油耗相当的不错了，对于这么大的一个SUV，可以说上是比较省油了。,[动力],车子动力比较不错，虽然说不上特别强，但是完全能满足使用了，一脚油门下去超过车不成问题，而且平时车上坐老婆和孩子也不敢开太快。,[操控],车子操控起来还是比较不错的，我觉得是挺好开的，方向盘手感很不错。转向清晰且精准，而且车子底盘特别稳。,[性价比],自己今年有小孩了，所以一直都有着一个拉着全家人出去旅行的梦想。这样就要需要一个SUV，这样更方便一些选来选去的话还是选择了这款车，主要是外观觉得挺好看的。,展开全部
"
    发表于  2021-06    

      
        
    
    
",厦门胜华兴汽车销售有限公司 [福建省],https://image1.xcarimg.com/attachments/my/1/89/71/896_120.jpg,gh1620529840,三星会员,4.63,外观,5,内饰,5,空间,5,舒适,4,油耗,5,动力,5,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m54561/,2020款天逸 C5 AIRCROSS PHEV1.6T 四驱插混悦享型,购入时间,2020/2/1,购车地点,裸车价格,22.18万  (厂商指导价 23.47万),当前油耗,7.2L/100km,购入用途,接送小孩,自驾游,爱车简评,当时选择这款车，主要也就是觉得外观我挺喜欢的，而且对于雪铁龙的车子也是比较熟悉的，身边也有朋友在开，我觉得外观好看。挺适合我的，所以就选择了他。,爱车评价,[最满意],这个车身上真的是有自己独特的气质，无论是从外观的设计或者是从内饰的设计上来说，给人的印象就是别具一格的。我就是喜欢这种独特的感觉。,[不满意],最不满意的还是内饰有点小味道，这个味道一开始还是有点难闻的。,[外观],外观看上去就比较大气了，充满着运动感，很多人喜欢这个车的原因就是因为这个车的外观设计的比较好看比较时尚。我觉得我喜欢这个车的原因也是差不多的。,[内饰],内饰的设计我觉得很有特点，很多车的内饰都是那种普普通通平平凡凡的，但是这个车确实给我的感觉不一样，是用心设计过的产品。内饰还是有点小味道，其他的没有，但是味道确实还是有，可能新车的缘故吧。,[空间],从外部空间来看的话，它的空间并没有那么大，但当你真正坐进去之后，你会发现它给你从外观上看到的感觉是不一样的，因为内部可令的空间比较大，比如你坐在后排都可以翘起二郎腿，这一点的话是觉得不可思议的。所以总体来说的话，这个车的空间也给了我非常大的惊喜，我是非常满意的。,[舒适],舒适度的方面我觉得座椅很舒服，座椅感觉很软，支撑性也很好。车子开起来很平稳，主要是底盘悬挂比较扎实吧。,[油耗],其实油耗对于我来说真的是不会高的，因为平常我用车用到的不是很多，也就是上下班用一下，我家离上班的地方真的是很近的。,[动力],动力特别强悍，起步速度可以说是所向披靡的，别看我们是SUV车型，起步速度一点也不逊色于一般的轿车，脚放在油门踏板上，车身就开始跃跃欲试了，这种感觉很棒。,[操控],操作起来很方便，我觉得就算是新手来开这辆车也是毫无压力的，因为转向很灵敏很好看，不需要有太多的技术。不要觉得它是一辆SUV，就觉得它不好操控呢，实际上它是非常好操控的，好掌控的。,[性价比],不用和其他的车去做太多的对比，因为它的性价比就摆在这里，价格就摆在这里买这个车当然是划算的，不然我也不会去买这个车。,展开全部
"
    发表于  2021-06    

      
        
    
    
",福州胜华泰汽车销售有限公司 [福建省],https://image1.xcarimg.com/attachments/my/1/90/47/126_120.jpg,xuser1914712,三星会员,4.63,外观,4,内饰,5,空间,4,舒适,5,油耗,5,动力,4,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m54561/,2020款天逸 C5 AIRCROSS PHEV1.6T 四驱插混悦享型,购入时间,2020/2/1,购车地点,裸车价格,22.17万  (厂商指导价 23.47万),当前油耗,7.2L/100km,购入用途,接送小孩,自驾游,爱车简评,之前开某田，跑去总是漂，感觉总是单薄了些，最重要的是满大街都是，看的真是有点厌倦了，重点是每次改款都不实在，国产车我总是担心小问题多，就不考虑了，雪铁龙天逸，看了底盘，看了解剖车,爱车评价,[最满意],底盘稳，转向准，马力足，隔音好，噪音小，外观时尚大气不老套，用料扎实安全系数高，空间大，车身宽,[不满意],我都已经买成悦享型了，为啥副驾驶座调节还是旋钮的，真是费劲啊，没档次，重点还没得选，是不是全系副驾驶都是手动的？20款没有腰部支撑，有些遗憾，我长期跑远路的.….副驾储物箱设计的不知道怎么用好，还有收音机不能单独关，设计真是不合理…，工程师这个收音机真的要改改，后视镜要能是放眩目的就更好了，,[外观],厚重的车身，流畅的线条，前卫的分体式LED大灯，精致的内饰，无不体现法系独特惊艳设计的风格。矩阵式LED远近光灯、LED日间行车灯、自动大灯、随车转向自动灯光辅助、还有贴心的伴你回家灯光功能，车尾的8字形LED尾灯辨识度很高，晚上同样吸睛。,[内饰],内饰很精致，做工精细，大尺寸液晶屏幕很吸睛，游艇档杆很提升档次，扶手箱100分好评，因为太太太太太大了，里面放七八瓶水无压力，而且扶手箱带空调出风口，夏天可以冰镇饮料，冬天可以给饮料加热；12.3寸的液晶屏幕8英寸的中控液晶屏幕，很大气；方向盘设计的很舒适，整合了仪表调整、多媒体选择、音量调节，使用起来非常方便，驾驶过程中，轻轻一拨，方向随心而动，指向精准,[空间],储物空间多而且非常丰富，前后门可以放三瓶水，后门可以放两瓶，中间扶手架可以放2瓶，中间扶手箱里放6瓶没一点问题。天逸的高度和车身宽度都让人惊喜！轴距2730.前排座椅调到最后，后排腿部空间依然充足，得益于车身宽度，在后排放了2个儿童座椅，依然轻松坐下一个成年人。也有美中不足的地方，后备箱小了一点，如果天逸像5008一样，加长10公分，就完美了！,[舒适],天逸的静音效果不是盖的，密闭性特好，窗外的噪音几乎完全被隔绝在车外，以至于我在车内低头研究中控车机的时候，媳妇在外面喊了我半天愣是没听到，直到敲主驾玻璃我才知道，在市区基本没有噪音，高速120外面风噪胎噪略大，但车内基本没有噪音，前后排说话声音非常清晰。,[油耗],磨合期时速没有超过80公里，几乎全是市区道路，油耗在10-11个，磨合期以后，截止目前两万多公里，40%城市铺装60%高速，前一万公里表显油耗是8.5，目前油耗是7.4，实际油耗8个左右，不吹不黑，夏季开空调也没超过9个油,[动力],悦享型1.6T6AT的动力组合，170匹的马力，250的扭矩，日常足够了，我开车也不激烈，起步提速不算很快，一旦3档时速30以后，速度提升很快，动力源源不断，在高速120的时速超车，又稳又快，日常家用可以满足，但相比之下，1.8T确实提速更快，动力更充沛。,[操控],天逸的方向盘握持很舒服，刚起步和低速时转向很清洗，指哪转那非常精准，高速行驶时会阻尼加重，以免幅度过大。天逸的底盘牛的一批，韧性很足，雪铁龙的专利PHC的效果是实实在在的，没有其他车那种过弯和坑洼路面时松散的感觉，转向灵敏，城市快速路转盘六十码过弯时侧倾很小，很踏实,[性价比],首先看的还是日系和德系的SUV，几个品牌的扛把子比如新荣放、CRV、探岳、途观L，这几款都专门试乘试驾了，有优势也有种种不足，没有能完全符合预期的，具体不说了，网上都有，一搜一大把。正纠结的时候看了抖音上大飙车的一个拆车视频，雪铁龙天逸引起了我的注意，外观大气时尚，内饰前卫个性，作为紧凑型SUV轴距竟然达到2730，只比号称中型SUV的探岳短1毫米，用料，配置，空间都满足我的需要，最重要驾驶质感是试驾所有车中最好的，毫不犹豫选择了天逸,展开全部
"
    发表于  2021-06    

      
        
    
    
",青岛市进口汽车大修厂 [山东省],https://image1.xcarimg.com/attachments/my/1/90/22/180_120.jpg,gh1623118051,三星会员,4.63,外观,4,内饰,4,空间,5,舒适,5,油耗,4,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m54561/,2020款天逸 C5 AIRCROSS PHEV1.6T 四驱插混悦享型,购入时间,2020/2/1,购车地点,裸车价格,22.16万  (厂商指导价 23.47万),当前油耗,7.2L/100km,购入用途,购物,接送小孩,爱车简评,首先这款车子的配置方面是我非常喜欢的，该有的都有。外观的设计风格也是我个人比较喜欢的。车子的空间也很大。,爱车评价,[最满意],无论是驾驶还是乘坐都感觉非常舒适，感觉和以前的528L差不多，隔音效果不错，坐车里基本上听不到发动机的声音，部分路段听不到胎噪，部分桥梁有点噪音。,[不满意],不满意的地方就是配置真不合理，都1.6顶配了，居然连导航都没有，浪费了那么大的屏幕，不能加装ACC是个遗憾。,[外观],其实我觉得4008的外观更好看一些，但闺女说天逸好看，把4008咔嚓掉了，现在看来天逸圆滚滚的，的确耐看。,[内饰],车子的内饰设计风格也是我非常喜欢的，比较简约大气，看着特别的舒服，用料方面也比较有质感，配置方面也够丰富。,[空间],储物功能齐全，完全够用，中央手扶箱空间很大，能装很多东西，我们全家身高没有超过170的，所以空间非常大，当然这车后排空间也的确很大，得益于2730的轴距，后备箱基本上够用。,[舒适],座椅包裹性好，软硬适中，舒适度很好，就是没有加热和通风功能，是个遗憾，隔音效果同级别应该是最好的，大部分路段60以下听不到噪音，新车就没有异味，这是值得称赞的。,[油耗],车子的油耗量方面表现也非常的不错。即使上下班的高峰期也非常的省油。油耗量方面也是我比较能够接受的。,[动力],1.6的动力完全够用，起步深踩油门一下子就串出去了，超车很轻松，动力很平顺，没有他们说的二三档的顿挫感。,[操控],这款车子开着比较轻松。方向盘的轻重度合适开着不累。指向也比较精准。车身也很灵活，转弯超车方面都都没有什么压力比较轻松。,[性价比],选择这款车子，主要是因为它的配置好，性价比高，外观颜值也非常的好看。空间也够，试驾感受也非常的不错。,展开全部
"
    发表于  2021-06    

      
        
    
    
",济南开源汽车贸易有限公司 [山东省],https://image1.xcarimg.com/attachments/my/1/90/35/732_120.jpg,gh1623983336,三星会员,4.38,外观,4,内饰,4,空间,4,舒适,5,油耗,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m54561/,2020款天逸 C5 AIRCROSS PHEV1.6T 四驱插混悦享型,购入时间,2020/1/1,购车地点,裸车价格,22.15万  (厂商指导价 23.47万),当前油耗,7.2L/100km,购入用途,购物,接送小孩,爱车简评,这两年一直想换车，在网上关注了很久，在b级轿车和越野车之间徘徊，为了便于停车决定SUV，综合对比天逸，4008，奇骏，CRV，rav4，keep自由光，探界者等，还是法系车用料厚道，安全性高，加上现在优惠补贴高,爱车评价,[最满意],底盘操控信心十足，60时速上270度引桥，80时速下180度桥，妥妥的，在多弯山路驾驶最爽，比我之前的爱丽舍底盘韧性更强。,[不满意],雨天驾驶四个轮胎溅起的泥水容易搞脏车身下部和尾箱，既便是加装了挡泥板还是打不了多少，我只细看了一下原因，疑似是235的轮胎比车身和挡泥板略宽了一点造成。,[外观],情人眼里出西施，我喜欢天逸威严中透露出俏皮，张扬中内敛，柔中带刚，微让精悍的样子，前后led灯有很高的个性识别，珍珠白配黑色车顶，显得帅酷，精神彪悍。,[内饰],灰色调内饰符合我的审美标准，用料材质还是蛮环保的，全家坐进新车都说没有明显异味。,[空间],空间比较满意，我重点关注的后排中间座位和尾箱空间，后排中间座位我特地坐了几次，比大众，沃尔沃车凸起来的舒服多了，我一家六口，常坐四口，我和我爸都是175，尾箱也能装出游时需要的蛮多东西。,[舒适],连续过减速带而不是只过一条减速带的时候，能感觉到PHC魔毯不颠的效果。,[油耗],车子的油耗感觉还是挺低的，平均百公里在7.6个，这么低的油耗对于一台接近两吨的SUV很棒了。,[动力],按下运动或手动模式动力蛮好，如果是常规D档模式，超车时就要深踩油门，降档响应率有点迟疑，但是也能快速安全完成超车。,[操控],方向盘手感低速适中，高速沉稳，转向精准，你只要握紧方向盘上两个微凸起的点，就可以比别的车更快速通过各种弯道，刹车也很灵敏，不过我还是尽量提前预判和油门控制车速。,[性价比],第一，喜欢雪铁龙底盘，哪怕是板悬的天逸，80时速的糜鹿测试成绩都好于很多独悬豪车，试驾发现没有浪得虚名，第二，终于等到了天逸百年臻享版优惠到16万心里接受价位了，而且拿我07年的老爱丽舍还可以置换补贴1万元，裸车15万，比我试驾的标志4008，探歌还要便宜。,展开全部
"
    发表于  2021-06    

      
        
    
    
",重庆百事达神龙汽车销售服务有限公司 [重庆市],https://image1.xcarimg.com/attachments/my/1/90/47/113_120.jpg,xuser1914711,三星会员,4.63,外观,5,内饰,4,空间,5,舒适,4,油耗,4,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m54561/,2020款天逸 C5 AIRCROSS PHEV1.6T 四驱插混悦享型,购入时间,2020/1/1,购车地点,裸车价格,22.14万  (厂商指导价 23.47万),当前油耗,7.1L/100km,购入用途,接送小孩,自驾游,爱车简评,车的空间大，一家四口坐里面特舒适，可开启全景天窗特帅，座椅柔顺舒适，老婆特别喜欢后排中间没有凸起，双脚可以自由舒展摆放。,爱车评价,[最满意],其实选择一款车主要还是开着舒服，这款车带给我和家人都能够有非常舒服的用车体验，而且安全性能也比较强，这点是让我最满意的地方,[不满意],我觉得这款车差了一个配置，那就是自动刹车的功能，现在很多车型都配备了，我买的也算是高配的一款了，但是这款车全系都没有配备，还是有些遗憾的,[外观],这款车子的外观，我觉得还是比较漂亮的，法国人还是挺会浪漫的，他们的设计感还是挺明显的，时尚感很强，车漆也是特别的明亮，矩阵式LED车灯浑然一体，我觉得视觉冲击力也比较强一些,[内饰],这款车子的内饰，我觉得还是挺豪华的，电子档杆设计的也是非常的个性，打开城门第一眼看到的这款车的内饰，当时我就觉得非常的有质感，中控屏幕很大，而且画质也比较清晰，用起来也是非常的顺畅，科技感还是比较强的吧，这才是还配备了全景天窗，车内也比较明亮一些，增加了舒适度，整体的风格也比较符合我的审美,[空间],这款车的空间还是挺不错的，乘坐也没什么任何的问题，他的前排位置很宽敞，后排位置也不错，头不顶的空间，距离也是让人非常舒服的，后备箱没有那么明显的宽敞，但是一般的日常家用也是足够使用的,[舒适],舒适性能还是非常强的，它的座椅是仿皮的，包裹性很好，乘坐的舒适，感受非常的高，还有就是这台车的车内非常的安静，隔音效果特别棒，后排也配备了空调出风口，而且也有充电的接口，方便了，后排的乘客空调的制冷速度也是比较快的，坐在这款车内还是非常舒服的，它的稳定性特别好，快速过弯侧倾不怎么明显,[油耗],油耗表现我觉得一般，现在的平均油耗都是在九个左右，也不算低了吧？不过也没有觉得特别高，再降低点到八个左右，卧室最满意的,[动力],动力我觉得还是挺不错的，这台车子是1.6t排量的发动机，变速箱是爱信六速的，起步的时候非常的平稳，而且涡轮介入的也是非常的及时，开起来非常的平顺，加速过程也比较顺畅，而且很迅速,[操控],操控其实没有太大的感觉，有时候觉得这台车还没有我那台破志祥好开一些，不过这款车子稳定性特别好，底盘稳，而且急刹也能刹住车，跑长途，这车特别的舒服,[性价比],这个车的驾驶感觉超棒，中控操作便捷，动力杠杠的，只要舍得给油，大街小巷胜似闲庭信步，新车优惠幅度不错，我是雪铁龙旧车置换旧车是爱丽舍，很舍不得，不过旧的不去新的不来，最终还是选了雪铁龙的天逸C5。,展开全部
"
    发表于  2021-06    

      
        
    
    
",天津腾龙汽车销售有限公司 [天津市],https://image1.xcarimg.com/attachments/my/1/90/38/540_120.jpg,gh1624177327,三星会员,4.63,外观,5,内饰,5,空间,4,舒适,5,油耗,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m54561/,2020款天逸 C5 AIRCROSS PHEV1.6T 四驱插混悦享型,购入时间,2020/1/1,购车地点,裸车价格,22.13万  (厂商指导价 23.47万),当前油耗,7.1L/100km,购入用途,接送小孩,自驾游,爱车简评,我的那台丰田志祥已经跟了我四年了，空间还是有些小老早就想换台大点的车子了，从去年就开始看车，想换台SUV开一开，国产车我不怎么考虑，还是担心有一些小问题吧！而且我买车比较看重车子的性能,爱车评价,[最满意],年底提的车，安全度高是选择的重要因素，车身AB柱都是高强度热成型钢，侧门也是高强度钢。 外观内饰行云流水一气呵成，给人感觉就是漂亮。,[不满意],从目前来看，副驾驶的手动式扭动调节真心别扭，调和座椅竟然要扭来扭去，力气小还不行，着实不应该，另外一点就是车机的carlife链接不怎么好用，不知道是app原因还是车机原因。,[外观],一个人一个看法，外观墩实，个人挺喜欢的，家里人也都认可，外观内饰相辅相成。,[内饰],内饰方面整体比较顺畅，看着挺舒服的，时尚且整齐，前卫且简洁。,[空间],外观看着不算大，但是坐进去完全够用，空间还是挺宽敞的，后排有三个多拳头，本人开车靠前，调节好，差不多四个拳头距离；后排空间也挺足的；后备箱满足家用需求。,[舒适],提车一个多月了，没有什么异味儿，跑高速噪音能接受，走乡村道路感觉像坐轿子，软软的，有魔毯加持，舒适度不差。,[油耗],油耗整体不算高，百公里8.6个油，跑高速100左右比较省油，由于跑的不算多，测出来的并不是很准。,[动力],动力方面只要肯给油，速度，推背感都可以实现。而且家用完全够用。,[操控],操控方面法系车有它自己的独到之处，车开起来蛮轻盈的，方向盘也比较轻，也适合女士们来开。,[性价比],第一辆车就是法系，六年多，没有什么问题，对于法系车感觉还是很好的。决定换车时候也认真考虑了法系，感觉还是挺好的。而且在二十万内落地的家用车看了好多，综合对比了一下，抛开保值率不说，单从驾驶安全度、外观，车辆本身的用料来说都是值得推敲和考验的。,展开全部
