publish,标题,图片,名称,评分,评分1,评分2,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,标题17,信息,信息_链接,信息18,信息19,信息20,信息21,信息22,信息23,信息24,信息25,信息26,标题27,purpose,purpose28,purpose29,标题30,jia_text,信息31,dw_1,dw_132,dw_23,dw_2,dw_2333,dw_234,dw_3,dw_335,dw_4,dw_236,dw_437,dw_238,dw_6,dw_639,dw_7,dw_740,dw_8,dw_841,openall
"
    发表于  2020-12    

      
        
    
    
",xuser1875054,https://image1.xcarimg.com/attachments/my/1/86/50/540_120.jpg,三星会员,3.5,外观,4,内饰,4,续航,3,空间,3,舒适,4,动力,3,操控,4,性价比,3,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/10/1,购车地点, [上海市],裸车价格,20.4万  (厂商指导价 20.99万),续航里程,380km,购入用途,上班,购物,自驾游,爱车简评,我老婆本来还要买c200的，我坚持买es6，还有点不高兴，提车回来她开了一天，现在是真香,爱车评价,[外观],不用说了，自己看，反正我是喜欢的不要不要的,[不满意],[最满意],没提车前经常看到app上有车主反映异响，还有小毛病，我目前还没遇到。再说我的macan3年换了分动箱，还各种理由让我买了四个轮胎（见我的另一个帖子）相对来说的终身质保让我更放心。但是有些小毛病希望高层重视一下,1.颜值高，路上回头率很高，2.动力强，加速真不是吹的，而且电动车的加速比燃油车来的更直接，一点迟滞都没有。3.用料好，全铝车身还有地盘什么的我这个外行也不懂，我只知道内饰用料和做工不比我的保时捷macan差，科技感人性化方面比保时捷还好。足以见的爱驰是真的下了功夫的。,[空间],超大超大超大超级大，我身高178，正常驾驶位置，后排还有40厘米的距离,[舒适],[内饰],悬架过比较大的坑震动不大，反而是压倒白线的时候能明显感觉到轮胎有震动，我也不知道这是故意调试成这样还是怎么样,内饰符合豪华车的定位，用料也很好，设计师加鸡腿，既有科技感，又不是豪华感。不像特斯拉，说好听点科技，说难听点就是个毛胚,[动力],随叫随到，你敢踩它就敢起飞，真的可以说是秒天秒地了。地板电，路上见一个超一个，没一个能打的。基本上市区绝对够够的，高速还没去跑过,[操控],方向的话我不是很敏感，比较不是专业车评人，反正感觉比我的保时捷好开，保时捷倒车或者起步总是会有一点点的迟滞和变速箱的顿挫，这个车就完全没有了,[性价比],这车要是挂个国外的牌子，卖70万都值。现在只要20万，真香,展开全部
"
    发表于  2020-12    

      
        
    
    
",xuser1875054,https://image1.xcarimg.com/attachments/my/1/86/50/541_120.jpg,三星会员,3.63,外观,5,内饰,2,续航,4,空间,3,舒适,4,动力,4,操控,3,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/10/1,购车地点, [河北省],裸车价格,20.8万  (厂商指导价 20.99万),续航里程,380km,购入用途,上班,购物,自驾游,爱车简评,建议用户应该多一些包容，还在成长，就算是特斯拉也没有完美，也会有事故出现，任何一辆车都不会完美，我们既然选择蔚来不仅仅是选择了他，而且要帮助他变得更好，就想爱驰说：买车对于它来说只是开始，服务才是宗旨,爱车评价,[外观],车灯和汽车外形设计是选这辆车的理由之一，车身颜色选择灰色换了轮毂的大小。,,[最满意],,满意的可太多了。这空间，q7在旁边也就五五开。这样貌，酷中带着雅痞。这加速，当亮起绿灯时，从来都是很寂寞的……,[空间],乘坐空间舒适，宽敞，座椅调节符合人体工学。车内的储存能力尤其是后备箱容积大，适合家庭为单位的使用者。,[舒适],,座椅的舒适度软硬适中，可以自己调节。后排座椅比较宽敞，车内隔音效果不错，空调出风口和风量调节阀比较适合。,,[动力],高速开特别舒适，尤其是用自动驾驶模式。动力系统方面非常好，起步很快。,,,[性价比],购车整个流程和服务都很细致很方便， 售后服务也很热情，品牌文化和品牌影响力也是选择蔚来的重要之一。,
"
    发表于  2020-12    

            
    
    
",xuser1875054,https://image1.xcarimg.com/attachments/my/1/86/50/543_120.jpg,三星会员,3.63,外观,4,内饰,4,续航,4,空间,3,舒适,4,动力,5,操控,2,性价比,3,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/10/1,购车地点, [河北省],裸车价格,20.3万  (厂商指导价 20.99万),续航里程,360km,购入用途,上班,购物,,爱车简评,我自己在网上也是各种刷帖看各路大神的测评，自己也亲自试驾，最终决定就是她了，车子的外观，内饰，空间，智能化系统深得我心，开起来也没有顿挫感，起步加速很快，完全符合我的预期。,爱车评价,[外观],对比一下隔壁的大众，蔚来各个角度吊打，外观，设计，气场等，绝对是豪华车的配置,[不满意],[最满意],"最好是能有更长续航，配套的换电站再多一点,冬天北方的续航真是不堪",三十岁了，送给自己人生的第一辆车，作为一名德语老师，一直对德系车有情节，今年刚刚换了工作，必须往返南京和镇江，电车成了我的首选，毛豆三对我这种体格来说太小，后来选择了爱驰。提车当天因为我个人下班比较晚，工作人员一直耐心等待并和我一起再次确认车子性能状况，当天回家就开上高速，风噪极低，车子也很稳，不飘，总体上非常满意,[空间],空间超大，200斤胖子坐在后排好无拥挤感,[舒适],[内饰],座椅舒服，柔软性强，我准备买个靠垫，应该会更舒服,内饰豪华舒适，车载网络比较稳定，每个月有免费的流量使用,[动力],虽然是SUV电车，起步贼快，没有顿挫感，,[操控],方向盘操控灵活，转向操控很舒服，刹车制动及时快速,[性价比],总的来说，电车可以节省很多成本，比如购置税，邮费，年检，保养等等，而且买了服务无忧之后，小刮小蹭，不用走保险，直接交给爱驰处理，甚至上门补胎,
"
    发表于  2020-12    

      
        
    
    
",xuser1875054,https://image1.xcarimg.com/attachments/my/1/86/50/545_120.jpg,三星会员,4.38,外观,5,内饰,4,续航,5,空间,4,舒适,4,动力,5,操控,5,性价比,3,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/9/1,购车地点, [河北省],裸车价格,19.6万  (厂商指导价 20.99万),续航里程,360km,购入用途,上班,购物,,爱车简评,无论是加速，驾驶，舒适度都是同级别车里面不错的！现在唯一担忧的事后面置换，车的保值问题,爱车评价,[外观],现代科技，我个人比较喜欢这种时尚的外观，而且有辨识度.，这点对于一个品牌来讲非常重要,[不满意],[最满意],要说的话，觉得还是续航问题，仪表盘显示的剩余公里数应该与实际对应，不然容易产生焦虑感，这个需要提升！,从不考虑电动车，不接受国产车，再到现在爱不释手，也用了短短几天时间，就下了定金，买下了属于我们的。近距离的感受它的质感，用眼睛去看，感受着设计带给你的直觉感受，这是蔚来给我的冲击感，只要你去亲身体验，你想下定金了哈哈。真的是从客户的体验出发的，让你在行车过程中感受到汽车的质感以及身心的愉悦，所以当我们还在纠候，倒不如去看一些实实在在的东西，把车启动，把手握住方向盘，身踩一脚油门，感受一下蔚来，感受一下推背感，那种敦实而又敏捷的感觉，传遍你的身体！中国加油，，一直都希望中国也有自己的高端品牌！,[空间],空间非常不错了，对于我们三口之家，安全座椅，婴儿车全部放下没有问题,[舒适],[内饰],避震，过坎都挺好，目前行驶过程中都比较平顺，稳，毕竟这么大的车身自重,整体内饰风格也不错，将传统与现代感相结合，不会失去油车那种感觉，又增加了不少科技感的东西，过度不错,[动力],这个没的说，跟我的油车比起来，方向盘舒适，加速快，但是要注意安全大家,[操控],方向盘操控灵敏，但刹车因人而异，我觉得有时候卡的太紧。故意顿挫，应该再平滑一些,[性价比],充电也方便，外加爱驰的一键加电等等服务，你基本不用怕没电啥的，保养也便宜，点个赞,展开全部
"
    发表于  2020-12    

            
    
    
",xuser1875054,https://image1.xcarimg.com/attachments/my/1/86/50/546_120.jpg,三星会员,3.75,外观,5,内饰,4,续航,3,空间,4,舒适,3,动力,4,操控,3,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/10/1,购车地点, [河北省],裸车价格,20万  (厂商指导价 20.99万),续航里程,390km,购入用途,上班,购物,,爱车简评,其实我本人纠结了很久，甚至动过要不再等等看。朋友们总说空间大、配置更高，但最后我还是选择了这台车,爱车评价,[外观],生活中需要热情，每次取车，都会让心情有所更新，再加上总是在我靠近时闪动的轮眉灯，仿佛有人在等待我，外观的设计以及细节的小心思都让人无比期待。,[不满意],[最满意],要说最不满意，那主要就是电池的续航问题，这应该也是许多车主反映过，在网络上也十分有争议的问题，其实我平时日常使用完全没有续航的忧虑，个人觉得续航问题更多体现在长途出行上，如果你要做500公里以上的长途出行，开这个车肯定是比油车慢的,最满意的地方主要是蔚来的车用料很好，我对于ta质量，是完全没有什么担心的，买回来之后也不会觉得，之前买的汽油车在使用后会有一些糟心的售后问题要处理。目前ES6使用下来暂时没有遇到什么问题，另外这台车是全铝车身，空间大，可以放下很多东西，内饰比较符合我的审美要求，动力也足,[空间],空间很大，这不用说了，而且因为车里的空间大，让人整体都很舒展，没有闭塞感，这也让无论是我开车，还是朋友坐车的体验都特别的好。另外空间大也让很多事都变得相对便利了起来，这也许就是换一台新车的最主要的目的吧，他需要让生活有所改变，让事情更顺心。,[舒适],[内饰],前面的几个部分就完全可以说是很体现舒适性了，除了这些，最让我感受到舒适的就是它的车载音响与香薰。关上车窗，坐在车中，在一个相对封闭的环境下，开车的时候仿佛和外界隔离了，我可以尽情的享受我喜欢的有优质音效的音乐。另外车内的氛围也做得很不错，坐在里面感觉很温馨。,每一步都让我觉得，是有品味的，是每一个细节都有所思考的，都有所设计的，而且蔚来的整体风格都是我喜欢的，我相信内饰体验也不会差，提车后，事实也正是如此。,[动力],动力很足，电门一踩就走，大家可以去门店试驾一下，是一种比较轻松、轻快的感受，也许蔚来超前未来的年轻化的理念已经融入到车的每一个部分，文字的贫瘠让我无法形容，只有真正上手试了，才会明白。,[操控],比油车开起来舒服得多，这是为什么很多开了电动车的人再也不想开油车的原因，这个只能自己去体会了，哈哈哈。,[性价比],性价比高，其实除了我本身很喜欢，还有一个原因，就是现在愈发觉得加油贵了,
"
    发表于  2020-12    

      
        
    
    
",xuser1875054,https://image1.xcarimg.com/attachments/my/1/86/50/548_120.jpg,三星会员,3.75,外观,5,内饰,4,续航,3,空间,4,舒适,3,动力,4,操控,4,性价比,3,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/10/1,购车地点, [河北省],裸车价格,20万  (厂商指导价 20.99万),续航里程,390km,爱车简评,,,,爱车简评,因为我180高个子，然后看了雷克萨斯，感觉没啥缺点也没啥优点，老年人开开的。又看了奔驰，口碑差的雅痞直接否定，后来打算预定一辆宝马530，但是在机缘巧合下我刷抖音看到了这个电动车,爱车评价,[外观],回头率很高，我自己稍微小改一下，也不用备案，巨帅。,[不满意],[最满意],节假日经常断网（我不影响，基本都是听歌，不看电影的）其他小毛病可以忽略不计，因为可以服务无忧直接有人给你搞定,空间大，性能强起步秒杀90%的车子，内饰无敌，安全堪比沃尔沃，外观回头率很高，有辆电瓶车为了看我跟另外一辆电瓶车撞了。买了后，改变的不止是我的车，还有生活！以前每天晚上或者休息天，都在家玩英雄联盟或者炉石传说，现在天天跟车友到处玩，各种活动，真的无敌,[空间],空间很大，像我180高180重的人，坐四个轻轻松松，后备箱也很大！可以去看看实车,[舒适],[内饰],过滤装置是医用级别的！亲身体验！绝对可以！蔚来的东西用料做工方面很高的,真皮座椅，超纤维顶棚，绝对的高级感,[动力],动力绝对要甩油车十万八千里，真的不管是超车，提速，简直无敌,[操控],我是宝马车主平常开车很凶的，现在都服这个蔚来的操控，而且更爽！自己试驾过就知道了！！,[性价比],自从新能源崛起之后，我就一直在观察留意新能源车，也正好赶上换车，起初很忐忑，后来也是经过几个夜晚的辗转反侧才下的决定，爱驰U5真的超就帮,展开全部
"
    发表于  2020-12    

            
    
    
",xuser1875055,https://image1.xcarimg.com/attachments/my/1/86/50/550_120.jpg,三星会员,3.88,外观,4,内饰,4,续航,3,空间,4,舒适,5,动力,4,操控,3,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/10/1,购车地点, [河北省],裸车价格,20.5万  (厂商指导价 20.99万),续航里程,390km,购入用途,上班,购物,,,,爱车评价,[外观],就一个字：非常好看！一个字怎么会够，真的超级棒，属于那种开到大街上每个人都会盯着看很久的那种,[不满意],[最满意],有时候会开小差，另外如果说英文比如人名或歌曲名辨认度不高。偶尔会没有信号。,今年打算把国四的迈腾卖了，主要还是觉得10万公里了发动机开始有毛病了！起初我是想买亚洲龙混动的，可是内饰让媳妇贬的一文不值，哈哈，没办法工具车确实太丑了！后来带着媳妇兜兜转转看了宝马3、宝马5、A6L、CT6、XT6、图昂X，model3，小鹏P7.......过程持续了两个多月，还是没有决定。后来试驾了爱驰之后就迷上了他的动力！必须的！这点上汽油车和电动车没有可比性！,[空间],一般四人出行毫无压力！根同级别SUV车型储物空间相似，2800的轴距后排很舒服！,[舒适],[内饰],没有选装空气悬挂，可以调节软硬，感觉连续小颠簸回弹比较多，会有晕船的感觉,用料有诚意，做工比较精细，不要觉得是江淮代工的就不好！,[动力],不管是哪个模式下的加速都比油车快多了！,[操控],方向盘很轻，以至于我开回油车以为转向助力坏了呢哈哈,[性价比],同价位我觉得无车可出其左右！,
"
    发表于  2020-12    

            
    
    
",xuser1875055,https://image1.xcarimg.com/attachments/my/1/86/50/555_120.jpg,三星会员,4,外观,5,内饰,4,续航,4,空间,3,舒适,5,动力,4,操控,3,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/10/1,购车地点, [河北省],裸车价格,20.5万  (厂商指导价 20.99万),续航里程,400km,购入用途,上班,购物,,爱车简评,几辆车当中最满意的，事先是省钱，一天通勤要120公里，10块钱的电费就搞定啦，原来要100元这也是选择电动汽车的主要原因，其次是颜值高回头率超高，内饰和操控性能也非常满意，行驶在路上油门一点就立刻轻松超越过去,爱车评价,[外观],宽大的前脸设计是最吸引人眼球的！车灯设计线条流畅，特别是心跳尾灯独一无二，老远不开车标就能认出，有一种会呼吸 会心跳 这才是一辆有生命力的车。,[不满意],[最满意],车门的隔音效果不是太理想，下雨门玻璃上挂满水珠影响观看倒后镜时想升降玻璃把水刮下来，效果不好刮不干净。,我只管开不用考虑几年后电池的衰减而二次更换电池几万块钱吗？[闭嘴]终身质保又少了一大笔后期维护成本,,,[舒适],[内饰],座椅的调节要比其他车少了座位倾斜，只能上下调，感觉会窝在里面，空调设定温度后不能恒温，太冷时明显还有制冷或除霜的风吹在身上。,皮质座椅加2个大屏，升降可调方向盘，整体内饰比较完美,[动力],平常使用较多在节能模式但一点不影响提速，路上起步超车感觉真的好棒。,[操控],方向操控性能和奥迪差不多很灵活，油门踏板反应灵敏。,,,
"
    发表于  2020-12    

            
    
    
",xuser1875055,https://image1.xcarimg.com/attachments/my/1/86/50/557_120.jpg,三星会员,4.25,外观,5,内饰,4,续航,4,空间,3,舒适,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/10/1,购车地点, [河北省],裸车价格,22.8万  (厂商指导价 20.99万),续航里程,350km,购入用途,上班,购物,,爱车简评,要颜值有颜值，要空间有空间，要硬件有硬件，要服务有服务，价格实惠量又足！,爱车评价,[外观],外观霸气，作为颜值控，看不腻，在国产新势力里，设计感毫无疑问排第一。,[不满意],[最满意],刹车点头，日常行车就算缓慢刹停，也有比较明显的点头现象，影响舒适度，悬架调硬后，有所改善,加速性能优异，驾驶感挺高级。加速超车并线一气呵成毫无迟疑，一踩就有行云流水。过小坑滤震良好，给人厚实和高级感，另外过弯支撑很有信心。2、安静，胎噪小，车内听隔音做的好，同价位里算是优秀。3、颜值与实用并存。好看，这个不用多说，不管里还是外，和更高价位的车一起气势一点也不虚,[空间],充足的车内空间，5人乘坐一点也不憋屈，腿部空间充裕，带娃方便！后备箱储物能力强大！,[舒适],[内饰],适性占据很大因素，新车几乎没有异味，空气净化功能也让人更放心。 舒享套装内置香薰确实香，而且香的高级，内置3个香型，随意切换。方向盘座椅加热很快，但座椅通风在酷暑使用时感觉风量不及预期。,内饰足够豪华、舒适，用料足，细节上也到位，扶手箱、储物格底部都有绒底，比特斯拉确实强不少。,[动力],运动版性能足够使用，如果不开惯性能车的，确实足够用。性能版动力就过剩了。车快了车技也要提升噢！,[操控],操控不错，过弯信心足，另外虽然没有空气悬架，，软硬可调，过小坑滤震良好，给人厚实和高级感。当然能上性能版就更好了。,[性价比],能买到这个颜值、这个性能、这个舒适度以及服务的车，其实性价比不错了。,
"
    发表于  2020-12    

            
    
    
",xuser1875055,https://image1.xcarimg.com/attachments/my/1/86/50/559_120.jpg,三星会员,4.25,外观,4,内饰,4,续航,4,空间,5,舒适,4,动力,5,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/10/1,购车地点, [河北省],裸车价格,22.5万  (厂商指导价 20.99万),续航里程,300km,购入用途,上班,购物,,爱车简评,动力充沛，提速快，尤其是红绿灯路口，有一种优越感；车外观大气，有个性，识别度高；空间足够大，两排座椅，毫无压抑感，再配上全景天窗，乘坐舒适度高，家庭用车完全没问题，后备箱空间也是足够的大,爱车评价,[外观],看一眼就知道了，真的不错，大气，回头率超级高,[不满意],[最满意],.续航问题；满电状态下正常行驶350km左右；高速行驶约120KM/h时可行驶250-280km；针对城市用车及周边游没问题，偶尔的长途还是略有些担忧,"宏观方面，国家正在大力支持新能源汽车和新基建的发展，国内新能源汽车市场春天已来；根据国家新能源规划，到2025年，家用新能源汽车销售占比20%，随着充电桩的快速建设，电车的性价比和便捷性就会更加显现出来，应该是未来的发展趋势；个人方面，处于能源行业，对于新能源汽车有一点了解,而且爱驰也并没有让我失望，虽然大车驾驶的笨重感，也没有驾驶的不适感，整体驾驶体验感不错；智能化可视化程度高，通过APP可以远程监控和控制车辆状态以及充电桩，使用很方便",[空间],空间很大，家用完全足够，储物设计合理，还有个密码箱，各方面体验佳,[舒适],[内饰],座椅有点硬，但整体还好，各方面都很好，一个字，香,内饰有豪华感，用料也比较充分，皮质包覆部分较多,[动力],"动力充沛，跑高速也很稳,提速推背感明显，后劲十足",[操控],操控灵敏，指向性好，轻便，车道保持功能也很出色,[性价比],从后期用车成本来看，真的蛮省的，性价比不错，前期投入略贵,
"
    发表于  2020-12    

            
    
    
",xuser1875056,https://image1.xcarimg.com/attachments/my/1/86/50/561_120.jpg,三星会员,3.75,外观,5,内饰,3,续航,4,空间,3,舒适,4,动力,3,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/9/1,购车地点, [上海市],裸车价格,22万  (厂商指导价 20.99万),续航里程,380km,购入用途,上班,购物,,爱车简评,个人抱有比较强烈的爱国情结，2新能源汽车是大环境下的产物，而且爱驰可以说是国产品牌的佼佼者，3服务，做工，行驶质感各个方面都能吸引到你,爱车评价,[外观],帅气 好看，大气有个性 非常适合我本人审美,[不满意],[最满意],新车异味大，续航历程还是低尤其是冬天,今年十一期间从保定一人开车回东北，来回接近4000公里，第一没有感到里程焦虑，因为app里会有充电地图帮你解决充电路线问题。第二服务：1终身免费换电，换电不花钱；2长途不焦虑，免费异地加电，只要提前做好路途规划，邀约好加电车，就会有加电小哥提前等你到约定地点，而且加电小哥们还会帮你检查轮胎，检查玻璃水；3做工细节处理到位，很多人喜欢跟特斯拉做比较，首先要强调的是 真心的特斯拉做工完全不能比 第二内饰当面也是吊打，这里大家可以自己去现场对比；4行驶质感，我身边很多朋友都从奔驰 宝马 保时捷换成爱驰了，大家跟我感受特别相似，行驶感觉真的很安静，很舒服，如果你在考虑买车，建议你一定要去亲自试驾一下爱驰，真的跟传统的汽车有很多很多的不一样！,[空间],大，而且很舒服 满载情况下都不会觉得拥挤,[舒适],[内饰],舒服，座椅包裹性很好，支撑性也不错，喜欢,做工细致 没有味道，满满的高级感 朋友们都夸,[动力],动力方面没得说 加速随时响应，只要你敢加油，他就给你足够的速度,[操控],指向型非常不错 指哪打哪，但不建议你漂移，,[性价比],吊打同级别bba车型，做工，服务，后续花费,
"
    发表于  2020-12    

            
    
    
",xuser1875056,https://image1.xcarimg.com/attachments/my/1/86/50/562_120.jpg,三星会员,3.63,外观,4,内饰,4,续航,3,空间,4,舒适,3,动力,4,操控,4,性价比,3,购入信息,爱车车型,https://newcar.xcar.com.cn/m56569/,2021款爱驰U5 ING+,购入时间,2020/10/1,购车地点, [河北省],裸车价格,20.99万  (厂商指导价 20.99万),续航里程,390km,购入用途,上班,购物,,爱车简评,1.动力充沛，加速干脆不犹豫，跑得快刹得住，底盘挺舒服，电门线性，动能回收开习惯了以后不会很突兀；2.内饰豪华敢很强，比某些国产品牌和某一国外大牌强多了,爱车评价,[外观],看着不大其实不小，不影响舒适性。这个颜色也耐脏，适合懒人。相对于车头我更喜欢车尾，尾灯真漂亮。没有贴车衣，做了个镀晶，服务无忧的羊毛不能不薅。,[不满意],[最满意],电池的续航还是显得不足，尤其是冬天，日常通勤尚可，稍微远一些就力不从心了,.配置丰富，到了这个价位基本上该有的全有了，并且可以根据个人喜好定制选装，比较人性化，丰俭由己；.价格透明，打破传统4S店销售模式，不需要砍价,[空间],横向空间可以，纵向略显不足，个人感觉，后备箱倒是挺大。后排配置略显简单，出风口充电口小小的储物盒。后排座椅很宽，座椅软，支撑不够，膝部空间够用。后备箱深度和高度都很满意，隔板下有储物空间，遮物帘需要自己买。,[舒适],[内饰],坐进来非常舒服，基本上所触之处都是软的。前排双层玻璃，再加上是电机驱动，中低速非常安静。没有选装空气悬架，但目前的底盘滤震和支撑也已经挺好了。有PM2.5过滤。,我很喜欢，中控屏幕不算小，信息很丰富，还有快捷键设置。座椅软，舒服，支撑略差。新车有一些味道，买了炭包加通风1周后就好了。还有香氛系统可以选装。氛围灯颜色不多。扶手箱很深,[动力],动力绝对够用，加速有信心，超车更安全，瞬间峰值推背感及强,[操控],方向盘略重，指向准确，车身跟随性很好，开起来不觉得车大，刹车很稳。,[性价比],购车没有强制消费，还有好多小赠品和许多积分，这个挺好的。服务无忧略贵，但能买一个省心。车本身物有所值，当然如果更便宜一些就再好不过了。,
"
    发表于  2020-07    

            
    
    
",铁手走天涯梢,https://image1.xcarimg.com/attachments/my/1/85/12/194_120.jpg,三星会员,4.88,外观,5,内饰,5,续航,5,空间,5,舒适,5,动力,4,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m50269/,2020款爱驰U5 PRO,购入时间,2020/4/1,购车地点, [天津市],裸车价格,24.79万  (厂商指导价 24.79万),续航里程,503km,购入用途,上班,购物,接送小孩,爱车简评,爱驰U5前排驾驶座空间大并且设计合理，后排地板几乎没有凸出，家人反馈特别好。,爱车评价,[外观],我几乎是在4S店看到它的第一眼，就被这车霸气拉风的外观吸引了，满满的豪车感，视觉冲击力很强！,[不满意],[最满意],没什么不满意，我一直觉得自己选择的就是最好的。,外观和内饰的设计，满满的豪车感,[空间],对于这辆车的空间方面，我是非常满意的。前排驾驶座空间大并且设计合理，后排地板几乎没有凸出，家人反馈也特别好。,[舒适],[内饰],这车不管是开车还是乘坐都非常的舒适，因为空间大不顶头不顶腿，空调效果也很明显不会等半天，路况不好也不会太颠簸，总之我感觉坐着很舒服。,这辆车的内饰方面无论是配色还是设计都很年轻化，但与设计相比，我想最能吸引我的，还是这车的中控大屏。,[动力],这辆车的动力非常不错，完全能够满足日常的动力需要。尤其是等红绿灯的时候，起步的状态不错，超车也完全不会吃力，不会有什么顿挫感。,[操控],这辆车虽然外形看起来很大，但我开着很轻松很顺手，基本上没有感受到顿挫感。而且这车的方向盘也非常灵活，转向精准，底盘也比较扎实，通过性不错。,[性价比],萝卜青菜各有所爱，只要你喜欢，多少钱都值得。,
"
    发表于  2020-07    

            
    
    
",gh1569629052,https://image1.xcarimg.com/attachments/my/1/79/91/001_120.jpg,三星会员,5,外观,5,内饰,5,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m50269/,2020款爱驰U5 PRO,购入时间,2020/4/1,购车地点, [广东省],裸车价格,24.79万  (厂商指导价 24.79万),续航里程,503km,购入用途,上班,自驾游,,爱车简评,爱驰U5的内饰做工用料非常细致，材质手感也挺好，仪表盘很酷，设计很有运动感。,爱车评价,[外观],我的爱驰U5外观很帅，很上档次，整体造型非常有设计感，我个人还是比较喜欢的。提车第二天我就把车开去公司了，同事们都夸个不停，说也想去提一辆，我还是挺得意的，哈哈！,[不满意],[最满意],都买回来了，再想满不满意也晚了。,空间吧，我比较注重这些实用的方面，可以给日常生活带来很多便利。,[空间],我看车的时候是带着朋友一起去的，朋友200多斤，我让他坐在后排试一下感觉怎么样，他坐进去以后就跟我说了两个字：够大！而且这车的后备箱也很大，空间利用率比较高，我还是非常满意的！,[舒适],[内饰],这辆车的舒适性很不错，后排中间的地板是平的，没有凸起，坐在中间的人腿部不会有不适感，这一点我非常喜欢。,这辆车的内饰做工用料非常细致，材质手感也挺好，仪表盘很酷，设计的很有运动感，我挺喜欢这样的设计风格的。,[动力],这辆车的动力还是比较足的，我开车比较慢，开这辆车感觉起步挺稳，不会有很肉的感觉，而且后期提速也比较快，跑在路上贼带劲。,[操控],爱驰U5的操控还是挺不错的，尤其是这车的底盘很高，通过性很好，说实话当初买这辆车也是有这方面的原因的，开车时就不用担心底盘问题了。,[性价比],只要这款车，我喜欢的样子它都有，不管是外形、内饰还是性能，刚好满足我的需要，那对我来说性价比就是最高的。,
"
    发表于  2020-07    

            
    
    
",我爱牛市帜,https://image1.xcarimg.com/attachments/my/1/85/12/192_120.jpg,三星会员,5,外观,5,内饰,5,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m50269/,2020款爱驰U5 PRO,购入时间,2020/5/1,购车地点, [上海市],裸车价格,24.59万  (厂商指导价 24.79万),续航里程,503km,购入用途,上班,购物,自驾游,爱车简评,爱驰U5这辆车的车身线条非常流畅，优雅美观，属于越看越耐看的款型。,爱车评价,[外观],我很喜欢这辆车的外观设计，霸气时尚，一点也不显得小家子气，而且车身线条非常流畅，优雅美观，属于越看越耐看的款型。,[不满意],[最满意],自己选择的车子，没什么不满意的。,作为司机，我肯定最关注操控，我也确实是因为这车优秀的操控才决定入手的。,[空间],空间没什么好说的了，我177cm坐在驾驶座上，空间非常宽敞，后排比同级别的大部分车都要宽。,[舒适],[内饰],这辆车的隔音非常不错，市区行车车内还是比较安静的，不会感到很嘈杂，座椅的舒适性也很好，包裹性很强，符合人体工程学设计，坐久了也不会感觉太疲劳。,这辆车的内饰做工不错，刚买来的时候基本没什么异味，车内的音响设备也很好，声音立体度和饱满度都不错，座椅的腰部支撑也比较到位，我对内饰还是很满意的。,[动力],这辆车的动力对我来说够用了，起步不肉，只要愿意踩油门，总是第一个冲出去，开着空调跑感觉影响也不大，动力输出很平顺。,[操控],我没试驾过这辆车之前还挺怀疑的，试驾之后才知道，爱驰U5的确是做的非常好，开起来的感觉很踏实，平平稳稳，我非常满意。,[性价比],我没试驾过这辆车之前还挺怀疑的，试驾之后才知道，爱驰U5的确是做的非常好，开起来的感觉很踏实，平平稳稳，我非常满意。,
