publish,标题,名称,名称1,名称2,评分,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,评分18,标题19,信息,信息_链接,信息20,信息21,信息22,信息23,信息24,信息25,信息26,信息27,信息28,标题29,purpose,标题30,jia_text,标题31,信息32,图片,图片33,图片34,图片35,dw_22,dw_2236,dw_23,dw_2337,dw_1,dw_2,dw_238,dw_5,dw_539,dw_11,dw_3,dw_1140,dw_341,dw_4,dw_442,dw_6,dw_643,dw_7,dw_744,dw_8,dw_845,up_链接
"
    发表于  2022-03    

            
    
    
",外观的设计确实比较时尚，车子的颜值也确实比较高，整体的设计风格还是挺大气的，非常的给力。设计的比较前卫，有点像概念车的样子，整体的设计特别的漂亮，特别的大气时尚。,https://image1.xcarimg.com/attachments/my/1/93/31/512_120.jpg,xuser1943151,支柱会员,4.88,外观,5,内饰,5,续航,5,空间,5,舒适,4,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m61521/,2021款ID.6 CROZZ高性能PRIME版 ,购入时间,2021/9/1,购车地点, [河北省],裸车价格,33.48万  (厂商指导价 33.48万),续航里程,430km,爱车简评,,爱车简评,选择这款车的理由也是因为他的性能比较好，性价比还是比较高的，质量方面不错，品质方面都比较优秀。在对比了很多款车以后，才选择了大众这款车，主要是因为它的性能好，质量好，品质好，性价比各方面都不错。,实拍图片,爱车评价,https://img1.xcarimg.com//review/20220309/b758b0ad3031cbc85925a869cf2286c0.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/23052d1ef53c2b94601d2442b639a535.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/abc10c7d6894aa872b20e2f100f1ef61.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/4a5b0e9618308a0e9a36918e09d17920.png-169x127.jpg,[最满意],这款车的车身线条还是很好看的，比较给力，车身的颜色非常大气，最满意的还是它的续航里程430公里，冬天可能稍微有一点缩水，但是都属于正常情况。选车就该选择一台纯电动的车型，现在的趋势就是电动车的时代，纯电动的车型有一些优点，出行方便不限号，再加上没有购置税能省出很大的开支，这款车的性能确实非常的好。并且他的空间也比较大，乘坐起来也挺舒服的，头部和腿部的空间也挺充足，不会感觉到拥挤，后备箱的空间也挺大的，整体的使用空间是非常充足的，不会有任何的不舒服。,[不满意],最不满意的是这款车的悬挂稍微有点硬，再行驶起来会有一些颠簸感，不是特别的舒服。这款车开起来还是很舒服的，就是这一个小缺点，其他没有太大的问题。,[外观],[内饰],这款车它的内饰做工非常的漂亮，整体的内饰偏向于豪华感，更加的运动。内饰的做工比较好看，内饰的设计比较气派，非常的高端大气上档次。,[续航],不一样驾驶电耗不同，急加速的时候会有一些不同。冬季的时候可以达到430公里还是很可观的,,[空间],,空间还是挺大的，因为它的使用空间比较宽敞，包括他头部的空间，包括他腿部的空间都比较充足。空间表现非常好，整体的使用空间特别大，别看车子不算大，但是他的空间表现还是挺优秀的，开起来舒服。,[舒适],这款车它的舒适性还是非常好的，因为车子确实很棒，开起来很稳，座椅非常的软，但是缺点就是它的悬挂稍微有点硬，行驶起来还是会有一些颠簸，不是特别的舒服。,[动力],动力特别强，提速也很快，这是一台纯电动车型，所以在超车的时候也都非常的轻松，没有一点点的延迟。电动车在提速的时候都是非常快的，车子超车的时候也都很轻松，没有一点点的延迟。,[操控],这款车的操控性非常的好，因为方向盘的灵敏度挺高的，转向的时候也没有盲区。整体的操控性非常好，转向的时候也没有盲区，车子开起来很顺手，非常的稳。,[性价比],同价位车型也算是性价比比较高的性能比较靠谱，质量各方面都比较优秀。性价比特别的高的，在同级别车型里面也算是一个佼佼者。最起码这个价位还算可以，续航里程比较长。很棒的一台车。,https://newcar.xcar.com.cn/5197/review/comment-429220.html
"
    发表于  2022-03    

            
    
    
",外观我是挺喜欢的，毕竟当时买车其中一点就是冲着这个车的外观的，但是我更加想把这个门把手改成特斯拉那种的一按弹开的那种，感觉那样更好看 更有科技感,https://image1.xcarimg.com/attachments/my/1/93/31/511_120.jpg,xuser1943151,支柱会员,4.88,外观,5,内饰,5,续航,4,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m61521/,2021款ID.6 CROZZ高性能PRIME版 ,购入时间,2021/12/1,购车地点, [河北省],裸车价格,33.48万  (厂商指导价 33.48万),续航里程,440km,购入用途,上班,爱车简评,因为我不太懂车什么的，我选择这款车就那么几点，很简单的几点，我个人认为大众是一个很厉害的牌子，后期保养也便宜 ，在接着就是不想被限号，所以买个电动的。也没有啥特别多的想法,实拍图片,爱车评价,https://img1.xcarimg.com//review/20220309/3b322e09b69d35daa516d87cd6ceb279.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/f1c8908a8b44e8c29e22fc63ac9b4c2c.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/1ece63c554bd655c5e0b769e76604a71.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/703d19d5a6b4563d73982354e12bf177.png-169x127.jpg,[最满意],目前这个车开了没多少公里，还没有get到特别满意的点，但当时是外观吸引了我，所以现在感觉最满意的就是外观，对了还有内饰，换档的地方 是我最喜欢的了,[不满意],最不满意的可能就是这个车在冬天续航会短吧，毕竟我的小电车冬天续航少了一大截，咱也不知道冬天会少多少,[外观],[内饰],内饰感觉非常的OK，感觉大众的纯电内饰和烧油车的内饰差别很大，这个有更强的科技感，烧油的只能感受到全是塑料了，当然那种二三十万的就另当别论啦，,[续航],这个车的续航里程其实是在我接受范围内的，所以买了它，但是我也不知道以后这些专家们能不能解决冬天续航问题，因为我在北方生活所以冷啊，大冬天的能冻废掉。不知道我这新买的车抗不抗造了。,[充电],[空间],充满电的话续航440公里左右,空间方面对于我来说绰绰有余了，日常各种需求完全够用的，中央扶手箱也是蛮大的，反正女朋友的化妆品是装不满了，后备箱的空间还是比较让我经验的，因为这个车的外观让我认定他的后备箱空间不会太大，但是这个车后备箱的使用空间还是够够的。,[舒适],这个车舒适性挺好的，开过一次一小时的路程全程做起来不会觉得时间长了屁股僵硬，座椅挺舒服的再加上操控性好，所以全程开车都是蛮享受的过程，还有一点就是车子在加速行驶的时候，胎噪声，跟风噪声也不是特别的明显，车子内部的隔音效果也是非常不错的表现。,[动力],动力这方面来说的话，起步非常的轻盈，毕竟是纯电动车，轻点电门，动力能够立马响应，而且在堵车跟车行驶时能给我非常跟脚的动力输出，旁边车子基本不可能往我前面加塞，中后段的加速超车也没得说，动力杠杠的。,[操控],这台车开起来操控性还是很强的，目前我也开过不少大众车 不管是上汽还是一汽的大众我都觉得操控很强，指哪打哪，而且方向盘很轻，很灵活，我女票开起来都毫不费力,[性价比],大众车的性价比yyds，尤其是纯电的车，上绿牌，不限号，随便开还省油，而且大众车都保值，但不知道新能源的保不保值了，反正现在开着很开心了。,https://newcar.xcar.com.cn/5197/review/comment-429218.html
"
    发表于  2022-03    

            
    
    
",外观我感觉挺满意的，这台车的外观很有个性，特别是大灯很漂亮，然后从侧面看，车型也是非常的动感的，虽然是SUV车型，看上去却一点笨重感都没有。溜背式设计能够让这台车子跑起来更平顺，同时造型也非常的漂亮，尾部是一体式的尾灯，动感十足。,https://image1.xcarimg.com/attachments/my/1/89/82/440_120.jpg,gh1621131575,支柱会员,4.88,外观,5,内饰,4,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m61521/,2021款ID.6 CROZZ高性能PRIME版 ,购入时间,2022/1/1,购车地点, [重庆市],裸车价格,33.48万  (厂商指导价 33.48万),续航里程,460km,购入用途,上班,爱车简评,买车最先看的肯定是外观，首先外观是要符合自己的审美的，这台车看过之后真的是印象深刻，因为外观确实是太漂亮了，然后价格也是符合自己的预算,实拍图片,爱车评价,https://img1.xcarimg.com//review/20220309/49c153cc6e8c77c99909cb5b3596f4f1.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/794d7156384d852326ce6b506ea2f29e.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/5920248573d267a9043a34e00dda9123.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/f129cb1f67fd9eae3959a79d2fe6986f.png-169x127.jpg,[最满意],买车最先看的肯定是外观，首先外观是要符合自己的审美的，这台车看过之后真的是印象深刻，因为外观确实是太漂亮了，然后价格也是符合自己的预算，内饰方面也是很不错的，综合各方面的考虑就选择了这款车。空间挺宽敞的，驾乘很舒适，这台车的后备箱很宽敞，自驾游放行李没有任何问题。,[不满意],让我觉得不是很满意的一点就是它的内饰有异味，这一点是让我觉得不是那么满意的地方。,[外观],[内饰],内饰挺漂亮的，立体式的中控屏幕很时尚。主副驾中间的地方看上去非常的规整。天窗的面积挺大的，所以车内的光线挺通透的。让我觉得不是很满意的一点就是它的内饰有一些异味这一点是让我觉得不是那么满意的地方。,[续航],能耗挺满意的，比汽油车是省多了，而且对于我们的生存环境也是尽了自己的一份力量。国家现在对于节能减排这块也是很重视，对新能源车也是大力支持，我感觉新能源车确实不错，选择新能源车算是利人利己的事情。续航可以达到460公里我觉得就是不错的了,,[空间],,空间挺宽敞的，驾乘很舒适，这台车的后备箱很宽敞，自驾游放行李没有任何问题。,[舒适],舒适度我觉得很不错，这台车开起来挺稳的，遇到一些弯路也不会觉得很晃。而且座椅也挺舒服的。对背部和头部的支撑都不错。,[动力],动力很不错，这台车跑高速都没有问题，提速也挺快的，所以对于它的动力很满意，,[操控],方向盘很容易驾驶，转动也挺轻松的，油门刹车的反应也很灵敏。驾驶非常的舒适。多种驾驶模式可以选择，可以根据自己不同的需求切换，可以兼顾到动力和能耗。,[性价比],性价比我觉得是挺不错的，而且配置也是比较丰富的，当时买车的时候也看了不少的车，包括一些日系合资车呀，还有一些国产的新能源，但是还是感觉这台车更合我的眼缘，外观看上去更加的漂亮，而且当时对比的时候也发现，这台车其实在各方面的表现都属于比较均衡的，没有说特别有缺陷的地方，所以整体感觉这台车性价比还是很不错的。,https://newcar.xcar.com.cn/5197/review/comment-429215.html
"
    发表于  2022-03    

            
    
    
",外观设计比较的前卫很带有科技感，会给人比较大气的感觉，前面大灯跟后面尾灯都很漂亮，特别在晚上打开灯光的时候很好看，在晚上拍车的照片很有有大片的感觉随便拍拍都可以拍出大片质感,https://image1.xcarimg.com/attachments/my/1/93/31/510_120.jpg,xuser1943151,支柱会员,4.88,外观,5,内饰,4,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m61521/,2021款ID.6 CROZZ高性能PRIME版 ,购入时间,2021/11/1,购车地点, [广东省],裸车价格,33.48万  (厂商指导价 33.48万),续航里程,450km,购入用途,上班,爱车简评,买这辆车是觉得它的外形是符合我的审美的，然后长期使用的话，经济上面会比燃油车减轻很多因为毕竟现在油价这么高了，你充电的话，长期使用会比较的省钱,实拍图片,爱车评价,https://img1.xcarimg.com//review/20220309/550668ead52b2087d812ef6c1b7757fc.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/ea897dc815bec20d7c6349be8e136a55.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/c7fb534de51aa7a47abbe9500e7f545f.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/459788911bc7969d8347edc9a5d72f2b.png-169x127.jpg,[最满意],不得不说，这车开起来真的非常舒服，他的机电声音听起来很安静，，声音安静很多，还有这辆车，我非常满意的，就是他整个内饰的话，设计非常有科技感，整个大屏幕非常非常的大气整个的感觉就非常有气质，，然后这辆车的舒适度我也是蛮喜欢的，座椅挺高的，而且的话，腿部会比较舒服，特别是跷二郎腿，也没有大的问题，头部空间也非常的宽敞,[不满意],不满意的地方，这辆车在平时开空调的时候耗电会比较快，还有新车刚买来有一点气味,[外观],[内饰],内饰部分设计挺好看的，比较的年轻时尚靓丽，而且整个的颜色搭配很时尚，就是感觉用料部分有点简陋，硬塑料挺多的，有点硬手感硬邦邦,[续航],能耗挺低的，充一次电大概可以跑个450公里左右吧，充满电也非常快，一个晚上就能把电充满,,[空间],,这辆车的空间是非常大的，它的储物空间非常非常多，很好放东西，然后后备箱也可以放好几个行李箱之前有一次去我丈母娘家带回来，很多特产车都塞下了，我觉得还是很棒的，我身高一米八左右，头部空间大概有三拳头的距离吧，还是非常不错的,[舒适],舒适度不错，座椅的用料材质我都很喜欢，而且很宽大，比较符合人体整个室内的空气氛围都很好，空气很清新，然后车内的隔音也非常不错，在车内听音乐是蛮享受舒服的,[动力],动力非常不错，油门特别轻巧，轻轻一点速度就能起来，推背感也有而且这辆车开起来非常平顺，一点顿挫感都没有，非常非常的丝滑,[操控],操控比较的轻松，方便，然后方向盘的转向非常的轻巧，方向指哪打哪，在开车过程中会比较的舒服，底盘也非常的稳定而且这辆车的一些辅助功能安全驾驶功能都特别特别方便，好用，,[性价比],"充满一次电大概也就几十块钱而且这辆车保养维修也特别的方便，不用花太多的钱，上次去买车的时候刚好碰到活动，优惠力度还蛮大的，这一点我觉得非常不错,整辆车的综合使用方面都很不错，空间外观动力都很令我满意，特别是这辆车开出去的话比较亮眼，回头率特别高，然后在市区上下班高峰堵车的时候开也非常不错，充一次电大概就50块钱的样子很便宜很经济，而且新能源车子比较灵活，开起来很方便，特别保养这一块一年只要花几百块检查一下就可以了特别好然后服务商的售后服务非常体贴",https://newcar.xcar.com.cn/5197/review/comment-429213.html
"
    发表于  2022-03    

            
    
    
",从外观设计从整体风格上来看，可以发现它更多的是采用圆润饱满的造型风格，取代了大众原来直棱直角的设计特点。从外观设计从整体风格上来看，可以发现它更多的是采用圆润饱满的造型风格，取代了大众原来直棱直角的设计特点。,https://image1.xcarimg.com/attachments/my/1/93/31/509_120.jpg,xuser1943150,支柱会员,4.88,外观,4,内饰,5,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m61521/,2021款ID.6 CROZZ高性能PRIME版 ,购入时间,2021/10/1,购车地点, [天津市],裸车价格,33.48万  (厂商指导价 33.48万),续航里程,450km,购入用途,上班,爱车简评,当初我选这台车主要是因为当地会限行，汽油车跑下来成本比较高，这款车经济实惠，公司楼底就有充电桩，充电也比较方便。,实拍图片,爱车评价,https://img1.xcarimg.com//review/20220309/0ff9a67c59a44fddf92c042eeaf71205.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/5ae54525ea95043a29123cf3b98d89c5.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/98102ca873783d5e9fd81d79dfe43edc.png-169x127.jpg,https://img1.xcarimg.com//review/20220309/4af35fb09c2fd136ab14de6aecadc87c.png-169x127.jpg,[最满意],最让我满意的就是这台车的外观、空间和性价比等方面吧。九零后的我们喜欢它青春动感时尚的造型设计，乘坐空间我们一家三口人使用很合适，车子的价格相对来说还不错，只要自己喜欢我觉得性价比就合适吧。,[不满意],个人感觉车的底盘有点低，再高点就好多了。,[外观],[内饰],这款车子内饰方面，无论是前排还是后排，做工都是非常精细的，没有粗糙感，触感也是很舒适的。而且最主要的是用的材质非常好，整个车内没有难闻的气味。,[续航],整体上来说，电池的续航里程还是不错的，我一般跑450公里左右就充电，避免要走远点的地方，电量不够用。,,[空间],,后排不管是座椅舒适度、腿部头部空间，还有空调、充电口的配置都很到位，最起码到现在也没听到家里人抱怨一句不舒服。,[舒适],舒适性我觉得乘坐感还是很不错的，而且整个车子内部给我的感觉也非常的舒服，放心，安全感也很强，我整个人坐在车内他的舒适性真的就是我想要的那种感觉。,[动力],日常代步使用绰绰有余，平常开着它跑在市里也能够给我省些时间，每次在等红绿灯它都可以很快的冲出去，动力说来就来反馈很积极。续航也够用，要是不出远门只是通勤用的话10天半个月充次电就可以,[操控],这款车子的操控性还是可圈可点的，平常我开车比较佛系。对于我来说调教的还是非常适合我的，因为我开车的时候喜欢方向盘偏沉一点感觉的。我开车的时候就会搭一点手劲儿在方向盘上。而且整个方向盘也非常的好把控。对于我来说还是非常贴心的配置了。操控性很不错我很喜欢,[性价比],其实我关注新能源车子好久了，之前不太敢下手，毕竟也算是新鲜事物的起步阶段，现在技术基本也成熟了，基本上也得到了全世界的认可，而且路上跑的绿牌车也是越来越多，续航能力也是越做越久，我也解除了很多心理上的顾虑，买新能源还是不错的选择，环保又实惠。,https://newcar.xcar.com.cn/5197/review/comment-429211.html
"
    发表于  2021-12    

      
        
    
    
",ID6C具有7座SUV的长车身，外观俊朗，做工出众，与BBA等在一起时也不失其英气。,https://image1.xcarimg.com/attachments/my/1/92/12/777_120.jpg,xuser1931277,三星会员,5,外观,5,内饰,5,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m61520/,2021款ID.6 CROZZ首发版,购入时间,2021/5/1,购车地点, [广东省],裸车价格,27万  (厂商指导价 27.88万),续航里程,576km,购入用途,上班,爱车简评,大众也是大品牌，做工精细.续航显示准确，长续航，充电速度快；,,爱车评价,,,,,[最满意],大空间，装载物品多；驾乘舒适，平稳、扎实,[不满意],1、不符合国内用车习惯。主驾位离人，自动断电，车内空调的使用时间最长才60分钟。2、没有220V电源输出功能。,[外观],,,,,,,,,[舒适],交了意向金，转大定之前，让我家老板跟着一起去试乘试驾，我家老板对ID6C的大空间、大天幕、过坑时的滤震等表现是赞不绝口，当即指示交了大定。国企期间，带着两个老人，半环渤海自驾，没有发生晕车等情况，舒适性较好。☆PM2.5过滤装：自带空气净化器和负离子功能，能快速降低车内的PM2.5。座椅加热：ID6C的首发版，前排、中排座椅都有加热功能！☆第三排舒适性：ID6C的第三排底下是电机和电池，空间偏小，供应急之用。自提车以后没有使用过，一直处于折叠状态。远程空调：对ID6C的手机APP远程控制的远程空调功能，超级喜欢。每天在开车之前的10分钟，提前在手机APP上开启远程空调，当走到车里时，已经自动换完风并把温度调整到舒适温度。,[动力],动力：相对于253，因2.4吨的自重，ID6C的动力稍显偏肉，但还可以说得上‘随叫随到’。作为一个7座SUV，这个动力算是合格的。跑高速：从8月10日提到车之后，先后于8月底、9月中旬、十一期间先后跑了三次长途。开上长途之后，感觉ID6C非常扎实、沉稳，没有了之前253的那种飘逸的感觉（遇到大风发晃），给车上的人非常大的安心和信心。上坡动力：ID6C是后轮电机驱动，在上坡等场景下具有天然的优势。十一期间回东北老家，赶上修桥断路，ID6C高底盘（相对于253）和强劲动力，轻松的通过了V字型的泥坑路。,,,,,javascript:;
"
    发表于  2021-12    

      
        
    
    
",第五部车了，换不重样的色，醒黛兰很有魅力，给人很贵的感觉就是容易脏。要勤洗车。,https://image1.xcarimg.com/attachments/my/1/92/12/766_120.jpg,xuser1931276,三星会员,5,外观,5,内饰,5,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m59344/,2021款ID.6 CROZZ长续航PRO版,购入时间,2021/5/1,购车地点,广州市健稳汽车贸易有限公司 [广东省],裸车价格,27万  (厂商指导价 27.98万),续航里程,575km,购入用途,上班,爱车简评,性价比永远没满分，感觉这车后面还会降价。电池肯定会升级的吧。,,爱车评价,,,,,[最满意],用电便宜，送三千电卡。起步平顺有力，超车收放自如。NVH还算可以。配置较为丰富，有360全景。,[不满意],充电时间过长，比起加油慢多了。开空调和不开空调对续航影响大。在路况不好的路段车身晃动大，没有轿车的安定感,[外观],[内饰],内饰没特别感觉，反正没那种惊艳的感觉。空调没有实体按键，使用不是很习惯。,,,,[空间],,7人满载就是7座车给人最大的那种满足感和超值感，五座车是做不到的。,[舒适],大部分场景还是舒适的，就是一些比较粗糙的路面滤震和安定感还差些。更进一步体会到奥迪和大众毕竟是定位不同的品牌。,[动力],加速平顺。但没有那种很强烈的加速推背感。,[操控],操控中间偏上，变线挺畅快的，不拖泥带水。,,,
"
    发表于  2021-12    

      
        
    
    
",不知道别人怎么看ID6CROZZ，我是很喜欢这台车的外观，很酷很有型，比同门的ID6x要好看点，个人感觉,https://image1.xcarimg.com/attachments/my/1/92/12/765_120.jpg,xuser1931276,三星会员,5,外观,5,内饰,5,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m59344/,2021款ID.6 CROZZ长续航PRO版,购入时间,2021/5/1,购车地点,广州市健稳汽车贸易有限公司 [广东省],裸车价格,27万  (厂商指导价 27.98万),续航里程,575km,购入用途,上班,爱车简评,性价比超高，终身免保养，第一年还免费充电，还免费送充电桩，免费安装！,,爱车评价,,,,,[最满意],ID6最满意的还是操控吧！开起来和燃油车的感觉一样，油门响应很线性，方向盘轻重适中，大众开习惯的我，很适应这...,[不满意],最不满意的就是提车一周出现的各种故障以及吓人的警报声了。具体的跟大家讲讲提车后的所有遭遇吧：从购车到提...,[外观],[内饰],内饰味道还可以接受，希望有毒有害气体能达标吧,,,,[空间],,ID6的空间还是可以的，七座的时候后排就没有优势了，将将够用！如果是无座情况下，还是非常不错的，可以翘着腿，后备箱也很大！第二排放倒也很平整，出去玩可以临时休息很惬意！由于没有拍空间的图片就用外观图代替了,[舒适],舒适型还不错，很稳重，就是车大轴距长了灵活性操控感就丢失了一些,[动力],由于是大suv车，车本身也挺沉，2.3吨，所以和纯电动车的加速很快的比，的确没啥优势！但是从开惯油车的角度来说，动力还是很充沛的，提速超车没啥问题，嗖嗖的,[操控],操控灵活，转弯半径很小，这么大的车，称得上相当灵活，就是不知道前轴的强度怎么样，要是速度快的话，猛打方向会不会断轴，这个的确是个问题,,,javascript:;
"
    发表于  2021-12    

      
        
    
    
",第五部车了，换不重样的色，醒黛兰很有魅力，给人很贵的感觉就是容易脏。要勤洗车。,https://image1.xcarimg.com/attachments/my/1/92/12/764_120.jpg,xuser1931276,三星会员,5,外观,5,内饰,5,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m59344/,2021款ID.6 CROZZ长续航PRO版,购入时间,2021/4/1,购车地点,广州市大吉汽车销售服务有限公司 [广东省],裸车价格,27万  (厂商指导价 27.98万),续航里程,575km,购入用途,上班,爱车简评,性价比永远没满分，感觉这车后面还会降价。电池肯定会升级的吧。,,爱车评价,,,,,[最满意],用电便宜，送三千电卡。起步平顺有力，超车收放自如。NVH还算可以。配置较为丰富，有360全景。,[不满意],充电时间过长，比起加油慢多了。开空调和不开空调对续航影响大。在路况不好的路段车身晃动大，没有轿车的安定感,[外观],[内饰],内饰没特别感觉，反正没那种惊艳的感觉。空调没有实体按键，使用不是很习惯。,,,,[空间],,7人满载就是7座车给人最大的那种满足感和超值感，五座车是做不到的。,[舒适],大部分场景还是舒适的，就是一些比较粗糙的路面滤震和安定感还差些。更进一步体会到奥迪和大众毕竟是定位不同的品牌。,[动力],加速平顺。但没有那种很强烈的加速推背感。,[操控],操控中间偏上，变线挺畅快的，不拖泥带水。,,,
"
    发表于  2021-12    

      
        
    
    
",外观还是很不错的，车身线条流畅，前后左右无论从哪边看都很大气！,https://image1.xcarimg.com/attachments/my/1/92/12/763_120.jpg,xuser1931276,三星会员,5,外观,5,内饰,5,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m59344/,2021款ID.6 CROZZ长续航PRO版,购入时间,2021/5/1,购车地点,广州市锦众汽车贸易有限公司 [广东省],裸车价格,27万  (厂商指导价 27.98万),续航里程,575km,购入用途,上班,爱车简评,性价比超高，终身免保养，第一年还免费充电，还免费送充电桩，免费安装！,,爱车评价,,,,,[最满意],新能源车子最吸引的还是不用在排队去加油站，也不用再去考虑油价高低，还有就是空间大，自从有了宝宝，换车是为...,[不满意],不满意的还是车机系统会掉网，门锁的话，有时候用钥匙有时候用无钥匙，感觉摸不透到底用什么开。,[外观],[内饰],传统印象中的大众都是塑料件，但是id6crozz几乎都是皮包，看起来很上档次。,,,,[空间],,空间整体还是非常大的，二排很大，三排的话，应急是没问题的。,[舒适],中大型suv舒适性还是可以的，座位材质也可以。,[动力],动力相对于街道普通汽油家用车来说，随便崩（并不是一直在地板油）只是表达动力足够。,[操控],最意想不到的是，接近5米的车长，转弯半径很小，一般路口一把方向到底就过来了，而且开起来的时候除了没有汽油车的发动机声，整体开跟油车还是差不多的。,,,
"
    发表于  2021-12    

      
        
    
    
",越来越顺眼了，大而不臃肿，线条流畅自然，ID.6和4俩兄弟一个居家一个科技感十足，真不错。,https://image1.xcarimg.com/attachments/my/1/92/12/762_120.jpg,帆帆事实,三星会员,5,外观,5,内饰,5,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m59344/,2021款ID.6 CROZZ长续航PRO版,购入时间,2021/4/1,购车地点,广州市安捷鑫众汽车有限公司 [广东省],裸车价格,27万  (厂商指导价 27.98万),续航里程,575km,购入用途,上班,爱车简评,性价比超高了，直逼国产三四线，估计要换了磷酸铁锂电池，价格再一刷，那某些品牌怕是扛不住。,,爱车评价,,,,,[最满意],驾驶起来就是一个大排量CVT油车的感觉，平顺有力！超级省钱，购置税，厂家免息分期，保险补贴，充电补贴等加一起都...,[不满意],车机系统有待提升。德国人比较保守。偶尔会有联不上网，升级最新版以后好了。,[外观],[内饰],大众一贯的风格，加上大屏加持，妥妥的。最重要的是，方向盘上的小屏幕真有用。听说某拉需要自己买哦。,,,,[空间],,空间：七座，第二排调好，最后一排坐大人能坐下，我180斤的吨位都没问题。后备箱超大，特别是不开第三排的时候。后备厢容积：搬家绝对够用，不用找货拉拉了。家人乘坐评价：小孩子非常喜欢，第三排专属。,[舒适],空间一大真的舒适度就上来了，这玩意儿跟房子似的，小了哪哪儿都挤。再加上舒适性配置，后排还角度可调，纯平地板。,[动力],家用车，安全舒适最重要，买这车估计没人要飙车吧？变道超车平常都很够用。毕竟纯电输出。,[操控],后驱车，转弯比小车还舒服。感觉不出5米的大身板。,,,
