publish,标题,名称,名称1,名称2,评分,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,评分18,标题19,信息,信息_链接,信息20,信息21,信息22,信息23,信息24,信息25,信息26,信息27,信息28,标题29,jia_text,信息30,dw_22,dw_2231,dw_23,dw_2332,dw_1,dw_133,dw_2,dw_234,dw_5,dw_535,dw_3,dw_336,dw_4,dw_6,dw_637,dw_8,dw_838,up_链接,up,dw_11,dw_1139,dw_7,dw_740
"
    发表于  2021-11    

      
        
    
    
",有噪音的问题，其他方面就挺好了，特别是悬架和减震器的性能很不错，在过一些坑坑洼洼的路时，车身的震动也不太明显。,https://image1.xcarimg.com/attachments/my/1/91/99/154_120.jpg,xuser1929915,用户被禁止发言,4.38,外观,5,内饰,4,续航,4,空间,4,舒适,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m62518/,2021款AION VPlus 70 智领版 磷酸铁锂,购入时间,2021/3/1,购车地点, [陕西省],裸车价格,17万  (厂商指导价 18.76万),续航里程,445km,购入用途,开着舒服，坐着也舒服，这也是我买车最基本的要求，目前来看，这台车做得很到位。,爱车评价,[最满意],我对这台车满意的地方还是挺多的，毕竟我也是考虑了很久才买下的它。这些满意的地方，其中让我认为最为突出的就...,[不满意],基本上没什么大毛病，但是也不是说完美无缺的，还是有两个小缺点的，一个就是刚买来的时候，新车有一些气味，然后...,[外观],这台车看起来很顺眼，这一点比一些夸张的造型要重要得多。,[内饰],车里的设计也和外观一样，看起来比较淳朴，但是也挺年轻动感的，挺符合我的审美，就是内饰的材料有一点气味。,,,[空间],空间还是挺让我满意的，这台车虽然看起来不是很大，但是内部的空间设计很有亮点，所以利用率也比较高。,[舒适],[动力],踩一脚上去，这种动力的感受好像比燃油车还要猛烈一点。后期的加速也挺好的，没有什么卡顿感。,[性价比],性价比挺好的，这台车子总体来说是不算贵的，实力也比较强，很符合家用的条件。,javascript:;,展开全部,,,[操控],方向盘这种指哪打哪的精准度，是让我很满意的地方。这台车子还具备了很多高级的辅助操控配置，比如360度全景影像，还有自适应巡航系统。
"
    发表于  2021-11    

      
        
    
    
",开着舒服，坐着也舒服，这也是我买车最基本的要求，目前来看，这台车做得很到位。,https://image1.xcarimg.com/attachments/my/1/91/99/150_120.jpg,xuser1929915,用户被禁止发言,4.5,外观,5,内饰,5,续航,4,空间,5,舒适,5,动力,5,操控,4,性价比,3,购入信息,爱车车型,https://newcar.xcar.com.cn/m62518/,2021款AION VPlus 70 智领版 磷酸铁锂,购入时间,2021/3/1,购车地点, [西藏省],裸车价格,17万  (厂商指导价 18.76万),续航里程,455km,购入用途,方向盘的设计大小正合适，而且这种风格也挺舒服的，精准度也很不错。,爱车评价,[最满意],操控方面真是太棒了，方向盘握在手里大小适中，开起来也很顺手，转向的时候没有任何压力，而且还有这么多的智能...,[不满意],我这个人比较讲究氛围感，个人感觉这台车的内饰设计有点简单化了，不够个性。,[外观],很大气的外观，比我看到的其他纯电动车都要好看得多。,[内饰],在环保方面，我觉得做得还是挺到位的，新车也没闻到难闻的气味。做工也不错，能够看出很多地方的缝线比较精细，但是设计方面就稍微有点平淡了。,,,[空间],说的是紧凑型车，但我感觉这车的空间还是挺宽敞的，乘坐和驾驶都足够大。装载能力也不错，外出购物的时候，能一次拉不少的东西。,[舒适],[动力],真的不要小看纯电动车的动力，原来的老观念看来要颠覆了，这台车跑起来真是杠杠的，很有劲。,[性价比],这车整体的表现还是挺好的，虽然用车的时间不算长，但我感觉用着得心应手，是生活中的好帮手和好伙伴。,javascript:;,展开全部,,,[操控],操控部分是让我最满意的地方。车子除了开起来很轻松之外，还有这些操控配置增加了不少乐趣，比如说三种驾驶模式的切换，就可以让你有不同的体验。
"
    发表于  2021-11    

      
        
    
    
",如果没有噪音的问题，这台车的舒适性就完美了，座椅的配置足够高级了，坐在上面感觉温暖又舒适。,https://image1.xcarimg.com/attachments/my/1/91/99/147_120.jpg,xuser1929914,用户被禁止发言,4.88,外观,5,内饰,4,续航,5,空间,5,舒适,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m62518/,2021款AION VPlus 70 智领版 磷酸铁锂,购入时间,2021/3/1,购车地点, [山东省],裸车价格,17万  (厂商指导价 18.76万),续航里程,445km,爱车简评,这个车作为一个电动车，我觉得一定回因为这炫酷的外观吸引一批颜值粉。不过我觉得这个车前脸要是没有那个进气格栅就好了，有这个进气格栅就感觉有个号怪怪的。,爱车评价,[最满意],第一个就是这车的颜值是比较高的，开着出去感觉特别拉风。第二个就是这车的续航里程还是挺不错的，能跑到580km以上了。,[不满意],基本上没什么大毛病，但是也不是说完美无缺的，还是有两个小缺点的，一个就是车子的内饰设计不够亮眼，再一个就...,[外观],很新潮的外观，整个造型看起来很养眼，颜值高,[内饰],内饰的设计风格是属于简单大气的，我觉得有点太简单了，虽然用起来很顺手，但是就缺少了那么一点气质和个性。,,,[空间],我一个人使用的话，肯定是非常宽松的，全家出游的时候，车里的空间也不会拥挤，后备箱还能放一些比较大的户外工具。,[舒适],[动力],作为上下班代步的时候，市里的路况是不太好的，而且红绿灯的路口也比较多，这台车的好处是加速挺快的，起步也很迅速。,[性价比],说到性价比，我认为这台车子的表现还是非常不错的，我喜欢这种踏踏实实，经济又实用的车型。用这台车用这台车子已经很顺手了，它让我的生活节奏加快了不少。,javascript:;,展开全部,,,[操控],方向盘的设计大小正合适，而且这种风格也挺舒服的，精准度也很不错。
"
    发表于  2021-11    

      
        
    
    
",座椅坐垫的这个印度可以说是恰到好处了，支撑性和包裹力都很不错，即使是长时间的乘坐或者是驾驶，也不会带来明显的疲惫感。在中速和低速的时候，车里几乎没有任何的噪音，到了高速的时候，稍微有一点噪音，但是影响也不是很大。空调的表现很不错，4月份买车经历了春天和夏天，特别是今年的夏天，又是比较炎热的，空调的制冷效果很好，而且还有单独的后座出风口，能够进行温度分区控制，可以兼顾到男女老少的习惯和身体。,https://image1.xcarimg.com/attachments/my/1/91/99/131_120.jpg,xuser1929913,用户被禁止发言,4.63,外观,5,内饰,4,续航,5,空间,5,舒适,4,动力,5,操控,5,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m62518/,2021款AION VPlus 70 智领版 磷酸铁锂,购入时间,2021/4/1,购车地点, [山西省],裸车价格,17万  (厂商指导价 18.76万),续航里程,435km,购入用途,内饰做的还算不错啊，给我的感觉就是很有科技感的，内饰的材料装修也是比较好的，我也是挺喜欢他的这一个内饰装修的。,爱车评价,[最满意],二胎家庭就需要一个宽敞的空间，这台车的空间正好就满足了我们的家庭需要。一般的车型，驾驶室的空间都设计得挺...,[不满意],不太满意的地方还是新车，刚入手的时候，车里的这股塑料的气味不太好闻。因为家里的孩子比较小，所以对这种异味...,[外观],我们一家人都挺喜欢这台车子的造型，可以说是统一了我们的审美吧。除了设计比较突出之外，做工方面也挺好的，全车的车漆喷涂均匀一致，钣金件的做工也没有出现缝隙过大的情况。,[内饰],这辆车的科技感也可以从内饰方面体现出来。一坐下映入眼帘的是一块大大的连屏，看起来非常的大气。而且在使用的过程中我也确实感受到了这个屏幕的实用性和智能性。中控台的设计也是采用了一个悬浮设计。在给底下腾出来一个比较不错的储物空间之外，也给整个内饰增添了一点科技感和设计感。另外这个车是中国首款的5g车型，我觉得没有人会不爱吧。各种按键的设计也比较合适，我上手很快就可以使用的很轻松了。多功能的方向盘也给我的使用带来了很多便利和乐趣。,,,[空间],这台车子虽然在尺寸的设置上是属于一台紧凑型suv，但是在使用的时候，并没有感觉到空间方面有任何的紧凑感。驾驶室的空间就不用说了，一坐在座椅上，就会感觉前方有一个很开阔的视野。我的身材算是比较高大的，1m81的个子坐在座椅上，头部距离顶部还有一拳多的距离，腿部的前方也有两拳左右的距离吧。更让我感到满意的是，后排座椅比较宽敞，一般是老婆带着小儿子坐在后排的座椅上，旁边还放了很多玩具，出行确实是轻松了不少。,[舒适],[动力],带着家人外出的时候，我开车还是比较温柔的，一家四口出行，最重要的就是安全第一了。这台车子在动力方面的表现，给我的感受最深的，并不是一开始起步的推背力，而是后期加速的平顺性。这种推背的感受只是一时，而这种平顺性才才是最难得的。从低速转为中速，再慢慢升为高速，整个过程。就是行云流水般的顺畅，没有任何的卡顿，坐在车里的乘客没有什么感觉，速度就已经升起来了。,[性价比],性价比就要和别的车比较，对于这个价位的车我觉得能把空间动力等都做的这么好的找不出来几个吧。所以我觉得这个车的性价比这样来看还是很高的。,javascript:;,展开全部,,,[操控],操控上这款车的L3级别的自动驾驶真的是一个很大的亮点。当然实际在使用过程中我是没有使用不过这个技术还是很吸引我的。这辆车我在开的这段过程中感受到的是这辆车的一个听话。就是方向盘你往哪里打多少这个车就是很精准的给你反馈多少。而且方向盘的的粗细也很合适手握起来的感觉是很好的。
"
    发表于  2021-11    

      
        
    
    
",除了达到一定速度后，会听到噪音之外，这台车子的其他舒适性方面表现得都挺好的，尤其是座椅的设计让我很满意。不仅有充实又柔软的坐垫，而且靠背的设计也很科学，对人体的腰部和背部都有强有力的支撑。,https://image1.xcarimg.com/attachments/my/1/91/99/123_120.jpg,xuser1929912,用户被禁止发言,4.13,外观,5,内饰,4,续航,4,空间,4,舒适,4,动力,4,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m62518/,2021款AION VPlus 70 智领版 磷酸铁锂,购入时间,2021/3/1,购车地点, [陕西省],裸车价格,17万  (厂商指导价 18.76万),续航里程,445km,购入用途,内饰的设计称不上有多么的豪华感，但是也不会有那种让人觉得很单调和枯燥的感觉，我个人是更希望这辆车在设计上，能够更加的丰富一点，提高它的科技含量，让这辆车的档次再次得到一个提升。,爱车评价,[最满意],在现在讲究性价比的时代，一台车子还能在颜值方面下了这么多的功夫，确实是挺难得的。这台车子首先来说就是价格...,[不满意],有一个不太满意的地方，就是后排的空间有一点局促。其实做三个正常身材的成人还是可以的，腿部和头部的空间也比...,[外观],没想到现在十几万的车子，竟然做的如此细致和高级了，特别是一些细节的地方，比如说这个后视镜吧，功能就特别多，不仅有常规的电动调节和折叠功能，还有加热和锁车自动折叠的功能。比我之前的那台车要高级多了。当然了，整个外形的设计也是我喜欢的类型，浑身上下充满着一种年轻和动感的气息。,[内饰],内饰做的还算不错啊，给我的感觉就是很有科技感的，内饰的材料装修也是比较好的，我也是挺喜欢他的这一个内饰装修的。,,,[空间],从实用的角度来看，这款车型的空间方面还是比较宽松的。我们目前是一家四口，说的简单一点，就是需要一台空间方面相对较为宽松的车型，逢年过节或者外出旅游，坐在这台车子里，还是挺舒服的。后排的空间没有前排空间大，好在我们家人的身材也不是特别高大，坐在车里也是挺轻松的。,[舒适],[动力],从外表看起来，这款车子就像是有跑车的气质，特别是侧面的线条，看起来很动感，事实上跑起来也确实有跑车的速度了。我最喜欢的就是刚起步的时候，只要轻轻地踩一下电门，想要的那种驾驶激情，立刻就能达到。虽然我的年龄已经不再年轻了，马上就要步入中年人的行列，但也是挺喜欢体验这种速度与激情的感觉，这台车的表现就很棒，动力真是杠杠的。,[性价比],无论是颜值，还是空间的表现，以及操控性能和动力的发挥，总而言之都会成一句话，就是性价比高的车子，才是最受欢迎的车子。买车的时候说这台车子的性价比高，是通过一些表面的数据来看，现在可以很肯定的说，这台车子确实是一台经济实用，性价比表现优秀的车型。,javascript:;,展开全部,,,[操控],这个车的刹车调教的很好，我刚开始还担心我刚上手，会不会一头一头的刹车。没想到这个刹车的脚感是很好的，就是和我很合拍。
"
    发表于  2021-11    

      
        
    
    
",先来说一下这台车子的座椅配置吧，虽然也没有特别高级的配置，比如说加热和按摩的功能，但是该有的常规配置还是挺齐全的。主驾驶座座椅支持的调节方式也挺多的，有前后靠背以及高低和腰部支撑调节。第二排座椅也有靠背调节的功能，可以说在舒适性上兼顾了驾驶员和乘客的需要。基本上没有噪音的问题，这也是纯电车的一大优势吧，燃油车因为发动机的关系，总是会听到一些异响。,https://image1.xcarimg.com/attachments/my/1/91/99/117_120.jpg,xuser1929911,用户被禁止发言,4.63,外观,5,内饰,4,续航,5,空间,5,舒适,5,动力,5,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m62518/,2021款AION VPlus 70 智领版 磷酸铁锂,购入时间,2021/4/1,购车地点, [安徽省],裸车价格,17万  (厂商指导价 18.76万),续航里程,455km,购入用途,这个车的刹车调教的很好，我刚开始还担心我刚上手，会不会一头一头的刹车。没想到这个刹车的脚感是很好的，就是和我很合拍。,爱车评价,[最满意],我买这台车子的时间很短，是今年10月份提的车，现在跑了还不到一千多公里，要让我说最满意的地方，我就是想说这...,[不满意],真的没有特别不满意的地方，因为用车的时间实在是太短了，而且在买车的时候，也检查得很仔细，方方面面都已经考...,[外观],我对颜值方面不是很看重，总是觉得买一台车子还是要考虑实用性吧。这台车的外观造型还是挺不错的，算是一种大众化的造型。比如说车头前脸的设计吧，看起来平淡无奇，也没有特别出众的地方，但是很多细节搭配起来，就让人感觉挺顺眼的。,[内饰],多多少少有一点塑料的气味，但是感觉比较好的是，销售员送了我们几个竹炭包，帮助我们解决这个难题，其实即使没有竹炭包的话，经常开窗通风也能够解决问题了，毕竟这种气味也不是很严重。设计和做工方面挑不出毛病来，都挺好的。,,,[空间],我们家人都是中等身材，对于空间的要求就是坐在车里，只要轻松又舒服，就可以了。前排的视野是挺宽阔的，而且就我这样的身高，坐在驾驶室里一点也不会有影响视线的感觉，所以我对这台车子的空间方面是比较满意的。还有一点也比较好，就是后备箱的空间挺大的，而且后排座椅还有一个功能，是可以支持按比例放倒的，这就可以拓展出一个更大的空间了。,[舒适],[动力],没买车之前，就听朋友说电车的话，起步的速度是非常迅速的，可能比一些燃油车的起步都要猛烈。这一点，我在试驾这台车的时候，就已经体验到了。除了在起步的时候有很强的爆发力之外，后期的加速平稳性的发挥也是比较好的。虽然说现在还没有机会跑高速公路，但是在车少的路上，也体验了一把驾驶激情，确实是挺爽的。,[性价比],买这台车子之前也看了很多的车型，可以说我在选车的时候是比较细致的。像这台车有这个价位，还能拥有这样的配置，是非常不错了。,javascript:;,展开全部,,,,
"
    发表于  2021-11    

      
        
    
    
",先来说一下这台车子的座椅配置吧，虽然也没有特别高级的配置，比如说加热和按摩的功能，但是该有的常规配置还是挺齐全的。主驾驶座座椅支持的调节方式也挺多的，有前后靠背以及高低和腰部支撑调节。第二排座椅也有靠背调节的功能，可以说在舒适性上兼顾了驾驶员和乘客的需要。基本上没有噪音的问题，这也是纯电车的一大优势吧，燃油车因为发动机的关系，总是会听到一些异响。,https://image1.xcarimg.com/attachments/my/1/91/99/108_120.jpg,xuser1929910,用户被禁止发言,4.63,外观,5,内饰,5,续航,5,空间,4,舒适,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m62518/,2021款AION VPlus 70 智领版 磷酸铁锂,购入时间,2021/3/1,购车地点, [江西省],裸车价格,17万  (厂商指导价 18.76万),续航里程,445km,购入用途,外观的话有多种颜色可以选择，都非常的好看，高级感也有，也都上档次。还有就是很神秘，会让人觉得它比较的有格调。这就是这台车的特点，它整个腰线的设计也突出了自己的运动感和肌肉，让人热血沸腾。,爱车评价,[最满意],最满意的是这款车子的经济性了。影响油价的上涨因素实在是太多了，所以现在对于燃油车就是一种开不起的感觉。这...,[不满意],毕竟这是一台紧凑型suv，所以在空间方面还是有局限性的。我的身高是属于偏高一点的，1m81的身高，坐在车里还是可...,[外观],车子在外观设计方面也是长在了我的审美上，我是比较偏向于朴实无华的设计。这台车子看起来很简朴，也很稳重，但是在细节方面也花了很多的小心机，让人觉得很有设计感。,[内饰],这辆车的科技感也可以从内饰方面体现出来。一坐下映入眼帘的是一块大大的连屏，看起来非常的大气。而且在使用的过程中我也确实感受到了这个屏幕的实用性和智能性。中控台的设计也是采用了一个悬浮设计。在给底下腾出来一个比较不错的储物空间之外，也给整个内饰增添了一点科技感和设计感。另外这个车是中国首款的5g车型，我觉得没有人会不爱吧。各种按键的设计也比较合适，我上手很快就可以使用的很轻松了。多功能的方向盘也给我的使用带来了很多便利和乐趣。,,,[空间],这台车对我个人而言的话是够用了，但如果带着几个朋友外出旅游的话，比如说带上我那身高比较出众的表弟，就稍微有一点拥挤了。当然了，像表弟那样的大个子也并不多见，但是我感觉后排座椅和前排座椅的距离在拉大一些，就会更加完美了。,[舒适],[动力],动力表现的话，我就用一个字来说吧，这台车真是太酷了。跑起来非常有劲，对于一台纯电动车来说，在起步的时候，这种推背感能够超过燃油车，真是很棒的。以前开燃油车的时候，虽然也能体验到驾驶激情，但是因为油价比较高，所以不舍得踩油门，开这台电动车就没这样的问题了，电费比油费可真是要低得太多了，所以现在能够体验到这种激情澎湃的动力感受了。,[性价比],性价比方面我觉得真是没得说的，当时也去看了其他同级别车型里的电车，还是觉得这台车子的价位配置的更合理一些。虽然有的车子可能配置方面多一点，但是价格就没有什么优势了，还有那些配置也未必就是实用性强的配置。对于我而言，反而喜欢这种有简单配置的车型，操控起来更容易一点，也不会被那些所谓的高级配置所左右。,javascript:;,展开全部,,,[操控],座椅的舒适度很不错。不考虑后排座椅空间问题的话，前排和后排的座椅坐起来还是挺舒服的。因为是电动车，所以没有发动机的那种轰鸣的声音，整个行驶过程中的环境也比较安静。在底盘方面，前后都采用的是独立悬架，所以整个底盘的发挥也很稳定，跑起来车身没有太大的起伏
"
    发表于  2021-11    

      
        
    
    
",,https://image1.xcarimg.com/attachments/my/1/91/99/104_120.jpg,xuser1929910,用户被禁止发言,4.5,外观,4,内饰,4,续航,5,空间,4,舒适,5,动力,5,操控,5,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m62518/,2021款AION VPlus 70 智领版 磷酸铁锂,购入时间,2021/3/1,购车地点, [江西省],裸车价格,17万  (厂商指导价 18.76万),续航里程,334km,购入用途,这个车作为一个电动车，我觉得一定回因为这炫酷的外观吸引一批颜值粉。不过我觉得这个车前脸要是没有那个进气格栅就好了，有这个进气格栅就感觉有个号怪怪的。,爱车评价,[最满意],这次选车计划换成新能源电动汽车，几乎差不多20万的车子都看了，感觉这个价位所有新能源车子的配置都很高，自己...,[不满意],没有不满意的地方，就是敢这么说，我觉得吧喜欢一个车有一说一，不能完全无视缺点也不能完全的无视优点，那么多...,[外观],外观的话有多种颜色可以选择，都非常的好看，高级感也有，也都上档次。还有就是很神秘，会让人觉得它比较的有格调。这就是这台车的特点，它整个腰线的设计也突出了自己的运动感和肌肉，让人热血沸腾。,[内饰],这辆车的科技感也可以从内饰方面体现出来。一坐下映入眼帘的是一块大大的连屏，看起来非常的大气。而且在使用的过程中我也确实感受到了这个屏幕的实用性和智能性。中控台的设计也是采用了一个悬浮设计。在给底下腾出来一个比较不错的储物空间之外，也给整个内饰增添了一点科技感和设计感。另外这个车是中国首款的5g车型，我觉得没有人会不爱吧。各种按键的设计也比较合适，我上手很快就可以使用的很轻松了。多功能的方向盘也给我的使用带来了很多便利和乐趣。,,,[空间],我感觉这一款车的空间对于我来说没有啥不足的地方，因为我的个头是非常高的，坐在前面的话没有那种紧凑的感觉，就我这么高的一个大高个也没有我想象中的会影响视线的感觉，所以我对这款车的空间总体来说就是特别满意，驾驶感受也提高了许多。,,[动力],对于我而言，我对于动力也并不是那么的看重吧，像他的动力还算可以，电车的话，他的起步加速度还是非常不错的，相比较于传统的车都有很大的优势，他的开起来平稳性也是非常的好的，而且我在高速上也能保持长久的高速稳定的行驶。,[性价比],性价比就要和别的车比较，对于这个价位的车我觉得能把空间动力等都做的这么好的找不出来几个吧。所以我觉得这个车的性价比这样来看还是很高的。,javascript:;,展开全部,,,[操控],电车的操控性真的是没得说的非常棒，开起来就非常的稳，他比传统的油耗车一般来说一次要好开很多的，然后像我在买了这一款车以后就很容易去上手的，然后开起来也是非常舒服的非常的稳，然后操控起来非常的舒服，对于这一点真的就没有什么毛病可以挑的，我也是比较满意它的操控性。
"
    发表于  2021-11    

      
        
    
    
",,https://image1.xcarimg.com/attachments/my/1/91/99/098_120.jpg,xuser1929909,用户被禁止发言,4,外观,4,内饰,4,续航,4,空间,4,舒适,4,动力,4,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m62518/,2021款AION VPlus 70 智领版 磷酸铁锂,购入时间,2021/3/1,购车地点, [湖南省],裸车价格,17万  (厂商指导价 18.76万),续航里程,340km,购入用途,内饰的设计称不上有多么的豪华感，但是也不会有那种让人觉得很单调和枯燥的感觉，我个人是更希望这辆车在设计上，能够更加的丰富一点，提高它的科技含量，让这辆车的档次再次得到一个提升。,爱车评价,[最满意],这个车我满意的地方太多了，正因为有很多满意的喜欢的东西所以才会去买。如果要从里面选择一个最满意的地方那...,[不满意],要我找最不满意的地方还真是有点难为我，开的这段时间没什么觉得不好的地方。这个车刚拿到手怎么样都是好的，希...,[外观],这个车作为一个电动车，我觉得一定回因为这炫酷的外观吸引一批颜值粉。不过我觉得这个车前脸要是没有那个进气格栅就好了，有这个进气格栅就感觉有个号怪怪的。,[内饰],这辆车的科技感也可以从内饰方面体现出来。一坐下映入眼帘的是一块大大的连屏，看起来非常的大气。而且在使用的过程中我也确实感受到了这个屏幕的实用性和智能性。中控台的设计也是采用了一个悬浮设计。在给底下腾出来一个比较不错的储物空间之外，也给整个内饰增添了一点科技感和设计感。另外这个车是中国首款的5g车型，我觉得没有人会不爱吧。各种按键的设计也比较合适，我上手很快就可以使用的很轻松了。多功能的方向盘也给我的使用带来了很多便利和乐趣。,,,[空间],空间真的是很大的，不管是乘坐空间还是储物空间都很大。储物空间除了常规的一些空间之外它的中控台下面还有一个空间可以放东西。这个空间是比较隐蔽的，可以放一些不经常用到但是车里必须要有的东西。,,[动力],车子的起步很快，基本上就是一踩就可以加起速。最开始还担心这个车作为电动车后期加速会跟不上。开了这段时间我发现这个担心就是多余的，完全不存在这种问题。低速高速的时候动力都很充沛。我尝试过满载的时候跑高速，没有什么影响，而且那个时候车里还开着空调。,[性价比],性价比就要和别的车比较，对于这个价位的车我觉得能把空间动力等都做的这么好的找不出来几个吧。所以我觉得这个车的性价比这样来看还是很高的。,javascript:;,展开全部,,,[操控],操控上这款车的L3级别的自动驾驶真的是一个很大的亮点。当然实际在使用过程中我是没有使用不过这个技术还是很吸引我的。这辆车我在开的这段过程中感受到的是这辆车的一个听话。就是方向盘你往哪里打多少这个车就是很精准的给你反馈多少。而且方向盘的的粗细也很合适手握起来的感觉是很好的。
"
    发表于  2021-11    

      
        
    
    
",舒适性这一块做得还是挺不错的，比如坐在车内驾驶的时候，座椅的包裹性很好，而且座椅的软硬度设计得刚刚合适。其次就是车子的隔音效果，真的是挺棒的，坐在车内驾驶几乎很难听到外界的各种噪音，这真的是一种很不错的驾驶享受。再加上宽敞的驾驶乘坐空间，让这台车的舒适性，有了很大的保障。,https://image1.xcarimg.com/attachments/my/1/91/99/093_120.jpg,xuser1929909,用户被禁止发言,4.38,外观,5,内饰,4,续航,4,空间,4,舒适,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m62518/,2021款AION VPlus 70 智领版 磷酸铁锂,购入时间,2021/3/1,购车地点, [新疆省],裸车价格,17万  (厂商指导价 18.76万),续航里程,445km,购入用途,外观看起来比较帅气和时尚，我比较喜欢他的烤漆，我感觉这一个烤漆做的真的是比较精致，看起来很有光泽，有一种比较炫酷的感觉。,爱车评价,[最满意],之所以愿意选择新能源电动车，大多数的考虑还是因为这将会成为将来的一个趋势，不仅仅是能够节省很大的一部分燃油开支，在日常的驾驶中真的是非常的节能，整个费用都是很节省的。比如每次充电的时候，实际的费用绝对要比俺有车低很多。再加上购买电动车会有各种相应的补贴，这也是让我很满意的地方吧。其实新能源电动车，在目前的技术看来，已经算是很成熟了，所以对他的满意度还是挺高的。,[不满意],车子刚刚买回来之后，说实话，车内的异味是最让我接受不了的，其实这也从另一个角度说明了，车子的用料还是有一些不环保吧。刚开始车内的异味很重，每次驾驶的时间都不敢太长，因为会让人有一种很不舒服的感觉。然后和很多车友一样，觉得这台车的内饰，和其他的几款车型相比，稍微有一些单调了吧。尤其是现在的电动车在内饰的设计上，有着各种科技感和豪华感。,[外观],当时看到这台车的第一眼时，还是觉得很漂亮的，尤其是很多新元素的加入，让它充满着时尚感，整个车身的线条，真的是别具一格。无论是它的运动风格，还是充满着力量感，都让这台车的元素更多样化。从整体的外观设计来看，这是一辆很有个性的车。,[内饰],内饰的设计称不上有多么的豪华感，但是也不会有那种让人觉得很单调和枯燥的感觉，我个人是更希望这辆车在设计上，能够更加的丰富一点，提高它的科技含量，让这辆车的档次再次得到一个提升。,[续航],像我这种用车比较频繁的人，基本上充一次电能够跑到将近550公里左右的距离，也就是在充一次电跑上一个星期几乎没有任何的问题，车辆本身的电池容量还是挺大的，所以保证了足够多的续航里程。但是具体的数值也没有一个非常详细的统计，也算是一个大概的了解。然后看到车辆的能耗表上显示，达到了15.2KW百公里。,[空间],作为日常的使用这辆车的空间表现，绝对是完全足够的，而且整个空间的利用，都是很不错的，既能够让人坐在车内，感觉到非常的舒服，同时能够利用到的空间几乎都利用起来了，那么在使用这台车的时候，就能够感受到很多的方便之处。后备箱的空间表现，其实也是被忽略的一块，但是日常的生活中，却经常需要用得到宽敞的后备箱，经常能够帮助携带很多大件行李。,[舒适],[动力],哪怕是将这台新能源电动车和燃油车做比较，其实也不算是有很大的差异，刚开始让我非常吃惊的是，在起步阶段真的是要超过燃油车。车子本身的加速反应是非常迅速的，而且完全感受不到那种很弱的感觉。哪怕是在高速路上驾驶车辆的动力表现，依旧是很充沛的。,[性价比],综合的性价比自然是非常的高，毕竟免去了购置税，然后再加上各种补贴。最主要的是新能源电动车不用考虑到油耗问题，而每次充电的费用，都是非常便宜的，整个来说还是挺值得。,javascript:;,展开全部,,,[操控],刚开始还在担心它和燃油车的操控，会不会存在着一定的区别？真正的驾驶之后，完全感觉不到有任何的区别可言，比如它的方向盘操控真的是非常的灵敏，而且ACC自适应巡航系统，再加上自动泊车，以及各种辅助功能，在驾驶这台车的时候，真的是给人一种特别舒服的感觉。这让我在驾驶这台车的时候，感觉到她特别的友好。
