publish,标题,名称,名称1,名称2,评分,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,评分18,标题19,信息,信息_链接,信息20,信息21,信息22,信息23,信息24,信息25,信息26,信息27,标题28,purpose,purpose29,标题30,jia_text,信息31,标题32,图片,图片33,图片34,图片35,图片36,dw_22,dw_2237,dw_23,dw_2338,dw_1,dw_139,dw_2,dw_240,dw_3,dw_5,dw_341,dw_542,dw_4,dw_443,dw_6,dw_644,dw_7,dw_745,dw_8,dw_846,openall
"
    发表于  2020-04    

            
    
    
",沈阳业乔龙业汽车销售服务有限公司 [辽宁省],https://image1.xcarimg.com/attachments/my/1/83/27/427_120.jpg,xuser1842742,三星会员,4.5,外观,4,内饰,4,续航,5,空间,5,舒适,5,动力,5,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/1/1,购车地点,裸车价格,23.1万  (厂商指导价 23.73万),续航里程,350km,购入用途,上班,接送小孩,爱车简评,车厢内豪华科技感十足，虽然我年纪有点大了，但是还是很喜欢这些新潮的玩意。我买了高配的Q2，就差选装一个氛围灯了，但是车厢内的科技一点都不输其他的同级别车型。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200409/e1b3d64a1f82380b413102d78a3a2469.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/fdf274c692d28d538f752dae2585b4ed.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/02a0dd7eaa479989d2654f03a8d9fb39.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/513501bc321304717cf9156c0f980bd8.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/345062af3256bd2eab4b520ecd5791fd.jpg-169x127.jpg,[最满意],车厢内豪华科技感十足，虽然我年纪有点大了，但是还是很喜欢这些新潮的玩意。我买了高配的Q2，就差选装一个氛围灯了，但是车厢内的科技一点都不输其他的同级别车型。,[不满意],后备箱的大小一般，感觉有点不够用。好在家里还有其他车子，也挺好的。还有后排视野一般，不是非常通透，空间也只是刚刚够用。,[外观],年轻时尚，小小酷酷的样子非常好看，有点潮流感。车后侧还有熏黑处理，很新颖，很吸引眼球。老婆还特别买一些贴纸拉花，装饰在车上更加的漂亮可爱了。,[内饰],液晶的仪表很细腻，非常有档次非常好看，中控的屏幕也很大，还有倒车影像，日常挪车移库非常好使。麻雀虽小，五脏俱全，说的就是这种感觉，精致但不会太张扬。,[空间],[续航],前排的程度感受很好，空间也比较宽敞，有挺多的空间，日常上车就喜欢把手机掏出来，放到中空台上。就是后备箱的空间有点紧凑，放不了太多东西，日常载个货就比较困难。,车子轻没有任何问题，非常满意经济实惠。续航够用,[舒适],老婆感觉开起来感觉很可以，车子很轻。悬挂挺舒服的，座椅很好坐的，也不会腰酸背痛。不用特别留意减速带，碾过去也很稳重，车厢氛围感觉好舒服。,[动力],车子虽然小，但是发动机动力挺好的，反应很轻快，加速超车很好，很方便。跑高速，虽然后劲不大，但是挺稳定的，不会发飘。,[操控],转向手感很轻，转动起来不费力气。我觉得一台好车就是应该有这个样子，但是反应不是非常快，感觉有发虚。奥迪的车子好像通常就是这样子的。能接受，这也不是什么困扰的问题。,[性价比],这几年经济发展，车子也越来越便宜了。科技感也非常强，考虑到这两年手头比较宽裕，也想换一台车，一开始就像定位台德国的SUV低调一点。原先考虑大众车，但是确实是审美疲劳了，途观途岳，一点新意也没有，内饰也十分的老土。和老婆商量就去看看奥迪，那会儿到4S店看到了Q2L呀，感觉就很合心意，价格还便宜呢。当场就决定买了。,
"
    发表于  2020-04    

      
        
    
    
",天津市中乒北奥汽车销售服务有限公司 [天津市],https://image1.xcarimg.com/attachments/my/1/83/27/426_120.jpg,xuser1842742,三星会员,4.13,外观,3,内饰,4,续航,4,空间,4,舒适,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/1/1,购车地点,裸车价格,23.2万  (厂商指导价 23.73万),续航里程,320km,购入用途,上班,接送小孩,爱车简评,外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200409/e2b207388a02a2f95e9827921e57aca3.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/78302fb5248f3ab47af080c356cf0636.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/2228ca73ab610833f9260572c5aebdb6.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/3ce7374a1a0b651444f0b599f9ff9186.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/26ae5849521e574ca716df0d95a701d8.jpg-169x127.jpg,[最满意],满意的地方当然是充满动感的外观设计了，尤其是亮黑的轮毂、后视镜和进气中网搭配起来看着特别的酷，后排还采用隐私玻璃，贴膜都省钱了，尾部单边双出的排气看着很运动，就是尾灯的造型感觉还是有大众POLO的影子。,[不满意],不满意的地方主要体现在两个方面，一个就是内饰座椅材质居然是布的，看着太不显档次感了，再有就是双离合的变速箱在市区内堵车的情况下缓行有些许的不平顺。,[外观],外观是我最满意的地方了，我觉得这辆车就是为年轻人设计打造的。,[内饰],内饰的做工还是很精致的，科技感的营造上面奥迪是老手了，唯一让我不是很满意的就是原厂的座椅材质居然是布的，看着很不显档次。,[空间],,空间]因为平时就是我自己上下班用车，空间方面完全够用，偶尔坐上几个亲友和同事大家也都觉得还可以，后备箱的空间很规整，装载能力也很不错。,,[舒适],舒适性方面Q2L做的也很不错，底盘对于路面的震动和颠簸过滤的比较到位，整体的隔音做的也很好，座椅的舒适性也符合我的身形。,[动力],日常市区内驾驶完全够用了。,[操控],操控方面让我觉得不是很满意的地方就是在堵车缓慢行驶的时候变速箱油顿挫感，不是很平顺，如果车速上来之后就消失了，这点不是很满意。,[性价比],性价比这个问题就是一人一个想法，我觉得在目前优惠力度比较大的情况下，能买到一个豪华品牌的SUV车型，外观靓丽，我觉得很值。,展开全部
"
    发表于  2020-04    

      
        
    
    
",北京寰宇恒通汽车有限公司 [北京市],https://image1.xcarimg.com/attachments/my/1/83/27/425_120.jpg,xuser1842742,三星会员,4.13,外观,5,内饰,4,续航,3,空间,4,舒适,4,动力,4,操控,4,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/1/1,购车地点,裸车价格,23.2万  (厂商指导价 23.73万),续航里程,380km,爱车简评,,,爱车简评,外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200409/61348794779bab10c81859e500e4017d.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/9ac6be7435e7c07fb9d6597743d3d4fa.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/ea82511fb047aebc109b9c4f46fc14c1.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/de9f63c0c519230d53538f4f25a8fb0b.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200409/5588e4f279ecd9affb6a01070fa43062.jpg-169x127.jpg,[最满意],动力强，别看排量不大，但是动力很强，很有爆发力。虽然不能说在路上可以飙车，但是想跟人拼一下加速，没问题啊。,[不满意],空间，后排空间很小，如果是四个成年人乘坐这台车，长途行驶真的不是很舒服，这台车设计的时候没怎么考虑过后排乘客。,[外观],外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,[内饰],内饰的做工上我感觉德国人做的挺好，很年轻，不是奥迪以前那种古板的样子，富有活力以及运动感。,[空间],[续航],空间来说不大，主要是后排空间不大，可能是本身尺寸就小，属于紧凑级的SUV，所以前排空间够用的情况下，后排肯定是会受到影响。,续航不行，也就300多公里吧,[舒适],舒适性还可以，噪音控制的好，只要不是很极限的高转速，发动机声音小。底盘过滤震动处理的也很高级。,[动力],动力上不错，加速很好，只要你肯踩，大多是时候都会很快响应，连续降档，给你最大的动力，一瞬间推背感很强。而且双离合换挡够快够顺。,[操控],操控性特别好，德系车，德国味道，NVH控制的好，转向精准，方向灵活又没有虚位。变道超车，还是高速过弯，支撑性也很好。,[性价比],性价比上这台车在豪华品牌里是挺高的，作为入门级的奥迪，该有的配置都有，而且做工上也体现了豪华品牌的水准。,展开全部
"
    发表于  2020-04    

      
        
    
    
",北京奥吉通汽车销售有限公司  [北京市],https://image1.xcarimg.com/attachments/my/1/82/83/950_120.jpg,gh1584325998,三星会员,4.13,外观,4,内饰,4,续航,4,空间,4,舒适,4,动力,4,操控,4,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/1/1,购车地点,裸车价格,23万  (厂商指导价 23.73万),续航里程,300km,购入用途,上班,购物,爱车简评,车厢内豪华科技感十足，虽然我年纪有点大了，但是还是很喜欢这些新潮的玩意。我买了高配的Q2，就差选装一个氛围灯了，但是车厢内的科技一点都不输其他的同级别车型。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200405/b4be03127498631862b6f7dce339bee8.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/c503b5714c74de8ceb0c204d2dd37e9e.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/93ae72a2cd4586a513f669c4a960af4e.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/272883f1940fbe0e9ac4e9213db06124.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/faf163797098d76fdca380e6bb0275bd.jpg-169x127.jpg,[最满意],满意的地方当然是充满动感的外观设计了，尤其是亮黑的轮毂、后视镜和进气中网搭配起来看着特别的酷，后排还采用隐私玻璃，贴膜都省钱了，尾部单边双出的排气看着很运动，就是尾灯的造型感觉还是有大众POLO的影子。,[不满意],不满意的地方主要体现在两个方面，一个就是内饰座椅材质居然是布的，看着太不显档次感了，再有就是双离合的变速箱在市区内堵车的情况下缓行有些许的不平顺。,[外观],外观是我最满意的地方了，我觉得这辆车就是为年轻人设计打造的。,[内饰],内饰的做工还是很精致的，科技感的营造上面奥迪是老手了，唯一让我不是很满意的就是原厂的座椅材质居然是布的，看着很不显档次。,[空间],,空间]因为平时就是我自己上下班用车，空间方面完全够用，偶尔坐上几个亲友和同事大家也都觉得还可以，后备箱的空间很规整，装载能力也很不错。,,[舒适],舒适性方面Q2L做的也很不错，底盘对于路面的震动和颠簸过滤的比较到位，整体的隔音做的也很好，座椅的舒适性也符合我的身形。,[动力],日常市区内驾驶完全够用了。,[操控],操控方面让我觉得不是很满意的地方就是在堵车缓慢行驶的时候变速箱油顿挫感，不是很平顺，如果车速上来之后就消失了，这点不是很满意。,[性价比],性价比这个问题就是一人一个想法，我觉得在目前优惠力度比较大的情况下，能买到一个豪华品牌的SUV车型，外观靓丽，我觉得很值。,展开全部
"
    发表于  2020-04    

      
        
    
    
",天津市中乒北奥汽车销售服务有限公司 [天津市],https://image1.xcarimg.com/attachments/my/1/83/21/543_120.jpg,xuser1842154,三星会员,4.5,外观,4,内饰,4,续航,5,空间,5,舒适,5,动力,4,操控,4,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/2/1,购车地点,裸车价格,23万  (厂商指导价 23.73万),续航里程,290km,购入用途,上班,购物,爱车简评,外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200405/ea9a57c331f27701a8c770e0c882128d.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/d2f1071b4af70ef723e6c7e2ee9c88b0.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/01e10647658ab2354b01fc7bf1fbef1a.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/1cb5019a046b13f12f5cd9c6c0c03ed9.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/73d6b541be4981aec86afe40f28f7f5d.jpg-169x127.jpg,[最满意],动力强，别看排量不大，但是动力很强，很有爆发力。虽然不能说在路上可以飙车，但是想跟人拼一下加速，没问题啊。,[不满意],空间，后排空间很小，如果是四个成年人乘坐这台车，长途行驶真的不是很舒服，这台车设计的时候没怎么考虑过后排乘客。,[外观],外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,[内饰],内饰的做工上我感觉德国人做的挺好，很年轻，不是奥迪以前那种古板的样子，富有活力以及运动感。,[空间],[续航],舒适性还可以，噪音控制的好，只要不是很极限的高转速，发动机声音小。底盘过滤震动处理的也很高级。,续航不行，也就200多公里吧,[舒适],动力上不错，加速很好，只要你肯踩，大多是时候都会很快响应，连续降档，给你最大的动力，一瞬间推背感很强。而且双离合换挡够快够顺。,[动力],操控性特别好，德系车，德国味道，NVH控制的好，转向精准，方向灵活又没有虚位。变道超车，还是高速过弯，支撑性也很好。,[操控],性价比上这台车在豪华品牌里是挺高的，作为入门级的奥迪，该有的配置都有，而且做工上也体现了豪华品牌的水准。,,,展开全部
"
    发表于  2020-04    

            
    
    
",天津港保税区捷丰国际贸易有限公司 [天津市],https://image1.xcarimg.com/attachments/my/1/83/21/531_120.jpg,xuser1842153,三星会员,4.5,外观,3,内饰,5,续航,5,空间,5,舒适,5,动力,4,操控,4,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/2/1,购车地点,裸车价格,23.4万  (厂商指导价 23.73万),续航里程,300km,购入用途,上班,,爱车简评,外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200405/48e4e69a5f32b442774b10b5b2adde35.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/2eeabe788cfea6f94fcaf3d85f6e5fc8.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/c8c5dbd8812d8ae2025133163eee8c8c.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/caad19719933e5a1e6cd3bf448487df6.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200405/a6336bc8afe44a95f56a8e4c4fc4a35e.jpg-169x127.jpg,[最满意],动力强，别看排量不大，但是动力很强，很有爆发力。虽然不能说在路上可以飙车，但是想跟人拼一下加速，没问题啊。,[不满意],空间，后排空间很小，如果是四个成年人乘坐这台车，长途行驶真的不是很舒服，这台车设计的时候没怎么考虑过后排乘客。,[外观],外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,[内饰],内饰的做工上我感觉德国人做的挺好，很年轻，不是奥迪以前那种古板的样子，富有活力以及运动感。,[空间],[续航],空间来说不大，主要是后排空间不大，可能是本身尺寸就小，属于紧凑级的SUV，所以前排空间够用的情况下，后排肯定是会受到影响。,续航不行，也就300多公里吧,[舒适],舒适性还可以，噪音控制的好，只要不是很极限的高转速，发动机声音小。底盘过滤震动处理的也很高级。,[动力],动力上不错，加速很好，只要你肯踩，大多是时候都会很快响应，连续降档，给你最大的动力，一瞬间推背感很强。而且双离合换挡够快够顺。,[操控],操控性特别好，德系车，德国味道，NVH控制的好，转向精准，方向灵活又没有虚位。变道超车，还是高速过弯，支撑性也很好。,[性价比],性价比上这台车在豪华品牌里是挺高的，作为入门级的奥迪，该有的配置都有，而且做工上也体现了豪华品牌的水准。,
"
    发表于  2020-03    

      
        
    
    
", [天津市],https://image1.xcarimg.com/attachments/my/1/83/06/874_120.jpg,xuser1840687,三星会员,4.25,外观,4,内饰,4,续航,5,空间,5,舒适,3,动力,4,操控,5,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m51641/,2019款奥迪Q2L e-tron纯电智酷型,购入时间,2020/1/1,购车地点,裸车价格,23.3万  (厂商指导价 22.68万),续航里程,320km,购入用途,上班,接送小孩,爱车简评,车厢内豪华科技感十足，虽然我年纪有点大了，但是还是很喜欢这些新潮的玩意。我买了高配的Q2，就差选装一个氛围灯了，但是车厢内的科技一点都不输其他的同级别车型。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200328/2e93402af56e369cdbdafe20c65c14ac.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/51b7c086dab947405b537394f0a6f8e6.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/93d12cfe809856ad8defa39877648f8b.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/e8686d4c65795aec85f87e5f28821023.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/1b3df533898c9d31842809a32c4eb344.jpg-169x127.jpg,[最满意],车厢内豪华科技感十足，虽然我年纪有点大了，但是还是很喜欢这些新潮的玩意。我买了高配的Q2，就差选装一个氛围灯了，但是车厢内的科技一点都不输其他的同级别车型。,[不满意],后备箱的大小一般，感觉有点不够用。好在家里还有其他车子，也挺好的。还有后排视野一般，不是非常通透，空间也只是刚刚够用。,[外观],年轻时尚，小小酷酷的样子非常好看，有点潮流感。车后侧还有熏黑处理，很新颖，很吸引眼球。老婆还特别买一些贴纸拉花，装饰在车上更加的漂亮可爱了。,[内饰],液晶的仪表很细腻，非常有档次非常好看，中控的屏幕也很大，还有倒车影像，日常挪车移库非常好使。麻雀虽小，五脏俱全，说的就是这种感觉，精致但不会太张扬。,[空间],[续航],前排的程度感受很好，空间也比较宽敞，有挺多的空间，日常上车就喜欢把手机掏出来，放到中空台上。就是后备箱的空间有点紧凑，放不了太多东西，日常载个货就比较困难。,车子轻没有任何问题，非常满意经济实惠。续航够用,[舒适],老婆感觉开起来感觉很可以，车子很轻。悬挂挺舒服的，座椅很好坐的，也不会腰酸背痛。不用特别留意减速带，碾过去也很稳重，车厢氛围感觉好舒服。,[动力],车子虽然小，但是发动机动力挺好的，反应很轻快，加速超车很好，很方便。跑高速，虽然后劲不大，但是挺稳定的，不会发飘。,[操控],转向手感很轻，转动起来不费力气。我觉得一台好车就是应该有这个样子，但是反应不是非常快，感觉有发虚。奥迪的车子好像通常就是这样子的。能接受，这也不是什么困扰的问题。,[性价比],这几年经济发展，车子也越来越便宜了。科技感也非常强，考虑到这两年手头比较宽裕，也想换一台车，一开始就像定位台德国的SUV低调一点。原先考虑大众车，但是确实是审美疲劳了，途观途岳，一点新意也没有，内饰也十分的老土。和老婆商量就去看看奥迪，那会儿到4S店看到了Q2L呀，感觉就很合心意，价格还便宜呢。当场就决定买了。,展开全部
"
    发表于  2020-03    

      
        
    
    
", [天津市],https://image1.xcarimg.com/attachments/my/1/83/06/868_120.jpg,xuser1840686,三星会员,4.25,外观,4,内饰,4,续航,4,空间,4,舒适,4,动力,5,操控,5,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m51641/,2019款奥迪Q2L e-tron纯电智酷型,购入时间,2020/1/1,购车地点,裸车价格,23.1万  (厂商指导价 22.68万),续航里程,300km,购入用途,上班,,爱车简评,外观设计很符合我的审美，大嘴格栅气势十足，C柱的撞色饰板很酷，我很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200328/c76dd052709cf702af42d7425889a35b.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/425b436fb6cfc2c7d1998b64d555685f.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/10104ef34b20033eecacaafd223a3932.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/5ae6d443532e9ad4e1f97aceeabd4b85.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/e39320f41dbe8ddb6496ce26a792fea6.jpg-169x127.jpg,[最满意],满意的地方当然是充满动感的外观设计了，尤其是亮黑的轮毂、后视镜和进气中网搭配起来看着特别的酷，后排还采用隐私玻璃，贴膜都省钱了，尾部单边双出的排气看着很运动，就是尾灯的造型感觉还是有大众POLO的影子。,[不满意],不满意的地方主要体现在两个方面，一个就是内饰座椅材质居然是布的，看着太不显档次感了，再有就是双离合的变速箱在市区内堵车的情况下缓行有些许的不平顺。,[外观],外观是我最满意的地方了，我觉得这辆车就是为年轻人设计打造的。,[内饰],内饰的做工还是很精致的，科技感的营造上面奥迪是老手了，唯一让我不是很满意的就是原厂的座椅材质居然是布的，看着很不显档次。,[空间],,空间]因为平时就是我自己上下班用车，空间方面完全够用，偶尔坐上几个亲友和同事大家也都觉得还可以，后备箱的空间很规整，装载能力也很不错。,,[舒适],舒适性方面Q2L做的也很不错，底盘对于路面的震动和颠簸过滤的比较到位，整体的隔音做的也很好，座椅的舒适性也符合我的身形。,[动力],日常市区内驾驶完全够用了。,[操控],操控方面让我觉得不是很满意的地方就是在堵车缓慢行驶的时候变速箱油顿挫感，不是很平顺，如果车速上来之后就消失了，这点不是很满意。,[性价比],性价比这个问题就是一人一个想法，我觉得在目前优惠力度比较大的情况下，能买到一个豪华品牌的SUV车型，外观靓丽，我觉得很值。,展开全部
"
    发表于  2020-03    

      
        
    
    
",重庆商社德奥汽车有限公司 [重庆市],https://image1.xcarimg.com/attachments/my/1/83/06/855_120.jpg,xuser1840685,三星会员,4.5,外观,5,内饰,5,续航,5,空间,5,舒适,4,动力,4,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/1/1,购车地点,裸车价格,23万  (厂商指导价 23.73万),续航里程,300km,购入用途,上班,接送小孩,爱车简评,外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200328/102d06e11731def1c96f52d9ab650f96.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/c17de26143309e60b63a060f6b730844.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/19b8d3c5976c90b67012f685f78acdf5.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/24a9a7af7ddf90f167c8a2cf9bba2fa7.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200328/e88a8bfed2dd0c7dab3240f51f67efce.jpg-169x127.jpg,[最满意],动力强，别看排量不大，但是动力很强，很有爆发力。虽然不能说在路上可以飙车，但是想跟人拼一下加速，没问题啊。,[不满意],空间，后排空间很小，如果是四个成年人乘坐这台车，长途行驶真的不是很舒服，这台车设计的时候没怎么考虑过后排乘客。,[外观],外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,[内饰],内饰的做工上我感觉德国人做的挺好，很年轻，不是奥迪以前那种古板的样子，富有活力以及运动感。[续航],[空间],[续航],空间来说不大，主要是后排空间不大，可能是本身尺寸就小，属于紧凑级的SUV，所以前排空间够用的情况下，后排肯定是会受到影响。,续航不行，也就300多公里吧,[舒适],舒适性还可以，噪音控制的好，只要不是很极限的高转速，发动机声音小。底盘过滤震动处理的也很高级。,[动力],动力上不错，加速很好，只要你肯踩，大多是时候都会很快响应，连续降档，给你最大的动力，一瞬间推背感很强。而且双离合换挡够快够顺。,[操控],操控性特别好，德系车，德国味道，NVH控制的好，转向精准，方向灵活又没有虚位。变道超车，还是高速过弯，支撑性也很好。,[性价比],性价比上这台车在豪华品牌里是挺高的，作为入门级的奥迪，该有的配置都有，而且做工上也体现了豪华品牌的水准。,展开全部
"
    发表于  2020-03    

      
        
    
    
",重庆新元素雅和汽车销售服务有限公司 [重庆市],https://image1.xcarimg.com/attachments/my/1/83/03/852_120.jpg,xuser1840385,三星会员,4.63,外观,4,内饰,5,续航,4,空间,5,舒适,5,动力,4,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/1/1,购车地点,裸车价格,23万  (厂商指导价 23.73万),续航里程,300km,购入用途,自驾游,,爱车简评,外观设计很符合我的审美，大嘴格栅气势十足，C柱的撞色饰板很酷，我很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200327/98a873921c62e6675b9317f6b882820f.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/98a423b38c02f27c730094de41fe6f19.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/d4b5dc51df7aef29d674d4e641c547f5.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/9bd9fca6cd76b54395dd1c36f6ceffc9.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/7ffae0f8282612ea5ee07f5cb5069834.jpg-169x127.jpg,[最满意],满意的地方当然是充满动感的外观设计了，尤其是亮黑的轮毂、后视镜和进气中网搭配起来看着特别的酷，后排还采用隐私玻璃，贴膜都省钱了，尾部单边双出的排气看着很运动，就是尾灯的造型感觉还是有大众POLO的影子。,[不满意],不满意的地方主要体现在两个方面，一个就是内饰座椅材质居然是布的，看着太不显档次感了，再有就是双离合的变速箱在市区内堵车的情况下缓行有些许的不平顺。,[外观],外观是我最满意的地方了，我觉得这辆车就是为年轻人设计打造的。,[内饰],内饰的做工还是很精致的，科技感的营造上面奥迪是老手了，唯一让我不是很满意的就是原厂的座椅材质居然是布的，看着很不显档次。,[空间],,因为平时就是我自己上下班用车，空间方面完全够用，偶尔坐上几个亲友和同事大家也都觉得还可以，后备箱的空间很规整，装载能力也很不错。,,[舒适],舒适性方面Q2L做的也很不错，底盘对于路面的震动和颠簸过滤的比较到位，整体的隔音做的也很好，座椅的舒适性也符合我的身形。,[动力],日常市区内驾驶完全够用了。,[操控],操控方面让我觉得不是很满意的地方就是在堵车缓慢行驶的时候变速箱油顿挫感，不是很平顺，如果车速上来之后就消失了，这点不是很满意。,[性价比],性价比这个问题就是一人一个想法，我觉得在目前优惠力度比较大的情况下，能买到一个豪华品牌的SUV车型，外观靓丽，我觉得很值。,展开全部
