publish,标题,图片,名称,名称1,评分,评分2,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,标题18,信息,信息19,信息20,信息21,信息22,信息23,信息24,信息25,标题26,purpose,purpose27,标题28,jia_text,信息29,dw_22,dw_2230,dw_23,dw_2331,dw_1,dw_132,dw_2,dw_233,dw_3,dw_334,dw_4,dw_435,dw_5,dw_536,dw_6,dw_637,dw_7,dw_738,dw_8,dw_839,openall
"
    发表于  2021-07    

      
        
    
    
",深圳市易达汽车技术服务有限公司 [广东省],https://image1.xcarimg.com/attachments/my/1/90/75/494_120.jpg,gh1626517998,三星会员,4.38,外观,4,内饰,5,空间,5,舒适,5,油耗,4,动力,4,操控,4,性价比,4,购入信息,爱车车型,购入时间,2021/2/1,购车地点,裸车价格,20.2万  (厂商指导价 21.00万),当前油耗,8.2L/100km,购入用途,接送小孩,自驾游,爱车简评,这辆车让我印象非常的深刻，原本我是没有打算考虑这台车子的，因为这辆车子的动力也是2.0的发动机，油耗方面的话确实比较高，但是实际的情况的话，比我想象中的好多了，有这么强悍的动力的情况下,爱车评价,[最满意],这台车给我留下的印象很好，首先要说的就是外观设计确实很帅，比老款的漂亮很多，而且实力也足够强的，油耗还低，安全性做得非常棒，价格也值得。,[不满意],我不太满意的是新车的话，还是会有味道，整体的内部用料的话，不是特别好，而且做工方面也是比较粗糙的，还是一贯的大大咧咧的风格,[外观],外观就见仁见智了，我个人还是比较满意的，是我喜欢的造型，当时买福克斯就是看中了颜值，可能福特的设计比较和我心意,[内饰],内饰的做工用料非常的用心，完全对得起他这个价位。细节方面处理得特别到位，手感也比较不错，中控屏看起来科技感十足。,[空间],其实锐际这台车的整体性能是非常出色的，唯一美中不足的就是这台车的空间有点狭窄，特别是后排的地板凸起比较高，坐在中间的人会比较感到不舒服。,[舒适],车内的座椅设计非常人性化，后排的靠背还可以调节角度，无论坐到前后排都挺舒服的，车内也没有太大的噪音问题。,[油耗],目前的平均油耗基本上是能稳定在9个左右，我觉得这个燃油经济性还是相当不错的。,[动力],动力表现非常的强劲，而且起步也是非常快的。基本上油门踩下去还是能感受到很强劲的动力，推背感还是比较不错的。,[操控],在开车的时候还是能感觉到他的底盘非常的扎实，整台车的稳定性也非常的不错，还是比较简单容易上手的。方向盘的手感也非常棒，转向不吃力，而且精准。,[性价比],我买车首先也是追求性价比要高，这款锐际很好的满足了我的要求，亮眼的外观之下有着朴实的车价，用车的感受也一直让我很舒心。,展开全部
"
    发表于  2021-07    

      
        
    
    
",广州瀚福汽车销售服务有限公司 [广东省],https://image1.xcarimg.com/attachments/my/1/90/77/799_120.jpg,xuser1917779,三星会员,4.5,外观,4,内饰,5,空间,5,舒适,5,油耗,5,动力,4,操控,4,性价比,4,购入信息,爱车车型,购入时间,2021/2/1,购车地点,裸车价格,20.19万  (厂商指导价 21.00万),当前油耗,8.2L/100km,购入用途,自驾游,跑长途,爱车简评,打算换车的时候和妻子来到4S店，看到这辆车后，妻子一眼就被这辆车吸引住了，试驾后觉得操控很棒，价格也很合适，就下决心买这辆车了。,爱车评价,[最满意],最满意的是它的配置，配置特别的丰富实用，特别是驾驶辅助功能，比起同价位的车，整体表现略有优势。,[不满意],不满意滴还真没发现，开的时间也不多，自己花钱买的的东西，没有不满意的。,[外观],福特锐际这个车的造型设计小巧，紧凑，设计合理，说实话，我的车不知道被围观多少次了吸引无数认可的眼球。,[内饰],我的外观是深蓝色，加上他的熊猫色内饰，绝配，如果能多点软塑料就好了，别让人摸上去硬硬的，要是软软的就更加完美了。,[空间],乘坐空间绝对给力，视野出奇好，就是后备箱小了点，但这只是相对的，对我而言一点都不小，估计这也是设计者们的初衷，节约后备箱的地方，满足乘坐人员的空间，毕竟乘坐人员的空间大才是重要的。,[舒适],舒适就不用说了，绝对能让人满意，有轿车的朋友坐了我的车，基本都觉得自己买亏了。有点吹NB了，视线开阔，后排坐3人绝对宽敞底盘不硬不软，虽比不上豪华品牌，但是过个沟沟坎坎滴，还不是很颠簸。,[油耗],油耗这东西要看你怎么开了，我的自动档合期的油耗才10个多，让我觉得很自豪，基本加100元的油可以跑接近200公里路。,[动力],我没有越野的经验，这个车对我追求的家用来说足够，你只要舍得踩油门，动力绝对不会丢你的脸，超车的时候，加速效果刚刚的。,[操控],操控是福特锐际的一大靓点，方向盘轻的让我几乎没用过两只手开过车，而且绝对灵活，加上他的车身短，各种弯，入库，倒车，都方便得很，这也是我选择他的一大理由。,[性价比],总之买这车之前，我把同级别所有的车车都看了一遍，也都了解了一遍综合实际需要，价位配置，操控性，外观等等，考虑了一个月后出手买了这个福特锐际，开出去不会让大家丢份子的。,展开全部
"
    发表于  2021-07    

      
        
    
    
",厦门信达汽车销售服务有限公司 [福建省],https://image1.xcarimg.com/attachments/my/1/90/77/798_120.jpg,xuser1917779,三星会员,4.75,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,4,操控,4,性价比,5,购入信息,爱车车型,购入时间,2021/2/1,购车地点,裸车价格,20.18万  (厂商指导价 21.00万),当前油耗,8.2L/100km,购入用途,购物,接送小孩,爱车简评,现在市面上的品牌真的非常多，销量高的，比如说什么日系车德系车感觉都挺不错的。但是我个人还是比较喜欢美系车，因为美系车有那种运动基因，看起来就让人感觉很动心。这款福特锐际虽然是一辆SUV,爱车评价,[最满意],最满意的首先是他的颜值，因为是给老婆买车，所以颜值最重要，大家都懂得，当时也和其他车行做了对比，其实最好看的是马自达三，但是后来在事成试驾环节，觉得他的动力性很不错，颜值也很够用。尤其是4S店的试乘试驾老师在演示超车的时候那一瞬间迸发出来的动力与灵活性，真的是太棒了。,[不满意],这辆车的减震偏硬，感觉在过减速带的时候后排颠簸感比较明显，而且路噪声也比较大，跑高速的时候车内真的不安静。,[外观],我选择的这款是蓝色没有选白的。其实自我感觉，这款蓝色更打眼。现在都追求独特性小区里一望无际全是白颜色的车，所以我俩最后商量选择了这款蓝色，现在冬天一直没有刷车。过两天天气暖和了，刷出来非常的好看。,[内饰],类似的整体颜色都是白色，幸好我俩都不抽烟，不过也不太好打理大家要是买浅色内饰的车，记得一定要及时地套上坐垫，让老婆的巧手一装扮之后车里还是很温馨的。,[空间],因为平时就我老婆自己开车上下班代步，平时的话也就我们两个人坐车而已，撑死再加几个朋友，所以在空间方面，我俩对车没有太大的，要求主驾驶舒服就可以。,[舒适],这个座椅软硬适中做起来很舒适，包括他的空调出风口可以语音操控感觉还是比较好玩的，音箱也不错，平时我俩出去玩的时候听听歌很放松。,[油耗],油耗方面，我真的是有点儿头疼，平时是老婆他一直在开这台车自我感觉老婆开的还是比较稳的，但是这个油耗却一直是在10个油左右，算是比较费油吧。,[动力],这个瞬间动力性的爆发必须是惊艳的。他是2.0T的发动机配合着这个四驱的动力性，无论你是在市区里开还是在跑高速的时候都给了一种劲儿很足的感觉。,[操控],方向盘大小适中没有过多花哨的感觉。驾驶室的位置空间也比较适中，整体看起来比较舒服。因为我现在开的是轿车，这个底盘略微会比我之前的那台车高一点，但是可以接受开起来还是比较舒适的。,[性价比],当时选择这款车首先是它的动力性，真的是太棒了，有可能不是自己家车，所以在是在环节油门给得很足那种瞬间的爆发力推背感给了我很大的印象动力性这方面完全没有问题，还有就是颜值方面也过关老婆也很满意，后来销售顾问又给我们推了分期付款感觉很合适，所以最后就选择了福特锐际。,展开全部
"
    发表于  2021-07    

      
        
    
    
",福建华骏汽车销售服务有限公司 [福建省],https://image1.xcarimg.com/attachments/my/1/90/77/797_120.jpg,xuser1917779,三星会员,4.38,外观,4,内饰,4,空间,4,舒适,5,油耗,5,动力,4,操控,4,性价比,5,购入信息,爱车车型,购入时间,2021/2/1,购车地点,裸车价格,20.17万  (厂商指导价 21.00万),当前油耗,8.2L/100km,购入用途,购物,接送小孩,爱车简评,选择这款车其实是特别明智的，因为它动力好，配置高，关键是空间也够用，外观我也特别喜欢。,爱车评价,[最满意],其实车子的话，我觉得一个是外观还是挺不错的，比较漂亮，也有运动感，白色的显得也大气，动力配置也相当不错，这两点我都最满意，所以我觉得买的这个车子还是十分值得的，因此我觉得性价比是十分不错,[不满意],我对这款车不满意的地方还没有出现，这款车也刚买来不久，对它的一切我都是比较满意的。,[外观],外观设计很综合，适合各个年龄段的人开，厚实的车身第一眼看上去就感觉很踏实，而且就算长时间开着他，也不会审美疲劳，挺耐看的。,[内饰],它的内饰就是做工挺好，然后就是设计的也是很有质感，很有时尚的感觉。车内异味当时买是有一些，我自己买了一堆去味的现在好多了！,[空间],驾驶位的空间挺舒服的，后排就相对紧凑了一点，头部位置略微不足，后备箱容量挺大的，一般日常用途完全足够。,[舒适],舒适度当然非常的棒了，它的辅助驾驶功能非常的多，这也是我驾驶的时候非常的轻松舒适，而且它的座椅设计的非常的柔软，质感很强，坐着比较舒服，减震方面也可以再过坑洼路面比较稳，也没有太大的噪音。,[油耗],油耗对于这个动力来说还能接受，目前8.5的油耗，高速市区各一半。,[动力],起步的时候油门响应特别的灵敏，中后段加速的时候，能够明显感觉这车的动力储备很充沛。,[操控],驾驶手感很棒，锐际的底盘开始来是真的好，扎实稳固，过弯支撑好侧倾不严重，方向盘大小合适，转向灵敏没虚位。,[性价比],当时也是准备了20万左右的预算吧，然后也不知道选什么车子，同事建议我去看了下，现在的车子，他给我推荐那个索纳塔，但是我觉得那个晗鱼嘴我实在是欣赏不来，看不顺眼，然后也就没有下文了，后来也是自己选来选去，看中了这锐际，我觉得性价比比较高，就拿下了,展开全部
"
    发表于  2021-07    

      
        
    
    
",青岛六和汽车销售有限公司 [山东省],https://image1.xcarimg.com/attachments/my/1/90/68/626_120.jpg,gh1626077734,三星会员,4.5,外观,4,内饰,4,空间,4,舒适,5,油耗,5,动力,4,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021/2/1,购车地点,裸车价格,20.16万  (厂商指导价 21.00万),当前油耗,8.2L/100km,购入用途,购物,接送小孩,爱车简评,我买车对空间以及性能要求都不是太高，主要就是看中的颜值。在对比了很多合资SUV之后，锐际的整体设计风格比较符合我的审美。加上价位也挺合适的，就选择了它。,爱车评价,[最满意],最满意的就是这辆车的颜值确实非常的不错。前脸的设计饱满，车身的线条流畅，非常的动感。,[不满意],当时买车的时候并没有享受到什么优惠，本身的定价也的确不是特别高，但后期的养车成本高，保值率也是比较低的，所以说这也就是这台车子所存在的一些“隐性问题”了。,[外观],这辆车的外观设计就好好地迎合了年轻人的审美，前脸造型看着确实激进，不过车尾又会给人一种干净清爽的感觉，双边的排气也是很有气势的。,[内饰],整个内饰看起来确实上档次，座椅采用了皮质和翻毛皮混搭的材料，看上去绝对是质感满满，还有这车内的单色氛围灯也会给人一种特别温馨的感觉。,[空间],目前我们还没要孩子，父母都在老家，平时就我跟老婆俩人用车，锐际的车内空间这么大，整个车子的前后排坐上去都是非常自在的，空间是绝对够用了。,[舒适],虽然外观看着运动激进，但是坐到车内感觉还挺舒服的，车子本身的隔音就非常好，而且车内还配有10个B&O品牌音响，放歌的时候音质也特别棒。,[油耗],油耗不高不低，现在的平均油耗是9.1，毕竟锐际有着如此优秀的动力表现，再说我也不是经常跑高速的，它的油耗表现已经很不错了。,[动力],毫不夸张地说锐际所搭载的这台2.0T发动机的动力表现在同级别中都是佼佼者的，动力输出特别强劲，提速过程完全没有丝毫的拖感。,[操控],整辆车的底盘调校确实很扎实，很好的保证了它的车身稳定性，而且车道偏离预警系统以及主动刹车等等这些辅助型操控配置车上也都有，车子开着也很有安全感。,[性价比],当时就仅仅考虑了CX-5以及福特锐际，因为这是一种对运动的执着，但我觉得CX-5和这台福特锐际对比起来，真的没有什么值得让我选择的，因为那套2.5L6AT比这套2.0T8AT要差一些，最主要的就是福特锐际的颜值也不输CX-5，底盘也是要更给力的，所以我没有理由去选那台车。,展开全部
"
    发表于  2021-07    

      
        
    
    
",山东福特福汽车销售服务有限公司 [山东省],https://image1.xcarimg.com/attachments/my/1/90/49/904_120.jpg,gh1624855161,三星会员,4.75,外观,4,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,4,性价比,5,购入信息,爱车车型,购入时间,2021/1/1,购车地点,裸车价格,20.15万  (厂商指导价 21.00万),当前油耗,8.2L/100km,购入用途,接送小孩,自驾游,爱车简评,其实福特车的实力一直都是很强的，但太多消费者缺乏一个更加理性的购车观念，更多的还是把眼光停留在表面，其实论实力，我觉得福特在众多合资车里面真的是很强的，论运动在这些合资品牌里面也基本上是没有什么对手,爱车评价,[最满意],满意的地方有很多，要说最满意的应该是锐际这款车的动力了，2.0T的发动机，248匹马力，393牛米的扭矩，光看这些表面上的数据就很炸，在试驾的时候更是深深的体会到了它的澎湃动力，尤其是在运动模式下，超车只需要点点油门。,[不满意],目前还没有特别不满意的地方，刚刚提车觉得油耗偏高一些，可能过了磨合期会下降一些，媳妇觉得外观不是特别大气。,[外观],锐际的外观我觉的很不错，圆圆呼呼的，不过作为美系车，它的肌肉感也是十足的。,[内饰],内饰很简洁，没有过多的实体按键，看着还是很舒服的，中控台也都是软的，中间采用了翻毛皮的材质，锐际的液晶仪表我觉得很漂亮,[空间],之前我的福克斯，我最不满意的就是空间，所以这次选车对空间还是比较看重的，我187的身高坐到前排，座椅调到合适的位置，再坐到后排，腿部还有两拳的空间，还是很满意的。其他的储物空间中规中矩吧。,[舒适],锐际的隔音我觉得比我试驾的CRV要好很多，尤其是到了80km/h以上这个速度，风噪和胎噪明显很控制的更好，前排的两个门的玻璃也是双层的隔音玻璃，座椅感觉有点短，不过整体坐起来还是比较舒服的，包裹性也不错。,[油耗],平均油耗能稳定在9~10个左右，对于这辆车来说特别正常，再说这辆车加92号汽油就行，完全不挑油，油耗只要能够稳定在这个水平我就很满足了。,[动力],动力绝对是我选择锐际的主要原因之一，在试驾的时候那种澎湃的动力源源不断，丝毫没有那种踩油门不往前走的感觉。,[操控],我觉得锐际的操控也是很不错，方向的指向性很精准没有虚位，底盘也是很扎实，过弯很有信心,[性价比],因为我的第一台车就是福特，这次在选车的时候还是更偏向福特，朋友也推荐了CRV，年前抽时间都去看了看，媳妇觉得CRV外观更大气一些，油耗低一些，但是试驾完这两个车，锐际给我的印象更深刻，动力，操控，隔音明显比CRV更好，综合考虑还是选择了锐际这款车。,展开全部
"
    发表于  2021-07    

      
        
    
    
",重庆中汽西南福星汽车有限公司 [重庆市],https://image1.xcarimg.com/attachments/my/1/90/77/792_120.jpg,xuser1917779,三星会员,4.75,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,4,性价比,4,购入信息,爱车车型,购入时间,2021/1/1,购车地点,裸车价格,20.14万  (厂商指导价 21.00万),当前油耗,8.1L/100km,购入用途,接送小孩,自驾游,爱车简评,颜值高，空间合适，动力真的强，245马力是我看到22万以下价位最猛的，配置丰富，看了不少车还是锐际更吸引我，所以最后就订了锐际。,爱车评价,[最满意],最满意的是这辆车有着非常出众的性价比。还有就是外观的颜值非常好，很符合我们年轻人的审美。,[不满意],最不满意的就是这辆车的整体调校偏向性能，在舒适性的方面表现的不够那么好。,[外观],外观的造型非常的动感时尚。采用了非常丰富的车身线条，看起来还要运动气息。,[内饰],内饰的设计也比较的新潮。旋钮式的换档搭配着超大的液晶屏，让整个中控台看起来非常的有档次。用料和做工也很扎实，手感细腻，很有质感。,[空间],对于我平时一个人用车来说，这辆锐际的空间还是比较的不错。前排的视野很开阔，坐进去之后身体也可以自由活动。,[舒适],座椅软硬适中，对身体的支撑性也很到位，过年的时候跑过几次长途，也不会太疲惫。悬架的调校过于偏硬，在处理颠簸的能力上稍微有点欠缺。,[油耗],平时在市区用车偏多一些。由于我也是新手目前的综合油耗在10升出头，也在自己的预期范围。,[动力],2.0T的发动机搭配的四驱系统，不仅有着非常强劲的爆发力，而且整体的稳定性也很出众。,[操控],车身的大小，合适驾驶起来还是非常的方便。方向盘的指向很精准，几乎没有任何的虚位。底盘调校的也很有韧性，开起来四平八稳，非常的舒服。,[性价比],我买车也是在很多车之间进行选择和对比。锐捷凭借着出色的外观颜值以及超强的动力表现给了我不错的印象。加上价格也在自己的预算范围，就选择了它。,展开全部
"
    发表于  2021-07    

      
        
    
    
",天津市中乒北福汽车销售服务有限公司 [天津市],https://image1.xcarimg.com/attachments/my/1/90/69/797_120.jpg,gh1626144607,三星会员,4.75,外观,4,内饰,5,空间,5,舒适,5,油耗,5,动力,4,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021/1/1,购车地点,裸车价格,20.13万  (厂商指导价 21.00万),当前油耗,8.1L/100km,购入用途,接送小孩,跑长途,爱车简评,前段时间手里的资金稍微宽裕了一点，老婆说是时候考虑换一辆车了。各种试驾，查资料、对比，福特锐际最终打动了我。,爱车评价,[最满意],这辆车让我最满意的地方就是它的外观，特别是在中网造型方面，感觉非常的好看，时间久了，看起来更加的舒服了，整个策略也是非常的好看，车身的线条感非常足，车尾的设计也是毫不逊色的,[不满意],这两天让我感觉比较不满意的地方，就是在这款车的动力方面，感觉有的时候起步会有点慢，有点肉肉的感觉，如果在这个地方能够进行改进的话，我觉得应该会更好一些的,[外观],外观设计令我最满意的地方是在中网的方面，感觉非常的耐看，然后整个车身的线条感也是非常的足,[内饰],内饰方面也是非常值得夸奖的，是很多细节方面都处理的很好，而且手感也是非常的好,[空间],空间方面也是令我比较满意的一个地方吧，特别是在乘坐空间方面，我是比较满意的,[舒适],舒适性性方面也是比较好的，特别是座椅的舒适性，非常的高，座椅是非常柔软的，然后在隔音方面处理的也都是比较出色的,[油耗],这辆车百公里的综合油耗在9.6左右，个人感觉会稍微有一些高，如果能够降低一些的话，那肯定会更加的完美,[动力],动力方面并没有让我特别满意，感觉起步的时候会稍微有一点露，这一点是需要改进的，如果这个能改进的话，我相信一定会做的更好,[操控],这辆车的操控表现的还是挺不错的，转向精准度非常的高，刹车和油门的灵敏度都挺高的，让我感觉开起来的感觉非常的好,[性价比],当时之所以会学的这辆车，很大的原因，也是因为这款车的外观方面让我非常的满意，感觉这款车的中网造型是深得我心的，而且这个车的品牌大标也是非常的好看，感觉非常的有创意，从前脸来看，两个大灯的设计也是非常的犀利,展开全部
"
    发表于  2021-07    

      
        
    
    
",上海东昌福德汽车销售服务有限公司 [上海市],https://image1.xcarimg.com/attachments/my/1/90/77/790_120.jpg,xuser1917779,三星会员,4.75,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,4,操控,4,性价比,5,购入信息,爱车车型,购入时间,2021/1/1,购车地点,裸车价格,20.12万  (厂商指导价 21.00万),当前油耗,8.1L/100km,购入用途,接送小孩,自驾游,爱车简评,当时认为在买车的时候入手一辆价格给力的合资车就好了，但是在见到这辆福特锐际之后，自己的想法完全就改变了，感觉20多万的价格并不是很高，并且有着四驱的动力，无论面对什么样的路况都能够很好的增幅。,爱车评价,[最满意],最满意的就是车子的动力了，万万没想到发动机还是非常迅猛的，而且它的油门反应也非常的快速，在市区里面开车其实也很需要这种动力强一点的感觉。,[不满意],最不满意的地方其实也是有的，车子的风噪声有点大，尤其是跑高速的时候会更加明显一些。,[外观],充满时尚与活力的车子外形，反正我身边看过这辆车子的人都夸赞它颜值比较高，我自己也是很喜欢这种外观的。,[内饰],我觉得车子在内饰方面的用料还是挺不错的，就是整体的设计感比较单调，是很普通的家用车子的那种感觉，没什么新颖的地方。,[空间],不管是储物空间还是乘坐空间，其实都挺尽如人意的，尤其是它的后备箱还是比较宽大的，深度以及开口都足够。,[舒适],我比较喜欢它在座椅方面的设计，透气性很强，而且坐着很柔软，但是有时候风噪声还是有些吵闹的，这方面需要加以改进。,[油耗],作为一辆动力强劲的小车子，其实它在油耗方面的表现也有点超乎我的意料，现在来看油耗并不是很高。,[动力],对于整体的动力我个人觉得还是比较满意，迅猛的起步以及平稳的加速感，让我开起车来更加有信心。,[操控],我比较满意的是它的方向盘的程度很合适，不轻不重的，在驾驶的过程中就会更加好操控一些，各种功能也都比较实用。,[性价比],选择这车子自然是有我自己的原因的，我这个人比较注重性价比，只有性价比达到我的要求了那么我才会选择它，它的综合表现还是挺强的。,展开全部
"
    发表于  2021-07    

      
        
    
    
",北京中进万国汽车销售服务有限公司 [北京市],https://image1.xcarimg.com/attachments/my/1/90/77/787_120.jpg,xuser1917778,三星会员,4.5,外观,4,内饰,4,空间,5,舒适,4,油耗,4,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021/1/1,购车地点,裸车价格,20.11万  (厂商指导价 21.00万),当前油耗,8.1L/100km,购入用途,购物,接送小孩,爱车简评,买锐际是表弟给我推荐的，因为他一直开的都是福特，也一直给我推荐福特车，我们俩就去店里逛了逛，看上了这款车的颜值，通过试驾也喜欢上了这辆车。,爱车评价,[最满意],瑞基这台车我最满意的就是它的外观了。气势十足，动感时尚，我也是一个颜值控，所以选车外观也是最主要的。,[不满意],现在车子开了一段时间了，不满意的地方没有什么特别多，新车提回来，车里面还是有点味道的。,[外观],锐际这台车的外观，我也比较喜欢，颜色我感觉这个蓝色，也特别的漂亮，大大的中网，造型犀利的LED大灯，加在一起看起来，气势十足的样子，大大的轮毂看着也特别的有力量。车子尾部灯，也好看。整个车身造型非常合我的心意。,[内饰],这台福特锐际的内饰，我觉得设计的也很用心，手触摸的地方，都是软的，手感很细腻，中控屏的尺寸也非常大，看着也特别舒服，上网的时候也很顺畅，平时开车的时候，开空调，打电话也可以用语音，觉得这台车科技感还是挺强的。,[空间],锐际，这台车的空间，也足够我家里边用车，这台车的空间也还是挺好的，前后乘坐起来都比较宽松，不会挤，后排坐三个人也还是挺好的，空间上没什么问题。,[舒适],平时带着家人出门玩，大家都说这个车的舒适度非常的好，特别是父母亲，坐了两次车，说这个车坐着不头晕，特别的舒服，锐际这台车子，给我的感觉也是觉得舒适度超级的棒，坐在车内非常的安静，舒适。,[油耗],跑了七百多公里了，平均油耗的11.3个，说实话这个油耗我不是很能接受的。,[动力],锐际这台车，它是2.0T的涡轮增压发动机，动力还是挺迅猛的，我平常开着车出去的时候，感觉这台车子动力都是能够随叫随到，等红绿灯的时候一脚油门踩下去，车子总能第1个冲出去。,[操控],锐际这台车，让我觉得，这个车开起来还是很好上手的，车内的全速自适应巡航系统，跑高速的时候对我的帮助也特别大，不会那么累，方向盘握在手上，转向的时候也特别的准，这部车能够给我带来一个轻松愉快的驾驶体验。,[性价比],买车的时候也看了挺多的车款的，手里的钱也比较有限，太高端的买不起，太低端的看不上，最后综合下考虑，觉得锐际，这台车比较适合我，在价位上和各方面都能满足我的需求。,展开全部
