publish,标题,名称,名称1,名称2,评分,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,评分18,标题19,信息,信息_链接,信息20,信息21,信息22,信息23,信息24,信息25,信息26,信息27,信息28,标题29,标题30,信息31,图片,图片32,图片33,图片34,dw_22,dw_2235,dw_23,dw_2336,dw_1,dw_137,dw_2,dw_238,dw_3,dw_339,dw_4,dw_440,dw_5,dw_7,dw_541,dw_742,dw_6,dw_8,dw_643,dw_844,up_链接,up
"
    发表于  2020-02    

      
        
    
    
",最满意的就是车子的空间，宽敞明亮，前排空间很大，后排更大。其次就是这辆车的颜值，整个外形设计的比较亮眼，时尚又帅气的外观吸引了我，越看越喜欢这种外观设计了。,https://image1.xcarimg.com/attachments/my/1/82/52/438_120.jpg,xuser1835243,三星会员,3.5,外观,4,内饰,3,空间,3,舒适,3,油耗,3,动力,3,操控,4,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m43053/,2020款领克01混动1.5T HEV Pro,购入时间,2020/1/1,购车地点, [天津市],裸车价格,18.2万  (厂商指导价 18.28万),当前油耗,3L/100km,购入用途,实拍图片,爱车评价,https://img1.xcarimg.com/review/20200217/c07016b3d791cdbf03be3be34e7906b6.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200217/a2c95d98b95f46f3eb8f915f33a6677c.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200217/cf1b6641900f925d53f5f1e3150bd1e9.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200217/793e7e2ab7fd1bf04597fd98fa463e10.jpg-169x127.jpg,[最满意],最满意的就是车子的空间，宽敞明亮，前排空间很大，后排更大。其次就是这辆车的颜值，整个外形设计的比较亮眼，时尚又帅气的外观吸引了我，越看越喜欢这种外观设计了。,[不满意],每款车都有自己不同的风格，也没有车是绝对的十全十美的，既然我选择了领克01新能源，说明我已经很满意它的设计了，也没发现什么小毛病，所以很满意。,[外观],外观上做的非常引人注目，我就喜欢开这种车子出去，每次都能收获很多眼球，侧面的车身看起来非常修长，轮胎看起来小而精悍。相当给力。,,,[空间],空间方面对于我来说已经完全足够了，正合适我们家的情况，整个的驾驶空间也是蛮给力的，我178的身高坐进去是无压力的，后排腿部空间也很大。后备厢从来没有装满过，还是很满意的。,[舒适],舒适性的话个人觉得还可以，真皮座椅的包裹性很不错，这个空调我是非常喜欢的，温度是分区的，我喜欢冷一点的，我老婆喜欢热一些，所以这个分区很有用。胎噪稍微有点大，不过不会影响太大，可以接受。,[油耗],[操控],油耗还是相当的让人满意的，毕竟是混动车，新能源车。自然是比燃油车要省油不少，经常跑高速，目前是在2.5l左右。,方向盘轻重合适，打起来比较省力，转向很精准，基本上满足了我对指哪打哪的要求。底盘很稳，通过性很好。开起来真心是非常舒适。,[动力],[性价比],动力是1.5t的，一开始我还担心油电混动会不会很肉，现在看来完全没这个担心的必要，动力非常强劲。起步非常快，推背感十足。,这款车我已经关注了很久了，2020年初才决定买，原因是我家的那辆的两厢小车太小，身边的朋友基本都是开suv，以后出去自驾游也不方便，领克新能源让我觉得质量很不错，各方面的配置和性价比都还可以，于是就动了购买的念头，但是一直拘泥于动力会不会不太够的念头，直到年底才决心买下了，驾驶过后动力感觉很不错，没有以前的顾虑了。,javascript:;,展开全部
"
    发表于  2020-02    

      
        
    
    
",用料很好，比较环保，做工也比较精细~但是要吐槽车机系统的使用感受比较卡顿，有待升级,https://image1.xcarimg.com/attachments/my/1/82/51/260_120.jpg,xuser1835126,三星会员,5,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m43053/,2020款领克01混动1.5T HEV Pro,购入时间,2020/1/1,购车地点,上海通孚祥领云汽车销售服务有限公司 [上海市],裸车价格,17.66万  (厂商指导价 18.28万),当前油耗,8L/100km,购入用途,实拍图片,爱车评价,https://img1.xcarimg.com/review/20200215/6ec9e1fbe138e9a762268dc49a4687ff.png-169x127.jpg,https://img1.xcarimg.com/review/20200215/ff6e09be91866302734eee630735a1b5.png-169x127.jpg,https://img1.xcarimg.com/review/20200215/a324c8831fc3ce3ffd3070771c328537.png-169x127.jpg,https://img1.xcarimg.com/review/20200215/2a066896edc14c25314167e864bd3a83.png-169x127.jpg,[最满意],发动机非常安静了起步速度快，动力充沛，只要想加速，一直有动力，油电混合车的优势明显。油电，根据模式不同自动切换，低速度电，高速度切换到油。,[不满意],后排中间地台过高真是不得不说，整个后排就因这里给搞到“大刹风景”。车机也是经常有这有那的不适，网络经常没踪影。一台二十万的车副驾驶座椅居然要手动调整，真是太失望，太掉档次了。钥匙和手机app都不能远程启动也不知道说啥了。,[外观],领克的外观真的是两极化，喜欢的觉得好看，有个性；不喜欢的觉得怪异难看。我就是觉得好看，有个性，时尚，吸睛回头率超高。黑克的外观也显得更威武霸气。单位车位号与车牌是那么的配,[内饰],用料好，舒服,[空间],作为年轻人，没有一大家子，两个人，所以对我们来说，空间绰绰有余。乘坐空间：奶奶有点晕车的，做后排，说空间很大，还是很舒服的，特地开的很稳，一路没有晕车，空调制冷很快，车内空间环境很舒服。,[舒适],舒适性很满意，很隔音，内饰也有豪华感，空调制冷也快。关键是奶奶坐我车不晕车哈。,[油耗],,试过动力模式，很强，1.5t发动机和电动机一起发力，不过油耗也大，很少用。平时都用的混动。,,[动力],[性价比],也属于新手，不好做评价，不过对比自己上过的几辆车，还是最属于的。,性价比高，首先对于限牌城市，省了几万的牌照钱。牌照号选择余地也大，都自编了自己的生日，很好。对比了中配和高配，发现中配也很好了，便宜2万，于是选了中配，选择看来选高配也很好，不后悔。目前还是面购置税，综合落地还是省不少的。购车：提车很快，服务也好，各方面还是做得很到位的,javascript:;,展开全部
"
    发表于  2020-02    

      
        
    
    
",10.2寸的大屏幕，看着舒服。智能安全配置高，360度全景摄像头，停车无死角，轮胎够大，加速性和抓地力强，真皮座椅很有质感,https://image1.xcarimg.com/attachments/my/1/82/51/257_120.jpg,xuser1835125,三星会员,5,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m43053/,2020款领克01混动1.5T HEV Pro,购入时间,2020/1/1,购车地点,上海通孚祥领云汽车销售服务有限公司 [上海市],裸车价格,17.9万  (厂商指导价 18.28万),当前油耗,8.5L/100km,购入用途,实拍图片,爱车评价,https://img1.xcarimg.com/review/20200215/911aa151e5a41468df591a0b1eae2e1d.png-169x127.jpg,https://img1.xcarimg.com/review/20200215/82da46747940c09de8ed7067e8d1c3c2.png-169x127.jpg,https://img1.xcarimg.com/review/20200215/d2d09e235673555964acd4016d797b47.png-169x127.jpg,https://img1.xcarimg.com/review/20200215/92b41b4e7a1cd6ebe3f4323bdbef9a0c.png-169x127.jpg,[最满意],10.2寸的大屏幕，看着舒服。智能安全配置高，360度全景摄像头，停车无死角，轮胎够大，加速性和抓地力强，真皮座椅很有质感,[不满意],APP车联网有点渣，经常不好用，希望后期能完善。,[外观],我是颜值控，外观很惊艳，外观够犀利与众不同，红色很骚气，体现个性。车灯犀利够靓，特别喜欢车位的能量晶体灯，很有辨识度。整体车身造型佳，马牌轮胎够大，给车子带来良好的抓地力，不过整体胎噪会有点大。,[内饰],储物空间只能说够用，首先他的乘坐空间，主驾还好，副驾驶的位置我自己进去感受了一下，腿部空间确实有点小，主要是中控大屏斜着占据了空间，需要把副驾的座椅往后挪挪会稍微好点。其次，后备箱放大件行李应该没什么压力，但是门边储物空间不够深，放大瓶的水有可能会容易掉，中控水杯置物格有点小，只能放的下小的矿泉水瓶，我的保温杯放不下，底部会有一小段空在那里。,[空间],翻毛皮座椅很舒适，对驾乘人的包裹性好，过减速带底盘虽然硬，但是很扎实，不松散，另外隔音效果很不错，坐在里面几乎听不到外面什么声音,,,[油耗],[操控],]刚提车那会百公里油耗显示15L，期间跑了两次高速，平时都是高架路和一般公路上下班开，整体路况较好，目前油耗8.5L。油耗还是在接受范围内，毕竟这个车身重，后期多跑跑高速油耗估计还能有下降空间。智能启停功能还是挺实用的，停车时间长的话可以开启，短的话比如跟车走走停停的状态还是需要手动关闭。,前半段加速有推背感，后半段平顺，平时超车很轻松，跑高速如果不注意的话很容易跑着跑着就超速了。,[动力],,这车整体操控好，方向盘灵巧，转向清晰，指向精准，速度提起来之后方向盘会随着速度加快而变沉，跑高速很有信心，底盘扎实过硬，过减速带游刃有余，不过过高速收费站的连续减速带的时候，如果速度过快还是会比较上下颠簸的厉害，但是不会让人感觉不舒服,,javascript:;,展开全部
"
    发表于  2020-02    

      
        
    
    
",最满意这个车的外观设计看起来非常年轻时尚，很有个性，动力输出非常强劲。,https://image1.xcarimg.com/attachments/my/1/82/51/252_120.jpg,xuser1835125,三星会员,4.13,外观,4,内饰,5,空间,4,舒适,4,油耗,4,动力,4,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m43053/,2020款领克01混动1.5T HEV Pro,购入时间,2020/1/1,购车地点,上海龙祥汽车销售服务有限公司 [上海市],裸车价格,17.8万  (厂商指导价 18.28万),当前油耗,5L/100km,购入用途,实拍图片,爱车评价,https://img1.xcarimg.com/review/20200215/e103ce2eff1c8abd6913d8b53e75f095.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/a30a6c88f85752b7c5ed405023f43211.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/8808178ba60cc670f0c1d3b9771aafe8.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/bde093b748b9dac1b39144c77eab99a7.jpg-169x127.jpg,[最满意],最满意这个车的外观设计看起来非常年轻时尚，很有个性，动力输出非常强劲。,[不满意],最不满意这个车的后排乘坐空间稍微有点小，内饰的设计太过于复杂。,[外观],外观设计的话比较年轻时尚，造型非常的大胆，喜欢的很喜欢，不喜欢的就很讨厌这个比较极端。,[内饰],这个车的内饰设计还是挺一般的，个人感觉这套内饰并没有很好看，反而设计的非常复杂，用起来也不是很顺手。,[空间],车内空间表现还是挺一般的，毕竟是一台中型的SUV车型后备箱空间挺大的，但是后排的乘坐空间感觉还是稍微有点小，不是很大。,[舒适],舒适性表现的话分为两种情况，纯电动模式下村内非常安静，而且运转非常平顺，没有什么顿挫感，发动机启动之后呢，车内的震动感和顿挫感都会稍微有一点，但是整体表现还是挺不错的，座椅的设计非常厚实沉重感很好。,[油耗],[操控],毕竟是一台混合动力车型，所以油耗这一块的表现还是非常不错的，平时在市区里面开的话，基本上用纯电动模式就可以满足代步需求，偶尔跑高速才需要启动发动机，综合油耗能控制在5个左右。,操控感受也是非常不错的，毕竟这是采用了沃尔沃的底盘技术，所以整个车的悬挂条件非常的高级，转向也很精准。,[动力],[性价比],纯电动模式下动力输出非常直接，起步非常快，在高速上行驶的时候，发动机启动以后动力表现也是非常不错的，提速超车都是行云流水一步合成。,选领克01混合动力版的这个时候，主要就是因为可以上一个新能源的牌照，目前的话纯电动汽车也不是那么的实用，所以买一个混合动力的，一车两用，平时在市区里面用电跑高速出远门的时候用油，整体表现还是挺不错的，这个车性价比也很高，而且整个车的底盘质感也非常好。,javascript:;,展开全部
"
    发表于  2020-02    

      
        
    
    
",最满意的还是第一眼看到的，外观非常的不错，线条看上去很霸气，适合我们男人。,https://image1.xcarimg.com/attachments/my/1/82/51/250_120.jpg,xuser1835125,三星会员,4.13,外观,3,内饰,4,空间,5,舒适,5,油耗,4,动力,4,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m43053/,2020款领克01混动1.5T HEV Pro,购入时间,2020/1/1,购车地点, [浙江省],裸车价格,17.9万  (厂商指导价 18.28万),当前油耗,5L/100km,购入用途,实拍图片,爱车评价,https://img1.xcarimg.com/review/20200215/a9745697fc38c60cb2e39b2058edf205.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/d5e77446b943b88e06c1e444c3f512b1.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/e51e2d153c9d8d84be23724441b37439.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/379d08094088aff260b8f7bda9154028.jpg-169x127.jpg,[最满意],最满意的还是第一眼看到的，外观非常的不错，线条看上去很霸气，适合我们男人。,[不满意],新车异味感提来的时候还是挺重的，而且隔音效果不是太好。,[外观],外观这一块在我心中它是满分的。黑色的车漆厚度适中，而且整体看上去更加的沉稳大气。车前脸的设计给人以犀利的感觉，车身线条流畅硬朗，从每个角度看都没有突兀之感，开在路上还是很吸睛的。,[内饰],内饰的用料和做工比较的不错，一些细节处处理的很到位，中控功能偏向主驾这边，操作起来特别方便，这一点设计的很人性化，很贴心，不过新车略微有点异味感，稍微打点折扣。,[空间],空间这方面还是做得不错的。前排座位视野好，而且调整好座位之后，后排乘坐也不会觉得挤。头部脚部会留有一定的预留空间。我们一家三口坐在里面还是挺舒服的，而且后备箱宽度和进深都不错，存取物品还是蛮方便的。,[舒适],空间好，车子的舒适度也不会差，座椅设计的很舒服，填充厚实，乘坐在里面是种享受，最棒的是悬架减震效果。调教的很好。走不平路面没有明显的颠簸感，都被过滤的比较干净了。不过速度起来后噪音略微有点大，还可以接受。,[油耗],[操控],新能源车油耗自然不用说是非常棒的。而且我主要在市区里面上下班通勤和接送孩子，就算偶尔自驾游出行都毫无压力。,车子的操控感是挺不错的，底盘平整扎实，通过性好，方向盘大小尺寸很合手，轻重合适，转向清晰，明确，没有任何的虚位。,[动力],[性价比],作为我的家庭车，这款车的动力是完全足够，之前在买车的时候就有试驾多次，很让人满意，建议买任何车一定要多试驾几次才能有深的体会。,现在身边的朋友不少都开上了新能源车，无论是品牌口碑，我感觉领克这一款做的都挺不错的。驾照拿到的那一刻就直接去买了已经心仪已久的车了。,javascript:;,展开全部
"
    发表于  2020-02    

            
    
    
",最满意的就是车子的空间，宽敞明亮，前排空间很大，后排更大。其次就是这辆车的颜值，整个外形设计的比较亮眼，时尚又帅气的外观吸引了我，越看越喜欢这种外观设计了。,https://image1.xcarimg.com/attachments/my/1/82/51/243_120.jpg,xuser1835124,三星会员,4,外观,4,内饰,4,空间,4,舒适,4,油耗,4,动力,4,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m43053/,2020款领克01混动1.5T HEV Pro,购入时间,2020/1/1,购车地点,青岛蔚来汽车销售有限公司 [山东省],裸车价格,18万  (厂商指导价 18.28万),当前油耗,3L/100km,购入用途,实拍图片,爱车评价,https://img1.xcarimg.com/review/20200215/2b1802054d666a91a8c1318efda46c60.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/25eca8dbdcc93847f46db4114cd853e1.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/e6a0cc01d244467f01de4c36391afad0.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/d06e8ea3abefa918bb84310902b7e3b6.jpg-169x127.jpg,[最满意],最满意的就是车子的空间，宽敞明亮，前排空间很大，后排更大。其次就是这辆车的颜值，整个外形设计的比较亮眼，时尚又帅气的外观吸引了我，越看越喜欢这种外观设计了。,[不满意],每款车都有自己不同的风格，也没有车是绝对的十全十美的，既然我选择了领克01新能源，说明我已经很满意它的设计了，也没发现什么小毛病，所以很满意。,[外观],外观上做的非常引人注目，我就喜欢开这种车子出去，每次都能收获很多眼球，侧面的车身看起来非常修长，轮胎看起来小而精悍。相当给力。,,,[空间],空间方面对于我来说已经完全足够了，正合适我们家的情况，整个的驾驶空间也是蛮给力的，我178的身高坐进去是无压力的，后排腿部空间也很大。后备厢从来没有装满过，还是很满意的。,[舒适],舒适性的话个人觉得还可以，真皮座椅的包裹性很不错，这个空调我是非常喜欢的，温度是分区的，我喜欢冷一点的，我老婆喜欢热一些，所以这个分区很有用。胎噪稍微有点大，不过不会影响太大，可以接受。,[油耗],[操控],油耗还是相当的让人满意的，毕竟是混动车，新能源车。自然是比燃油车要省油不少，经常跑高速，目前是在2.5l左右。,方向盘轻重合适，打起来比较省力，转向很精准，基本上满足了我对指哪打哪的要求。底盘很稳，通过性很好。开起来真心是非常舒适。,[动力],[性价比],动力是1.5t的，一开始我还担心油电混动会不会很肉，现在看来完全没这个担心的必要，动力非常强劲。起步非常快，推背感十足。,这款车我已经关注了很久了，2020年初才决定买，原因是我家的那辆的两厢小车太小，身边的朋友基本都是开suv，以后出去自驾游也不方便，领克新能源让我觉得质量很不错，各方面的配置和性价比都还可以，于是就动了购买的念头，但是一直拘泥于动力会不会不太够的念头，直到年底才决心买下了，驾驶过后动力感觉很不错，没有以前的顾虑了。,https://newcar.xcar.com.cn/3707/review/comment-316939.html,展开全部
"
    发表于  2020-02    

      
        
    
    
",最满意除了不限号就是市区跑的多纯电跑基本够用这能省不少油钱，本身也是三缸，就算烧油也没有很费。,https://image1.xcarimg.com/attachments/my/1/82/51/225_120.jpg,xuser1835122,三星会员,4.13,外观,5,内饰,4,空间,4,舒适,4,油耗,4,动力,4,操控,5,性价比,3,购入信息,爱车车型,https://newcar.xcar.com.cn/m43053/,2020款领克01混动1.5T HEV Pro,购入时间,2020/1/1,购车地点, [浙江省],裸车价格,18.1万  (厂商指导价 18.28万),当前油耗,7L/100km,购入用途,实拍图片,爱车评价,https://img1.xcarimg.com/review/20200215/5e3088b0227ca042ca53871b01ec048b.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/0ef8e9060e50b731f965d6d00393f45d.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/78138eb30c4198d35f0006b76cbce985.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/371a08161171b739742b096f09633f8b.jpg-169x127.jpg,[最满意],最满意除了不限号就是市区跑的多纯电跑基本够用这能省不少油钱，本身也是三缸，就算烧油也没有很费。,[不满意],这个档把虽然很精致但是太小了，握手里没有什么驾驶感觉。有点玩具车的意思。如果可以自己选的话我还是喜欢有些车的飞机档位的那种手感。,[外观],第一眼就爱上了，风格运动，细节精致。,[内饰],内饰不错，比合资车还要优秀不少。,[空间],空间还不错，乘坐都没有问题，后备箱设计的储物也很合理，第二排座椅靠背后面的档板是伸缩的不管是放东西还是给后备箱塞大件都很能装。,[舒适],舒适性一般，路感对我来说有点过于清晰，不过车身不松散，驾驶质感还是不错的。,[油耗],[操控],油耗基本忽略，城市纯电跑的比较多，省老鼻子钱了。,操控按说也还不错，鸡蛋里也有小骨头，过玩的侧倾有点点明显。不太有信心大力批弯。,[动力],[性价比],试驾的时候这动力也是加分不少混动动力有260多马力，提速推背感扎实。,一直在新能源与燃油之间徘徊，但是限号搞得出行有点不方便，所以因为工作原因用车频率比较高就看混动的领克了，一见钟情，试车听销售简单的讲了讲便确定下来了。,javascript:;,展开全部
"
    发表于  2020-02    

      
        
    
    
",最不满意也就是这车充电速度了，如果能再快点实用性会更强一些，现在有的时候来不及充电还是会切换到燃油。,https://image1.xcarimg.com/attachments/my/1/82/51/212_120.jpg,xuser1835121,三星会员,4,外观,4,内饰,4,空间,4,舒适,4,油耗,4,动力,4,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m43053/,2020款领克01混动1.5T HEV Pro,购入时间,2020/1/1,购车地点, [山东省],裸车价格,18.2万  (厂商指导价 18.28万),当前油耗,6L/100km,购入用途,实拍图片,爱车评价,https://img1.xcarimg.com/review/20200215/d0a3936b0b9767eb9028235f3bcc1394.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/56fad4d4062aecd7964e0a0b1b3f249e.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/d64b6604e8ef4bc4286c12fc8652a9c7.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200215/9e1355f192868fc75ce9c83dd765b301.jpg-169x127.jpg,[最满意],经过这段时间的用车以来最大的感受就是上下班真省钱，纯电动跑比公交车还省。,[不满意],最不满意也就是这车充电速度了，如果能再快点实用性会更强一些，现在有的时候来不及充电还是会切换到燃油。,[外观],分体式大灯设计的很新颖，前脸比较科幻，整体线条比较饱满，看起来车子比较敦实。,[内饰],内饰科技感还是不错的，液晶仪表，还有中控设计时尚不俗。,[空间],属于不大不小型的，一家三口加条狗正好。,[舒适],舒适性我觉得能和四五十万的车的感觉差不多。,[油耗],[操控],上下班6公里基本不费油好吗。。。油耗这块儿满分儿！,高速有的时候累了车自己会修正车道，很棒还安全。,[动力],[性价比],动力给力，红绿灯起步超油车很轻松。,本来之前一直是看的商务型的等主流B级车，怎奈何他们的新能源板都太贵，路过领克店去看了一下后被这车塞满了脑袋，翻来覆去的看评测视频，夜不能寐最后终是提了它。,,
"
    发表于  2020-02    

      
        
    
    
",用料很好，比较环保，做工也比较精细~但是要吐槽车机系统的使用感受比较卡顿，有待升级,https://image1.xcarimg.com/attachments/my/1/82/50/783_120.jpg,xuser1835078,三星会员,5,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m43053/,2020款领克01混动1.5T HEV Pro,购入时间,2020/1/1,购车地点,兰州驰霖汽车销售服务有限公司 [甘肃省],裸车价格,17.9万  (厂商指导价 18.28万),当前油耗,7L/100km,购入用途,实拍图片,爱车评价,https://img1.xcarimg.com/review/20200214/9976933df8265c87256ba61787c07b40.png-169x127.jpg,https://img1.xcarimg.com/review/20200214/24ab15537e761d9d8404dc2e5d773d09.png-169x127.jpg,https://img1.xcarimg.com/review/20200214/21d54dbd8c3eb7fc6103a106c2e495fb.png-169x127.jpg,https://img1.xcarimg.com/review/20200214/befc295021bf1ed4aefe0b90f7259876.png-169x127.jpg,[最满意],发动机非常安静了起步速度快，动力充沛，只要想加速，一直有动力，油电混合车的优势明显。油电，根据模式不同自动切换，低速度电，高速度切换到油。,[不满意],后排中间地台过高真是不得不说，整个后排就因这里给搞到“大刹风景”。车机也是经常有这有那的不适，网络经常没踪影。一台二十万的车副驾驶座椅居然要手动调整，真是太失望，太掉档次了。钥匙和手机app都不能远程启动也不知道说啥了。,[外观],领克的外观真的是两极化，喜欢的觉得好看，有个性；不喜欢的觉得怪异难看。我就是觉得好看，有个性，时尚，吸睛回头率超高。黑克的外观也显得更威武霸气。单位车位号与车牌是那么的配,[内饰],用料好，舒服,[空间],作为年轻人，没有一大家子，两个人，所以对我们来说，空间绰绰有余。乘坐空间：奶奶有点晕车的，做后排，说空间很大，还是很舒服的，特地开的很稳，一路没有晕车，空调制冷很快，车内空间环境很舒服。,[舒适],舒适性很满意，很隔音，内饰也有豪华感，空调制冷也快。关键是奶奶坐我车不晕车哈。,,[操控],,也属于新手，不好做评价，不过对比自己上过的几辆车，还是最属于的。,[动力],[性价比],试过动力模式，很强，1.5t发动机和电动机一起发力，不过油耗也大，很少用。平时都用的混动。,性价比高，首先对于限牌城市，省了几万的牌照钱。牌照号选择余地也大，都自编了自己的生日，很好。对比了中配和高配，发现中配也很好了，便宜2万，于是选了中配，选择看来选高配也很好，不后悔。目前还是面购置税，综合落地还是省不少的。购车：提车很快，服务也好，各方面还是做得很到位的,javascript:;,展开全部
"
    发表于  2020-02    

      
        
    
    
",10.2寸的大屏幕，看着舒服。智能安全配置高，360度全景摄像头，停车无死角，轮胎够大，加速性和抓地力强，真皮座椅很有质感,https://image1.xcarimg.com/attachments/my/1/82/50/771_120.jpg,xuser1835077,三星会员,5,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m43053/,2020款领克01混动1.5T HEV Pro,购入时间,2020/1/1,购车地点,陕西龙泰广兴汽车销售服务有限公司 [陕西省],裸车价格,17.99万  (厂商指导价 18.28万),当前油耗,8.5L/100km,购入用途,实拍图片,爱车评价,https://img1.xcarimg.com/review/20200214/9936521014e3e79b9958d3eb1566c87b.png-169x127.jpg,https://img1.xcarimg.com/review/20200214/b0aeb2a9624de804a49faa9a6a46fe2b.png-169x127.jpg,https://img1.xcarimg.com/review/20200214/8ae09d702f77bc3e550d90b59057a821.png-169x127.jpg,https://img1.xcarimg.com/review/20200214/26014e4460b824779f35b772b40058b6.png-169x127.jpg,[最满意],10.2寸的大屏幕，看着舒服。智能安全配置高，360度全景摄像头，停车无死角，轮胎够大，加速性和抓地力强，真皮座椅很有质感,[不满意],APP车联网有点渣，经常不好用，希望后期能完善。,[外观],车灯犀利够靓，特别喜欢车位的能量晶体灯，很有辨识度。整体车身造型佳，马牌轮胎够大，给车子带来良好的抓地力，不过整体胎噪会有点大。,[内饰],储物空间只能说够用，首先他的乘坐空间，主驾还好，副驾驶的位置我自己进去感受了一下，腿部空间确实有点小，主要是中控大屏斜着占据了空间，需要把副驾的座椅往后挪挪会稍微好点。其次，后备箱放大件行李应该没什么压力，但是门边储物空间不够深，放大瓶的水有可能会容易掉，中控水杯置物格有点小，只能放的下小的矿泉水瓶，我的保温杯放不下，底部会有一小段空在那里。,[空间],翻毛皮座椅很舒适，对驾乘人的包裹性好，过减速带底盘虽然硬，但是很扎实，不松散，另外隔音效果很不错，坐在里面几乎听不到外面什么声音,,,[油耗],[操控],]刚提车那会百公里油耗显示15L，期间跑了两次高速，平时都是高架路和一般公路上下班开，整体路况较好，目前油耗8.5L。油耗还是在接受范围内，毕竟这个车身重，后期多跑跑高速油耗估计还能有下降空间。智能启停功能还是挺实用的，停车时间长的话可以开启，短的话比如跟车走走停停的状态还是需要手动关闭。,前半这车整体操控好，方向盘灵巧，转向清晰，指向精准，速度提起来之后方向盘会随着速度加快而变沉，跑高速很有信心，底盘扎实过硬，过减速带游刃有余，不过过高速收费站的连续减速带的时候，如果速度过快还是会比较上下颠簸的厉害，但是不会让人感觉不舒服段加速有推背感，后半段平顺，平时超车很轻松，跑高速如果不注意的话很容易跑着跑着就超速了。,,,,,javascript:;,展开全部
